x
45
22
562
7
2
365
18
178
111
31
149
482
9
7
4
187
70
4
4
3
45
19
11
6
24
38
51
119
68
18
7
149
3
2
341
13
2
2
2
25
583
52
97
20
27
374
17
121
177
249
46
16
105
32
25
69
290
4
4
11
3
273
10
1
12
72
43
52
53
97
31
1
80
102
256
2
18
299
6
41
1
65
40
119
1
70
5
56
39
73
5
94
65
262
60
113
34
85
67
61
80
105
86
59
14
61
35
248
44
364
25
39
116
4
46
17
29
51
26
24
82
114
1
46
207
8
22
8
92
1
61
30
19
6
16
11
115
5
11
66
29
6
175
19
47
315
121
14
63
21
2
9
2
110
50
28
59
30
5
75
30
28
2
6
76
2
9
9
32
105
7
21
36
52
4
96
30
23
41
220
15
32
1
2
8
56
80
13
12
158
35
92
92
22
5
18
2
32
34
35
108
369
7
69
14
4
12
2
33
191
1
26
11
71
47
18
70
7
7
290
49
29
38
15
7
3
40
59
6
3
2
17
5
12
127
4
18
49
30
41
14
17
2
222
14
6
65
7
1
35
56
6
99
1
125
3
3
22
27
6
6
16
5
4
111
10
1
2
1
71
15
5
21
4
1
1
94
20
17
3
18
32
10
28
17
3
7
6
8
46
15
2
12
6
5
36
28
52
12
27
29
17
4
3
4
19
11
30
2
19
5
16
65
137
12
7
21
15
6
21
10
70
10
38
33
7
11
21
5
2
15
5
85
117
8
6
1
5
23
3
26
30
22
22
76
6
103
36
55
3
42
1
3
24
8
29
13
2
2
4
12
147
20
53
1
1
2
22
26
81
2
7
3
1
501
36
98
8
12
3
5
21
4
33
13
33
32
5
5
12
20
22
1
20
13
22
13
19
14
6
5
23
48
60
3
11
1
2
33
3
13
33
42
20
68
70
1
15
3
12
2
1
4
8
23
23
9
9
2
14
9
2
2
2
16
64
10
2
22
7
47
98
54
6
21
1
5
1
6
1
3
3
1
3
37
8
7
3
27
11
8
1
10
3
10
7
5
16
42
5
2
11
4
4
2
12
28
6
16
4
6
8
50
20
19
3
11
3
3
1
15
1
1
63
6
6
16
7
5
6
1
4
20
6
1
10
77
16
17
22
9
8
2
2
3
1
1
23
2
5
5
1
3
1
1
19
2
9
6
11
22
17
14
22
3
2
10
2
3
9
2
5
12
5
18
3
1
3
21
6
1
4
3
1
2
3
38
10
2
2
1
7
3
2
6
13
27
1
26
11
1
2
4
2
5
1
5
28
7
7
10
1
2
2
5
1
11
1
2
4
1
0
2
12
6
21
25
13
3
3
11
31
24
20
1
5
3
1
4
3
2
7
2
5
1
1
1
2
13
3
4
1
1
1
4
5
2
3
10
4
10
6
53
2
3
55
7
3
7
7
18
3
2
21
12
63
11
1
2
3
1
4
37
3
17
20
3
2
5
1
24
25
1
44
5
42
4
1
4
2
1
21
6
20
1
1
1
20
4
1
3
5
1
2
1
1
1
1
1
7
10
1
7
1
1
1
1
2
5
9
1
5
7
4
2
12
3
6
10
12
1
41
2
4
1
1
6
2
3
4
18
11
6
4
1
1
1
4
1
1
8
1
1
1
4
4
4
2
6
2
14
1
37
1
1
1
4
12
4
1
9
1
1
2
6
1
1
2
2
3
1
5
1
2
2
9
1
1
2
8
7
1
1
3
8
3
1
3
13
4
1
3
29
3
1
1
3
1
2
1
1
3
3
1
1
14
6
11
4
17
5
6
1
1
1
5
5
3
4
1
2
3
1
6
2
7
1
2
3
11
5
11
17
21
1
5
6
3
9
10
4
4
1
13
1
1
7
2
1
3
5
5
6
2
12
5
1
2
1
1
1
1
1
10
3
1
7
8
2
6
2
1
1
6
2
6
2
1
2
1
2
9
4
2
1
2
1
3
1
4
1
2
6
23
36
4
8
2
6
1
1
1
1
21
1
7
13
5
9
2
8
3
13
3
6
3
3
11
1
4
2
1
6
4
4
2
4
1
2
1
8
1
2
4
1
2
3
3
1
4
8
12
1
1
8
1
4
2
2
2
2
1
3
1
3
3
1
2
9
6
3
3
5
6
3
3
1
7
2
10
1
1
1
6
2
6
7
3
1
1
5
2
1
1
4
1
3
3
1
1
4
4
2
1
2
2
1
2
2
1
1
2
1
1
1
3
2
5
1
1
2
1
3
1
3
2
12
1
1
1
1
1
12
1
1
1
1
1
1
1
1
15
1
2
7
1
3
6
7
1
2
2
55
10
1
2
3
1
1
3
2
1
2
5
5
2
4
1
5
7
2
4
1
1
2
3
4
2
3
3
1
2
4
9
3
5
1
1
1
1
2
2
1
5
1
2
1
2
5
1
2
1
2
1
1
1
1
1
1
2
1
1
3
1
3
2
1
1
10
11
13
2
2
2
2
1
2
1
1
1
1
2
3
1
1
1
1
2
1
1
1
1
2
1
1
2
1
0
1
47
4
1
8
2
1
1
28
3
8
3
9
3
1
6
1
1
21
1
31
1
13
1
1
1
1
1
4
5
1
3
1
4
5
1
3
1
14
2
1
1
4
6
1
1
1
3
1
6
2
1
1
1
1
2
1
5
1
1
0
2
1
4
2
1
1
3
1
1
1
2
1
1
2
10
1
1
1
1
2
3
1
2
1
2
2
3
4
10
1
1
1
4
1
1
1
2
3
2
1
11
1
1
4
11
2
3
6
48
2
4
2
5
16
4
2
1
1
18
2
1
7
15
1
1
2
6
4
36
6
1
4
4
41
3
1
3
2
1
1
2
1
1
1
1
3
5
1
6
1
1
1
2
2
2
1
1
1
1
5
1
4
3
2
2
1
4
1
1
4
2
1
2
2
1
3
1
1
2
1
1
1
1
1
1
3
1
5
1
1
3
5
1
8
1
1
2
1
2
8
1
1
2
1
1
1
9
2
1
5
1
2
3
1
1
3
4
3
1
2
2
8
3
4
3
7
1
1
2
5
3
1
1
1
3
15
14
2
1
1
2
2
1
6
1
1
1
2
6
2
2
3
3
3
1
1
19
1
1
1
1
1
3
2
25
1
4
4
10
2
1
2
1
2
1
2
1
1
1
1
10
3
2
1
2
1
4
1
5
1
1
1
1
2
1
2
1
1
1
1
4
2
1
2
3
1
1
8
3
1
10
1
2
2
3
1
1
2
4
1
4
1
1
4
1
1
1
2
1
3
2
1
3
5
1
1
3
2
1
1
1
1
1
1
3
1
4
2
5
1
1
1
1
1
1
1
1
1
1
2
1
1
5
1
1
1
1
1
2
1
1
4
1
2
1
2
1
1
1
3
1
2
1
1
1
2
1
1
1
1
3
1
2
1
1
1
1
1
1
4
1
3
1
1
1
2
1
1
7
3
4
1
1
1
3
2
1
3
2
1
1
2
1
1
1
2
1
1
1
1
1
1
2
2
1
1
1
1
1
1
3
1
2
1
1
1
2
0
1
1
1
3
1
1
5
1
5
1
1
24
16
1
9
1
2
4
11
2
19
1
21
10
2
2
1
3
1
2
1
81
54
1
6
2
6
2
4
7
2
4
1
1
1
7
4
2
1
1
3
1
5
1
1
1
1
1
2
7
2
1
1
1
1
1
1
1
1
1
9
2
1
2
1
1
1
9
1
1
1
1
3
1
1
2
1
8
2
6
9
1
1
1
2
1
2
2
2
3
8
6
10
7
6
1
1
1
1
1
3
1
1
2
1
1
1
2
1
2
1
1
1
5
2
1
1
1
2
2
2
5
1
2
1
2
6
3
4
2
2
2
2
1
2
4
4
1
1
1
2
4
2
1
4
2
4
1
1
6
1
2
1
3
5
3
1
1
1
1
1
1
1
1
1
1
1
1
2
1
1
1
1
2
1
1
2
1
1
1
1
5
4
1
1
2
1
2
1
3
2
1
1
1
3
4
1
2
1
1
1
1
1
1
1
2
1
1
1
1
2
1
1
2
1
1
1
1
1
1
2
1
3
2
1
2
1
1
1
2
1
1
1
1
2
1
2
1
5
3
1
1
7
1
3
9
4
2
1
1
1
1
1
1
1
1
1
2
2
1
1
1
1
4
1
2
1
1
2
2
1
5
1
1
2
1
2
1
3
1
6
2
7
1
1
1
2
3
1
1
1
3
1
2
1
2
1
2
1
3
1
1
1
1
1
1
1
1
1
1
2
1
1
1
1
1
2
2
1
1
1
2
1
1
1
3
1
1
2
1
2
3
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
3
1
3
7
1
2
1
3
1
1
3
1
1
1
2
1
1
1
1
1
1
1
1
4
1
1
1
2
1
1
2
1
1
1
2
1
1
1
1
1
1
1
1
1
1
1
1
1
2
1
1
1
1
1
1
1
1
2
1
1
1
1
1
1
1
1
1
1
1
1
2
1
2
1
1
1
3
3
2
3
2
1
2
1
2
1
1
2
2
1
1
1
1
2
3
1
1
1
1
1
1
2
4
1
1
1
1
1
1
2
2
1
1
2
3
1
1
1
1
1
1
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
2
1
1
1
1
6
1
3
2
1
1
1
1
1
1
1
4
2
1
2
1
1
2
2
1
1
1
1
1
1
1
1
1
1
3
3
1
1
4
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
1
3
1
1
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
0
1
1
1
1
1
1
1
