V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25
0.00435541671315662,0.000119324964388278,0.000141214037297413,0.0150294715073599,9.24199929860202e-05,0.246142234678365,0.00228646093133308,0.000125223828011389,0.0535239713749235,0.000168062949963171,0.0107825232576957,0.00214449206232139,0.154572273747428,0.0529578238928321,0.000599305015497639,9.8727455324782e-05,0.05657794065495,0.0357967849559964,0.00029049063298957,0.0714051735354774,0.000332904820667127,0.292063894587681,0.000174901992795192,0.000105216055363272,0.000113746355196583
0.000206869374216246,0.016880957734121,0.000161819132597942,0.000478259181391436,0.000105905357469584,0.00936620690140998,0.000228055777556419,0.000143495729016793,0.0398055795352807,0.000192585675654993,0.00996381195634559,6.53716727814886e-05,0.000116179263333617,0.00566838005831274,0.00307878362264662,0.509615875988981,0.00264062731869462,0.258694915304023,0.00033287726318027,0.00288713844020369,0.00755757524104552,0.131357394764989,0.000200422630111207,0.000120568543610173,0.000130343533025139
0.00018281757565817,0.000120838425378619,0.000143005128858462,0.00465049524309928,9.35922041392275e-05,0.0970619034581859,0.308833945973892,0.000126812107377137,0.0605446056754633,0.000170194580339052,0.061653377657813,5.77711939232633e-05,0.000102671607843709,0.00289542168390309,0.00694866806636657,9.99796673248088e-05,0.000219692530438595,0.0743013848290418,0.000294175077760564,0.011007145799948,0.0616408241591039,0.308451817362369,0.000177120366331574,0.00010655056567439,0.000115189059766127
0.0903037467415932,0.000122653381939971,0.000145153022594378,0.152771645411414,9.49979307072595e-05,0.115685112107289,0.107488119358309,0.000128716786833377,0.0464342701039406,0.000172750851403699,0.159134589116884,5.86388997638486e-05,0.000104213704306293,0.0716003830323793,0.000616021863833831,0.00224715236263927,0.000222992245726594,0.0110472382024672,0.00029859349835728,0.00902679876610187,0.00034219077565427,0.227257829025814,0.000179780660604817,0.000108150922909107,0.00440826122653331
0.0144758845304448,0.000761620598918717,0.000901332929061001,0.00266390470578595,0.000589893077034861,0.0921406582719281,0.0545647578098766,0.0674173798063431,0.0218628418597274,0.00107270264242854,0.00220396817275791,0.000364120363023782,0.000647118755585087,0.00492564624204213,0.00382520998165195,0.0805718819203219,0.00138467839254232,0.00198011578497723,0.00185412709747708,0.00275774588850977,0.162008305825801,0.478512170021727,0.00111635449620832,0.000671567056503666,0.000726013769321127
0.00052080865052667,0.000344243145259071,0.000407391400476872,0.109602088887911,0.0484435296251656,0.119933915472164,0.00659626010826121,0.00638337405427065,0.00988173567886583,0.000484848403629805,0.115416316381717,0.000164577926592501,0.000292489720071923,0.0142705578340281,0.206480795008549,0.000284820950240033,0.000625857606395849,0.00691710113684992,0.000838042648336643,0.0674897118914659,0.0190267436997621,0.258436408766103,0.0065266916557763,0.000303540051452666,0.000328149296128966
0.000180527846474422,0.000119324964388278,0.00640354733732071,0.0150294715073599,0.00426730885966822,0.0561847912443253,0.265304459532312,0.000125223828011389,0.0493490825082413,0.000168062949963171,0.0817556339912931,5.70476289802878e-05,0.000101385680186176,0.000771713059304556,0.102884082249212,9.8727455324782e-05,0.0711900516883378,0.000310229589197719,0.00029049063298957,0.000432062801880003,0.0838306821543111,0.208566117254037,0.000174901992795192,0.0522913268888908,0.000113746355196583
0.226705732403673,0.000300772308300429,0.000355946236230668,0.00631364909830102,0.000232955230835548,0.17319009767878,0.000501643992083159,0.000315641073083795,0.0665119592692543,0.00042362201119725,0.000870371147632028,0.000143795115627566,0.000255554277468538,0.2545041026896,0.00151061727787917,0.00551049789678498,0.0110701126107496,0.00078196939026498,0.000732215078980647,0.00108906402711624,0.000839124921341513,0.24684777569822,0.000440860605901199,0.000265209179018921,0.000286710781676108
0.000296118217006549,0.00019572767519848,0.000231632126330887,0.110253120427382,0.000151595690488977,0.184607857441037,0.00032644498724812,0.000205403528605883,0.0295866126586075,0.000275672158394722,0.0416545922120354,9.35747171862896e-05,0.00016630202726636,0.0389300154692258,0.00098303467358642,0.000161941764726642,0.000355846313840049,0.0142049327995727,0.000476489195311831,0.000708708761701689,0.000546060809199326,0.177756350935768,0.00028689017937597,0.397358498098624,0.000186577132279579
0.000697133843873334,0.00046079024770195,0.000545318002472078,0.0419165079942861,0.000356892890594689,0.0879901312213054,0.0410733418111498,0.169763777514162,0.101897885347239,0.000648998880829816,0.0819430519037532,0.00022029749787395,0.000391515161357201,0.14807740037798,0.00231430118547186,0.00038125004962129,0.000837748217935485,0.00925895777483031,0.00112177071593168,0.122582905958006,0.00128555910796022,0.184713501126613,0.000675408813208736,0.000406306697526466,0.000439247658316305
