etcsl_no,text_name,version,l_no,text
c.2.5.5.8,An ua-di to Inana for Lipit-Eštar (Lipit-Eštar H),,A1,sux:in-nin[mistress]N sux:egir₂[princess]N sux:zid[right]AJ sux:dumu-gir₁₅[citizen]N sux:E-mah[1]TN sux:nitalam[spouse]N sux:lugal[king]N
c.2.5.5.8,An ua-di to Inana for Lipit-Eštar (Lipit-Eštar H),,A2,sux-x-emesal:nu-nus[woman]N sux:diŋir[deity]N sux:nam-nin[ladyship]N sux:tum₂[to-be-suitable]V sux:an[heaven]N sux:ki[place]N sux:dirig[to-be-superior]V
c.2.5.5.8,An ua-di to Inana for Lipit-Eštar (Lipit-Eštar H),,A3,sux:ar₂[praise]N sux:šir₃[song]N sux:dug₄[to-say]V sux:mi₂[(loving)-care]N sux:zid[right]AJ sux:dug₄[to-say]V
c.2.5.5.8,An ua-di to Inana for Lipit-Eštar (Lipit-Eštar H),,A4,sux:me[to-be]V sux:he₂-du₇[(fitting)-ornament]N
c.2.5.5.8,An ua-di to Inana for Lipit-Eštar (Lipit-Eštar H),,A5,sux:me[essence]N sux:gal[to-be-big]V sux:gub[to-stand]V
c.2.5.5.8,An ua-di to Inana for Lipit-Eštar (Lipit-Eštar H),,A6,sux:Lipit-Eštar[1]RN sux:dumu[child]N sux:Enlil[1]DN sux:mi₂[(loving)-care]N sux:zid[right]AJ sux:dug₄[to-say]V
c.2.5.5.8,An ua-di to Inana for Lipit-Eštar (Lipit-Eštar H),,A7,sux-x-emesal:ze₂-eb[to-be-good]V sux:za[you-(sg.)]PD
c.2.5.5.8,An ua-di to Inana for Lipit-Eštar (Lipit-Eštar H),,A8,sux-x-emesal:ze₂-eb[to-be-good]V
c.2.5.5.8,An ua-di to Inana for Lipit-Eštar (Lipit-Eštar H),,A9,sux:ki[place]N sux-x-emesal:me[I]PD sux:pad₃[to-find]V
c.2.5.5.8,An ua-di to Inana for Lipit-Eštar (Lipit-Eštar H),,A10,sux:hul₂[to-be-happy]V sux:dirig[to-be-superior]V
c.2.5.5.8,An ua-di to Inana for Lipit-Eštar (Lipit-Eštar H),,B1,
c.2.5.5.8,An ua-di to Inana for Lipit-Eštar (Lipit-Eštar H),,B2,
c.2.5.5.8,An ua-di to Inana for Lipit-Eštar (Lipit-Eštar H),,B3,sux:Inana[1]DN sux:Lipit-Eštar[1]RN sux:ur₂[root]N sux:kug[shining]AJ
c.2.5.5.8,An ua-di to Inana for Lipit-Eštar (Lipit-Eštar H),,B4,sux:ŋiš-gi₄-ŋal₂[composition-division]N
c.2.5.5.8,An ua-di to Inana for Lipit-Eštar (Lipit-Eštar H),,B5,sux:u₃-a-di[type-of-composition]N sux:Inana[1]DN
