etcsl_no,text_name,version,l_no,text
c.1.7.7,The šumunda grass,,1,sux:ab-ba[father]N sux:na[advice]N sux:de₅[to-collect]V sux:ab-ba[father]N sux:na[advice]N sux:de₅[to-collect]V
c.1.7.7,The šumunda grass,,2,sux:im[rain(storm)]N sux:šeŋ₃[to-rain]V sux:e₂-ŋar₈[wall]N sux:gul[to-destroy]V
c.1.7.7,The šumunda grass,,3,sux:šika[(pot)sherd]N sux:bar₇[to-burn]V sux:šeŋ₃[to-rain]V
c.1.7.7,The šumunda grass,,4,sux:lu₂[person]N sux:lu₂[person]N sux:gi₄[to-return]V sux:gaba[chest]N sux:ri[to-direct]V
c.1.7.7,The šumunda grass,,5,sux-x-emesal:mu[penis]N sux:dug₄[to-say]V sux:dug₄[to-say]V
c.1.7.7,The šumunda grass,,6,sux-x-emesal:še[noun-part-of-multiword-verb]N sux:su-ub[to-rub]V sux:su-ub[to-rub]V
c.1.7.7,The šumunda grass,,7,sux:ud[day(light)]N sux:im[rain(storm)]N sux:ŋe₂₆[I]PD sux:šeŋ₃[to-rain]V sux:dug₄[to-say]V
c.1.7.7,The šumunda grass,,8,sux:ud[day(light)]N sux:e₂-ŋar₈[wall]N sux:ŋe₂₆[I]PD sux:gul[to-destroy]V sux:dug₄[to-say]V
c.1.7.7,The šumunda grass,,9,sux:ud[day(light)]N sux:a-ma-ru[flood]N sux:ŋe₂₆[I]PD sux:ur₃[to-drag]V sux:dug₄[to-say]V
c.1.7.7,The šumunda grass,,10,sux:an[heaven]N sux:dug₄[to-say]V sux:ki[place]N sux:tud[to-give-birth]V
c.1.7.7,The šumunda grass,,11,sux:šumunda[type-of-plant]N sux:tud[to-give-birth]V
c.1.7.7,The šumunda grass,,12,sux:ki[place]N sux:tud[to-give-birth]V sux:an[heaven]N sux:dug₄[to-say]V
c.1.7.7,The šumunda grass,,13,sux:šumunda[type-of-plant]N sux:tud[to-give-birth]V
