etcsl_no,text_name,version,l_no,text
c.6.1.14,Proverbs: collection 14,,A1,sux:šu[hand]N sux:gi₄[to-return]V sux:šu[hand]N sux:gi₄[to-return]V
c.6.1.14,Proverbs: collection 14,,A2,sux:Luma[1]DN sux:lu₂[person]N sux:inim-ŋar[(oracular)-utterance]N sux:sag₉[to-be-good]V sux:sag₉[to-be-good]V sux:ŋal₂[to-be-(located)]V
c.6.1.14,Proverbs: collection 14,,A3,sux:igi[eye]N sux:engar[farmer]N sux:il₂[to-raise]V
c.6.1.14,Proverbs: collection 14,,A4,sux:Enlil[1]DN sux:iri[town]N sux:nam[destiny]N sux:kud[to-cut]V sux:il₂[to-raise]V
c.6.1.14,Proverbs: collection 14,,A5,sux:igi[eye]N sux:sipad-tur[junior-shepherd]N sux:il₂[to-raise]V
c.6.1.14,Proverbs: collection 14,,A6,sux:Enlil[1]DN sux:iri[town]N sux:nam[destiny]N sux:kud[to-cut]V sux:il₂[to-raise]V
c.6.1.14,Proverbs: collection 14,,A7,sux:igi[eye]N sux:bahar₂[potter]N sux:il₂[to-raise]V
c.6.1.14,Proverbs: collection 14,,A8,sux:Enlil[1]DN sux:iri[town]N sux:nam[destiny]N sux:kud[to-cut]V sux:il₂[to-raise]V
c.6.1.14,Proverbs: collection 14,,A9,sux:ud[day(light)]N sux:šu₂[to-cover]V sux:im[rain(storm)]N sux:šeŋ₃[to-rain]V
c.6.1.14,Proverbs: collection 14,,A10,sux:im[rain(storm)]N sux:šeŋ₃[to-rain]V sux:e-sir₂[sandal]N sux:du₈[to-spread]V
c.6.1.14,Proverbs: collection 14,,A11,sux:Tigris[1]WN sux:ka[mouth]N sux:zur[to-roil]V sux:a-gar₃[meadow]N sux:si[to-fill]V
c.6.1.14,Proverbs: collection 14,,A12,
c.6.1.14,Proverbs: collection 14,,A13,sux:du₃[to-erect]V
c.6.1.14,Proverbs: collection 14,,A14,
c.6.1.14,Proverbs: collection 14,,B1,sux:iri[town]N sux:nam-uš₂[death]N sux:ŋal₂[to-be-(located)]V sux:anše-bal[replacement-donkey]N sux:sar[to-run]V
c.6.1.14,Proverbs: collection 14,,B2,sux:E-babbar[1]TN sux:Me-silim[1]RN sux:du₃[to-erect]V
c.6.1.14,Proverbs: collection 14,,B3,sux:Nanni[1]RN sux:lu₂[person]N sux:numun[seed]N sux:til[to-complete]V sux:šu[hand]N sux:hul[to-be-bad]V sux:du₃[to-erect]V
c.6.1.14,Proverbs: collection 14,,B4,sux:e₂[house(hold)]N sux:lu₂[person]N sux:zu[to-know]V sux:gul[to-destroy]V sux:en₃[noun-part-of-multiword-verb]N sux:tar[to-cut]V
c.6.1.14,Proverbs: collection 14,,B5,sux:e₂[house(hold)]N sux:Enlil[1]DN sux:pa-har[gathering]N sux:addir[wage]N
c.6.1.14,Proverbs: collection 14,,B6,sux:šu[hand]N sux:gid₂[to-be-long]V sux:igi-tum₃[coveting]N sux:la₂[to-hang]V sux:šu[hand]N sux:sumur[to-be-angry]V sux:niŋ₂-gig[abomination]N
c.6.1.14,Proverbs: collection 14,,B7,sux:e₂-gal[palace]N sux:irigal[underworld]N sux:šag₄[heart]N sux:teš₂[unity]N sux:sig₁₀[to-place]V
c.6.1.14,Proverbs: collection 14,,B8,sux:e₂-gal[palace]N sux:e₂-ri-a[wasteland]N sux:taka₄[to-leave-behind]V
c.6.1.14,Proverbs: collection 14,,B9,sux:ma₂-gur₈[processional-boat]N sux:in-nu[straw]N sux:taka₄[to-leave-behind]V
c.6.1.14,Proverbs: collection 14,,B10,sux:dumu-gir₁₅[citizen]N sux:du-lum[toil]N sux:taka₄[to-leave-behind]V
c.6.1.14,Proverbs: collection 14,,B11,sux:e₂-gal[palace]N sux:gud[bull]N sux:kun[tail]N sux:dab₅[to-seize]V
c.6.1.14,Proverbs: collection 14,,B12,sux:Utu[1]DN sux:lugal[king]N sux:igi[eye]N sux:ŋal₂[to-be-(located)]V
c.6.1.14,Proverbs: collection 14,,B13,sux:e₂-gal[palace]N sux:ud[day(light)]N sux:1[1]NU sux:ama[mother]N sux:tud[to-give-birth]V
c.6.1.14,Proverbs: collection 14,,B14,sux:ud[day(light)]N sux:1[1]NU sux:ama[mother]N sux:a-nir[lament]N
c.6.1.14,Proverbs: collection 14,,B15,sux:e₂-gal[palace]N sux:ki-ma-an-ze₂-er[slippery-place]N
c.6.1.14,Proverbs: collection 14,,B16,
c.6.1.14,Proverbs: collection 14,,B17,
c.6.1.14,Proverbs: collection 14,,B18,sux:id₂[watercourse]N sux:sig₁₀[to-place]V
c.6.1.14,Proverbs: collection 14,,B19,sux:dam[spouse]N sux:tuku[to-have]V sux:lu₂-ulu₃[person]N
c.6.1.14,Proverbs: collection 14,,B20,sux:dumu[child]N sux:tuku[to-have]V sux:diŋir[deity]N
c.6.1.14,Proverbs: collection 14,,B21,sux:dam[spouse]N sux:nu-ŋar-ra[malicious]AJ sux:tuku[to-have]V
c.6.1.14,Proverbs: collection 14,,B22,sux:dumu[child]N sux:nu-ŋar-ra[malicious]AJ sux:tud[to-give-birth]V
c.6.1.14,Proverbs: collection 14,,B23,sux:dam[spouse]N sux:dub[to-heap-up]V
c.6.1.14,Proverbs: collection 14,,B24,sux:dumu[child]N sux:aŋ₂[to-measure]V
