etcsl_no,text_name,version,l_no,text
c.4.08.03,A balbale to Inana (Dumuzid-Inana C),,1,sux:nin₉[sister]N sux:e₂[house(hold)]N sux:a-na[what]PD sux:ak[to-do]V
c.4.08.03,A balbale to Inana (Dumuzid-Inana C),,2,sux:lu₂-tur[child]N sux:e₂[house(hold)]N sux:a-na[what]PD sux:ak[to-do]V
c.4.08.03,A balbale to Inana (Dumuzid-Inana C),,3,sux:a[water]N sux:tu₅[to-wash]V sux-x-emesal:na-ma[potash]N sux:su-ub[to-rub]V
c.4.08.03,A balbale to Inana (Dumuzid-Inana C),,4,sux:a[water]N sux:šen-dilim₂[type-of-cauldron]N sux:kug[shining]AJ sux:tu₅[to-wash]V
c.4.08.03,A balbale to Inana (Dumuzid-Inana C),,5,sux-x-emesal:na-ma[potash]N sux:bur[type-of-bowl]N sux:babbar[white]AJ sux:su-ub[to-rub]V
c.4.08.03,A balbale to Inana (Dumuzid-Inana C),,6,sux-x-emesal:u₅[fatty-substance]N sux-x-emesal:ze₂-eb[to-be-good]V sux:bur[type-of-bowl]N sux:šeš₂[to-anoint]V
c.4.08.03,A balbale to Inana (Dumuzid-Inana C),,7,sux:pala₃[type-of-garment]N sux-x-emesal:na-aŋ₂[destiny]N sux-x-emesal:Inana[1]DN sux:mur₁₀[to-dress]V
c.4.08.03,A balbale to Inana (Dumuzid-Inana C),,8,sux:ur₅[that]PD sux:e₂[house(hold)]N sux:niŋin₂[to-go-around]V
c.4.08.03,A balbale to Inana (Dumuzid-Inana C),,9,sux:šembi₂-zid[kohl]N sux-x-emesal:i-bi₂[eye]N sux-x-emesal:mar[to-place]V
c.4.08.03,A balbale to Inana (Dumuzid-Inana C),,10,sux:gu₂-bar[neck-(hair)]N sux:DU[DU]V sux:si[horn]N sux:sa₂[to-equal]V
c.4.08.03,A balbale to Inana (Dumuzid-Inana C),,11,sux:siki[hair]N sux:la₂[to-hang]V sux:a[water]N sux:tu₅[to-wash]V
c.4.08.03,A balbale to Inana (Dumuzid-Inana C),,12,sux:tukul[weapon]N sux:bal[term-(in-office)]N sux:sag₉[to-be-good]V sux:zu[to-know]V
c.4.08.03,A balbale to Inana (Dumuzid-Inana C),,13,sux:saŋ[head]N sux:suh₃[to-blur]V sux:si[horn]N sux:sa₂[to-equal]V
c.4.08.03,A balbale to Inana (Dumuzid-Inana C),,14,sux:suh₁₀[crown]N sux:bur₂[to-release]V sux:dub[to-heap-up]V
c.4.08.03,A balbale to Inana (Dumuzid-Inana C),,15,sux:gu₂[neck]N sux:gu₂-bar[neck-(hair)]N sux:šub[to-fall]V
c.4.08.03,A balbale to Inana (Dumuzid-Inana C),,16,sux:har[ring]N sux:kug-sig₁₇[gold]N sux:šu[hand]N sux:du₃[to-erect]V
c.4.08.03,A balbale to Inana (Dumuzid-Inana C),,17,sux:za-gin₃[lapis-lazuli]N sux:di₄-di₄[to-be-small]V sux:gu₂[neck]N sux:sig₉[to-put]V
c.4.08.03,A balbale to Inana (Dumuzid-Inana C),,18,sux:murub₄[middle]N sux:gu₂[neck]N sux:sa[sinew]N sux:si[horn]N sux:sa₂[to-equal]V
c.4.08.03,A balbale to Inana (Dumuzid-Inana C),,19,sux:nin₉[sister]N sux:igi[eye]N sux:šag₄[heart]N sux:de₆[to-carry]V
c.4.08.03,A balbale to Inana (Dumuzid-Inana C),,20,sux:šag₄[heart]N sux:šag₄[heart]N sux:ki[place]N sux:aŋ₂[to-measure]V sux:de₆[to-carry]V
c.4.08.03,A balbale to Inana (Dumuzid-Inana C),,21,sux:Inana[1]DN sux:teš₂[unity]N sux:šum₂[to-give]V
c.4.08.03,A balbale to Inana (Dumuzid-Inana C),,22,sux:nin₉[sister]N sux:mul[to-radiate]V sux:lal₃[syrup]N sux:ama[mother]N sux:ugu[to-give-birth]V
c.4.08.03,A balbale to Inana (Dumuzid-Inana C),,23,sux:nin₉[sister]N sux:lu₂[person]N sux:niŋ₂[thing]N sux:5[5]NU sux:de₆[to-carry]V
c.4.08.03,A balbale to Inana (Dumuzid-Inana C),,24,sux:nin₉[sister]N sux:lu₂[person]N sux:niŋ₂[thing]N sux:10[10]NU sux:de₆[to-carry]V
c.4.08.03,A balbale to Inana (Dumuzid-Inana C),,25,sux:alan[statue]N sux:šu[hand]N sux:du₇[to-be-perfect]V
c.4.08.03,A balbale to Inana (Dumuzid-Inana C),,26,sux:nin₉[sister]N sux:mul[to-radiate]V sux:sag₉[to-be-good]V sux:de₆[to-carry]V
