etcsl_no,text_name,version,l_no,text
c.0.2.11,OB catalogue at Andrews University (B4),,1,sux:in-nin[mistress]N sux:šag₄[heart]N sux:gur₄[to-be-thick]V
c.0.2.11,OB catalogue at Andrews University (B4),,2,sux:in-nin[mistress]N sux:me[essence]N sux:huš[to-be-reddish]V
c.0.2.11,OB catalogue at Andrews University (B4),,3,sux:nin[lady]N sux:me[essence]N sux:šar₂[to-be-numerous]V
c.0.2.11,OB catalogue at Andrews University (B4),,4,sux:An[1]DN sux:Uraš[1]DN
c.0.2.11,OB catalogue at Andrews University (B4),,5,sux:in-nin[mistress]N sux:An[1]DN sux:gal[to-be-big]V
c.0.2.11,OB catalogue at Andrews University (B4),,6,sux:igi[eye]N sux:Anuna[1]DN
c.0.2.11,OB catalogue at Andrews University (B4),,7,sux:lugal[king]N sux:šag₄[heart]N
c.0.2.11,OB catalogue at Andrews University (B4),,8,sux:lugal[king]N sux:mi₂[(loving)-care]N sux:dug₄[to-say]V
c.0.2.11,OB catalogue at Andrews University (B4),,9,sux:en[lord]N sux:niŋ₂-du₇[propriety]N
c.0.2.11,OB catalogue at Andrews University (B4),,10,sux:Enlil[1]DN sux:sud[to-be-distant]V
c.0.2.11,OB catalogue at Andrews University (B4),,11,sux:lugal[king]N sux:mu[name]N sux:niŋ₂-ul[distant-time]N
c.0.2.11,OB catalogue at Andrews University (B4),,12,sux:guru₃[to-bear]V
c.0.2.11,OB catalogue at Andrews University (B4),,13,
c.0.2.11,OB catalogue at Andrews University (B4),,14,sux:en[lord]N sux:gal[to-be-big]V
c.0.2.11,OB catalogue at Andrews University (B4),,15,
c.0.2.11,OB catalogue at Andrews University (B4),,16,
c.0.2.11,OB catalogue at Andrews University (B4),,17,
c.0.2.11,OB catalogue at Andrews University (B4),,18,
c.0.2.11,OB catalogue at Andrews University (B4),,19,sux:ud[day(light)]N sux:re[that]PD sux:Šuruppag[1]SN
c.0.2.11,OB catalogue at Andrews University (B4),,20,sux:ud[day(light)]N sux:re[that]PD sux:niŋ₂-ul[distant-time]N
c.0.2.11,OB catalogue at Andrews University (B4),,21,sux:ud[day(light)]N sux:ul-le₂-a[distant-time]N sux:ud[day(light)]N sux:zal[to-pass]V
c.0.2.11,OB catalogue at Andrews University (B4),,22,sux:Ud-ul-uru[1]PN sux:dumu[child]N sux:na[advice]N sux:de₅[to-collect]V
c.0.2.11,OB catalogue at Andrews University (B4),,23,sux:ud[day(light)]N sux:ul-le₂-a[distant-time]N sux:ud[day(light)]N sux:diŋir[deity]N sux:kalam[the-Land]N
c.0.2.11,OB catalogue at Andrews University (B4),,24,sux:ud[day(light)]N sux:re[that]PD sux:nam[destiny]N sux:tar[to-cut]V
c.0.2.11,OB catalogue at Andrews University (B4),,25,sux:10[10]NU sux:u₃-na-a-dug₄[letter]N sux:Šulgi[1]RN
c.0.2.11,OB catalogue at Andrews University (B4),,26,sux:Šu-Suen[1]RN sux:lugal[king]N sux:mah[to-be-majestic]V sux:dug₄[to-say]V
c.0.2.11,OB catalogue at Andrews University (B4),,27,sux:Sumulael[1]RN sux:lugal[king]N sux:dug₄[to-say]V
c.0.2.11,OB catalogue at Andrews University (B4),,28,
c.0.2.11,OB catalogue at Andrews University (B4),,29,
c.0.2.11,OB catalogue at Andrews University (B4),,30,sux:am-si[elephant]N sux:ni₂-te-a-ni[himself;-herself]PD
c.0.2.11,OB catalogue at Andrews University (B4),,31,sux:X[X]V
c.0.2.11,OB catalogue at Andrews University (B4),,32,sux:lugal[king]N sux:ŋiš-gid₂-da[type-of-spear?]N
c.0.2.11,OB catalogue at Andrews University (B4),,33,
c.0.2.11,OB catalogue at Andrews University (B4),,34,sux:šag₄[heart]N
c.0.2.11,OB catalogue at Andrews University (B4),,35,
