etcsl_no,text_name,version,l_no,text
c.2.4.2.16, A praise poem of Šulgi (Šulgi P),,A1,
c.2.4.2.16, A praise poem of Šulgi (Šulgi P),,A2,sux:ki[place]N sux:mul[to-radiate]V
c.2.4.2.16, A praise poem of Šulgi (Šulgi P),,A3,sux:mi₂[(loving)-care]N sux:dug₄[to-say]V
c.2.4.2.16, A praise poem of Šulgi (Šulgi P),,A4,sux:nam[destiny]N sux:tar[to-cut]V sux:šu[hand]N sux:zid[right]AJ sux:ŋar[to-place]V
c.2.4.2.16, A praise poem of Šulgi (Šulgi P),,A5,sux:erin[cedar]N sux:duru₅[to-be-wet]V sux:ha-šu-ur₂[type-of-cypress]N sux:du₃[to-erect]V
c.2.4.2.16, A praise poem of Šulgi (Šulgi P),,A6,sux:a-a[father]N sux:An[1]DN sux:kug[shining]AJ sux:pa[branch]N sux:mul[to-radiate]V
c.2.4.2.16, A praise poem of Šulgi (Šulgi P),,A7,sux:ud[day(light)]N sux:nin[lady]N sux:inim[word]N sux:An[1]DN sux:gub[to-stand]V
c.2.4.2.16, A praise poem of Šulgi (Šulgi P),,A8,sux:Ninsumun[1]DN sux:dam[spouse]N sux:kug[shining]AJ sux:Lugalbanda[1]DN sux:nam[destiny]N sux:tar[to-cut]V
c.2.4.2.16, A praise poem of Šulgi (Šulgi P),,A9,sux:sizkur₂[prayer]N sux:kuš₂[to-be-tired]V
c.2.4.2.16, A praise poem of Šulgi (Šulgi P),,A10,sux:An[1]DN sux:kug[shining]AJ sux:Ubšu-unkena[1]TN sux:si[horn]N sux:sa₂[to-equal]V
c.2.4.2.16, A praise poem of Šulgi (Šulgi P),,A11,sux:a-a[father]N sux:An[1]DN sux:lugal[king]N sux:diŋir[deity]N
c.2.4.2.16, A praise poem of Šulgi (Šulgi P),,A12,sux:kalam[the-Land]N sux:niŋ₂-daŋal[vastness]N sux:igi[eye]N sux:il₂[to-raise]V
c.2.4.2.16, A praise poem of Šulgi (Šulgi P),,A13,sux:saŋ[head]N sux:gig₂[to-be-black]V sux:u₈[ewe]N sux:lu[to-be-abundant]V
c.2.4.2.16, A praise poem of Šulgi (Šulgi P),,A14,sux:Šulgi[1]RN sux:gu₂-saŋ[entirety]N sux:sipad[shepherd]N sux:zid[right]AJ sux:me[to-be]V
c.2.4.2.16, A praise poem of Šulgi (Šulgi P),,A15,sux:meš₃[type-of-tree]N sux:pa[branch]N sux:mul[to-radiate]V sux:ki[place]N sux:dar[to-split]V
c.2.4.2.16, A praise poem of Šulgi (Šulgi P),,A16,sux:ma-dam[abundant-yield]N sux:mu[year]N sux:de₆[to-carry]V
c.2.4.2.16, A praise poem of Šulgi (Šulgi P),,A17,sux:erina₈[root]N sux:ur₂[root]N sux:gur₄[to-be-thick]V
c.2.4.2.16, A praise poem of Šulgi (Šulgi P),,A18,sux:šeg₁₂[brick(work)]N sux:Sumer[1]GN sux:pa[branch]N sux:e₃[to-go-out-or-in]V sux:ak[to-do]V
c.2.4.2.16, A praise poem of Šulgi (Šulgi P),,A19,sux:til₃[to-live]V sux:de₂[to-pour]V
