etcsl_no,text_name,version,l_no,text
c.6.1.21,Proverbs: collection 21,,A1,
c.6.1.21,Proverbs: collection 21,,A2,
c.6.1.21,Proverbs: collection 21,,A3,
c.6.1.21,Proverbs: collection 21,,A6,sux:e₃[to-go-out-or-in]V
c.6.1.21,Proverbs: collection 21,,A7,sux:tag[to-touch]V
c.6.1.21,Proverbs: collection 21,,A8,
c.6.1.21,Proverbs: collection 21,,A9,
c.6.1.21,Proverbs: collection 21,,A10,
c.6.1.21,Proverbs: collection 21,,B1,
c.6.1.21,Proverbs: collection 21,,B2,
c.6.1.21,Proverbs: collection 21,,B3,
c.6.1.21,Proverbs: collection 21,,B4,sux:zu[to-know]V
c.6.1.21,Proverbs: collection 21,,B5,sux:lugal[king]N sux:en₃[noun-part-of-multiword-verb]N sux:tar[to-cut]V
c.6.1.21,Proverbs: collection 21,,B6,sux:šah₂[pig]N sux:niga[fattened]AJ sux:šum[to-slaughter]V
c.6.1.21,Proverbs: collection 21,,B7,sux:niŋ₂[thing]N sux:gu₇[to-eat]V sux:sug₆[to-replace]V
c.6.1.21,Proverbs: collection 21,,B8,sux:ze₂-eh[pig]N sux:tur[to-be-small]V sux:šu[hand]N sux:gu₄-ud[to-jump-on]V
c.6.1.21,Proverbs: collection 21,,C1,sux:e₂-gi₄-a[daughter-in-law]N sux:gal₄-la[female-genitals]N sux:lu₂[person]N
c.6.1.21,Proverbs: collection 21,,C2,sux:mussa-tur[son-in-law]N
c.6.1.21,Proverbs: collection 21,,C3,sux:ŋe₂₆[I]PD sux:e₂[house(hold)]N
c.6.1.21,Proverbs: collection 21,,C4,
c.6.1.21,Proverbs: collection 21,,C5,sux:dur₂[rump]N sux:šah₂[pig]N sux:gu₇[to-eat]V
c.6.1.21,Proverbs: collection 21,,C6,sux:šah₂[pig]N
c.6.1.21,Proverbs: collection 21,,C7,sux:kaš[beer]N sux-x-emesal:ze₂-eb[to-be-good]V sux:ušur[neighbour]N sux:kal[to-be-rare]V
c.6.1.21,Proverbs: collection 21,,Cx,
c.6.1.21,Proverbs: collection 21,,C21,sux-x-emesal:gi₄-in[female-slave]N sux:ud[day(light)]N sux:šu₂[to-cover]V sux:ŋi₆[night]N sux:1/2[1/2]NU sux-x-emesal:di[to-go]V
c.6.1.21,Proverbs: collection 21,,C22,sux-x-emesal:gi₄-in[female-slave]N sux:an-ba[litter]N sux:pa[branch]N sux:e₃[to-go-out-or-in]V sux-x-emesal:ga-ša-an[lady]N
