etcsl_no,text_name,version,l_no,text
c.6.2.5,Proverbs: of unknown provenance,IM 62823,A1,
c.6.2.5,Proverbs: of unknown provenance,IM 62823,A2,
c.6.2.5,Proverbs: of unknown provenance,IM 62823,A3,
c.6.2.5,Proverbs: of unknown provenance,IM 62823,A4,sux:lu₂[person]N
c.6.2.5,Proverbs: of unknown provenance,IM 62823,A5,sux:ki[place]N
c.6.2.5,Proverbs: of unknown provenance,IM 62823,A6,
c.6.2.5,Proverbs: of unknown provenance,IM 62823,A7,sux:kug[precious-metal]N sux:tuku[to-have]V sux:šag₄[heart]N sux:hul₂[to-be-happy]V sux:še[barley]N sux:tuku[to-have]V sux:ur₅[liver]N sux:sag₉[to-be-good]V
c.6.2.5,Proverbs: of unknown provenance,IM 62823,A8,sux:niŋ₂-ur₂-limmu₂[four-legged-creature]N sux:tuku[to-have]V sux:u₃[sleep]N sux:ku[to-lay-down]V
c.6.2.5,Proverbs: of unknown provenance,IM 62823,A9,sux:ur-saŋ[hero]N sux:dili[single]AJ sux:me[to-be]V sux:dili[single]AJ sux:lu₂[person]N sux:šar₂[to-be-numerous]V
c.6.2.5,Proverbs: of unknown provenance,IM 62823,A10,
c.6.2.5,Proverbs: of unknown provenance,IM 62823,A11,sux:is-hab₂[rogue]N
c.6.2.5,Proverbs: of unknown provenance,IM 62823,B1,
c.6.2.5,Proverbs: of unknown provenance,IM 62823,B2,sux:a-a[father]N sux:ed₃[to-go-down-or-up]V
c.6.2.5,Proverbs: of unknown provenance,IM 62823,B3,sux:um[diving-water-bird]N sux:gu₃[voice]N sux:de₂[to-pour]V sux:sag₉[to-be-good]V
c.6.2.5,Proverbs: of unknown provenance,IM 62823,B4,sux:an[heaven]N sux:ku₆[fish]N sux:engur[subterranean-water]N sux:mul[star]N
c.6.2.5,Proverbs: of unknown provenance,IM 62823,B5,sux:ud[day(light)]N sux:šu₂[to-cover]V sux:šag₄[heart]N sux:hul₂[to-be-happy]V sux:e₂-gal[palace]N
c.6.2.5,Proverbs: of unknown provenance,IM 62823,B6,sux:geme₂[female-slave]N
c.6.2.5,Proverbs: of unknown provenance,IM 62823,B7,sux:kal[to-be-rare]V sux:geme₂[female-slave]N
c.6.2.5,Proverbs: of unknown provenance,IM 62823,B8,sux-x-emesal:gi₄-in[female-slave]N sux:balaŋ[type-of-instrument-and-composition]N sux:e₃[to-go-out-or-in]V
c.6.2.5,Proverbs: of unknown provenance,IM 62823,B9,sux-x-emesal:Inana[1]DN sux:e₂-duru₅[village]N sux:tuš[to-sit]V
c.6.2.5,Proverbs: of unknown provenance,IM 62823,B10,sux:a[water]N sux:šu[hand]N sux:na₄[stone]N sux:kur₉[to-enter]V
c.6.2.5,Proverbs: of unknown provenance,IM 62823,B11,sux:geme₂[female-slave]N sux:niŋ₂[thing]N sux:hi-li[attractiveness]N sux:Iškur[1]DN sux:diŋir[deity]N sux:lugal[king]N
c.6.2.5,Proverbs: of unknown provenance,IM 62823,B12,sux:ukuš₂[cucumber]N sux:ki[place]N sux:dug₃[to-be-good]V sux:dar[to-split]V
c.6.2.5,Proverbs: of unknown provenance,BM 80722,A1,sux:ma₂[boat]N sux:Dilmun[1]GN sux:tum₉[wind]N sux:mir[to-rage]V sux:su[to-sink]V
c.6.2.5,Proverbs: of unknown provenance,BM 80722,A2,sux:ŋiš[tree]N sux:mah[to-be-majestic]V sux:a-zu[healer]N sux:šu[hand]N sux:TAG[TAG]V
c.6.2.5,Proverbs: of unknown provenance,BM 80722,A3,sux:ki-nu₂[sleeping-quarter]N sux:dug₃[to-be-good]V sux:u₃-sa₂[sleep]N sux:nu₂[to-lie-down]V
c.6.2.5,Proverbs: of unknown provenance,BM 80722,A4,sux:id₂[watercourse]N sux:a[water]N sux:mah[to-be-majestic]V sux:a[water]N sux:de₂[to-pour]V
c.6.2.5,Proverbs: of unknown provenance,BM 80722,A5,sux:bar[outside]N sux:sed₄[to-be-cold]V
c.6.2.5,Proverbs: of unknown provenance,BM 80722,A6,sux:uš₁₁[(venomous)-spittle]N sux:til[to-complete]V
c.6.2.5,Proverbs: of unknown provenance,BM 80722,A7,sux:DU[DU]V sux:še[barley]N sux:la₂[to-hang]V
c.6.2.5,Proverbs: of unknown provenance,BM 80722,A8,sux:izi-ŋar[torch]N sux:šu-bil-la₂[type-of-cabinet]N sux:šu[hand]N sux:bar[to-set-aside]V sux:zid[right]AJ sux:ak[to-do]V
c.6.2.5,Proverbs: of unknown provenance,BM 80722,A9,sux:gan[vessel-stand]N sux:du-bu-ul[to-stir?]V sux:naŋ[to-drink]V sux:saŋ-ki[forehead]N sux:tud₂[to-hit]V
c.6.2.5,Proverbs: of unknown provenance,BM 80722,A10,sux:ha-la[share]N sux:gan[vessel-stand]N sux:tur[to-be-small]V sux:šu[hand]N sux:te[to-approach]V sux:HI[HI]V sux:niŋ₂[thing]N
c.6.2.5,Proverbs: of unknown provenance,BM 80722,A11,sux:ra[to-beat]V
c.6.2.5,Proverbs: of unknown provenance,BM 80722,A12,sux:gi₄[to-return]V
c.6.2.5,Proverbs: of unknown provenance,BM 80722,A13,
c.6.2.5,Proverbs: of unknown provenance,BM 80722,B1,sux:lu₂-dim₃-ma[fool]N sux:ugu[skull]N sux:di[(law)suit]N sux:dug₄[to-say]V
c.6.2.5,Proverbs: of unknown provenance,BM 80722,B2,sux:hi-iz-ur-bar-ra[type-of-plant]N sux:ŋeštin-ka₅-a[type-of-plant]N sux:ug[type-of-plant]N sux:piriŋ-GI[type-of-plant]N
c.6.2.5,Proverbs: of unknown provenance,BM 80722,B3,sux:eme-ur-gir₁₅-ra[type-of-plant]N sux:niŋ₂-u₂-rum[type-of-plant]N sux:gu₃-i₃-ra[type-of-plant]N
c.6.2.5,Proverbs: of unknown provenance,BM 80722,B4,sux:ur-mah[lion]N sux:gu₃[voice]N sux:de₂[to-pour]V
c.6.2.5,Proverbs: of unknown provenance,BM 80722,B5,sux:mu[name]N sux:tuku[to-have]V
c.6.2.5,Proverbs: of unknown provenance,BM 80722,B6,sux:ŋiš-šub-ba[lot]N sux:lu₂-dim₃-ma[fool]N sux:Utu[1]DN sux:dim₂[to-create]V
c.6.2.5,Proverbs: of unknown provenance,BM 80722,B7,sux:ur-saŋ[hero]N sux:šag₄-ŋar[hunger]N sux:gam[to-bow-down]V
