id_text,text_name,version,l_no,text
c.2.8.5.b,A hymn to Marduk for a king,,1,Marduk[1]DN til₃[to-live]V
c.2.8.5.b,A hymn to Marduk for a king,,2,si[to-fill]V
c.2.8.5.b,A hymn to Marduk for a king,,3,nam-til₃[life]N Marduk[1]DN dug₄[to-say]V
c.2.8.5.b,A hymn to Marduk for a king,,4,nam-til₃[life]N sud[to-be-distant]V
c.2.8.5.b,A hymn to Marduk for a king,,5,ud[day(light)]N du-ri₂[eternity]N tuku[to-have]V
c.2.8.5.b,A hymn to Marduk for a king,,6,til₃[to-live]V
c.2.8.5.b,A hymn to Marduk for a king,,7,silim[to-be-healthy]V
c.2.8.5.b,A hymn to Marduk for a king,,8,gi₁₆-sa[(everlasting)-treasure]N me[to-be]V
c.2.8.5.b,A hymn to Marduk for a king,,9,ŋiš-šub-ba[lot]N nam-til₃[life]N me[to-be]V
c.2.8.5.b,A hymn to Marduk for a king,,10,nam-til₃[life]N šag₄[heart]N dug₃[to-be-good]V ha-la[share]N me[to-be]V
c.2.8.5.b,A hymn to Marduk for a king,,11,ud[day(light)]N nu₂[to-lie-down]V ma-mu₂[dream]N sag₉[to-be-good]V
c.2.8.5.b,A hymn to Marduk for a king,,12,zig₃[to-rise]V inim-ŋar[(oracular)-utterance]N sag₉[to-be-good]V
c.2.8.5.b,A hymn to Marduk for a king,,13,ki[place]N ŋiri₃[foot]N gub[to-stand]V silim[to-be-healthy]V gen₆[to-be-firm]V
c.2.8.5.b,A hymn to Marduk for a king,,14,til₃[to-live]V lugal[king]N igi[eye]N An[1]DN a-a[father]N diŋir[deity]N sag₉[to-be-good]V
c.2.8.5.b,A hymn to Marduk for a king,,15,lugal[king]N kalam[the-Land]N il₂[to-raise]V
c.2.8.5.b,A hymn to Marduk for a king,,16,gu-za[chair]N sud[to-be-distant]V
c.2.8.5.b,A hymn to Marduk for a king,,17,gi₁₆-sa[(everlasting)-treasure]N me[to-be]V
c.2.8.5.b,A hymn to Marduk for a king,,18,ŋiš-šub-ba[lot]N nam-til₃[life]N me[to-be]V
c.2.8.5.b,A hymn to Marduk for a king,,19,Aya[1]DN nam-til₃[life]N a₂[arm]N
c.2.8.5.b,A hymn to Marduk for a king,,20,ŋiš[tree]N DUG.LAGAB[meaning-unknown]N a-ra₂[way]N gub[to-stand]V ŋiš[tree]N ŋiš[tree]N
c.2.8.5.b,A hymn to Marduk for a king,,21,diŋir[deity]N u₂[plant]N gu₇[to-eat]V a[water]N silim[to-be-healthy]V til₃[to-live]V ud[day(light)]N sud[to-be-distant]V ŋiš-šub-ba[lot]N ŋar[to-place]V
c.2.8.5.b,A hymn to Marduk for a king,,22,ka[mouth]N gub[to-stand]V nam-til₃[life]N rig₇[to-bestow]V
c.2.8.5.b,A hymn to Marduk for a king,,23,til₃[to-live]V silim[to-be-healthy]V gi₁₆-sa[(everlasting)-treasure]N me[to-be]V
c.2.8.5.b,A hymn to Marduk for a king,,24,ŋiš-šub-ba[lot]N nam-til₃[life]N me[to-be]V
c.2.8.5.b,A hymn to Marduk for a king,,25,nam-til₃[life]N šag₄[heart]N dug₃[to-be-good]V ha-la[share]N me[to-be]V
c.2.8.5.b,A hymn to Marduk for a king,,26,ud[day(light)]N nu₂[to-lie-down]V ma-mu₂[dream]N sag₉[to-be-good]V
c.2.8.5.b,A hymn to Marduk for a king,,27,zig₃[to-rise]V inim-ŋar[(oracular)-utterance]N sag₉[to-be-good]V
c.2.8.5.b,A hymn to Marduk for a king,,28,ki[place]N ŋiri₃[foot]N gub[to-stand]V silim[to-be-healthy]V gen₆[to-be-firm]V
c.2.8.5.b,A hymn to Marduk for a king,,29,ud[day(light)]N du-ri₂[eternity]N til₃[to-live]V
