etcsl_no,text_name,version,l_no,text
c.1.8.2.2,Lugalbanda and the Anzud bird,,1,sux:Lugalbanda[1]DN sux:kur[(mountain)-land]N sux:ki[place]N sux:sud[to-be-distant]V sux:ŋa₂-la[noun-part-of-multiword-verb]N sux:dag[to-roam-around]V
c.1.8.2.2,Lugalbanda and the Anzud bird,,2,sux:iši[peak]N sux:Zabu[1]GN sux:nir[authority]N sux:ŋal₂[to-be-(located)]V
c.1.8.2.2,Lugalbanda and the Anzud bird,,3,sux:ama[mother]N sux:te[to-approach]V sux:na[advice]N sux:de₅[to-collect]V
c.1.8.2.2,Lugalbanda and the Anzud bird,,4,sux:a-a[father]N sux:te[to-approach]V sux:inim[word]N sux:dug₄[to-say]V
c.1.8.2.2,Lugalbanda and the Anzud bird,,5,sux:zu[to-know]V sux:kal[to-be-rare]V sux:te[to-approach]V
c.1.8.2.2,Lugalbanda and the Anzud bird,,6,sux:lu₂[person]N sux:inim[word]N sux:šag₄[heart]N sux:inim[word]N sux:sig₁₀[to-place]V
c.1.8.2.2,Lugalbanda and the Anzud bird,,7,sux:šag₄[heart]N sux:ni₂-te-a-ni[himself;-herself]PD sux:inim[word]N sux:sig₁₀[to-place]V
c.1.8.2.2,Lugalbanda and the Anzud bird,,8,sux:mušen[bird]N sux:nam-me-te[appropriateness]N sux:ak[to-do]V
c.1.8.2.2,Lugalbanda and the Anzud bird,,9,sux:Anzud[1]DN sux:nam-me-te[appropriateness]N sux:ak[to-do]V
c.1.8.2.2,Lugalbanda and the Anzud bird,,10,sux:dam[spouse]N sux:gu₂[neck]N sux:la₂[to-hang]V
c.1.8.2.2,Lugalbanda and the Anzud bird,,11,sux:dam[spouse]N sux:Anzud[1]DN sux:dumu[child]N sux:Anzud[1]DN
c.1.8.2.2,Lugalbanda and the Anzud bird,,12,sux:ŋišbun[(cult)-meal]N sux:tuš[to-sit]V
c.1.8.2.2,Lugalbanda and the Anzud bird,,13,sux:An[1]DN sux:Ninguenaka[1]DN
c.1.8.2.2,Lugalbanda and the Anzud bird,,14,sux:hur-saŋ[mountain-(range)]N sux:ri[to-direct]V
c.1.8.2.2,Lugalbanda and the Anzud bird,,15,sux:munus[woman]N sux:tuku[to-have]V sux:ama[mother]N sux:me-te-ŋal₂[seemly]AJ
c.1.8.2.2,Lugalbanda and the Anzud bird,,16,sux:Ninkasi[1]DN sux:tuku[to-have]V sux:ama[mother]N sux:me-te-ŋal₂[seemly]AJ
c.1.8.2.2,Lugalbanda and the Anzud bird,,17,sux:gakkul[fermenting-vat]N sux:za-gin₃[lapis-lazuli]N sux:duru₅[to-be-wet]V
c.1.8.2.2,Lugalbanda and the Anzud bird,,18,sux:lam-sa₂-ri[brewing-vat]N sux:kug-me-a[bright-metal]N sux:kug-sig₁₇[gold]N
c.1.8.2.2,Lugalbanda and the Anzud bird,,19,sux:kaš[beer]N sux:gub[to-stand]V sux:niŋ₂[thing]N sux:giri₁₇-zal[joy]N
c.1.8.2.2,Lugalbanda and the Anzud bird,,20,sux:kaš[beer]N sux:tuš[to-sit]V sux:mud₅-me-ŋar[joy]N
c.1.8.2.2,Lugalbanda and the Anzud bird,,21,sux:sagi[cupbearer]N sux:kaš[beer]N sux:sa₂[to-equal]V sux:kuš₂[to-be-tired]V
c.1.8.2.2,Lugalbanda and the Anzud bird,,22,sux:Ninkasi[1]DN sux:buniŋ[type-of-container]N sux:zag[side]N sux:ib₂[hip]N
c.1.8.2.2,Lugalbanda and the Anzud bird,,23,sux:ŋeštin[grape-(wine)]N sux:nesaŋ[(first-fruit)-offering]N sux:me-te[(fitting)-attribute]N sux:ŋal₂[to-be-(located)]V
c.1.8.2.2,Lugalbanda and the Anzud bird,,24,sux:mušen[bird]N sux:kaš[beer]N sux:naŋ[to-drink]V sux:ul[to-swell-(with-joy)]V sux:te[to-approach]V
c.1.8.2.2,Lugalbanda and the Anzud bird,,25,sux:Anzud[1]DN sux:kaš[beer]N sux:naŋ[to-drink]V sux:ul[to-swell-(with-joy)]V sux:te[to-approach]V
c.1.8.2.2,Lugalbanda and the Anzud bird,,26,sux:ki[place]N sux:Unug[1]SN sux:ŋen[to-go]V sux:pad₃[to-find]V
c.1.8.2.2,Lugalbanda and the Anzud bird,,27,sux:Anzud[1]DN sux:har-ra-an[route]N sux:šeš[brother]N sux:sig₁₀[to-place]V
c.1.8.2.2,Lugalbanda and the Anzud bird,,28,sux:ud[day(light)]N sux:giri₁₇-zal[joy]N sux:ŋiš-hu-ri₂-in[type-of-tree]N sux:Enki[1]DN
c.1.8.2.2,Lugalbanda and the Anzud bird,,29,sux:hur-saŋ[mountain-(range)]N sux:gug[cornelian]N sux:igi[eye]N sux:gun₃[to-be-multicoloured]V sux:Inana[1]DN
c.1.8.2.2,Lugalbanda and the Anzud bird,,30,sux:ugu[skull]N sux:uru₁₆[to-be-towering]V sux:ki[place]N sux:us₂[to-be-adjacent]V
c.1.8.2.2,Lugalbanda and the Anzud bird,,31,sux:a-ru[eagle?]N sux:siki[hair]N sux:la₂[to-hang]V
c.1.8.2.2,Lugalbanda and the Anzud bird,,32,sux:kur[(mountain)-land]N sux:ŋissu[(protective)-shade]N sux:ki[place]N sux:mah[to-be-majestic]V
c.1.8.2.2,Lugalbanda and the Anzud bird,,33,sux:tug₂[garment]N sux:dul[to-cover-(together)]V sux:gada[linen-(fibre)]N sux:bur₂[to-release]V
c.1.8.2.2,Lugalbanda and the Anzud bird,,34,sux:erina₈[root]N sux:muš-saŋ-kal[type-of-snake]N
c.1.8.2.2,Lugalbanda and the Anzud bird,,35,sux:id₂[watercourse]N sux:ka[mouth]N sux:7[7]NU sux:Utu[1]DN sux:šag₄[heart]N sux:še₂₁[to-lie-down]V
c.1.8.2.2,Lugalbanda and the Anzud bird,,36,sux:da[side]N sux:ha-šu-ur₂[type-of-cypress]N sux:zu[to-know]V sux:kur[(mountain)-land]N
c.1.8.2.2,Lugalbanda and the Anzud bird,,37,sux:muš[snake]N sux:sul-sul[to-hasten]V sux:ŋiri₂[scorpion]N sux:sa-sa[to-sting]V
c.1.8.2.2,Lugalbanda and the Anzud bird,,38,sux:šag₄[heart]N sux:buru₅-az[type-of-bird]N
c.1.8.2.2,Lugalbanda and the Anzud bird,,39,sux:gud₃[nest]N sux:us₂[to-be-adjacent]V sux:nunuz[egg]N sux:ŋar[to-place]V
c.1.8.2.2,Lugalbanda and the Anzud bird,,40,sux:da[side]N sux:mušen[bird]N sux:Anzud[1]DN
c.1.8.2.2,Lugalbanda and the Anzud bird,,41,sux:gud₃[nest]N sux:ŋar[to-place]V sux:amar[calf]N sux:še₂₁[to-lie-down]V
c.1.8.2.2,Lugalbanda and the Anzud bird,,42,sux:ŋiš[tree]N sux:li[juniper]N sux:ŋiš[tree]N sux:taškarin[box-tree]N
c.1.8.2.2,Lugalbanda and the Anzud bird,,43,sux:mušen[bird]N sux:pa[branch]N sux:mul[to-radiate]V sux:an-dul₃[(protective)-shade]N sux:ak[to-do]V
c.1.8.2.2,Lugalbanda and the Anzud bird,,44,sux:mušen[bird]N sux:a₂[(right)-time]N sux:ud[day(light)]N sux:zal[to-pass]V sux:ni₂[self]N sux:gid₂[to-be-long]V
c.1.8.2.2,Lugalbanda and the Anzud bird,,45,sux:Anzud[1]DN sux:Utu[1]DN sux:e₃[to-go-out-or-in]V sux:šeg₁₁[loud-noise]N sux:gi₄[to-return]V
c.1.8.2.2,Lugalbanda and the Anzud bird,,46,sux:šeg₁₁[loud-noise]N sux:gi₄[to-return]V sux:kur[(mountain)-land]N sux:Lulubi[1]GN sux:ki[place]N sux:ra[to-beat]V
c.1.8.2.2,Lugalbanda and the Anzud bird,,47,sux:umbin[horny-outgrowth]N sux:kušu₂[type-of-sea-creature]N sux:hu-ri₂-in[eagle]N
