etcsl_no,text_name,version,l_no,text
c.0.1.2,Ur III catalogue at Yale (Y1),,1,sux:diŋir[deity]N sux:šembi₂-zid[kohl]N sux:dar[to-split]V
c.0.1.2,Ur III catalogue at Yale (Y1),,2,sux:Enlil[1]DN sux:dug₄[to-say]V sux:kur₂[to-be-different]V
c.0.1.2,Ur III catalogue at Yale (Y1),,3,sux:lugal[king]N sux:an[heaven]N sux:kug[shining]AJ sux:me-te[(fitting)-attribute]N
c.0.1.2,Ur III catalogue at Yale (Y1),,4,sux:lugal[king]N sux:Enlil[1]DN sux:gub[to-stand]V
c.0.1.2,Ur III catalogue at Yale (Y1),,5,sux:en[lord]N sux:gud[bull]N sux:ban₃-da[junior]AJ
c.0.1.2,Ur III catalogue at Yale (Y1),,6,sux:še-er-zid[radiance]N sux:en[lord]N sux:gal[to-be-big]V
c.0.1.2,Ur III catalogue at Yale (Y1),,7,sux:munus[woman]N sux:zid[right]AJ sux:mi₂[(loving)-care]N sux:dug₄[to-say]V
c.0.1.2,Ur III catalogue at Yale (Y1),,8,sux:en[lord]N sux:su-lim[(awesome)-radiance]N
c.0.1.2,Ur III catalogue at Yale (Y1),,9,sux:ur-saŋ[hero]N sux:en[lord]N sux:huš[to-be-reddish]V sux:gal[to-be-big]V
c.0.1.2,Ur III catalogue at Yale (Y1),,10,sux:ur-saŋ[hero]N sux:en[lord]N sux:me[essence]N sux:šar₂[to-be-numerous]V sux:tum₂[to-be-suitable]V
c.0.1.2,Ur III catalogue at Yale (Y1),,11,sux:lugal[king]N sux:an-šag₄[interior-of-heaven]N sux:hi-li[attractiveness]N sux:guru₃[to-bear]V
c.0.1.2,Ur III catalogue at Yale (Y1),,12,sux:nin[lady]N sux:me[essence]N sux:he₂-du₇[(fitting)-ornament]N
c.0.1.2,Ur III catalogue at Yale (Y1),,13,sux:en[lord]N sux:inim[word]N sux:nun[prince]N sux:zu[to-know]V
c.0.1.2,Ur III catalogue at Yale (Y1),,14,sux:Šulgi[1]RN sux:hi-li[attractiveness]N sux:sud[to-be-distant]V
c.0.1.2,Ur III catalogue at Yale (Y1),,15,sux:Šulgi[1]RN sux:diŋir[deity]N sux:zid[right]AJ
c.0.1.2,Ur III catalogue at Yale (Y1),,16,sux:en[lord]N sux:gal-zu[skilful]AJ sux:an[heaven]N
c.0.1.2,Ur III catalogue at Yale (Y1),,17,sux:lugal[king]N sux:hi-li[attractiveness]N sux:guru₃[to-bear]V
c.0.1.2,Ur III catalogue at Yale (Y1),,18,sux:lugal[king]N sux:inim[word]N sux:sag₉[to-be-good]V
c.0.1.2,Ur III catalogue at Yale (Y1),,19,sux:ur-saŋ[hero]N sux:šag₄[heart]N sux:kug[shining]AJ
