etcsl_no,text_name,version,l_no,text
c.5.6.5,The three ox-drivers from Adab,,1,sux:gu₅-li[friend]N sux:3[3]NU sux:dumu[child]N sux:Adab[1]SN
c.5.6.5,The three ox-drivers from Adab,,2,sux:di[(law)suit]N sux:tuku[to-have]V sux:di[(law)suit]N sux:kiŋ₂[to-seek]V
c.5.6.5,The three ox-drivers from Adab,,3,sux:inim[word]N sux:šar₂[to-be-numerous]V sux:lugal[king]N sux:an[heaven]N sux:gi₄[to-return]V
c.5.6.5,The three ox-drivers from Adab,,4,sux:lugal[king]N sux:gud[bull]N sux:ri[to-direct]V sux:ak[to-do]V
c.5.6.5,The three ox-drivers from Adab,,5,sux:gud[bull]N sux:lu₂[person]N sux:1[1]NU sux:ab₂[cow]N sux:lu₂[person]N sux:1[1]NU sux:mar[waggon]N sux:lu₂[person]N sux:1[1]NU
c.5.6.5,The three ox-drivers from Adab,,6,sux:enmen₂[thirst]N sux:tuku[to-have]V sux:a[water]N sux:ŋal₂[to-be-(located)]V
c.5.6.5,The three ox-drivers from Adab,,7,sux:lu₂[person]N sux:gud[bull]N sux:a[water]N sux:si[to-fill]V sux:a[water]N sux:naŋ[to-drink]V
c.5.6.5,The three ox-drivers from Adab,,8,sux:gud[bull]N sux:ur-mah[lion]N sux:gu₇[to-eat]V sux:gud[bull]N sux:e₃[to-go-out-or-in]V
c.5.6.5,The three ox-drivers from Adab,,9,sux:lu₂[person]N sux:ab₂[cow]N sux:a[water]N sux:si[to-fill]V sux:a[water]N sux:naŋ[to-drink]V
c.5.6.5,The three ox-drivers from Adab,,10,sux:ab₂[cow]N sux:edin[open-country]N sux:ŋen[to-go]V sux:ab₂[cow]N sux:e₃[to-go-out-or-in]V
c.5.6.5,The three ox-drivers from Adab,,11,sux:lu₂[person]N sux:mar[waggon]N sux:a[water]N sux:si[to-fill]V sux:a[water]N sux:naŋ[to-drink]V
c.5.6.5,The three ox-drivers from Adab,,12,sux:mar[waggon]N sux:gun₂[weight-measure-(load)]N sux:kud[to-cut]V sux:mar[waggon]N sux:e₃[to-go-out-or-in]V
c.5.6.5,The three ox-drivers from Adab,,13,sux:ga-na[directive-expression]I sux:ŋen[to-go]V sux:ga-na[directive-expression]I sux:gi₄[to-return]V
c.5.6.5,The three ox-drivers from Adab,,14,sux:gud[bull]N sux:eš₂[rope]N sux:la₂[to-hang]V sux:la₂[to-hang]V sux:ab₂[cow]N sux:a-sila₃-ŋar-ra[afterbirth]N sux:sur[to-drip]V sux:amar[calf]N sux:mar[waggon]N sux:zu₂[tooth]N sux:gub[to-stand]V
c.5.6.5,The three ox-drivers from Adab,,15,sux:amar[calf]N sux:a-ba[who]PD sux:amar[calf]N sux:a-ba[who]PD sux:de₆[to-carry]V
c.5.6.5,The three ox-drivers from Adab,,16,sux:lugal[king]N sux:inim[word]N sux:gi₄[to-return]V sux:se₂-ek-rum[cloistered-woman]N sux:kur₉[to-enter]V
c.5.6.5,The three ox-drivers from Adab,,17,sux:lugal[king]N sux:se₂-ek-rum[cloistered-woman]N sux:ad[voice]N sux:gi₄[to-return]V
c.5.6.5,The three ox-drivers from Adab,,18,sux:ŋuruš[young-man]N sux:3[3]NU sux:an[heaven]N sux:gi₄[to-return]V
c.5.6.5,The three ox-drivers from Adab,,19,sux:lugal[king]N sux:gud[bull]N sux:ri[to-direct]V sux:ak[to-do]V
c.5.6.5,The three ox-drivers from Adab,,20,sux:gud[bull]N sux:lu₂[person]N sux:1[1]NU sux:ab₂[cow]N sux:lu₂[person]N sux:1[1]NU sux:mar[waggon]N sux:lu₂[person]N sux:1[1]NU
c.5.6.5,The three ox-drivers from Adab,,21,sux:enmen₂[thirst]N sux:tuku[to-have]V sux:a[water]N sux:ŋal₂[to-be-(located)]V
c.5.6.5,The three ox-drivers from Adab,,22,sux:lu₂[person]N sux:gud[bull]N sux:a[water]N sux:šub[to-fall]V sux:a[water]N sux:naŋ[to-drink]V
c.5.6.5,The three ox-drivers from Adab,,23,sux:gud[bull]N sux:ur-mah[lion]N sux:gu₇[to-eat]V sux:gud[bull]N sux:e₃[to-go-out-or-in]V
c.5.6.5,The three ox-drivers from Adab,,24,sux:lu₂[person]N sux:ab₂[cow]N sux:a[water]N sux:šub[to-fall]V sux:a[water]N sux:naŋ[to-drink]V
c.5.6.5,The three ox-drivers from Adab,,25,sux:ab₂[cow]N sux:edin[open-country]N sux:ŋen[to-go]V sux:ab₂[cow]N sux:e₃[to-go-out-or-in]V
c.5.6.5,The three ox-drivers from Adab,,26,sux:lu₂[person]N sux:mar[waggon]N sux:a[water]N sux:šub[to-fall]V sux:a[water]N sux:naŋ[to-drink]V
c.5.6.5,The three ox-drivers from Adab,,27,sux:mar[waggon]N sux:gun₂[weight-measure-(load)]N sux:kud[to-cut]V sux:mar[waggon]N sux:e₃[to-go-out-or-in]V
c.5.6.5,The three ox-drivers from Adab,,28,sux:ga-na[directive-expression]I sux:ŋen[to-go]V sux:ga-na[directive-expression]I sux:gi₄[to-return]V
c.5.6.5,The three ox-drivers from Adab,,29,sux:gud[bull]N sux:eš₂[rope]N sux:la₂[to-hang]V sux:la₂[to-hang]V sux:ab₂[cow]N sux:a-sila₃-ŋar-ra[afterbirth]N sux:sur[to-drip]V sux:amar[calf]N sux:mar[waggon]N sux:zu₂[tooth]N sux:gub[to-stand]V
c.5.6.5,The three ox-drivers from Adab,,30,sux:amar[calf]N sux:a-ba[who]PD sux:amar[calf]N sux:a-ba[who]PD sux:de₆[to-carry]V
c.5.6.5,The three ox-drivers from Adab,,65,sux:ga-nam[moreover]AV sux:lu₂[person]N sux:gud[bull]N sux:a-šag₄[field]N
c.5.6.5,The three ox-drivers from Adab,,66,sux:gud[bull]N sux:ur-mah[lion]N sux:gu₇[to-eat]V
c.5.6.5,The three ox-drivers from Adab,,67,sux:a-šag₄[field]N
c.5.6.5,The three ox-drivers from Adab,,69,sux:ur-saŋ[hero]N
c.5.6.5,The three ox-drivers from Adab,,70,sux:lu₂[person]N sux:hur-saŋ[mountain-(range)]N
c.5.6.5,The three ox-drivers from Adab,,71,sux:gud[bull]N sux:ur[dog]N
c.5.6.5,The three ox-drivers from Adab,,72,sux:a₂-tuku[powerful]AJ sux:a-šag₄[field]N sux:zag[side]N sux:lu₂[person]N
c.5.6.5,The three ox-drivers from Adab,,73,sux:ga-nam[moreover]AV sux:lu₂[person]N sux:ab₂[cow]N sux:dam[spouse]N
c.5.6.5,The three ox-drivers from Adab,,74,sux:ab₂[cow]N sux:edin[open-country]N sux:ŋen[to-go]V
c.5.6.5,The three ox-drivers from Adab,,75,sux:dam[spouse]N sux:tilla₂[town-square]N sux:ak[to-do]V
c.5.6.5,The three ox-drivers from Adab,,76,sux:ab₂[cow]N sux:a-sila₃-ŋar-ra[afterbirth]N sux:sur[to-drip]V
c.5.6.5,The three ox-drivers from Adab,,77,sux:ur-saŋ[hero]N sux:ŋen[to-go]V
c.5.6.5,The three ox-drivers from Adab,,78,sux:dam[spouse]N sux:ni₂-te-a-ni[himself;-herself]PD sux:ri[to-direct]V
c.5.6.5,The three ox-drivers from Adab,,79,sux:gud[bull]N sux:kurum₆[food-ration]N sux:ur₂[root]N sux:gur[to-turn]V sux:šag₄-ŋar[hunger]N
c.5.6.5,The three ox-drivers from Adab,,80,sux:dam[spouse]N sux:e₂[house(hold)]N sux:tuš[to-sit]V sux:šag₄[heart]N sux:guru₇[to-heap-up]V
c.5.6.5,The three ox-drivers from Adab,,81,sux:ga-nam[moreover]AV sux:lu₂[person]N sux:mar[waggon]N sux:me[essence]N sux:ugu[skull]N sux:šub[to-fall]V
c.5.6.5,The three ox-drivers from Adab,,82,sux:mar[waggon]N sux:gun₂[weight-measure-(load)]N sux:kud[to-cut]V sux:mar[waggon]N
c.5.6.5,The three ox-drivers from Adab,,83,sux:me[essence]N sux:e₂[house(hold)]N sux:de₆[to-carry]V sux:e₂[house(hold)]N sux:šub[to-fall]V
c.5.6.5,The three ox-drivers from Adab,,84,sux:amar[calf]N sux:mar[waggon]N sux:zu₂[tooth]N sux:de₆[to-carry]V sux:e₂[house(hold)]N sux:tur[to-be-small]V
c.5.6.5,The three ox-drivers from Adab,,85,sux:ur-saŋ[hero]N sux:a₂[arm]N sux:bad[to-open]V sux:te[to-approach]V
