etcsl_no,text_name,version,l_no,text
c.1.3.1,Inana and Enki,,A1,sux:edin[open-country]N
c.1.3.1,Inana and Enki,,A2,sux:tug₂-šu-gur-ra[turban]N sux:men[diadem]N sux:edin[open-country]N sux:saŋ[head]N sux:ŋal₂[to-be-(located)]V
c.1.3.1,Inana and Enki,,A3,sux:sipad[shepherd]N sux:ŋa₂[house(hold)]N sux:udu[sheep]N sux:e₃[to-go-out-or-in]V
c.1.3.1,Inana and Enki,,A4,sux:gam[to-bow-down]V sux:gal₄-la[female-genitals]N sux:u₆[wonder]N sux:dug₄[to-say]V
c.1.3.1,Inana and Enki,,A5,sux:zid[right]AJ sux:gam[to-bow-down]V sux:gal₄-la[female-genitals]N sux:u₆[wonder]N sux:dug₄[to-say]V
c.1.3.1,Inana and Enki,,A6,sux:gal₄-la[female-genitals]N sux:hul₂[to-be-happy]V sux:ni₂-te-a-ni[himself;-herself]PD sux:mi₂[(loving)-care]N sux:zid[right]AJ sux:ar₂[praise]N sux:dug₄[to-say]V
c.1.3.1,Inana and Enki,,A7,sux:gal₄-la[female-genitals]N sux:hul₂[to-be-happy]V sux:ni₂-te-a-ni[himself;-herself]PD sux:mi₂[(loving)-care]N sux:zid[right]AJ sux:ar₂[praise]N sux:dug₄[to-say]V
c.1.3.1,Inana and Enki,,A8,sux:igi[eye]N sux:bar[to-set-aside]V
c.1.3.1,Inana and Enki,,A9,sux:igi[eye]N sux:bar[to-set-aside]V
c.1.3.1,Inana and Enki,,A10,sux:igi[eye]N sux:bar[to-set-aside]V
c.1.3.1,Inana and Enki,,A11,sux-x-emesal:me[I]PD sux:en[lord]N sux:sag₉[to-be-good]V
c.1.3.1,Inana and Enki,,A12,sux-x-emesal:me[I]PD sux:mul[to-radiate]V
c.1.3.1,Inana and Enki,,A13,sux:sig₇[to-be-green]V
c.1.3.1,Inana and Enki,,A14,sux:sag₉[to-be-good]V
c.1.3.1,Inana and Enki,,A15,sux:la₂[to-hang]V
c.1.3.1,Inana and Enki,,A16,sux:šu[hand]N sux:du₇[to-be-perfect]V
c.1.3.1,Inana and Enki,,A17,sux:lum[to-thrive]V
c.1.3.1,Inana and Enki,,A18,sux:lam[to-flourish]V
c.1.3.1,Inana and Enki,,A19,sux:za-ha-am[to-be-shining?]V
c.1.3.1,Inana and Enki,,A20,sux:gur[to-turn]V
c.1.3.1,Inana and Enki,,A21,sux:en-TUM[meaning-unknown]N sux:mul[to-radiate]V
c.1.3.1,Inana and Enki,,A22,sux:en-TUM[meaning-unknown]N sux:mul[to-radiate]V
c.1.3.1,Inana and Enki,,A23,sux:abzu[underground-water]N sux-x-emesal:Eridug[1]SN sux:ŋiri₃[foot]N sux:gub[to-stand]V
c.1.3.1,Inana and Enki,,A24,sux-x-emesal:Enki[1]DN sux:abzu[underground-water]N sux-x-emesal:Eridug[1]SN sux:ŋiri₃[foot]N sux:gub[to-stand]V
c.1.3.1,Inana and Enki,,A25,sux:abzu[underground-water]N sux-x-emesal:Eridug[1]SN sux-x-emesal:me[I]PD sux:mi₂[(loving)-care]N sux:dug₄[to-say]V
c.1.3.1,Inana and Enki,,A26,sux-x-emesal:Enki[1]DN sux:abzu[underground-water]N sux-x-emesal:Eridug[1]SN sux-x-emesal:me[I]PD sux:mi₂[(loving)-care]N sux:dug₄[to-say]V
c.1.3.1,Inana and Enki,,A27,sux:e₃[to-go-out-or-in]V
c.1.3.1,Inana and Enki,,B1,sux-x-emesal:Inana[1]DN sux-x-emesal:me[I]PD
c.1.3.1,Inana and Enki,,B2,sux-x-emesal:Inana[1]DN sux-x-emesal:me[I]PD sux:ŋen[to-go]V sux:abzu[underground-water]N
c.1.3.1,Inana and Enki,,B3,sux-x-emesal:u₃-mu-un[lord]N sux-x-emesal:Enki[1]DN sux:a-ra-zu[supplication]N sux:dug₄[to-say]V
c.1.3.1,Inana and Enki,,B4,sux:erin[cedar]N sux:i₃[fatty-substance]N sux-x-emesal:ze₂-eb[to-be-good]V sux:ir[(fragrant)-exudation]N sux:kug[shining]AJ sux:a-ba[who]PD
c.1.3.1,Inana and Enki,,B5,sux:lu₂[person]N sux:ŋiš₃[penis]N sux:dug₄[to-say]V sux:ki[place]N sux:taka₄[to-leave-behind]V sux:muš₃[face]N sux:de₆[to-carry]V
