etcsl_no,text_name,version,l_no,text
c.2.5.6.6,An adab (?) to Iškur for Ur-Ninurta (Ur-Ninurta F),,A1,sux:ur-saŋ[hero]N sux:nam-he₂[abundance]N sux:gu₃[voice]N sux:ru-gu₂[to-face]V sux:giri₁₇-zal[joy]N
c.2.5.6.6,An adab (?) to Iškur for Ur-Ninurta (Ur-Ninurta F),,A2,sux:a-a[father]N sux:Iškur[1]DN sux:ud[storm]N sux:gal[to-be-big]V sux:za[you-(sg.)]PD sux:gi₄[to-return]V
c.2.5.6.6,An adab (?) to Iškur for Ur-Ninurta (Ur-Ninurta F),,A3,sux:bar-sud[composition-division]N
c.2.5.6.6,An adab (?) to Iškur for Ur-Ninurta (Ur-Ninurta F),,A4,sux:a-ma-ru[flood]N sux:ulu₃[south-wind-(storm)]N sux:mah[to-be-majestic]V sux:mir[north-wind]N sux:mir[to-rage]V
c.2.5.6.6,An adab (?) to Iškur for Ur-Ninurta (Ur-Ninurta F),,A5,sux:za-pa-aŋ₂[noise]N
c.2.5.6.6,An adab (?) to Iškur for Ur-Ninurta (Ur-Ninurta F),,A6,sux:gi₄[to-return]V sux:an[heaven]N sux:ki[place]N
c.2.5.6.6,An adab (?) to Iškur for Ur-Ninurta (Ur-Ninurta F),,A7,sux:Iškur[1]DN sux:tum₉[wind]N sux:ki[place]N
c.2.5.6.6,An adab (?) to Iškur for Ur-Ninurta (Ur-Ninurta F),,A8,sux:nim[lightning]N sux:ŋir₂[to-flash]V
c.2.5.6.6,An adab (?) to Iškur for Ur-Ninurta (Ur-Ninurta F),,A9,
c.2.5.6.6,An adab (?) to Iškur for Ur-Ninurta (Ur-Ninurta F),,B1,
c.2.5.6.6,An adab (?) to Iškur for Ur-Ninurta (Ur-Ninurta F),,B2,sux:2-kam-ma[2nd]NU sux:ulu₃[south-wind-(storm)]N sux:mir[north-wind]N sux:mir[to-rage]V sux:X[X]V
c.2.5.6.6,An adab (?) to Iškur for Ur-Ninurta (Ur-Ninurta F),,B3,sux:3-kam-ma[3rd]NU sux:im-hul[destructive-storm]N sux:an[heaven]N sux:gaba[chest]N sux:dumu[child]N sux:lu₂[person]N
c.2.5.6.6,An adab (?) to Iškur for Ur-Ninurta (Ur-Ninurta F),,B4,sux:4-kam-ma[4th]NU sux:dungu[cloud]N sux:sir₂[to-be-dense]V sux:an[heaven]N sux:gu₃[voice]N sux:de₂[to-pour]V
c.2.5.6.6,An adab (?) to Iškur for Ur-Ninurta (Ur-Ninurta F),,B5,sux:gana₂[field]N sux:zid[right]AJ sux:še[barley]N sux:gu-nu[flax]N sux:gub[to-stand]V sux:Ezina[1]DN sux:hul₂[to-be-happy]V
c.2.5.6.6,An adab (?) to Iškur for Ur-Ninurta (Ur-Ninurta F),,B6,sux:Iškur[1]DN sux:niŋ₂-nam[anything]PD sux:ŋar[to-place]V sux:buru₁₄[harvest-(time)]N sux:še[barley]N sux:mah[to-be-majestic]V
c.2.5.6.6,An adab (?) to Iškur for Ur-Ninurta (Ur-Ninurta F),,B7,sux:Ur-Ninurta[1]RN sux:guru₇-du₆[type-of-grain-heap]N sux:guru₇-maš[type-of-grain-heap]N sux:a-gar₃[meadow]N sux:dub[to-heap-up]V
c.2.5.6.6,An adab (?) to Iškur for Ur-Ninurta (Ur-Ninurta F),,B8,sux:ud[day(light)]N sux:dug₃[to-be-good]V sux:numun[seed]N sux:sig₁₀[to-place]V sux:gig[wheat]N
c.2.5.6.6,An adab (?) to Iškur for Ur-Ninurta (Ur-Ninurta F),,B9,sux:Ur-Ninurta[1]RN sux:dumu[child]N sux:An[1]DN sux:numun[seed]N sux:sig₁₀[to-place]V
c.2.5.6.6,An adab (?) to Iškur for Ur-Ninurta (Ur-Ninurta F),,B10,sux:Iškur[1]DN sux:Inana[1]DN sux:unclear[1]DN sux:til₃[to-live]V
c.2.5.6.6,An adab (?) to Iškur for Ur-Ninurta (Ur-Ninurta F),,B11,sux:sa-ŋar-ra[composition-division]N
c.2.5.6.6,An adab (?) to Iškur for Ur-Ninurta (Ur-Ninurta F),,B12,sux:Ur-Ninurta[1]RN sux:šag₄[heart]N sux:Ninlil[1]DN sux:Iškur[1]DN
c.2.5.6.6,An adab (?) to Iškur for Ur-Ninurta (Ur-Ninurta F),,B13,sux:ŋiš-gi₄-ŋal₂[composition-division]N
c.2.5.6.6,An adab (?) to Iškur for Ur-Ninurta (Ur-Ninurta F),,B14,sux:en[lord]N sux:ku₃-ŋal₂[canal-inspector]N sux:an[heaven]N sux:ki[place]N sux:uŋ₃[people]N sux:kug[shining]AJ sux:zi[life-(breath)]N sux:šum₂[to-give]V
c.2.5.6.6,An adab (?) to Iškur for Ur-Ninurta (Ur-Ninurta F),,B15,sux:a-a[father]N sux:Iškur[1]DN sux:en[lord]N sux:ku₃-ŋal₂[canal-inspector]N sux:an[heaven]N sux:ki[place]N sux:uŋ₃[people]N sux:kug[shining]AJ sux:zi[life-(breath)]N sux:šum₂[to-give]V
c.2.5.6.6,An adab (?) to Iškur for Ur-Ninurta (Ur-Ninurta F),,B16,sux:Ur-Ninurta[1]RN sux:he₂-ŋal₂[plenty]N sux:ŋal₂[to-be-(located)]V sux:saŋ[head]N
c.2.5.6.6,An adab (?) to Iškur for Ur-Ninurta (Ur-Ninurta F),,B17,sux:u₁₈-ru[composition-division]N
