etcsl_no,text_name,version,l_no,text
c.3.1.03,Letter from Aradŋu to Šulgi about irrigation work,,1,sux:lugal[king]N sux:dug₄[to-say]V
c.3.1.03,Letter from Aradŋu to Šulgi about irrigation work,,2,sux:Aradŋu[1]PN sux:arad[slave]N sux:dug₄[to-say]V
c.3.1.03,Letter from Aradŋu to Šulgi about irrigation work,,3,sux:lugal[king]N sux:niŋ₂[thing]N sux:na-me[any]PD sux:a₂-še[now]AV sux:aŋ₂[to-measure]V
c.3.1.03,Letter from Aradŋu to Šulgi about irrigation work,,4,sux:a-ab-ba[sea(water)]N sux:kur[(mountain)-land]N sux:Dilmun[1]GN
c.3.1.03,Letter from Aradŋu to Šulgi about irrigation work,,5,sux:a[water]N sux:mun[salt]N sux:gaba[chest]N sux:kur[(mountain)-land]N sux:Martu[1]EN
c.3.1.03,Letter from Aradŋu to Šulgi about irrigation work,,6,sux:da[side]N sux:Simurrum[1]SN sux:ma-da[land]N sux:unclear[1]SN
c.3.1.03,Letter from Aradŋu to Šulgi about irrigation work,,7,sux:iri[town]N sux:dili[single]AJ sux:ma-da[land]N
c.3.1.03,Letter from Aradŋu to Šulgi about irrigation work,,8,sux:id₂[watercourse]N sux:a-šag₄[field]N sux:a-gar₃[meadow]N sux:u₃[and]C sux:eg₂[embankment]N sux:pa₅[canal]N
c.3.1.03,Letter from Aradŋu to Šulgi about irrigation work,,9,sux:igi[eye]N sux:en[lord]N sux:šag₄[heart]N
c.3.1.03,Letter from Aradŋu to Šulgi about irrigation work,,10,sux:iri[town]N sux:ŋiš[tree]N sux:tuku[to-have]V sux:lugal[king]N
c.3.1.03,Letter from Aradŋu to Šulgi about irrigation work,,11,sux:ki[place]N sux:ur₂[root]N
c.3.1.03,Letter from Aradŋu to Šulgi about irrigation work,,12,sux:bad₃[wall]N sux:en-nu-uŋ₃[guard]N sux:kalag[to-be-strong]V sux:gub[to-stand]V
c.3.1.03,Letter from Aradŋu to Šulgi about irrigation work,,13,sux:ugnim[troops]N sux:gu₂[neck]N sux:ŋiš[tree]N sux:ŋar[to-place]V
c.3.1.03,Letter from Aradŋu to Šulgi about irrigation work,,14,sux:sig[to-be-low]V
c.3.1.03,Letter from Aradŋu to Šulgi about irrigation work,,15,sux:a-gar₃[meadow]N sux:a[water]N sux:ŋar[to-place]V sux:a[water]N sux:e₃[to-go-out-or-in]V
c.3.1.03,Letter from Aradŋu to Šulgi about irrigation work,,16,sux:eg₂[embankment]N sux:zal[to-pass]V sux:ak[to-do]V
c.3.1.03,Letter from Aradŋu to Šulgi about irrigation work,,17,sux:a-šag₄[field]N sux:ŋiš-gi[reedbed]N
c.3.1.03,Letter from Aradŋu to Šulgi about irrigation work,,18,sux:saŋ[head]N sux:sag₃[to-beat]V
