etcsl_no,text_name,version,l_no,text
c.3.2.01,Letter from Sîn-illat to Iddin-Dagan about confronting the Martu,,1,sux:lugal[king]N sux:dug₄[to-say]V
c.3.2.01,Letter from Sîn-illat to Iddin-Dagan about confronting the Martu,,2,sux:Sîn-illat[1]PN sux:ra-bi-si₂-ka₃-tum-ma[general]N
c.3.2.01,Letter from Sîn-illat to Iddin-Dagan about confronting the Martu,,3,sux:arad[slave]N sux:dug₄[to-say]V
c.3.2.01,Letter from Sîn-illat to Iddin-Dagan about confronting the Martu,,4,sux:Kakkulatum[1]SN sux:gaba-ri[equal]N sux:gid₂[to-be-long]V
c.3.2.01,Letter from Sîn-illat to Iddin-Dagan about confronting the Martu,,5,sux:Martu[1]EN sux:tukul[weapon]N sux:šubtum₆[dwelling]N sux:zig₃[to-rise]V
c.3.2.01,Letter from Sîn-illat to Iddin-Dagan about confronting the Martu,,6,sux:ŋe₂₆[I]PD sux:70[70]NU sux:dab₅[to-seize]V
c.3.2.01,Letter from Sîn-illat to Iddin-Dagan about confronting the Martu,,7,sux:Kakkulatum[1]SN sux:kur₉[to-enter]V
c.3.2.01,Letter from Sîn-illat to Iddin-Dagan about confronting the Martu,,8,sux:tukum-bi[if]C sux:lugal[king]N sux:ugnim[troops]N sux:tuš[to-sit]V sux:dug₄[to-say]V
c.3.2.01,Letter from Sîn-illat to Iddin-Dagan about confronting the Martu,,9,sux:a-ŋa₂-la₂[sack]N sux:keše₂[to-bind]V sux:šu[hand]N sux:taka₄[to-leave-behind]V
c.3.2.01,Letter from Sîn-illat to Iddin-Dagan about confronting the Martu,,10,sux:tukum-bi[if]C sux:lugal[king]N sux:ugnim[troops]N sux:tuš[to-sit]V sux:dug₄[to-say]V
c.3.2.01,Letter from Sîn-illat to Iddin-Dagan about confronting the Martu,,11,sux:gub[to-stand]V sux:lugal[king]N sux:zu[to-know]V
