etcsl_no,text_name,version,l_no,text
c.2.4.1.7,A balbale to Enlil for Ur-Namma (Ur-Namma G),,7,sux:Enlil[1]DN sux:Ur-Namma[1]RN
c.2.4.1.7,A balbale to Enlil for Ur-Namma (Ur-Namma G),,8,sux:a-eštub[carp(-filled)-water]N sux:Ezina[1]DN sux:še[barley]N sux:gu-nu[flax]N sux:saŋ[head]N sux:rig₇[to-bestow]V
c.2.4.1.7,A balbale to Enlil for Ur-Namma (Ur-Namma G),,9,sux:Ur-Namma[1]RN sux:uŋ₃[people]N sux:nam-he₂[abundance]N sux:gu₂[neck]N sux:mar[to-flourish]V
c.2.4.1.7,A balbale to Enlil for Ur-Namma (Ur-Namma G),,10,sux:apin[plough]N sux:še[barley]N sux:dug₃[to-be-good]V sux:ŋar[to-place]V sux:gana₂[field]N sux:ŋar[to-place]V sux:dug₃[to-be-good]V
c.2.4.1.7,A balbale to Enlil for Ur-Namma (Ur-Namma G),,11,sux:ŋiš[tree]N sux:numun[seed]N sux:še[barley]N sux:dug₃[to-be-good]V sux:apin[plough]N sux:gana₂[field]N sux:nam[destiny]N sux:dug₃[to-be-good]V
c.2.4.1.7,A balbale to Enlil for Ur-Namma (Ur-Namma G),,12,sux:apin[plough]N sux:še[barley]N sux:dug₃[to-be-good]V sux:ki[place]N sux:kur[(mountain)-land]N sux:gana₂[field]N sux:nam[destiny]N
c.2.4.1.7,A balbale to Enlil for Ur-Namma (Ur-Namma G),,13,sux:lugal[king]N sux:gud[bull]N sux:gana₂[field]N sux:ŋar[to-place]V sux:gana₂[field]N sux:ŋar[to-place]V sux:dug₃[to-be-good]V
c.2.4.1.7,A balbale to Enlil for Ur-Namma (Ur-Namma G),,14,sux:Ur-Namma[1]RN sux:gana₂[field]N sux:ŋar[to-place]V sux:gana₂[field]N sux:ŋar[to-place]V sux:dug₃[to-be-good]V
c.2.4.1.7,A balbale to Enlil for Ur-Namma (Ur-Namma G),,15,sux:gana₂[field]N sux:ŋar[to-place]V sux:gud[bull]N sux:sag₉[to-be-good]V sux:gana₂[field]N sux:ŋar[to-place]V sux:dug₃[to-be-good]V
c.2.4.1.7,A balbale to Enlil for Ur-Namma (Ur-Namma G),,16,sux:lugal[king]N sux:gana₂[field]N sux:Enlil[1]DN sux:a₂[arm]N sux:šu[hand]N sux:du₇[to-be-perfect]V
c.2.4.1.7,A balbale to Enlil for Ur-Namma (Ur-Namma G),,17,sux:Ur-Namma[1]RN sux:gana₂[field]N sux:Enlil[1]DN sux:a₂[arm]N sux:šu[hand]N sux:du₇[to-be-perfect]V
c.2.4.1.7,A balbale to Enlil for Ur-Namma (Ur-Namma G),,18,sux:absin₃[furrow]N sux:gub[to-stand]V sux:im[rain(storm)]N sux:an[heaven]N sux:si[horn]N sux:sa₂[to-equal]V
c.2.4.1.7,A balbale to Enlil for Ur-Namma (Ur-Namma G),,19,sux:lugal[king]N sux:engar[farmer]N sux:zid[right]AJ sux:gana₂[field]N sux:daŋal[to-be-wide]V sux:eg₂[embankment]N sux:pa₅[canal]N sux:ki[place]N
c.2.4.1.7,A balbale to Enlil for Ur-Namma (Ur-Namma G),,20,sux:Ur-Namma[1]RN sux:engar[farmer]N sux:zid[right]AJ sux:gana₂[field]N sux:daŋal[to-be-wide]V sux:eg₂[embankment]N sux:pa₅[canal]N sux:ki[place]N
c.2.4.1.7,A balbale to Enlil for Ur-Namma (Ur-Namma G),,21,sux:eg₂[embankment]N sux:pa₅[canal]N sux:Utu[1]DN sux:e₃[to-go-out-or-in]V sux:igi[eye]N
c.2.4.1.7,A balbale to Enlil for Ur-Namma (Ur-Namma G),,22,sux:lugal[king]N sux:sar[to-write]V sux:dug₃[to-be-good]V sux:sar[to-write]V
c.2.4.1.7,A balbale to Enlil for Ur-Namma (Ur-Namma G),,23,sux:Ur-Namma[1]RN sux:sar[to-write]V sux:dug₃[to-be-good]V sux:sar[to-write]V
c.2.4.1.7,A balbale to Enlil for Ur-Namma (Ur-Namma G),,26,
c.2.4.1.7,A balbale to Enlil for Ur-Namma (Ur-Namma G),,27,sux:gur[to-turn]V
c.2.4.1.7,A balbale to Enlil for Ur-Namma (Ur-Namma G),,28,sux:bal-bal-e[type-of-composition]N sux:Enlil[1]DN
