etcsl_no,text_name,version,l_no,text
c.1.4.4,Inana and Bilulu: an ulila to Inana,,1,sux:edin[open-country]N sux:Dumuzid[1]DN sux:i-lu[(sad)-song]N sux:za[you-(sg.)]PD sux:i-lu[(sad)-song]N sux:za[you-(sg.)]PD sux:i-lu[(sad)-song]N sux:balaŋ[type-of-instrument-and-composition]N sux:sa₂[to-equal]V
c.1.4.4,Inana and Bilulu: an ulila to Inana,,2,sux:e₂[house(hold)]N sux:Arali[1]GN sux:sa₂[to-equal]V
c.1.4.4,Inana and Bilulu: an ulila to Inana,,3,sux:Bad-tibira[1]SN sux:sa₂[to-equal]V
c.1.4.4,Inana and Bilulu: an ulila to Inana,,4,sux:Du-šuba[1]GN sux:sa₂[to-equal]V
c.1.4.4,Inana and Bilulu: an ulila to Inana,,5,sux:ki[place]N sux:nam-sipad[shepherd's-craft]N sux:sa₂[to-equal]V sux:amaš[sheepfold]N sux:Dumuzid[1]DN
c.1.4.4,Inana and Bilulu: an ulila to Inana,,6,sux:sipad[shepherd]N sux:lu₂[person]N
c.1.4.4,Inana and Bilulu: an ulila to Inana,,8,sux:Dumuzid[1]DN
c.1.4.4,Inana and Bilulu: an ulila to Inana,,12,
c.1.4.4,Inana and Bilulu: an ulila to Inana,,13,
c.1.4.4,Inana and Bilulu: an ulila to Inana,,14,sux:giri₁₇-zal[joy]N
c.1.4.4,Inana and Bilulu: an ulila to Inana,,15,sux:ŋar[to-place]V
c.1.4.4,Inana and Bilulu: an ulila to Inana,,16,
c.1.4.4,Inana and Bilulu: an ulila to Inana,,17,
c.1.4.4,Inana and Bilulu: an ulila to Inana,,23,sux:ba[to-allot]V sux:i-si-iš[tears-(of-joy)]N
c.1.4.4,Inana and Bilulu: an ulila to Inana,,24,
c.1.4.4,Inana and Bilulu: an ulila to Inana,,25,sux:giri₁₇-zal[joy]N
c.1.4.4,Inana and Bilulu: an ulila to Inana,,26,sux:ad[voice]N sux:gi₄[to-return]V
c.1.4.4,Inana and Bilulu: an ulila to Inana,,27,sux:Dumuzid[1]DN sux:ka[mouth]N sux:kug[shining]AJ sux:igi[eye]N sux:sag₉[to-be-good]V sux:i-si-iš[tears-(of-joy)]N sux:kuš₂[to-be-tired]V
c.1.4.4,Inana and Bilulu: an ulila to Inana,,28,sux:ka[mouth]N sux:kug[shining]AJ sux:igi[eye]N sux:sag₉[to-be-good]V sux:i-si-iš[tears-(of-joy)]N sux:kuš₂[to-be-tired]V
c.1.4.4,Inana and Bilulu: an ulila to Inana,,29,sux:ŋuruš[young-man]N sux:nitalam[spouse]N sux-x-emesal:u₃-mu-un[lord]N sux:zu₂-lum[date]N
c.1.4.4,Inana and Bilulu: an ulila to Inana,,30,sux:Dumuzid[1]DN sux:kuš₂[to-be-tired]V sux:i-si-iš[tears-(of-joy)]N sux:kuš₂[to-be-tired]V
c.1.4.4,Inana and Bilulu: an ulila to Inana,,31,sux:kug[shining]AJ sux:Inana[1]DN
c.1.4.4,Inana and Bilulu: an ulila to Inana,,32,sux:nam[destiny]N
c.1.4.4,Inana and Bilulu: an ulila to Inana,,33,sux:in-nin[mistress]N sux:lu₂[person]N sux:ŋar[to-place]V sux:ŋar[to-place]V
c.1.4.4,Inana and Bilulu: an ulila to Inana,,34,sux:ki-sikil[young-woman]N sux:Inana[1]DN sux:lu₂[person]N sux:ŋar[to-place]V
c.1.4.4,Inana and Bilulu: an ulila to Inana,,35,sux:e₂-mi₂[woman's-estate]N sux:ama[mother]N sux:ugu[to-give-birth]V sux:DU[DU]V
c.1.4.4,Inana and Bilulu: an ulila to Inana,,36,sux:e[vocative-expression]I sux:a-ra-zu[supplication]N sux:sun₅[to-be-humble]V sux:gub[to-stand]V
c.1.4.4,Inana and Bilulu: an ulila to Inana,,37,sux:a[soothing-expression]I sux:ama[mother]N sux:dib[to-pass]V sux:amaš[sheepfold]N sux:ŋen[to-go]V
c.1.4.4,Inana and Bilulu: an ulila to Inana,,38,sux:ama[mother]N sux-x-emesal:Ningal[1]DN sux:dib[to-pass]V sux:amaš[sheepfold]N sux:ŋen[to-go]V
c.1.4.4,Inana and Bilulu: an ulila to Inana,,39,sux:a-a[father]N sux:bu₇[to-shine]V sux:sun₇[to-be-haughty]V sux:dib[to-pass]V
c.1.4.4,Inana and Bilulu: an ulila to Inana,,40,sux:Suen[1]DN sux:bu₇[to-shine]V sux:sun₇[to-be-haughty]V sux:dib[to-pass]V
c.1.4.4,Inana and Bilulu: an ulila to Inana,,41,sux:dumu[child]N sux:ama[mother]N sux:ugu[to-give-birth]V sux:kiŋ₂-gi₄-a[messenger]N sux:e₂-mi₂[woman's-estate]N sux:e₃[to-go-out-or-in]V
c.1.4.4,Inana and Bilulu: an ulila to Inana,,42,sux:ama[mother]N sux-x-emesal:Ningal[1]DN sux:kiŋ₂-gi₄-a[messenger]N sux:e₂-mi₂[woman's-estate]N sux:e₃[to-go-out-or-in]V
c.1.4.4,Inana and Bilulu: an ulila to Inana,,43,sux:nin[lady]N sux:gal[to-be-big]V sux:zu[to-know]V sux:gal[to-be-big]V sux:tum₂[to-be-suitable]V
c.1.4.4,Inana and Bilulu: an ulila to Inana,,44,sux:kug[shining]AJ sux:Inana[1]DN sux:gal[to-be-big]V sux:zu[to-know]V sux:gal[to-be-big]V sux:tum₂[to-be-suitable]V
c.1.4.4,Inana and Bilulu: an ulila to Inana,,45,sux:kaš[beer]N sux:ud[day(light)]N sux:re[that]PD sux:ud[day(light)]N sux:sud[to-be-distant]V sux:tuš[to-sit]V
c.1.4.4,Inana and Bilulu: an ulila to Inana,,65,sux:amaš[sheepfold]N
c.1.4.4,Inana and Bilulu: an ulila to Inana,,67,sux:e₂[house(hold)]N sux:um-ma[experienced-woman]N sux:Bilulu[1]DN
c.1.4.4,Inana and Bilulu: an ulila to Inana,,68,sux:ki[place]N sux:sipad[shepherd]N sux:saŋ[head]N sux:ra[to-beat]V
c.1.4.4,Inana and Bilulu: an ulila to Inana,,69,sux:Dumuzid[1]DN sux:saŋ[head]N sux:ra[to-beat]V
c.1.4.4,Inana and Bilulu: an ulila to Inana,,70,sux:Ama-ušumgal-ana[1]DN sux:saŋ[head]N sux:ra[to-beat]V
c.1.4.4,Inana and Bilulu: an ulila to Inana,,71,sux:udu[sheep]N sux:lugal[king]N sux:Dumuzid[1]DN sux:edin[open-country]N
c.1.4.4,Inana and Bilulu: an ulila to Inana,,72,sux:Inana[1]DN sux:sipad[shepherd]N sux:me[to-be]V
c.1.4.4,Inana and Bilulu: an ulila to Inana,,73,sux:udu[sheep]N sux:lugal[king]N sux:zag[side]N sux:gi₄[to-return]V
c.1.4.4,Inana and Bilulu: an ulila to Inana,,74,sux:nin[lady]N sux:nitalam[spouse]N sux:šir₃[song]N sux:tud[to-give-birth]V sux:šir₃[song]N sux:dim₂[to-create]V
c.1.4.4,Inana and Bilulu: an ulila to Inana,,75,sux:kug[shining]AJ sux:Inana[1]DN sux:Dumuzid[1]DN sux:šir₃[song]N sux:tud[to-give-birth]V sux:šir₃[song]N sux:dim₂[to-create]V
c.1.4.4,Inana and Bilulu: an ulila to Inana,,76,sux-x-emesal:mu-lu[person]N sux:nu₂[to-lie-down]V sux-x-emesal:su₈-ba[shepherd]N sux-x-emesal:mu-lu[person]N sux:nu₂[to-lie-down]V sux:en-nu-uŋ₃[guard]N sux:gub[to-stand]V
c.1.4.4,Inana and Bilulu: an ulila to Inana,,77,sux:Dumuzid[1]DN sux-x-emesal:mu-lu[person]N sux:nu₂[to-lie-down]V sux:en-nu-uŋ₃[guard]N sux:gub[to-stand]V
c.1.4.4,Inana and Bilulu: an ulila to Inana,,78,sux:Ama-ušumgal-ana[1]DN sux-x-emesal:mu-lu[person]N sux:nu₂[to-lie-down]V sux:en-nu-uŋ₃[guard]N sux:gub[to-stand]V
c.1.4.4,Inana and Bilulu: an ulila to Inana,,79,sux:Utu[1]DN sux:gub[to-stand]V sux:en-nu-uŋ₃[guard]N sux:gub[to-stand]V
c.1.4.4,Inana and Bilulu: an ulila to Inana,,80,sux:ŋi₆[night]N sux:nu₂[to-lie-down]V sux:en-nu-uŋ₃[guard]N sux:gub[to-stand]V
c.1.4.4,Inana and Bilulu: an ulila to Inana,,81,sux:ud[day(light)]N sux:um-ma[experienced-woman]N sux:Bilulu[1]DN
c.1.4.4,Inana and Bilulu: an ulila to Inana,,82,sux:bur-šu-um[old-woman]N sux:nin[lady]N sux:ni₂-te-a-ni[himself;-herself]PD
c.1.4.4,Inana and Bilulu: an ulila to Inana,,83,sux:dumu[child]N sux:Ŋirŋire[1]PN sux:lu₂[person]N sux:dili[single]AJ
c.1.4.4,Inana and Bilulu: an ulila to Inana,,84,sux:ul₄[to-hasten]V sux:tum₂[to-be-suitable]V sux:lu₂[person]N sux:zu[to-know]V
c.1.4.4,Inana and Bilulu: an ulila to Inana,,85,sux:gud[bull]N sux:dab₅[to-seize]V sux:tur₃[animal-stall]N sux:amaš[sheepfold]N sux:si[to-fill]V
c.1.4.4,Inana and Bilulu: an ulila to Inana,,86,sux:guru₇-du₆[type-of-grain-heap]N sux:gu₂[neck]N sux:gur[to-turn]V
c.1.4.4,Inana and Bilulu: an ulila to Inana,,87,sux:ul₄[to-hasten]V sux:šita₂[type-of-weapon]N sux:tag[to-touch]V sux:sag₂[to-scatter]V sux:dug₄[to-say]V
c.1.4.4,Inana and Bilulu: an ulila to Inana,,88,sux:dumu[child]N sux:me[to-be]V sux:gu₅-li[friend]N sux:me[to-be]V sux:Širru[1]PN sux:edin-lil₂[haunted-desert]N
c.1.4.4,Inana and Bilulu: an ulila to Inana,,89,sux:igi[eye]N sux:tuš[to-sit]V sux:inim[word]N sux:dug₄[to-say]V
c.1.4.4,Inana and Bilulu: an ulila to Inana,,90,sux:ud[day(light)]N sux:nin[lady]N sux:šag₄[heart]N sux:a-na[what]PD sux:de₆[to-carry]V
c.1.4.4,Inana and Bilulu: an ulila to Inana,,91,sux:kug[shining]AJ sux:Inana[1]DN sux:šag₄[heart]N sux:a-na[what]PD sux:de₆[to-carry]V
