etcsl_no,text_name,version,l_no,text
c.4.08.16,A balbale (?) to Inana (Dumuzid-Inana P),,A1,sux:kug[shining]AJ
c.4.08.16,A balbale (?) to Inana (Dumuzid-Inana P),,A2,sux:si[horn]N sux:sa₂[to-equal]V sux-x-emesal:me[I]PD
c.4.08.16,A balbale (?) to Inana (Dumuzid-Inana P),,A3,sux:gal₄-la[female-genitals]N sux:ki[place]N
c.4.08.16,A balbale (?) to Inana (Dumuzid-Inana P),,A4,sux:du₇[to-push]V sux:nam-nun[princeliness]N sux:du₇[to-be-perfect]V
c.4.08.16,A balbale (?) to Inana (Dumuzid-Inana P),,A5,
c.4.08.16,A balbale (?) to Inana (Dumuzid-Inana P),,A6,sux:igi[eye]N sux:ŋar[to-place]V
c.4.08.16,A balbale (?) to Inana (Dumuzid-Inana P),,A7,sux:si[horn]N sux:sa₂[to-equal]V sux-x-emesal:me[I]PD
c.4.08.16,A balbale (?) to Inana (Dumuzid-Inana P),,A8,sux:šu[hand]N
c.4.08.16,A balbale (?) to Inana (Dumuzid-Inana P),,A9,
c.4.08.16,A balbale (?) to Inana (Dumuzid-Inana P),,A10,
c.4.08.16,A balbale (?) to Inana (Dumuzid-Inana P),,A11,sux:gal₄-la[female-genitals]N
c.4.08.16,A balbale (?) to Inana (Dumuzid-Inana P),,A12,sux:diŋir[deity]N sux:du₇[to-be-perfect]V
c.4.08.16,A balbale (?) to Inana (Dumuzid-Inana P),,A13,sux:dur₂[rump]N
c.4.08.16,A balbale (?) to Inana (Dumuzid-Inana P),,A14,sux:gun₃[to-be-multicoloured]V
c.4.08.16,A balbale (?) to Inana (Dumuzid-Inana P),,A15,sux:il₂[to-raise]V sux:dur₂[rump]N
c.4.08.16,A balbale (?) to Inana (Dumuzid-Inana P),,A16,sux-x-emesal:mar[to-place]V
c.4.08.16,A balbale (?) to Inana (Dumuzid-Inana P),,A17,sux:dug₄[to-say]V
c.4.08.16,A balbale (?) to Inana (Dumuzid-Inana P),,A18,sux:e₂-gal[palace]N sux:me-te[(fitting)-attribute]N
c.4.08.16,A balbale (?) to Inana (Dumuzid-Inana P),,A19,sux:ud[day(light)]N sux:zal[to-pass]V
c.4.08.16,A balbale (?) to Inana (Dumuzid-Inana P),,A20,sux:kušum₄[noun-part-of-multiword-verb]N sux:tag[to-touch]V
c.4.08.16,A balbale (?) to Inana (Dumuzid-Inana P),,A21,sux:Dumuzid[1]DN sux:a[water]N sux-x-emesal:ga[to-carry]V
c.4.08.16,A balbale (?) to Inana (Dumuzid-Inana P),,A22,sux:uŋ₃[people]N sux:šar₂[to-be-numerous]V sux-x-emesal:i-bi₂[eye]N sux-x-emesal:ma-al[to-be-(located)]V
c.4.08.16,A balbale (?) to Inana (Dumuzid-Inana P),,A23,sux:Dumuzid[1]DN sux:nam-diŋir[divinity]N sux:kalam[the-Land]N sux:pad₃[to-find]V
c.4.08.16,A balbale (?) to Inana (Dumuzid-Inana P),,A24,sux:Dumuzid[1]DN sux-x-emesal:ki-ig[place]N sux:aŋ₂[to-measure]V sux-x-emesal:Enlil[1]DN
c.4.08.16,A balbale (?) to Inana (Dumuzid-Inana P),,A25,sux:mu[name]N sux:mah[to-be-majestic]V sux:nam[destiny]N sux:tar[to-cut]V
c.4.08.16,A balbale (?) to Inana (Dumuzid-Inana P),,A26,sux:ama[mother]N sux:saŋ[head]N sux:us₂[to-be-adjacent]V sux:kal[to-be-rare]V
c.4.08.16,A balbale (?) to Inana (Dumuzid-Inana P),,A27,sux:ad-da[father]N sux:silim[to-be-healthy]V sux:dug₄[to-say]V
c.4.08.16,A balbale (?) to Inana (Dumuzid-Inana P),,A28,sux:a[water]N sux:tu₅[to-wash]V sux-x-emesal:na-ma[potash]N sux:su-ub[to-rub]V
c.4.08.16,A balbale (?) to Inana (Dumuzid-Inana P),,A29,sux:šen[type-of-vessel]N sux:a[water]N sux:tu₅[to-wash]V sux:gub[to-stand]V
c.4.08.16,A balbale (?) to Inana (Dumuzid-Inana P),,A30,sux:tug₂[garment]N sux:tug₂[garment]N sux-x-emesal:aŋ₂[thing]N sux:kalag[to-be-strong]V sux:si[horn]N sux:sa₂[to-equal]V
c.4.08.16,A balbale (?) to Inana (Dumuzid-Inana P),,A31,sux:pala₃[type-of-garment]N sux:mah[to-be-majestic]V sux:kalag[to-be-strong]V
c.4.08.16,A balbale (?) to Inana (Dumuzid-Inana P),,A32,sux:e₃[to-go-out-or-in]V sux-x-emesal:mar[to-place]V
c.4.08.16,A balbale (?) to Inana (Dumuzid-Inana P),,A33,sux:bur₂[to-release]V
c.4.08.16,A balbale (?) to Inana (Dumuzid-Inana P),,A34,
c.4.08.16,A balbale (?) to Inana (Dumuzid-Inana P),,A35,
c.4.08.16,A balbale (?) to Inana (Dumuzid-Inana P),,B1,sux:nin[lady]N
c.4.08.16,A balbale (?) to Inana (Dumuzid-Inana P),,B2,sux-x-emesal:uru₂[town]N sux:bar[outside]N sux:e₂[house(hold)]N sux:za-gin₃[lapis-lazuli]N
c.4.08.16,A balbale (?) to Inana (Dumuzid-Inana P),,B3,sux:šag₄[heart]N sux:eš₃[shrine]N sux:a-ra-zu[supplication]N
c.4.08.16,A balbale (?) to Inana (Dumuzid-Inana P),,B4,sux:kug[shining]AJ sux:a-ra-zu[supplication]N sux:pad₃[to-find]V
