etcsl_no,text_name,version,l_no,text
c.3.1.01,Letter from Aradŋu to Šulgi about Apillaša,,1,sux:lugal[king]N sux:dug₄[to-say]V
c.3.1.01,Letter from Aradŋu to Šulgi about Apillaša,,2,sux:Aradŋu[1]PN sux:arad[slave]N sux:dug₄[to-say]V
c.3.1.01,Letter from Aradŋu to Šulgi about Apillaša,,3,sux:kur[(mountain)-land]N sux:Subir[1]GN sux:har-ra-an[route]N sux:kaskal[(high)way]N sux:si[horn]N sux:sa₂[to-equal]V
c.3.1.01,Letter from Aradŋu to Šulgi about Apillaša,,4,sux:gun₂[weight-measure-(load)]N sux:ma-da[land]N sux:gen₆[to-be-firm]V
c.3.1.01,Letter from Aradŋu to Šulgi about Apillaša,,5,sux:a-ra₂[way]N sux:ma-da[land]N sux:zu[to-know]V
c.3.1.01,Letter from Aradŋu to Šulgi about Apillaša,,6,sux:ugu[skull]N sux:Apillaša[1]PN sux:gal-zu[skilful]AJ sux:unken[assembly]N
c.3.1.01,Letter from Aradŋu to Šulgi about Apillaša,,7,sux:ad[voice]N sux:gi₄[to-return]V sux:gu₃[voice]N sux:teš₂[unity]N sux:sig₁₀[to-place]V
c.3.1.01,Letter from Aradŋu to Šulgi about Apillaša,,8,sux:ud[day(light)]N sux:de₆[to-carry]V sux:a₂[arm]N sux:aŋ₂[to-measure]V
c.3.1.01,Letter from Aradŋu to Šulgi about Apillaša,,9,sux:kan₄[gate]N sux:e₂-gal[palace]N sux:ŋen[to-go]V
c.3.1.01,Letter from Aradŋu to Šulgi about Apillaša,,10,sux:silim[to-be-healthy]V sux:lugal[king]N sux:en₃[noun-part-of-multiword-verb]N sux:tar[to-cut]V
c.3.1.01,Letter from Aradŋu to Šulgi about Apillaša,,11,sux:dur₂[rump]N sux:zig₃[to-rise]V sux:ki[place]N sux:za[to-bow-down]V sux:mud[to-be-nervous]V
c.3.1.01,Letter from Aradŋu to Šulgi about Apillaša,,12,sux:te[to-approach]V
c.3.1.01,Letter from Aradŋu to Šulgi about Apillaša,,13,sux:e₂[house(hold)]N sux:kaskal[(high)way]N sux:ga-rig₂-ak[carding-comb]N sux:šukur[lance]N sux:kug-sig₁₇[gold]N sux:kug-babbar[silver]N
c.3.1.01,Letter from Aradŋu to Šulgi about Apillaša,,14,sux:gug[cornelian]N sux:za-gin₃[lapis-lazuli]N sux:ŋar[to-place]V sux:du₃[to-erect]V sux:30[30]NU sux:sar[area-measure]N sux:KU[KU]V
c.3.1.01,Letter from Aradŋu to Šulgi about Apillaša,,15,sux:kug-sig₁₇[gold]N sux:za-gin₃[lapis-lazuli]N sux:mi₂[(loving)-care]N sux:zid[right]AJ sux:dug₄[to-say]V
c.3.1.01,Letter from Aradŋu to Šulgi about Apillaša,,16,sux:gu-za[chair]N sux:barag[dais]N sux:šutur[type-of-garment]N sux:ri[to-direct]V sux:tuš[to-sit]V
c.3.1.01,Letter from Aradŋu to Šulgi about Apillaša,,17,sux:ŋiri₃-gub[footrest]N sux:kug-sig₁₇[gold]N sux:ŋiri₃[foot]N sux:ŋar[to-place]V
c.3.1.01,Letter from Aradŋu to Šulgi about Apillaša,,18,sux:ŋiri₃[foot]N sux:kur₂[to-be-different]V
c.3.1.01,Letter from Aradŋu to Šulgi about Apillaša,,19,sux:aga-us₂[type-of-soldier]N sux:saŋ[head]N sux:5[5]NU sux:1000[1000]NU sux:zid[right]AJ sux:gabu₂[left-(side)]N sux:gub[to-stand]V
c.3.1.01,Letter from Aradŋu to Šulgi about Apillaša,,20,sux:6[6]NU sux:gud[bull]N sux:niga[fattened]AJ sux:60[60]NU sux:udu[sheep]N sux:niga[fattened]AJ sux:niŋ₂-zu₂-gub[meal]N sux:ŋar[to-place]V
c.3.1.01,Letter from Aradŋu to Šulgi about Apillaša,,21,sux:šu-luh[ritual-cleansing]N sux:lugal[king]N sux:sa₂[to-equal]V sux:dug₄[to-say]V
c.3.1.01,Letter from Aradŋu to Šulgi about Apillaša,,22,sux:kan₄[gate]N sux:en₃[noun-part-of-multiword-verb]N sux:tar[to-cut]V sux:lu₂[person]N sux:kur₉[to-enter]V
c.3.1.01,Letter from Aradŋu to Šulgi about Apillaša,,23,sux:kur₉[to-enter]V
c.3.1.01,Letter from Aradŋu to Šulgi about Apillaša,,24,sux:gu-za[chair]N sux:gar₃[pommel]N sux:kug-sig₁₇[gold]N sux:huš[to-be-reddish]V sux:ŋar[to-place]V sux:lu₂[person]N sux:de₆[to-carry]V sux:tuš[to-sit]V sux:dug₄[to-say]V
c.3.1.01,Letter from Aradŋu to Šulgi about Apillaša,,25,sux:a₂[arm]N sux:aŋ₂[to-measure]V sux:lugal[king]N sux:gub[to-stand]V sux:tuš[to-sit]V sux:dug₄[to-say]V
c.3.1.01,Letter from Aradŋu to Šulgi about Apillaša,,26,sux:2[2]NU sux:gud[bull]N sux:niga[fattened]AJ sux:20[20]NU sux:udu[sheep]N sux:niga[fattened]AJ sux:banšur[(offering)-table]N sux:lu₂[person]N sux:sa₂[to-equal]V
c.3.1.01,Letter from Aradŋu to Šulgi about Apillaša,,27,sux:kar₂[to-blow]V sux:aga-us₂[type-of-soldier]N sux:lugal[king]N sux:banšur[(offering)-table]N sux:bal[to-turn-over]V
c.3.1.01,Letter from Aradŋu to Šulgi about Apillaša,,28,sux:ni₂[fear(someness)]N sux:te[to-approach]V sux:su[flesh]N sux:zig₃[to-rise]V
c.3.1.01,Letter from Aradŋu to Šulgi about Apillaša,,29,sux:itid[moon(light)]N sux:Ezen-Ninazu[1]MN sux:ud[day(light)]N sux:15-kam-ma[15th]NU
c.3.1.01,Letter from Aradŋu to Šulgi about Apillaša,,30,sux:lugal[king]N sux:a₂-še[now]AV sux:aŋ₂[to-measure]V
c.3.1.01,Letter from Aradŋu to Šulgi about Apillaša,,31,sux:itid[moon(light)]N sux:Ubi-gu[1]MN sux:ud[day(light)]N sux:1-kam-ma[1st]NU
c.3.1.01,Letter from Aradŋu to Šulgi about Apillaša,,32,sux:lu₂-kaš₄[runner]N sux:gi₄[to-return]V
c.3.1.01,Letter from Aradŋu to Šulgi about Apillaša,,33,sux:ud[day(light)]N sux:1/2[1/2]NU sux:te[to-approach]V
c.3.1.01,Letter from Aradŋu to Šulgi about Apillaša,,34,sux:lugal[king]N sux:zu[to-know]V
