id_text,text_name,version,l_no,text
c.2.4.1.2,A tigi to Enlil for Ur-Namma (Ur-Namma B),,1,sux:Enlil[1]DN sux:mah[to-be-majestic]V sux:ar₂[praise]N
c.2.4.1.2,A tigi to Enlil for Ur-Namma (Ur-Namma B),,2,sux:en[lord]N sux:nam-nun[princeliness]N sux:gal[to-be-big]V
c.2.4.1.2,A tigi to Enlil for Ur-Namma (Ur-Namma B),,3,sux:Nunamnir[1]DN sux:an[heaven]N sux:ki[place]N sux:lugal[king]N
c.2.4.1.2,A tigi to Enlil for Ur-Namma (Ur-Namma B),,4,sux:uŋ₃[people]N sux:igi[eye]N sux:il₂[to-raise]V sux:sipad[shepherd]N sux:zid[right]AJ sux:Ur-Namma[1]RN
c.2.4.1.2,A tigi to Enlil for Ur-Namma (Ur-Namma B),,5,sux:kur[(mountain)-land]N sux:gal[to-be-big]V sux:Enlil[1]DN sux:uŋ₃[people]N sux:šar₂[to-be-numerous]V sux:pad₃[to-find]V
c.2.4.1.2,A tigi to Enlil for Ur-Namma (Ur-Namma B),,6,sux:sipad[shepherd]N sux:me[to-be]V sux:Nunamnir[1]DN sux:ni₂[fear(someness)]N sux:huš[to-be-reddish]V sux:ri[to-direct]V
c.2.4.1.2,A tigi to Enlil for Ur-Namma (Ur-Namma B),,7,sux:šeg₁₂[brick(work)]N sux:E-kur[1]TN sux:me[essence]N sux:hur[to-scratch]V
c.2.4.1.2,A tigi to Enlil for Ur-Namma (Ur-Namma B),,8,sux:kur[(mountain)-land]N sux:gal[to-be-big]V sux:Enlil[1]DN sux:E-kur[1]TN sux:eš₃[shrine]N sux:mah[to-be-majestic]V sux:ud[day(light)]N sux:kar₂[to-blow]V
c.2.4.1.2,A tigi to Enlil for Ur-Namma (Ur-Namma B),,9,sux:šag₄[heart]N sux:inim-ŋal₂[eloquent]AJ sux:kug[shining]AJ sux:zid[right]AJ sux:si[to-fill]V sux:de₆[to-carry]V
c.2.4.1.2,A tigi to Enlil for Ur-Namma (Ur-Namma B),,10,sux:sipad[shepherd]N sux:Ur-Namma[1]RN sux:E-kur[1]TN sux:saŋ[head]N sux:an[heaven]N sux:il₂[to-raise]V sux:a₂[arm]N sux:aŋ₂[to-measure]V
c.2.4.1.2,A tigi to Enlil for Ur-Namma (Ur-Namma B),,11,sux:lugal[king]N sux:kalam[the-Land]N sux:a₂[arm]N sux:mah[to-be-majestic]V sux:uŋ₃[people]N sux:saŋ[head]N sux:il₂[to-raise]V
c.2.4.1.2,A tigi to Enlil for Ur-Namma (Ur-Namma B),,12,sux:sipad[shepherd]N sux:zid[right]AJ sux:Ur-Namma[1]RN sux:Nunamnir[1]DN sux:ud[day(light)]N sux:sud[to-be-distant]V sux:nir-ŋal₂[authoritative]AJ
c.2.4.1.2,A tigi to Enlil for Ur-Namma (Ur-Namma B),,13,sux:di[(law)suit]N sux:zu[to-know]V sux:en[lord]N sux:ŋeštug₂[ear]N sux:daŋal[to-be-wide]V sux:u₃-šub[brick-mould]N sux:si[horn]N sux:sa₂[to-equal]V
c.2.4.1.2,A tigi to Enlil for Ur-Namma (Ur-Namma B),,14,sux:Enlil[1]DN sux:sipad[shepherd]N sux:Ur-Namma[1]RN sux:ki-bal[rebel-land]N sux:erim₂-ŋal₂[evil]AJ sux:si[horn]N sux:sa₂[to-equal]V
c.2.4.1.2,A tigi to Enlil for Ur-Namma (Ur-Namma B),,15,sux:Sumer[1]GN sux:ud[day(light)]N sux:nam-he₂[abundance]N sux:ak[to-do]V
c.2.4.1.2,A tigi to Enlil for Ur-Namma (Ur-Namma B),,16,sux:asila[rejoicing]N sux:gu₂[neck]N sux:mar[to-flourish]V
c.2.4.1.2,A tigi to Enlil for Ur-Namma (Ur-Namma B),,17,sux:uš[foundation]N sux:dug₃[to-be-good]V sux:temen[foundation]N sux:kug[shining]AJ sux:si[to-fill]V
c.2.4.1.2,A tigi to Enlil for Ur-Namma (Ur-Namma B),,18,sux:enkum[type-of-temple-official]N sux:ninkum[type-of-priest]N sux:me-teš₂[praise]N sux:i[to-bring-out]V
c.2.4.1.2,A tigi to Enlil for Ur-Namma (Ur-Namma B),,19,sux:nam-šub[incantation]N sux:galam[to-be-skilful]V sux:Enki[1]DN sux:e₂[house(hold)]N sux:ul[bud]N sux:sig₇[to-be-green]V
