etcsl_no,text_name,version,l_no,text
c.2.8.2.4,A prayer to Asarluhi for Hammu-rābi (Hammu-rābi D),,1,
c.2.8.2.4,A prayer to Asarluhi for Hammu-rābi (Hammu-rābi D),,2,sux:ni₂-tuku[reverent]AJ sux:en₃[noun-part-of-multiword-verb]N sux:tar[to-cut]V sux:nim[upper-(land)]N
c.2.8.2.4,A prayer to Asarluhi for Hammu-rābi (Hammu-rābi D),,3,sux:u₃-na[aggression]N sux:sa₄[to-call]V sux:en[lord]N
c.2.8.2.4,A prayer to Asarluhi for Hammu-rābi (Hammu-rābi D),,4,sux:šum₂[to-give]V sux:ŋidru[sceptre]N
c.2.8.2.4,A prayer to Asarluhi for Hammu-rābi (Hammu-rābi D),,5,sux:Babylon[1]SN sux:iri[town]N sux:nam-en[high-(priestly)-office]N
c.2.8.2.4,A prayer to Asarluhi for Hammu-rābi (Hammu-rābi D),,6,sux:lugal[king]N sux:an[heaven]N sux:ub[corner]N sux:dirig[to-be-superior]V
c.2.8.2.4,A prayer to Asarluhi for Hammu-rābi (Hammu-rābi D),,7,sux:Asarluhi[1]DN sux:Hammu-rābi[1]RN sux:nam[destiny]N
c.2.8.2.4,A prayer to Asarluhi for Hammu-rābi (Hammu-rābi D),,8,sux:An[1]DN sux:Enlil[1]DN sux:Enki[1]DN sux:e-ne[he;-she]PD
c.2.8.2.4,A prayer to Asarluhi for Hammu-rābi (Hammu-rābi D),,9,sux:šag₄[heart]N sux:šum₂[to-give]V sux:niŋ₂[thing]N
c.2.8.2.4,A prayer to Asarluhi for Hammu-rābi (Hammu-rābi D),,10,sux:diŋir[deity]N sux:gal[to-be-big]V sux:kilib₃[entirety]N sux:Marduk[1]DN sux:hul₂[to-be-happy]V
c.2.8.2.4,A prayer to Asarluhi for Hammu-rābi (Hammu-rābi D),,11,sux:sipad[shepherd]N sux:šag₄[heart]N sux:nam-en[high-(priestly)-office]N sux:kalam[the-Land]N sux:ak[to-do]V
c.2.8.2.4,A prayer to Asarluhi for Hammu-rābi (Hammu-rābi D),,12,sux:nam[destiny]N sux:gal[to-be-big]V sux:tar[to-cut]V sux:ka[mouth]N sux:kug[shining]AJ
c.2.8.2.4,A prayer to Asarluhi for Hammu-rābi (Hammu-rābi D),,13,sux:inim[word]N sux:ŋar[to-place]V sux:sipad[shepherd]N sux:muš₃[face]N sux:de₆[to-carry]V
c.2.8.2.4,A prayer to Asarluhi for Hammu-rābi (Hammu-rābi D),,14,sux:lugal[king]N sux:sa₄[to-call]V sux:ub[corner]N sux:4[4]NU
c.2.8.2.4,A prayer to Asarluhi for Hammu-rābi (Hammu-rābi D),,15,sux:Hammu-rābi[1]RN sux:nun[prince]N sux:me-te[(fitting)-attribute]N sux:diŋir[deity]N sux:sun₅[to-be-humble]V sux:inim[word]N
c.2.8.2.4,A prayer to Asarluhi for Hammu-rābi (Hammu-rābi D),,16,sux:šum₂[to-give]V sux:nam-barag[authority]N sux:saŋ[head]N sux:gig₂[to-be-black]V sux:mu[name]N sux:zag[side]N sux:an[heaven]N
c.2.8.2.4,A prayer to Asarluhi for Hammu-rābi (Hammu-rābi D),,17,sux:nam-lu₂-ulu₃[humanity]N sux:kalam[the-Land]N sux:sa₂[to-equal]V sux:ŋal₂[to-be-(located)]V sux:si[horn]N sux:sa₂[to-equal]V sux:iri[town]N
c.2.8.2.4,A prayer to Asarluhi for Hammu-rābi (Hammu-rābi D),,18,sux:sud[to-be-distant]V sux:bal[term-(in-office)]N sux:ma₂-gur₈[processional-boat]N sux:za-gin₃[lapis-lazuli]N sux:šu[hand]N
c.2.8.2.4,A prayer to Asarluhi for Hammu-rābi (Hammu-rābi D),,19,sux:nam-sipad[shepherd's-craft]N sux:an[heaven]N sux:an[heaven]N sux:ki[place]N sux:šu[hand]N sux:gen₆[to-be-firm]V sux:uŋ₃[people]N sux:u₂-sal[meadow]N
c.2.8.2.4,A prayer to Asarluhi for Hammu-rābi (Hammu-rābi D),,20,sux:za-pa-aŋ₂[noise]N sux:Iškur[1]DN sux:šu[hand]N sux:dul[to-cover-(together)]V sux:lugal[king]N sux:gaba-ri[equal]N sux:tuku[to-have]V
c.2.8.2.4,A prayer to Asarluhi for Hammu-rābi (Hammu-rābi D),,21,sux:ka[mouth]N sux:Gira[1]DN sux:huš[to-be-reddish]V sux:šu[hand]N sux:sig[to-be-low]V sux:igi-nim[upper-land]N
c.2.8.2.4,A prayer to Asarluhi for Hammu-rābi (Hammu-rābi D),,22,sux:šul[young-man]N sux:Utu[1]DN sux:a₂-tah[helper]N sux:me[to-be]V sux:ki[place]N sux:inim[word]N sux:šag₄[heart]N
c.2.8.2.4,A prayer to Asarluhi for Hammu-rābi (Hammu-rābi D),,23,sux:du-ri₂[eternity]N sux:zag[side]N sux:zid[right]AJ sux:ŋen[to-go]V sux:me[to-be]V sux:igi[eye]N sux:il₂[to-raise]V sux:me[to-be]V
c.2.8.2.4,A prayer to Asarluhi for Hammu-rābi (Hammu-rābi D),,24,sux:DIR[DIR]V sux:Erra[1]DN sux:šu[hand]N sux:dub[to-heap-up]V
c.2.8.2.4,A prayer to Asarluhi for Hammu-rābi (Hammu-rābi D),,25,sux:Hammu-rābi[1]RN sux:dug₄[to-say]V sux:mah[to-be-majestic]V sux:nir[authority]N sux:he₂-ŋal₂[plenty]N sux:a₂[arm]N sux:inim[word]N sux:dug₃[to-be-good]V
c.2.8.2.4,A prayer to Asarluhi for Hammu-rābi (Hammu-rābi D),,26,sux:Hammu-rābi[1]RN sux:dug₄[to-say]V sux:An[1]DN sux:Enlil[1]DN sux:an[heaven]N sux:ki[place]N sux:šu[hand]N sux:an[heaven]N sux:ub[corner]N sux:du₃[to-erect]V sux:šu[hand]N
c.2.8.2.4,A prayer to Asarluhi for Hammu-rābi (Hammu-rābi D),,27,sux:An[1]DN sux:Enlil[1]DN sux:lugal[king]N
c.2.8.2.4,A prayer to Asarluhi for Hammu-rābi (Hammu-rābi D),,28,sux:Asarluhi[1]DN sux:murub₄[middle]N sux:diŋir[deity]N sux:gal[to-be-big]V sux:iri[town]N
c.2.8.2.4,A prayer to Asarluhi for Hammu-rābi (Hammu-rābi D),,29,sux:Babylon[1]SN sux:iri[town]N sux:ki-šu-peš[cult-place]N sux:ki-tuš[dwelling-place]N sux:sikil[to-be-pure]V
c.2.8.2.4,A prayer to Asarluhi for Hammu-rābi (Hammu-rābi D),,30,sux:suhuš[foundation]N sux:barag[dais]N sux:gal[to-be-big]V sux:ki-tuš[dwelling-place]N sux:mah[to-be-majestic]V sux:ki[place]N sux:aŋ₂[to-measure]V sux:šag₄[heart]N sux:hul₂[to-be-happy]V sux:nir-ŋal₂[authoritative]AJ
c.2.8.2.4,A prayer to Asarluhi for Hammu-rābi (Hammu-rābi D),,31,sux:dumu-gir₁₅[citizen]N sux:diŋir[deity]N sux:mu[name]N sux:lugal[king]N
c.2.8.2.4,A prayer to Asarluhi for Hammu-rābi (Hammu-rābi D),,32,sux:zid[right]AJ sux:me[to-be]V
c.2.8.2.4,A prayer to Asarluhi for Hammu-rābi (Hammu-rābi D),,33,sux:zig₃[to-rise]V sux:nam-en-lil₂[status-as-principal-deity]N sux:uŋ₃[people]N sux:šar₂[to-be-numerous]V
c.2.8.2.4,A prayer to Asarluhi for Hammu-rābi (Hammu-rābi D),,34,sux:nam[destiny]N sux:pa[branch]N sux:ak[to-do]V sux:zi[life-(breath)]N sux:kalam[the-Land]N
c.2.8.2.4,A prayer to Asarluhi for Hammu-rābi (Hammu-rābi D),,35,sux:Hammu-rābi[1]RN sux:sipad[shepherd]N sux:silim[to-be-healthy]V sux:gal[to-be-big]V sux:kilib₃[entirety]N sux:saŋ[head]N sux:gig₂[to-be-black]V
c.2.8.2.4,A prayer to Asarluhi for Hammu-rābi (Hammu-rābi D),,36,sux:lu₂[person]N sux:Enki[1]DN sux:sag₉[to-be-good]V sux:kalam[the-Land]N
c.2.8.2.4,A prayer to Asarluhi for Hammu-rābi (Hammu-rābi D),,37,
