etcsl_no,text_name,version,l_no,text
c.3.2.05,Letter from Sîn-iddinam to the god Utu,,1,sux:Utu[1]DN sux:lugal[king]N sux:di-kud[judge]N sux:mah[to-be-majestic]V sux:an[heaven]N sux:ki[place]N
c.3.2.05,Letter from Sîn-iddinam to the god Utu,,2,sux:saŋ[head]N sux:en₃[noun-part-of-multiword-verb]N sux:tar[to-cut]V sux:kalam[the-Land]N sux:ka-aš[decision]N sux:bar[to-set-aside]V
c.3.2.05,Letter from Sîn-iddinam to the god Utu,,3,sux:diŋir[deity]N sux:zid[right]AJ sux:lu₂[person]N sux:til₃[to-live]V sux:ki[place]N sux:aŋ₂[to-measure]V sux:a-ra-zu[supplication]N sux:ŋiš[tree]N sux:tuku[to-have]V
c.3.2.05,Letter from Sîn-iddinam to the god Utu,,4,sux:arhuš[compassion]N sux:sud[to-be-distant]V sux:šag₄[heart]N sux:gur[to-turn]V sux:zu[to-know]V
c.3.2.05,Letter from Sîn-iddinam to the god Utu,,5,sux:niŋ₂-si-sa₂[justice]N sux:ki[place]N sux:aŋ₂[to-measure]V sux:niŋ₂-zid[righteousness]N sux:bar[outside]N sux:tam[to-be-clean]V sux:dug₄[to-say]V
c.3.2.05,Letter from Sîn-iddinam to the god Utu,,6,sux:sun₄[beard]N sux:mu₂[to-grow]V sux:dumu[child]N sux:Ningal[1]DN sux:sun₄[beard]N sux:za-gin₃[lapis-lazuli]N
c.3.2.05,Letter from Sîn-iddinam to the god Utu,,7,sux:taka₄[to-leave-behind]V sux:la₂[to-hang]V sux:si-ŋar[clamp]N sux:an[heaven]N sux:ki[place]N sux:ku₁₀-ku₁₀[to-be-dark]V sux:zalag[to-be-shining]V sux:ŋar[to-place]V
c.3.2.05,Letter from Sîn-iddinam to the god Utu,,8,sux:en[lord]N sux:saŋ-kal[foremost]AJ sux:dili[single]AJ sux:pa[branch]N sux:e₃[to-go-out-or-in]V sux:nam-mah[majesty]N sux:zag[side]N sux:sa₂[to-equal]V
c.3.2.05,Letter from Sîn-iddinam to the god Utu,,9,sux:ur-saŋ[hero]N sux:dumu[child]N sux:Ningal[1]DN sux:tud[to-give-birth]V sux:me[essence]N sux:saŋ[head]N sux:keše₂[to-bind]V sux:ur₄[to-collect]V
c.3.2.05,Letter from Sîn-iddinam to the god Utu,,10,sux:diŋir[deity]N sux:zid[right]AJ sux:nun[prince]N sux:nam[destiny]N sux:tar[to-cut]V sux:a-a[father]N sux:saŋ[head]N sux:gig₂[to-be-black]V sux:lugal[king]N sux:tah[to-add]V
