etcsl_no,text_name,version,l_no,text
c.1.1.1,Enki and Ninhursaŋa,,1,sux:iri[town]N sux:kug[shining]AJ sux:e-ne[he;-she]PD sux:ba[to-allot]V sux:kur[(mountain)-land]N sux:Dilmun[1]GN sux:kug[shining]AJ
c.1.1.1,Enki and Ninhursaŋa,,2,sux:Sumer[1]GN sux:kug[shining]AJ sux:e-ne[he;-she]PD sux:ba[to-allot]V sux:kur[(mountain)-land]N sux:Dilmun[1]GN sux:kug[shining]AJ
c.1.1.1,Enki and Ninhursaŋa,,3,sux:kur[(mountain)-land]N sux:Dilmun[1]GN sux:kug[shining]AJ sux:kur[(mountain)-land]N sux:Dilmun[1]GN sux:sikil[to-be-pure]V
c.1.1.1,Enki and Ninhursaŋa,,4,sux:kur[(mountain)-land]N sux:Dilmun[1]GN sux:sikil[to-be-pure]V sux:kur[(mountain)-land]N sux:Dilmun[1]GN sux:dadag[to-be-bright]V
c.1.1.1,Enki and Ninhursaŋa,,5,sux:dili[single]AJ sux:Dilmun[1]GN sux:nu₂[to-lie-down]V
c.1.1.1,Enki and Ninhursaŋa,,6,sux:ki[place]N sux:Enki[1]DN sux:dam[spouse]N sux:nu₂[to-lie-down]V
c.1.1.1,Enki and Ninhursaŋa,,7,sux:ki[place]N sux:sikil[to-be-pure]V sux:ki[place]N sux:dadag[to-be-bright]V
c.1.1.1,Enki and Ninhursaŋa,,8,sux:dili[single]AJ sux:Dilmun[1]GN sux:nu₂[to-lie-down]V
c.1.1.1,Enki and Ninhursaŋa,,9,sux:ki[place]N sux:Enki[1]DN sux:Ninsikila[1]DN sux:nu₂[to-lie-down]V
c.1.1.1,Enki and Ninhursaŋa,,10,sux:ki[place]N sux:sikil[to-be-pure]V sux:ki[place]N sux:dadag[to-be-bright]V
c.1.1.1,Enki and Ninhursaŋa,,11,sux:Dilmun[1]GN sux:uga[raven]N sux:gu₃[voice]N sux:dug₄[to-say]V
c.1.1.1,Enki and Ninhursaŋa,,12,sux:dar[francolin?]N sux:gu₃[voice]N sux:dar[francolin?]N sux:dug₄[to-say]V
c.1.1.1,Enki and Ninhursaŋa,,13,sux:ur-gu-la[lion]N sux:saŋ[head]N sux:ŋiš[tree]N sux:ra[to-beat]V
c.1.1.1,Enki and Ninhursaŋa,,14,sux:ur-bar-ra[wolf]N sux:sila₄[lamb]N sux:kar[to-flee]V
c.1.1.1,Enki and Ninhursaŋa,,15,sux:ur-gir₁₅[domestic-dog]N sux:maš₂[(kid)-goat]N sux:gam[to-bow-down]V sux:zu[to-know]V
c.1.1.1,Enki and Ninhursaŋa,,16,sux:šah₂[pig]N sux:še[barley]N sux:gu₇[to-eat]V sux:zu[to-know]V
c.1.1.1,Enki and Ninhursaŋa,,17,sux:nu-mu-un-su[widow]N sux:munu₄[malt]N sux:ur₃[roof]N sux:barag₂[to-spread-out]V
c.1.1.1,Enki and Ninhursaŋa,,18,sux:mušen[bird]N sux:an[heaven]N sux:munu₄[malt]N sux:gu₇[to-eat]V
c.1.1.1,Enki and Ninhursaŋa,,19,sux:tum₁₂[pigeon]N sux:saŋ[head]N sux:RU[RU]V
c.1.1.1,Enki and Ninhursaŋa,,20,sux:igi-gig[eye-disease]N sux:igi-gig[eye-disease]N sux:dug₄[to-say]V
c.1.1.1,Enki and Ninhursaŋa,,21,sux:saŋ-gig[headache]N sux:saŋ-gig[headache]N sux:dug₄[to-say]V
c.1.1.1,Enki and Ninhursaŋa,,22,sux:um-ma[experienced-woman]N sux:um-ma[experienced-woman]N sux:dug₄[to-say]V
c.1.1.1,Enki and Ninhursaŋa,,23,sux:ab-ba[father]N sux:ab-ba[father]N sux:dug₄[to-say]V
c.1.1.1,Enki and Ninhursaŋa,,24,sux:ki-sikil[young-woman]N sux:a[water]N sux:tu₅[to-wash]V sux:iri[town]N sux:sig₁₀[to-place]V
c.1.1.1,Enki and Ninhursaŋa,,25,sux:lu₂[person]N sux:id₂[watercourse]N sux:bal[to-turn-over]V sux:ŋi₆[night]N sux:dug₄[to-say]V
c.1.1.1,Enki and Ninhursaŋa,,26,sux:niŋir[herald]N sux:zag[side]N sux:niŋin₂[to-go-around]V
c.1.1.1,Enki and Ninhursaŋa,,27,sux:nar[musician]N sux:e-lu-lam[sad-song]N sux:dug₄[to-say]V
c.1.1.1,Enki and Ninhursaŋa,,28,sux:zag[side]N sux:iri[town]N sux:i-lu[(sad)-song]N sux:dug₄[to-say]V
c.1.1.1,Enki and Ninhursaŋa,,29,sux:Ninsikila[1]DN sux:a-a[father]N sux:Enki[1]DN sux:gu₃[voice]N sux:de₂[to-pour]V
c.1.1.1,Enki and Ninhursaŋa,,30,sux:iri[town]N sux:šum₂[to-give]V sux:iri[town]N sux:šum₂[to-give]V sux:nam-ŋu₁₀[what-is-it-to-me]PD sux:šum₂[to-give]V
c.1.1.1,Enki and Ninhursaŋa,,31,sux:Dilmun[1]GN sux:iri[town]N sux:šum₂[to-give]V sux:iri[town]N sux:šum₂[to-give]V sux:nam-ŋu₁₀[what-is-it-to-me]PD sux:šum₂[to-give]V
