etcsl_no,text_name,version,l_no,text
c.2.8.3.6,A hymn to Enlil for Samsu-iluna (Samsu-iluna F),,A1,sux:lugal[king]N sux:palil[foremost]AJ sux:An[1]DN sux:šag₄[heart]N sux:kug[shining]AJ sux:pad₃[to-find]V
c.2.8.3.6,A hymn to Enlil for Samsu-iluna (Samsu-iluna F),,A2,sux:Samsu-iluna[1]RN sux:lugal[king]N sux:palil[foremost]AJ sux:An[1]DN sux:šag₄[heart]N sux:kug[shining]AJ sux:pad₃[to-find]V
c.2.8.3.6,A hymn to Enlil for Samsu-iluna (Samsu-iluna F),,A3,sux:ŋarza[rite]N sux:mah[to-be-majestic]V
c.2.8.3.6,A hymn to Enlil for Samsu-iluna (Samsu-iluna F),,A4,sux:šag₄[heart]N sux:hul₂[to-be-happy]V sux:saŋ[head]N sux:e₃[to-go-out-or-in]V sux:saŋ[head]N sux:us₂[to-be-adjacent]V
c.2.8.3.6,A hymn to Enlil for Samsu-iluna (Samsu-iluna F),,A5,sux:gu-za[chair]N sux:kug-sig₁₇[gold]N sux:ŋar[to-place]V sux:nam-lugal[kingship]N sux:saŋ[head]N sux:il₂[to-raise]V
c.2.8.3.6,A hymn to Enlil for Samsu-iluna (Samsu-iluna F),,A6,sux:šag₄[heart]N sux:a₂[arm]N sux:nam-ur-saŋ[heroism]N sux:mah[to-be-majestic]V sux:tuš[to-sit]V
c.2.8.3.6,A hymn to Enlil for Samsu-iluna (Samsu-iluna F),,A7,sux:Samsu-iluna[1]RN sux:lugal[king]N sux:kalag[to-be-strong]V sux:an[heaven]N sux:di-kud[judge]N sux:mah[to-be-majestic]V sux:An[1]DN sux:nam[destiny]N sux:gal[to-be-big]V sux:tar[to-cut]V
c.2.8.3.6,A hymn to Enlil for Samsu-iluna (Samsu-iluna F),,A8,sux:aga[crown]N sux:gen₆[to-be-firm]V sux:til₃[to-live]V sux:zal[to-pass]V
c.2.8.3.6,A hymn to Enlil for Samsu-iluna (Samsu-iluna F),,A9,sux:lu₂[person]N sux:Enlil[1]DN sux:nam-sipad[shepherd's-craft]N sux:uŋ₃[people]N sux:daŋal[to-be-wide]V sux:šum₂[to-give]V
c.2.8.3.6,A hymn to Enlil for Samsu-iluna (Samsu-iluna F),,A10,sux:sipad[shepherd]N sux:kiŋ₂[beloved?]AJ sux:Nibru[1]SN sux:saŋ[head]N sux:us₂[to-be-adjacent]V sux:E-kur[1]TN
