etcsl_no,text_name,version,l_no,text
c.2.5.4.01,A praise poem of Išme-Dagan (Išme-Dagan A + V),,A1,sux:Enlil[1]DN sux:dirig[to-be-superior]V
c.2.5.4.01,A praise poem of Išme-Dagan (Išme-Dagan A + V),,A2,
c.2.5.4.01,A praise poem of Išme-Dagan (Išme-Dagan A + V),,A3,
c.2.5.4.01,A praise poem of Išme-Dagan (Išme-Dagan A + V),,A4,sux:diŋir[deity]N sux:gal[to-be-big]V sux:saŋ[head]N sux:keše₂[to-bind]V
c.2.5.4.01,A praise poem of Išme-Dagan (Išme-Dagan A + V),,A5,sux:Anuna[1]DN sux:temen[foundation]N
c.2.5.4.01,A praise poem of Išme-Dagan (Išme-Dagan A + V),,A6,sux:Enki deities[1]DN sux:tug₂[garment]N sux:zi-ŋal₂[living]AJ
c.2.5.4.01,A praise poem of Išme-Dagan (Išme-Dagan A + V),,A7,sux:me[essence]N sux:gal[to-be-big]V sux:sag₂[to-scatter]V sux:dug₄[to-say]V sux:zu[to-know]V
c.2.5.4.01,A praise poem of Išme-Dagan (Išme-Dagan A + V),,A8,sux:saŋ[head]N sux:e₃[to-go-out-or-in]V
c.2.5.4.01,A praise poem of Išme-Dagan (Išme-Dagan A + V),,A9,sux:na-me[any]PD sux:sa₂[to-equal]V sux:dug₄[to-say]V
c.2.5.4.01,A praise poem of Išme-Dagan (Išme-Dagan A + V),,A10,sux:ni₂-bi[itself;-themselves]PD sux:gi₄[to-return]V
c.2.5.4.01,A praise poem of Išme-Dagan (Išme-Dagan A + V),,A11,sux:an[heaven]N sux:ki[place]N sux:dug₃[to-be-good]V
c.2.5.4.01,A praise poem of Išme-Dagan (Išme-Dagan A + V),,A12,sux:iri[town]N sux:ki[place]N sux:du₃[to-erect]V
c.2.5.4.01,A praise poem of Išme-Dagan (Išme-Dagan A + V),,A13,sux:kalam[the-Land]N sux:ki[place]N sux:ŋar[to-place]V
c.2.5.4.01,A praise poem of Išme-Dagan (Išme-Dagan A + V),,A14,sux:ŋeštug₂[ear]N sux:ud[day(light)]N sux:zal[to-pass]V sux:šu[hand]N sux:du₇[to-be-perfect]V
