id_text,text_name,version,l_no,text
c.2.4.2.22,A dedication of a statue (Šulgi V),,1,Enlil[1]DN ud[day(light)]N e₃[to-go-out-or-in]V dug₄[to-say]V kur₂[to-be-different]V
c.2.4.2.22,A dedication of a statue (Šulgi V),,2,uru₁₆[to-be-towering]V gal[to-be-big]V Anuna[1]DN
c.2.4.2.22,A dedication of a statue (Šulgi V),,3,Šulgi[1]RN ušum[type-of-snake]N ni₂[fear(someness)]N guru₃[to-bear]V
c.2.4.2.22,A dedication of a statue (Šulgi V),,4,lugal[king]N šu[hand]N dug₄[to-say]V bar[to-set-aside]V
c.2.4.2.22,A dedication of a statue (Šulgi V),,5,ne₃[strength]N gal[to-be-big]V šum₂[to-give]V
c.2.4.2.22,A dedication of a statue (Šulgi V),,6,za-pa-aŋ₂[noise]N an[heaven]N ki[place]N ŋar[to-place]V
c.2.4.2.22,A dedication of a statue (Šulgi V),,7,E-kur[1]TN muš-gal[type-of-serpent]N idim[underground-water]N me[essence]N
c.2.4.2.22,A dedication of a statue (Šulgi V),,8,Dur-an-ki[1]TN giri₁₇-zal[joy]N me[essence]N ul[distant-time]N bad[to-open]V nam-he₂-ŋal₂[abundance]N
c.2.4.2.22,A dedication of a statue (Šulgi V),,9,šeg₁₂[brick(work)]N nun[prince]N ki[place]N ŋar[to-place]V isimu₂[(off)shoot]N ud[day(light)]N sud[to-be-distant]V
c.2.4.2.22,A dedication of a statue (Šulgi V),,10,Šulgi[1]RN bal[term-(in-office)]N nam-he₂[abundance]N tud[to-give-birth]V šag₄[heart]N gal[to-be-big]V tar[to-cut]V
c.2.4.2.22,A dedication of a statue (Šulgi V),,11,uŋ₃[people]N gu₃[voice]N teš₂[unity]N sig₁₀[to-place]V
c.2.4.2.22,A dedication of a statue (Šulgi V),,12,sud[to-be-distant]V lugal[king]N šar₂[to-be-numerous]V
c.2.4.2.22,A dedication of a statue (Šulgi V),,13,dub₃-tuku[runner]N ud[storm]N mar-uru₅[tempest]N zag-še[shoulder]N til[to-complete]V
c.2.4.2.22,A dedication of a statue (Šulgi V),,14,kaš₄[to-run]V a₂-dam[habitation]N e₃[to-go-out-or-in]V
c.2.4.2.22,A dedication of a statue (Šulgi V),,15,huluh[to-be-frightened]V kaš₄[to-run]V huš[to-be-reddish]V
c.2.4.2.22,A dedication of a statue (Šulgi V),,16,uŋ₃[people]N igi[eye]N saŋ₅[to-choose]V usu[strength]N saŋ[head]N
c.2.4.2.22,A dedication of a statue (Šulgi V),,17,a₂[arm]N bad[to-open]V bar[outside]N
c.2.4.2.22,A dedication of a statue (Šulgi V),,18,Šulgi[1]RN niŋ₂[thing]N kaš₄[to-run]V an-ur₂[horizon]N ŋar[to-place]V
c.2.4.2.22,A dedication of a statue (Šulgi V),,19,nam[destiny]N a₂-nun-ŋal₂[strong]AJ a₂[arm]N ŠU.KAD₄-ŠU.KAD₄[meaning-unknown]V
c.2.4.2.22,A dedication of a statue (Šulgi V),,20,kuš₂[to-be-tired]V kaskal[(high)way]N
c.2.4.2.22,A dedication of a statue (Šulgi V),,21,saŋ[head]N gig₂[to-be-black]V lugal[king]N na-me[any]PD saŋ[head]N sig₁₀[to-place]V di[(law)suit]N gal[to-be-big]V ŋar[to-place]V
c.2.4.2.22,A dedication of a statue (Šulgi V),,22,ud[day(light)]N giri₁₇-zal[joy]N e₃[to-go-out-or-in]V dungu[cloud]N šeŋ₃[rain]N ŋar[to-place]V
c.2.4.2.22,A dedication of a statue (Šulgi V),,23,Nibru[1]SN Ki-ur[1]TN kaš₄[to-run]V
c.2.4.2.22,A dedication of a statue (Šulgi V),,24,eš₃[shrine]N Urim[1]SN E-temen-ni-guru[1]TN
c.2.4.2.22,A dedication of a statue (Šulgi V),,25,Nanna[1]DN unu₂[(dining)-hall]N kiŋ₂-nim[morning-meal]N bur[type-of-bowl]N nun[prince]N gub[to-stand]V sa₂[to-equal]V dug₄[to-say]V
c.2.4.2.22,A dedication of a statue (Šulgi V),,26,ud[day(light)]N ne-en[this]PD nam-he₂[abundance]N nam[destiny]N tar[to-cut]V
c.2.4.2.22,A dedication of a statue (Šulgi V),,27,GAN₂.AH.ME.U[violent-south-wind]N dal-ha-mun[dust-storm]N šu[hand]N bar[to-set-aside]V
c.2.4.2.22,A dedication of a statue (Šulgi V),,28,Utu[1]DN sig[to-be-low]V
c.2.4.2.22,A dedication of a statue (Šulgi V),,29,e-ne[he;-she]PD E-kur[1]TN za-gin₃[lapis-lazuli]N gur[to-turn]V
c.2.4.2.22,A dedication of a statue (Šulgi V),,30,ud[day(light)]N til₃[to-live]V ur-saŋ[hero]N
c.2.4.2.22,A dedication of a statue (Šulgi V),,31,Šulgi[1]RN nam-mah[majesty]N gal[to-be-big]V ar₂[praise]N pad₃[to-find]V
c.2.4.2.22,A dedication of a statue (Šulgi V),,32,alan[statue]N ud[day(light)]N sud[to-be-distant]V mu[name]N da-ri₂[eternal]AJ
c.2.4.2.22,A dedication of a statue (Šulgi V),,33,mul-an[heavenly-star]N gun₃[to-be-multicoloured]V
c.2.4.2.22,A dedication of a statue (Šulgi V),,34,a-a[father]N Enlil[1]DN mah-di[illustrious]AJ kur₂[to-be-different]V
c.2.4.2.22,A dedication of a statue (Šulgi V),,35,igi[eye]N dug₃[to-be-good]V niŋ₂[thing]N giri₁₇-zal[joy]N si[to-fill]V nam-nun[princeliness]N gub[to-stand]V
