etcsl_no,text_name,version,l_no,text
c.3.3.12,Letter from Inim-Inana to Lugal-ibila,,1,sux:Lugal-ibila[1]PN sux:dug₄[to-say]V
c.3.3.12,Letter from Inim-Inana to Lugal-ibila,,2,sux:Inim-Inana[1]PN sux:dug₄[to-say]V
c.3.3.12,Letter from Inim-Inana to Lugal-ibila,,3,sux:eme-gir₁₅[Sumerian-language]N sux:gu₂[neck]N sux:šub[to-fall]V
c.3.3.12,Letter from Inim-Inana to Lugal-ibila,,4,sux:2-kam-ma[2nd]NU sux:eme[tongue]N sux:si[horn]N sux:sa₂[to-equal]V sux:lu₂[person]N sux:gi₄[to-return]V
c.3.3.12,Letter from Inim-Inana to Lugal-ibila,,4A,sux:ŋal₂[to-be-(located)]V
c.3.3.12,Letter from Inim-Inana to Lugal-ibila,,5,sux:lu₂-tur[child]N sux:igi[eye]N sux:tuš[to-sit]V
c.3.3.12,Letter from Inim-Inana to Lugal-ibila,,6,sux:e₂-dub-ba-a[scribal-school]N sux:e₃[to-go-out-or-in]V
c.3.3.12,Letter from Inim-Inana to Lugal-ibila,,7,sux:na-an-ga-ma[be-that-as-it-may]AV sux:lu₂[person]N sux:na-me[any]PD sux:lul[to-be-false]V sux:sig₁₀[to-place]V
c.3.3.12,Letter from Inim-Inana to Lugal-ibila,,8,sux:ugu[skull]N sux:ad-da[father]N sux:ŋen[to-go]V sux:dug₄[to-say]V
c.3.3.12,Letter from Inim-Inana to Lugal-ibila,,9,sux:en-na[as-long-as]C sux:ŋiškim[sign]N sux:ŋe₂₆[I]PD sux:u₃[and]C sux:za[you-(sg.)]PD sux:inim[word]N sux:bal[to-turn-over]V
c.3.3.12,Letter from Inim-Inana to Lugal-ibila,,10,sux:lu₂[person]N sux:gi₄[to-return]V
c.3.3.12,Letter from Inim-Inana to Lugal-ibila,,11,sux:lu₂-tur[child]N sux:šu[hand]N sux:bar[to-set-aside]V
c.3.3.12,Letter from Inim-Inana to Lugal-ibila,,12,sux:tuku[to-have]V sux:a-ma-ru[flood]N
