etcsl_no,text_name,version,l_no,text
c.2.1.4,Sargon and Ur-Zababa,,A1,sux:eš₃[shrine]N sux:ma₂-gur₈[processional-boat]N
c.2.1.4,Sargon and Ur-Zababa,,A2,sux:gir₄[oven]N sux:mah[to-be-majestic]V
c.2.1.4,Sargon and Ur-Zababa,,A3,sux:id₂[watercourse]N sux:a[water]N sux:hul₂[to-be-happy]V sux:da-ri₂[eternal]AJ
c.2.1.4,Sargon and Ur-Zababa,,A4,sux:a-gar₃[meadow]N sux:al[hoe]N sux:ri[to-direct]V sux:gana₂[field]N
c.2.1.4,Sargon and Ur-Zababa,,A5,sux:e₂[house(hold)]N sux:Kiš[1]SN sux:iri[town]N sux:lil₂[ghost]N sux:maš-gana₂[settlement]N sux:gi₄[to-return]V
c.2.1.4,Sargon and Ur-Zababa,,A6,sux:lugal[king]N sux:sipad[shepherd]N sux:Ur-Zababa[1]RN
c.2.1.4,Sargon and Ur-Zababa,,A7,sux:e₂[house(hold)]N sux:Kiš[1]SN sux:Utu[1]DN sux:e₃[to-go-out-or-in]V
c.2.1.4,Sargon and Ur-Zababa,,A8,sux:nam-lugal[kingship]N sux:bal[term-(in-office)]N sux:šu[hand]N sux:kur₂[to-be-different]V sux:e₂-gal[palace]N sux:sud[to-be-distant]V
c.2.1.4,Sargon and Ur-Zababa,,A9,sux:An[1]DN sux:Enlil[1]DN sux:inim[word]N sux:kug[shining]AJ sux:zid[right]AJ
c.2.1.4,Sargon and Ur-Zababa,,A10,sux:ki[place]N sux:ud[day(light)]N sux:Sargon[1]RN sux:iri[town]N sux:iri[town]N
c.2.1.4,Sargon and Ur-Zababa,,A11,sux:ad-da[father]N sux:Laʾibum[1]PN sux:ama[mother]N
c.2.1.4,Sargon and Ur-Zababa,,A12,sux:Sargon[1]RN sux:šag₄[heart]N sux:dug₃[to-be-good]V
c.2.1.4,Sargon and Ur-Zababa,,A13,sux:mu[name]N sux:tud[to-give-birth]V
c.2.1.4,Sargon and Ur-Zababa,,B1,sux:ud[day(light)]N sux:ne-en[this]PD sux:ud[day(light)]N sux:ten[to-extinguish]V sux:te[to-approach]V
c.2.1.4,Sargon and Ur-Zababa,,B2,sux:Sargon[1]RN sux:sa₂-dug₄[regular-offering]N sux:e₂-gal[palace]N sux:de₆[to-carry]V
c.2.1.4,Sargon and Ur-Zababa,,B3,sux:itima[(sleeping)-chamber]N sux:kug[shining]AJ sux:ki-tuš[dwelling-place]N sux:kug[shining]AJ sux:nu₂[to-lie-down]V
c.2.1.4,Sargon and Ur-Zababa,,B4,sux:šag₄[heart]N sux:zu[to-know]V sux:eme[tongue]N sux:ŋar[to-place]V sux:lu₂[person]N sux:dug₄[to-say]V
c.2.1.4,Sargon and Ur-Zababa,,B5,sux:Sargon[1]RN sux:sa₂-dug₄[regular-offering]N sux:e₂-gal[palace]N sux:šu[hand]N sux:te[to-approach]V
c.2.1.4,Sargon and Ur-Zababa,,B6,sux:MUŠ₃.KA.UL[cupbearer]N sux:sig₁₀[to-place]V sux:gu₂-ne-saŋ-ŋa₂[type-of-cabinet]N sux:dab₅[to-seize]V
c.2.1.4,Sargon and Ur-Zababa,,B7,sux:kug[shining]AJ sux:Inana[1]DN sux:da[side]N sux:muš₃[face]N sux:de₆[to-carry]V
c.2.1.4,Sargon and Ur-Zababa,,B8,sux:ud[day(light)]N sux:5[5]NU sux:ud[day(light)]N sux:10[10]NU sux:zal[to-pass]V
c.2.1.4,Sargon and Ur-Zababa,,B9,sux:lugal[king]N sux:Ur-Zababa[1]RN sux:la₂[to-hang]V sux:ki-tuš[dwelling-place]N sux:huluh[to-be-frightened]V
c.2.1.4,Sargon and Ur-Zababa,,B10,sux:piriŋ[lion]N sux:šag₄[heart]N sux:pap-hal[leg]N sux:kaš₃[urine]N sux:biz[to-drip]V sux:šag₄[heart]N sux:uš₂[gore]N sux:lugud[pus]N sux:si[to-fill]V
c.2.1.4,Sargon and Ur-Zababa,,B11,sux:kuš₂[to-be-tired]V sux:ku₆[fish]N sux:a[water]N sux:mun[salt]N sux:til₃[to-live]V sux:zi[life-(breath)]N sux:ir[verb-part-of-multiword-verb]V
c.2.1.4,Sargon and Ur-Zababa,,B12,sux:ud[day(light)]N sux:MUŠ₃.KA.UL[cupbearer]N sux:e₂-kurun₂[wine-cellar]N sux:Ezina[1]DN
c.2.1.4,Sargon and Ur-Zababa,,B13,sux:Sargon[1]RN sux:u₃-sa₂[sleep]N sux:nu₂[to-lie-down]V sux:ma-mu₂[dream]N sux:nu₂[to-lie-down]V
c.2.1.4,Sargon and Ur-Zababa,,B14,sux:kug[shining]AJ sux:Inana[1]DN sux:ma-mu₂[dream]N sux:id₂[watercourse]N sux:mud[blood]N sux:gir₅[to-slip-in-or-through]V
c.2.1.4,Sargon and Ur-Zababa,,B15,sux:Sargon[1]RN sux:dum-dam[rumbling-noise]N sux:zu₂[tooth]N sux:ki[place]N sux:ra[to-beat]V
