id_text,text_name,version,l_no,text
c.2.5.4.a,A hymn to Inana for Išme-Dagan,,A1,
c.2.5.4.a,A hymn to Inana for Išme-Dagan,,A2,sux:sahar[earth]N sux:tuš[to-sit]V
c.2.5.4.a,A hymn to Inana for Išme-Dagan,,A3,sux-x-emesal:Inana[1]DN
c.2.5.4.a,A hymn to Inana for Išme-Dagan,,A4,sux:TAR[TAR]V
c.2.5.4.a,A hymn to Inana for Išme-Dagan,,A5,sux:tug₂[garment]N sux-x-emesal:na-aŋ₂-egir₃[ladyship]N
c.2.5.4.a,A hymn to Inana for Išme-Dagan,,A6,sux:u₃-ri₂-in[blood]N sux:šar₂[to-mix]V
c.2.5.4.a,A hymn to Inana for Išme-Dagan,,A7,sux:dug₄[to-say]V sux:gam[to-bow-down]V sux:DU[DU]V
c.2.5.4.a,A hymn to Inana for Išme-Dagan,,A8,sux:dag[to-roam-around]V sux:siki-pa[head-hair]N sux:DU[DU]V
c.2.5.4.a,A hymn to Inana for Išme-Dagan,,A9,sux:in[abuse]N sux:ak[to-do]V sux:e₂[house(hold)]N sux-x-emesal:na-aŋ₂[destiny]N sux:kud[to-cut]V
c.2.5.4.a,A hymn to Inana for Išme-Dagan,,A10,sux:še-bi-da[to-disdain]V
c.2.5.4.a,A hymn to Inana for Išme-Dagan,,A11,sux-x-emesal:uru₂[town]N sux-x-emesal:na-aŋ₂[destiny]N sux:kud[to-cut]V
c.2.5.4.a,A hymn to Inana for Išme-Dagan,,A12,sux:sug[marsh]N sux:gu₇[to-eat]V
c.2.5.4.a,A hymn to Inana for Išme-Dagan,,A13,sux:tug₂-mu-dur₇-ra[dirty-textile]N sux:pe-el[to-defile]V
c.2.5.4.a,A hymn to Inana for Išme-Dagan,,A14,sux:TAR[TAR]V
c.2.5.4.a,A hymn to Inana for Išme-Dagan,,A15,
c.2.5.4.a,A hymn to Inana for Išme-Dagan,,B1,sux:ŋarza[rite]N sux:a₂[arm]N sux:šu[hand]N
c.2.5.4.a,A hymn to Inana for Išme-Dagan,,B2,sux:ur₅[that]PD sux:ur₅[liver]N sux-x-emesal:ša₃-ab[heart]N
c.2.5.4.a,A hymn to Inana for Išme-Dagan,,B3,sux:ŋi₆[night]N sux:en-nu-uŋ₃[guard]N sux:šurum[(animal)-dung]N
c.2.5.4.a,A hymn to Inana for Išme-Dagan,,B4,sux:muš₃-me[countenance]N sux:i-bi₂[smoke]N
c.2.5.4.a,A hymn to Inana for Išme-Dagan,,B5,sux:su[flesh]N sux:in-nu[straw]N sux:bar₇[to-burn]V
c.2.5.4.a,A hymn to Inana for Išme-Dagan,,B6,sux:ak[to-do]V sux:a-a[father]N
c.2.5.4.a,A hymn to Inana for Išme-Dagan,,B7,sux:ki-ru-gu₂[composition-division]N
c.2.5.4.a,A hymn to Inana for Išme-Dagan,,B8,sux-x-emesal:ga-ša-an[lady]N
c.2.5.4.a,A hymn to Inana for Išme-Dagan,,B9,sux:ŋiš-gi₄-ŋal₂[composition-division]N
c.2.5.4.a,A hymn to Inana for Išme-Dagan,,B11,
c.2.5.4.a,A hymn to Inana for Išme-Dagan,,B12,sux:šu[hand]N sux:du₃[to-erect]V
c.2.5.4.a,A hymn to Inana for Išme-Dagan,,B13,sux:še₂₉[to-be-oppressed]V sux:dug₄[to-say]V
c.2.5.4.a,A hymn to Inana for Išme-Dagan,,B14,sux:dumu[child]N sux:Enlil[1]DN sux:dumu[child]N
c.2.5.4.a,A hymn to Inana for Išme-Dagan,,B15,sux:bar[outside]N sux:ak[to-do]V sux:uŋ₃[people]N sux:Sumer[1]GN
c.2.5.4.a,A hymn to Inana for Išme-Dagan,,B16,sux:Enlil[1]DN sux:erin₂[group-of-people]N
c.2.5.4.a,A hymn to Inana for Išme-Dagan,,B17,sux:i₃-ne-eš₂-ta[henceforth]AV sux:ud[day(light)]N
c.2.5.4.a,A hymn to Inana for Išme-Dagan,,B18,
c.2.5.4.a,A hymn to Inana for Išme-Dagan,,C1,sux:nam-lu₂-ulu₃[humanity]N sux:us₂[path]N sux:zid[right]AJ sux:dab₅[to-seize]V
c.2.5.4.a,A hymn to Inana for Išme-Dagan,,C2,sux:Sumer[1]GN sux:lu₂-erim₂[enemy]N sux:dar[to-split]V
c.2.5.4.a,A hymn to Inana for Išme-Dagan,,C3,sux:eme[tongue]N sux:niŋ₂[thing]N sux:ha-lam[to-be-lost]V sux:dug₄[to-say]V sux:kur₂[to-be-different]V
c.2.5.4.a,A hymn to Inana for Išme-Dagan,,C4,sux:niŋ₂-si-sa₂[justice]N sux:urud[copper]N sux:pa[branch]N sux:e₃[to-go-out-or-in]V
c.2.5.4.a,A hymn to Inana for Išme-Dagan,,C5,sux:a-a[father]N sux:ni₂[fear(someness)]N sux:te[to-approach]V sux:ama[mother]N sux:ni₂[self]N sux:sun₅[to-be-humble]V
c.2.5.4.a,A hymn to Inana for Išme-Dagan,,C6,sux:dumu[child]N sux:ab-ba[father]N sux:inim[word]N sux:dur₂[rump]N
c.2.5.4.a,A hymn to Inana for Išme-Dagan,,C7,sux:arhuš[compassion]N sux:šag₄-tur₃[womb]N sux:šag₄-ne-ša₄[intercession]N sux:gur[to-turn]V
c.2.5.4.a,A hymn to Inana for Išme-Dagan,,C8,sux:ad-da[father]N sux:a-a[father]N sux:gu₇[to-eat]V sux:ama[mother]N sux:a-a[father]N sux:naŋ[to-drink]V
c.2.5.4.a,A hymn to Inana for Išme-Dagan,,C9,sux:Sumer[1]GN sux:Akkad[1]GN sux:ŋar[to-place]V
c.2.5.4.a,A hymn to Inana for Išme-Dagan,,C10,sux:Išme-Dagan[1]RN sux:dumu[child]N sux:Enlil[1]DN
c.2.5.4.a,A hymn to Inana for Išme-Dagan,,C11,sux:en[high-priest(ess)]N sux:Unug[1]SN sux:saŋ[head]N sux:keše₂[to-bind]V sux:kur₉[to-enter]V
c.2.5.4.a,A hymn to Inana for Išme-Dagan,,C12,sux:ak[to-do]V sux:Inana[1]DN sux:nin[lady]N sux:an[heaven]N sux:ki[place]N
c.2.5.4.a,A hymn to Inana for Išme-Dagan,,C13,sux:An[1]DN sux:gal[to-be-big]V sux:he₂-am₃[(so)-be-it]N sux:dug₄[to-say]V sux:Enlil[1]DN
c.2.5.4.a,A hymn to Inana for Išme-Dagan,,C14,sux:ki-ru-gu₂[composition-division]N
c.2.5.4.a,A hymn to Inana for Išme-Dagan,,D1,
