etcsl_no,text_name,version,l_no,text
c.4.80.2,The Keš temple hymn,,1,sux:nam₂[lord]N sux:nun[prince]N sux:nam₂[lord]N sux:nun[prince]N sux:e₂[house(hold)]N sux:e₃[to-go-out-or-in]V
c.4.80.2,The Keš temple hymn,,2,sux:Enlil[1]DN sux:nam₂[lord]N sux:nun[prince]N sux:e₂[house(hold)]N sux:e₃[to-go-out-or-in]V
c.4.80.2,The Keš temple hymn,,3,sux:nam₂[lord]N sux:nun[prince]N sux:nam-lugal[kingship]N sux:e₂[house(hold)]N sux:e₃[to-go-out-or-in]V
c.4.80.2,The Keš temple hymn,,4,sux:Enlil[1]DN sux:kur[(mountain)-land]N sux:igi[eye]N sux:il₂[to-raise]V
c.4.80.2,The Keš temple hymn,,5,sux:Enlil[1]DN sux:kur[(mountain)-land]N sux:ni₂-bi[itself;-themselves]PD sux:il₂[to-raise]V
c.4.80.2,The Keš temple hymn,,6,sux:an[heaven]N sux:ub[corner]N sux:4[4]NU sux:Enlil[1]DN sux:kiri₆[orchard]N sux:sig₇[to-be-green]V
c.4.80.2,The Keš temple hymn,,7,sux:Keš[1]SN sux:saŋ[head]N sux:il₂[to-raise]V sux:ŋal₂[to-be-(located)]V
c.4.80.2,The Keš temple hymn,,8,sux:Keš[1]SN sux:kur[(mountain)-land]N sux:saŋ[head]N sux:il₂[to-raise]V
c.4.80.2,The Keš temple hymn,,9,sux:Enlil[1]DN sux:Keš[1]SN sux:za₃-mi₂[praise]N sux:dug₄[to-say]V
c.4.80.2,The Keš temple hymn,,10,sux:Nisaba[1]DN sux:nu-ka-aš[decision-maker?]N
c.4.80.2,The Keš temple hymn,,11,sux:inim[word]N sux:sa[net]N sux:sur[to-drip]V
c.4.80.2,The Keš temple hymn,,12,sux:dub[tablet]N sux:sar[to-write]V sux:šu[hand]N sux:ŋar[to-place]V
c.4.80.2,The Keš temple hymn,,13,sux:e₂[house(hold)]N sux:muš₃[flat-space]N sux:kalam[the-Land]N sux:gud[bull]N sux:huš[to-be-reddish]V sux:Aratta[1]SN
c.4.80.2,The Keš temple hymn,,14,sux:e₂[house(hold)]N sux:Keš[1]SN sux:muš₃[flat-space]N sux:kalam[the-Land]N sux:gud[bull]N sux:huš[to-be-reddish]V sux:Aratta[1]SN
c.4.80.2,The Keš temple hymn,,15,sux:hur-saŋ[mountain-(range)]N sux:mu₂[to-grow]V sux:an[heaven]N sux:gu₂[neck]N sux:la₂[to-hang]V
c.4.80.2,The Keš temple hymn,,16,sux:E-kur[1]TN sux:mu₂[to-grow]V sux:kur[(mountain)-land]N sux:saŋ[head]N sux:il₂[to-raise]V
c.4.80.2,The Keš temple hymn,,17,sux:abzu[underground-water]N sux:ri[to-direct]V sux:hur-saŋ[mountain-(range)]N sux:sig₇[to-be-green]V
c.4.80.2,The Keš temple hymn,,18,sux:Keš[1]SN sux:rib[to-be-outstanding]V sux:lu₂[person]N sux:de₆[to-carry]V
c.4.80.2,The Keš temple hymn,,19,sux:ur-saŋ[hero]N sux:Ašgi[1]DN sux:rib[to-be-outstanding]V sux:ama[mother]N sux:tud[to-give-birth]V
c.4.80.2,The Keš temple hymn,,20,sux:nin[lady]N sux:Nintur[1]DN sux:rib[to-be-outstanding]V sux:a-ba[who]PD sux:igi[eye]N sux:du₈[to-spread]V
c.4.80.2,The Keš temple hymn,,21,sux:e₂[house(hold)]N sux:1-kam-ma[1st]NU
c.4.80.2,The Keš temple hymn,,22,sux:e₂[house(hold)]N sux:dug₃[to-be-good]V sux:ki[place]N sux:dug₃[to-be-good]V sux:du₃[to-erect]V
c.4.80.2,The Keš temple hymn,,23,sux:e₂[house(hold)]N sux:Keš[1]SN sux:e₂[house(hold)]N sux:dug₃[to-be-good]V sux:ki[place]N sux:dug₃[to-be-good]V sux:du₃[to-erect]V
c.4.80.2,The Keš temple hymn,,24,sux:ma₂-gur₈[processional-boat]N sux:nun[prince]N sux:an[heaven]N sux:dirig[to-be-superior]V
c.4.80.2,The Keš temple hymn,,25,sux:ma₂-gur₈[processional-boat]N sux:kug[shining]AJ sux:kan₄[gate]N sux:si[horn]N sux:ri[to-direct]V
c.4.80.2,The Keš temple hymn,,26,sux:ma₂[boat]N sux:an[heaven]N sux:muš₃[flat-space]N sux:kur[(mountain)-land]N
c.4.80.2,The Keš temple hymn,,27,sux:u₅[(boat)-cabin]N sux:ma₂[boat]N sux:ban₃-da[junior]AJ sux:peš₁₀[bank]N sux:sur[to-drip]V
c.4.80.2,The Keš temple hymn,,28,sux:e₂[house(hold)]N sux:gud[bull]N sux:mur[growl]N sux:ša₄[verb-part-of-multiword-verb]V sux:ninda₂[breeding-bull]N sux:gu₃[voice]N sux:nun[prince]N sux:dug₄[to-say]V
c.4.80.2,The Keš temple hymn,,29,sux:e₂[house(hold)]N sux:šag₄[heart]N sux:lipiš[inner-body]N sux:kalam[the-Land]N
c.4.80.2,The Keš temple hymn,,30,sux:a-ga[rear-(chamber)]N sux:zi[life-(breath)]N sux:Sumer[1]GN
c.4.80.2,The Keš temple hymn,,31,sux:e₂[house(hold)]N sux:ib-gal[temple-oval]N sux:an[heaven]N sux:us₂[to-be-adjacent]V
c.4.80.2,The Keš temple hymn,,32,sux:e₂[house(hold)]N sux:zid[right]AJ sux:gal[to-be-big]V sux:an[heaven]N sux:us₂[to-be-adjacent]V
c.4.80.2,The Keš temple hymn,,33,sux:e₂[house(hold)]N sux:men[diadem]N sux:gal[to-be-big]V sux:an[heaven]N sux:us₂[to-be-adjacent]V
c.4.80.2,The Keš temple hymn,,34,sux:e₂[house(hold)]N sux:tir-an-na[rainbow]N sux:an[heaven]N sux:us₂[to-be-adjacent]V
c.4.80.2,The Keš temple hymn,,35,sux:e₂[house(hold)]N sux:suh₁₀[crown]N sux:an-šag₄[interior-of-heaven]N sux:la₂[to-hang]V
c.4.80.2,The Keš temple hymn,,36,sux:temen[foundation]N sux:abzu[underground-water]N sux:sig₉[to-put]V
c.4.80.2,The Keš temple hymn,,37,sux:ŋissu[(protective)-shade]N sux:kur[(mountain)-land]N sux:dul[to-cover-(together)]V
c.4.80.2,The Keš temple hymn,,38,sux:e₂[house(hold)]N sux:An[1]DN sux:ki[place]N sux:ŋar[to-place]V sux:Enlil[1]DN sux:za₃-mi₂[praise]N sux:dug₄[to-say]V
c.4.80.2,The Keš temple hymn,,39,sux:ama[mother]N sux:Nintur[1]DN sux:eš-bar[decision]N sux:kiŋ₂[to-seek]V sux:dug₄[to-say]V
c.4.80.2,The Keš temple hymn,,40,sux:e₂[house(hold)]N sux:Keš[1]SN sux:gurun[fruit]N sux:sig₇[to-be-green]V
