etcsl_no,text_name,version,l_no,text
c.6.1.22,Proverbs: collection 22,,19,
c.6.1.22,Proverbs: collection 22,,20,sux:ku₆[fish]N sux:ŋiri₃-paₓ-ra₂[bone]N sux:de₅[to-collect]V
c.6.1.22,Proverbs: collection 22,,21,sux:za[you-(sg.)]PD
c.6.1.22,Proverbs: collection 22,,22,sux:la₂[to-hang]V
c.6.1.22,Proverbs: collection 22,,23,sux:sag₉[to-be-good]V
c.6.1.22,Proverbs: collection 22,,24,sux:te[to-approach]V
c.6.1.22,Proverbs: collection 22,,25,
c.6.1.22,Proverbs: collection 22,,26,sux:il₂[to-raise]V
c.6.1.22,Proverbs: collection 22,,27,sux:il₂[to-raise]V
c.6.1.22,Proverbs: collection 22,,32,
c.6.1.22,Proverbs: collection 22,,33,sux-x-emesal:mu-ud-na[spouse]N sux:ŋiri₃-paₓ-ra₂[bone]N sux:šag₄[heart]N sux:ku₆[fish]N sux:de₅[to-collect]V
c.6.1.22,Proverbs: collection 22,,34,sux:u₂[plant]N sux:dam[spouse]N sux-x-emesal:ze₂-eb[to-be-good]V sux:edin[open-country]N sux:mu₂[to-grow]V
c.6.1.22,Proverbs: collection 22,,35,sux:šah₂[pig]N sux:il₂[to-raise]V
c.6.1.22,Proverbs: collection 22,,36,sux:me-a[where]AV sux:dam[spouse]N sux:dug₄[to-say]V
c.6.1.22,Proverbs: collection 22,,37,sux:nam-tar[destiny]N sux:te[to-approach]V
c.6.1.22,Proverbs: collection 22,,49,sux:dumu-nitah[son]N sux:tur[to-be-small]V sux:e₂[house(hold)]N sux:ad-da[father]N sux:sar[to-run]V
c.6.1.22,Proverbs: collection 22,,50,sux:niŋ₂-gig[abomination]N sux:Ninurta[1]DN
c.6.1.22,Proverbs: collection 22,,51,sux:dug₄[to-say]V sux:dug₄[to-say]V
c.6.1.22,Proverbs: collection 22,,52,sux:zig₃[to-rise]V sux:zig₃[to-rise]V
c.6.1.22,Proverbs: collection 22,,53,sux:SAR[SAR]V
c.6.1.22,Proverbs: collection 22,,54,sux:lu₂[person]N sux:ki[place]N
c.6.1.22,Proverbs: collection 22,,55,
c.6.1.22,Proverbs: collection 22,,56,sux:DI[DI]V
c.6.1.22,Proverbs: collection 22,,57,
c.6.1.22,Proverbs: collection 22,,58,sux:kud[to-cut]V
c.6.1.22,Proverbs: collection 22,,59,sux:niŋ₂-erim₂[fraudulent-action]N
c.6.1.22,Proverbs: collection 22,,60,sux:ha-lam[to-be-lost]V
c.6.1.22,Proverbs: collection 22,,61,sux:Utu[1]DN sux:ki[place]N sux:aŋ₂[to-measure]V
c.6.1.22,Proverbs: collection 22,,62,sux:sag₉[to-be-good]V sux:šu[hand]N
