etcsl_no,text_name,version,l_no,text
c.2.2.2,The lament for Urim,,1,sux:tur₃[animal-stall]N sux:muš₃[face]N sux-x-emesal:ga[to-carry]V sux:amaš[sheepfold]N sux:lil₂[ghost]N
c.2.2.2,The lament for Urim,,2,sux:am[wild-bull]N sux:tur₃[animal-stall]N sux:muš₃[face]N sux-x-emesal:ga[to-carry]V sux:amaš[sheepfold]N sux:lil₂[ghost]N
c.2.2.2,The lament for Urim,,3,sux-x-emesal:u₃-mu-un[lord]N sux:kur[(mountain)-land]N sux:muš₃[face]N sux-x-emesal:ga[to-carry]V sux:amaš[sheepfold]N sux:lil₂[ghost]N
c.2.2.2,The lament for Urim,,4,sux-x-emesal:Enlil[1]DN sux:eš₃[shrine]N sux:Nibru[1]SN sux:muš₃[face]N sux-x-emesal:ga[to-carry]V sux:amaš[sheepfold]N sux:lil₂[ghost]N
c.2.2.2,The lament for Urim,,5,sux:dam[spouse]N sux:Ninlil[1]DN sux:muš₃[face]N sux-x-emesal:ga[to-carry]V sux:amaš[sheepfold]N sux:lil₂[ghost]N
c.2.2.2,The lament for Urim,,6,sux:Ninlil[1]DN sux:e₂[house(hold)]N sux:Ki-ur[1]TN sux:muš₃[face]N sux-x-emesal:ga[to-carry]V sux:amaš[sheepfold]N sux:lil₂[ghost]N
c.2.2.2,The lament for Urim,,7,sux:nin[lady]N sux:Keš[1]SN sux:muš₃[face]N sux-x-emesal:ga[to-carry]V sux:amaš[sheepfold]N sux:lil₂[ghost]N
c.2.2.2,The lament for Urim,,8,sux-x-emesal:Ninmah[1]DN sux:e₂[house(hold)]N sux:Keš[1]SN sux:muš₃[face]N sux-x-emesal:ga[to-carry]V sux:amaš[sheepfold]N sux:lil₂[ghost]N
c.2.2.2,The lament for Urim,,9,sux-x-emesal:mu-lu[person]N sux:Isin[1]SN sux:muš₃[face]N sux-x-emesal:ga[to-carry]V sux:amaš[sheepfold]N sux:lil₂[ghost]N
c.2.2.2,The lament for Urim,,10,sux-x-emesal:Ninisina[1]DN sux:eš₃[shrine]N sux:Egal-mah[1]TN sux:muš₃[face]N sux-x-emesal:ga[to-carry]V sux:amaš[sheepfold]N sux:lil₂[ghost]N
c.2.2.2,The lament for Urim,,11,sux:nin[lady]N sux:ki[place]N sux:Unug[1]SN sux:muš₃[face]N sux-x-emesal:ga[to-carry]V sux:amaš[sheepfold]N sux:lil₂[ghost]N
c.2.2.2,The lament for Urim,,12,sux-x-emesal:Inana[1]DN sux:e₂[house(hold)]N sux:ki[place]N sux:Unug[1]SN sux:muš₃[face]N sux-x-emesal:ga[to-carry]V sux:amaš[sheepfold]N sux:lil₂[ghost]N
c.2.2.2,The lament for Urim,,13,sux:Nanna[1]DN sux:Urim[1]SN sux:muš₃[face]N sux-x-emesal:ga[to-carry]V sux:amaš[sheepfold]N sux:lil₂[ghost]N
