etcsl_no,text_name,version,l_no,text
c.2.3.2,A tigi to Bau for Gudea (Gudea A),,1,sux:nin[lady]N sux:munus[woman]N sux:sag₉[to-be-good]V sux:dumu[child]N sux:An[1]DN sux:kug[shining]AJ
c.2.3.2,A tigi to Bau for Gudea (Gudea A),,2,sux:hi-li[attractiveness]N sux:du₈[to-spread]V sux:ki[place]N sux:aŋ₂[to-measure]V sux:Enlil[1]DN
c.2.3.2,A tigi to Bau for Gudea (Gudea A),,3,sux:ni₂[fear(someness)]N sux:gal[to-be-big]V sux:guru₃[to-bear]V sux:an-šag₄[interior-of-heaven]N sux:e₃[to-go-out-or-in]V
c.2.3.2,A tigi to Bau for Gudea (Gudea A),,4,sux:nin[lady]N sux:mi₂[(loving)-care]N sux:dug₄[to-say]V sux:diŋir[deity]N
c.2.3.2,A tigi to Bau for Gudea (Gudea A),,5,sux:Bau[1]DN sux:munus[woman]N sux:sag₉[to-be-good]V sux:dumu[child]N sux:An[1]DN sux:kug[shining]AJ
c.2.3.2,A tigi to Bau for Gudea (Gudea A),,6,sux:hi-li[attractiveness]N sux:du₈[to-spread]V sux:ki[place]N sux:aŋ₂[to-measure]V sux:Enlil[1]DN
c.2.3.2,A tigi to Bau for Gudea (Gudea A),,7,sux:ni₂[fear(someness)]N sux:gal[to-be-big]V sux:guru₃[to-bear]V sux:an-šag₄[interior-of-heaven]N sux:e₃[to-go-out-or-in]V
c.2.3.2,A tigi to Bau for Gudea (Gudea A),,8,sux:nin[lady]N sux:mi₂[(loving)-care]N sux:dug₄[to-say]V sux:diŋir[deity]N
c.2.3.2,A tigi to Bau for Gudea (Gudea A),,9,sux:nin[lady]N sux:an-šag₄[interior-of-heaven]N sux:me[essence]N sux:de₆[to-carry]V
c.2.3.2,A tigi to Bau for Gudea (Gudea A),,10,sux:a-a[father]N sux:tud[to-give-birth]V sux:An[1]DN sux:lugal[king]N
c.2.3.2,A tigi to Bau for Gudea (Gudea A),,11,sux:me[essence]N sux:niŋ₂[thing]N sux:galam[to-be-skilful]V sux:saŋ[head]N sux:rig₇[to-bestow]V
c.2.3.2,A tigi to Bau for Gudea (Gudea A),,12,sux:ni₂[fear(someness)]N sux:guru₃[to-bear]V sux:Anuna[1]DN
c.2.3.2,A tigi to Bau for Gudea (Gudea A),,13,sux:Bau[1]DN sux:an-šag₄[interior-of-heaven]N sux:me[essence]N sux:de₆[to-carry]V
c.2.3.2,A tigi to Bau for Gudea (Gudea A),,14,sux:a-a[father]N sux:tud[to-give-birth]V sux:An[1]DN sux:lugal[king]N
c.2.3.2,A tigi to Bau for Gudea (Gudea A),,15,sux:me[essence]N sux:niŋ₂[thing]N sux:galam[to-be-skilful]V sux:saŋ[head]N sux:rig₇[to-bestow]V
c.2.3.2,A tigi to Bau for Gudea (Gudea A),,16,sux:ni₂[fear(someness)]N sux:guru₃[to-bear]V sux:Anuna[1]DN
