etcsl_no,text_name,version,l_no,text
c.6.1.18,Proverbs: collection 18,,A14,sux:ze₂-er[to-tear-out]V
c.6.1.18,Proverbs: collection 18,,A15,sux:lum[to-thrive]V
c.6.1.18,Proverbs: collection 18,,A16,sux:lugal[king]N sux:gu₇[to-eat]V
c.6.1.18,Proverbs: collection 18,,A17,sux:a-šag₄[field]N sux:tuš[to-sit]V sux:še[barley]N sux:gu₇[to-eat]V
c.6.1.18,Proverbs: collection 18,,A18,sux:lum[to-thrive]V sux:a-na[what]PD sux:kal[to-be-rare]V
c.6.1.18,Proverbs: collection 18,,A19,sux:šub[to-fall]V sux:hu-ru-um[social-inferior]N sux:i-bi₂-za[financial-loss]N
c.6.1.18,Proverbs: collection 18,,A20,sux:gur[to-turn]V sux:niŋ₂[thing]N sux:ud[day(light)]N sux:da-ri₂[eternal]AJ
c.6.1.18,Proverbs: collection 18,,A21,sux:hu-ru-um[social-inferior]N sux:keše₂[to-bind]V
c.6.1.18,Proverbs: collection 18,,A22,sux:ud[day(light)]N sux:1/2[1/2]NU sux:du₈[to-spread]V
c.6.1.18,Proverbs: collection 18,,A23,sux:kug[precious-metal]N sux:kalag[to-be-strong]V sux:la₂[to-hang]V sux:ka[mouth]N sux:kalag[to-be-strong]V sux:sam₂[to-barter]V
c.6.1.18,Proverbs: collection 18,,A24,sux:za[you-(sg.)]PD sux:ŋiš-šub-ba[lot]N sux:ni₂[self]N sux:kal[to-be-rare]V
c.6.1.18,Proverbs: collection 18,,A25,sux:dub₃-tuku[runner]N sux:bar[outside]N sux:dab₅[to-seize]V
c.6.1.18,Proverbs: collection 18,,A26,sux:usu-tuku[strong]AJ sux:kar[to-flee]V
c.6.1.18,Proverbs: collection 18,,A27,sux:ka[mouth]N sux:tuku[to-have]V sux:e₂-gal[palace]N sux:kur₉[to-enter]V
c.6.1.18,Proverbs: collection 18,,A28,
c.6.1.18,Proverbs: collection 18,,A29,
c.6.1.18,Proverbs: collection 18,,A30,sux:igi[eye]N sux:a[water]N sux:zal[to-pass]V
c.6.1.18,Proverbs: collection 18,,A31,sux:dirig[to-be-superior]V sux:ha-zi-in[type-of-axe]N sux:sug₆[to-replace]V
c.6.1.18,Proverbs: collection 18,,A32,sux:du₆[(ruin)-mound]N sux:dul₂[to-lower]V sux:sig₉[to-put]V
c.6.1.18,Proverbs: collection 18,,A33,sux:saŋ[head]N sux:ki-tum₂[grave]N sux:a₂[arm]N sux:aŋ₂[to-measure]V sux:še-ba[to-be-negligent]V
c.6.1.18,Proverbs: collection 18,,A34,sux:saŋ[head]N sux:bul[to-shake]V sux:id₂[watercourse]N sux:bal[to-turn-over]V
c.6.1.18,Proverbs: collection 18,,A35,sux:si-si-ig[breeze]N sux:Agade[1]SN sux:gi₄[to-return]V
c.6.1.18,Proverbs: collection 18,,A36,sux:Agade[1]SN sux:a-na[what]PD sux:ak[to-do]V
c.6.1.18,Proverbs: collection 18,,A37,sux:maš₂-ŋi₆[nocturnal-vision]N sux:lul[to-be-false]V sux:ŋar[to-place]V
c.6.1.18,Proverbs: collection 18,,A38,sux:lu₂[person]N sux:bur₂[to-release]V sux:tuku[to-have]V
c.6.1.18,Proverbs: collection 18,,A39,sux:Agade[1]SN sux:Agade[1]SN
c.6.1.18,Proverbs: collection 18,,A40,
c.6.1.18,Proverbs: collection 18,,B1,
