id_text,text_name,version,l_no,text
dcclt/Q000043,OB Nippur Ura 06,SLT 019 [OB Nippur Ura],,o 15,sux:ulušin[beer]N
dcclt/Q000043,OB Nippur Ura 06,SLT 019 [OB Nippur Ura],,o 16,sux:ulušin[beer]N sux:mah[great]V/i
dcclt/Q000043,OB Nippur Ura 06,CBS 08469 [Unidentified list],,r i 1,sux:a[water]N
dcclt/Q000043,OB Nippur Ura 06,CBS 08469 [Unidentified list],,r i 2,sux:ninda[bread]N
dcclt/Q000043,OB Nippur Ura 06,CBS 08469 [Unidentified list],,r i 3,sux:kaš[beer]N
dcclt/Q000043,OB Nippur Ura 06,CBS 08469 [Unidentified list],,r i 4,sux:tu[soup]N
dcclt/Q000043,OB Nippur Ura 06,CBS 08469 [Unidentified list],,r i 5,sux:tu[soup]N sux:sag[rare]V/i
dcclt/Q000043,OB Nippur Ura 06,CBS 08469 [Unidentified list],,r i 6,sux:tu[soup]N sux:gugala[chickpea?]N
dcclt/Q000043,OB Nippur Ura 06,CBS 08469 [Unidentified list],,r i 7,sux:tu[soup]N sux:gutur[lentil?]N
dcclt/Q000043,OB Nippur Ura 06,CBS 08469 [Unidentified list],,r i 8,sux:tu[soup]N sux:guniŋara[vetch]N
dcclt/Q000043,OB Nippur Ura 06,CBS 08469 [Unidentified list],,r ii 1,sux:tu[soup]N
dcclt/Q000043,OB Nippur Ura 06,CBS 08469 [Unidentified list],,r ii 2,sux:tu[soup]N
dcclt/Q000043,OB Nippur Ura 06,CBS 08469 [Unidentified list],,r ii 3,sux:tu[soup]N
dcclt/Q000043,OB Nippur Ura 06,CBS 08469 [Unidentified list],,r ii 4,sux:tu[soup]N
dcclt/Q000043,OB Nippur Ura 06,CBS 08469 [Unidentified list],,r ii 5,sux:tu[soup]N
dcclt/Q000043,OB Nippur Ura 06,SLFN 72, 3N-T906,225 [OB Nippur Ura],,o i 2',sux:bappir[~beer]N sux:sumun[vessel]N
dcclt/Q000043,OB Nippur Ura 06,SLFN 72, 3N-T906,225 [OB Nippur Ura],,o i 3',sux:sumun[vessel]N sux:a[water]N sux:ŋar[place]V/t
dcclt/Q000043,OB Nippur Ura 06,SLFN 72, 3N-T906,225 [OB Nippur Ura],,o i 4',sux:sumun[vessel]N sux:a[water]N sux:sig[put]V/t
dcclt/Q000043,OB Nippur Ura 06,SLFN 72, 3N-T906,225 [OB Nippur Ura],,o i 5',sux:sumun[vessel]N sux:sur[press]V/t
dcclt/Q000043,OB Nippur Ura 06,SLFN 72, 3N-T906,225 [OB Nippur Ura],,o i 6',sux:titab[~beer]N
dcclt/Q000043,OB Nippur Ura 06,SLFN 72, 3N-T906,225 [OB Nippur Ura],,o ii 1',sux:kaš[beer]N
dcclt/Q000043,OB Nippur Ura 06,SLFN 72, 3N-T906,225 [OB Nippur Ura],,o ii 2',sux:kaš[beer]N
dcclt/Q000043,OB Nippur Ura 06,SLFN 72, 3N-T906,225 [OB Nippur Ura],,o ii 3',sux:kaš[beer]N sux:ud[sun]N sux:tab[double]V/t
dcclt/Q000043,OB Nippur Ura 06,SLFN 72, 3N-T906,225 [OB Nippur Ura],,o ii 4',sux:kaš[beer]N sux:ud[sun]N sux:sal[thin]V/i
dcclt/Q000043,OB Nippur Ura 06,SLFN 72, 3N-T906,225 [OB Nippur Ura],,o ii 5',sux:kaš[beer]N sux:saŋ[head]N
dcclt/Q000043,OB Nippur Ura 06,SLFN 72, 3N-T906,225 [OB Nippur Ura],,o ii 6',sux:kaš[beer]N sux:saŋ[head]N sux:ŋal[be]V/i
dcclt/Q000043,OB Nippur Ura 06,SLFN 72, 3N-T906,225 [OB Nippur Ura],,o ii 7',sux:kaš[beer]N
dcclt/Q000043,OB Nippur Ura 06,CBS 15051 [OB Nippur Ura],,o i 1',sux:ninda[bread]N
dcclt/Q000043,OB Nippur Ura 06,CBS 15051 [OB Nippur Ura],,o i 2',sux:nindaʾidea[bread]N sux:inun[ghee]N
dcclt/Q000043,OB Nippur Ura 06,CBS 15051 [OB Nippur Ura],,o i 3',sux:nindaʾidea[bread]N sux:i[oil]N sux:šah[pig]N
dcclt/Q000043,OB Nippur Ura 06,CBS 15051 [OB Nippur Ura],,o i 4',sux:nindaʾidea[bread]N sux:teš[unity]N sux:sig[put]V/t
dcclt/Q000043,OB Nippur Ura 06,CBS 15051 [OB Nippur Ura],,o i 5',sux:ninda[bread]N sux:i[oil]N
dcclt/Q000043,OB Nippur Ura 06,CBS 15051 [OB Nippur Ura],,o i 6',sux:ninda[bread]N sux:ga[milk]N
dcclt/Q000043,OB Nippur Ura 06,CBS 15051 [OB Nippur Ura],,o i 7',sux:ninda[bread]N sux:šuʾi[barber]N
dcclt/Q000043,OB Nippur Ura 06,CBS 15051 [OB Nippur Ura],,o i 8',sux:ninda[bread]N sux:šu[hand]N sux:ila[elevation]N
dcclt/Q000043,OB Nippur Ura 06,CBS 15051 [OB Nippur Ura],,o i 9',sux:ninda[bread]N sux:dilim[spoon]N
dcclt/Q000043,OB Nippur Ura 06,CBS 15051 [OB Nippur Ura],,o i 10',sux:ninda[bread]N sux:kisiga[offerings]N
dcclt/Q000043,OB Nippur Ura 06,CBS 15051 [OB Nippur Ura],,o i 11',sux:ninda[bread]N sux:kiʾana[locus]N
dcclt/Q000043,OB Nippur Ura 06,CBS 15051 [OB Nippur Ura],,o i 12',sux:ninda[bread]N sux:ki[place]N
dcclt/Q000043,OB Nippur Ura 06,PBS 11/1, p.86, CBS 05883 [OB Nippur Ura],,o i 1,sux:bappir[~beer]N
dcclt/Q000043,OB Nippur Ura 06,PBS 11/1, p.86, CBS 05883 [OB Nippur Ura],,o i 2,sux:bappir[~beer]N
dcclt/Q000043,OB Nippur Ura 06,PBS 11/1, p.86, CBS 05883 [OB Nippur Ura],,o i 3,sux:bappir[~beer]N sux:duru[wet]V/i
dcclt/Q000043,OB Nippur Ura 06,PBS 11/1, p.86, CBS 05883 [OB Nippur Ura],,o i 4,sux:bappir[~beer]N
dcclt/Q000043,OB Nippur Ura 06,PBS 11/1, p.86, CBS 05883 [OB Nippur Ura],,o i 1',sux:sumun[vessel]N
dcclt/Q000043,OB Nippur Ura 06,PBS 11/1, p.86, CBS 05883 [OB Nippur Ura],,o i 2',sux:sumun[vessel]N sux:a[water]N sux:ŋar[place]V/t
dcclt/Q000043,OB Nippur Ura 06,PBS 11/1, p.86, CBS 05883 [OB Nippur Ura],,o i 3',sux:sumun[vessel]N sux:a[water]N sux:sig[put]V/t
dcclt/Q000043,OB Nippur Ura 06,PBS 11/1, p.86, CBS 05883 [OB Nippur Ura],,o i 4',sux:sumun[vessel]N sux:sur[press]V/t
dcclt/Q000043,OB Nippur Ura 06,PBS 11/1, p.86, CBS 05883 [OB Nippur Ura],,o i 5',sux:sumun[vessel]N sux:zulum[date]N sux:hi[mix]V/t
dcclt/Q000043,OB Nippur Ura 06,PBS 11/1, p.86, CBS 05883 [OB Nippur Ura],,o i 6',sux:titab[~beer]N
dcclt/Q000043,OB Nippur Ura 06,PBS 11/1, p.86, CBS 05883 [OB Nippur Ura],,o i 7',sux:zid[flour]N sux:munu[malt]N
dcclt/Q000043,OB Nippur Ura 06,PBS 11/1, p.86, CBS 05883 [OB Nippur Ura],,o i 8',sux:munu[malt]N
dcclt/Q000043,OB Nippur Ura 06,PBS 11/1, p.86, CBS 05883 [OB Nippur Ura],,o i 9',sux:munu[malt]N sux:si[horn]N sux:e[leave]V/i
dcclt/Q000043,OB Nippur Ura 06,PBS 11/1, p.86, CBS 05883 [OB Nippur Ura],,o i 10',sux:munu[malt]N sux:duru[wet]V/i
dcclt/Q000043,OB Nippur Ura 06,PBS 11/1, p.86, CBS 05883 [OB Nippur Ura],,o i 11',sux:munu[malt]N sux:ah[dry]V/i
dcclt/Q000043,OB Nippur Ura 06,PBS 11/1, p.86, CBS 05883 [OB Nippur Ura],,o i 12',sux:munu[malt]N
dcclt/Q000043,OB Nippur Ura 06,N 6252 (MSL 11, 095 I1) [OB Nippur Ura],,o i 1,sux:kaš[beer]N sux:šag[heart]N sux:gur[lift]V/t
dcclt/Q000043,OB Nippur Ura 06,N 6252 (MSL 11, 095 I1) [OB Nippur Ura],,o i 2,sux:kaš[beer]N sux:marah[unmng]N
dcclt/Q000043,OB Nippur Ura 06,N 6252 (MSL 11, 095 I1) [OB Nippur Ura],,o i 3,sux:kaš[beer]N sux:huš[reddish]V/i
dcclt/Q000043,OB Nippur Ura 06,N 6252 (MSL 11, 095 I1) [OB Nippur Ura],,o i 4,sux:kaš[beer]N sux:še[barley]N sux:sa[roast]V/t
dcclt/Q000043,OB Nippur Ura 06,N 6252 (MSL 11, 095 I1) [OB Nippur Ura],,o i 5,sux:kašbir[beer]N
dcclt/Q000043,OB Nippur Ura 06,N 6252 (MSL 11, 095 I1) [OB Nippur Ura],,o i 6,sux:kašbir[beer]N
dcclt/Q000043,OB Nippur Ura 06,N 6252 (MSL 11, 095 I1) [OB Nippur Ura],,o i 7,sux:kaš[beer]N sux:kurun[beer]N
dcclt/Q000043,OB Nippur Ura 06,N 6252 (MSL 11, 095 I1) [OB Nippur Ura],,o i 8,sux:kaš[beer]N sux:kurun[beer]N sux:babbar[white]V/i
dcclt/Q000043,OB Nippur Ura 06,N 6252 (MSL 11, 095 I1) [OB Nippur Ura],,o i 9,sux:kaš[beer]N sux:kurun[beer]N sux:imin[seven]NU sux:sila[unit]N
dcclt/Q000043,OB Nippur Ura 06,N 6252 (MSL 11, 095 I1) [OB Nippur Ura],,o i 10,sux:kurun[beer]N
dcclt/Q000043,OB Nippur Ura 06,N 6252 (MSL 11, 095 I1) [OB Nippur Ura],,o i 11,sux:kaš[beer]N sux:mah[great]V/i
dcclt/Q000043,OB Nippur Ura 06,N 5629 [OB Nippur Ura],,o i 1',sux:kaš[beer]N sux:kun[tail]N
dcclt/Q000043,OB Nippur Ura 06,N 5629 [OB Nippur Ura],,o i 2',sux:kaš[beer]N sux:Lullubi[1]GN
dcclt/Q000043,OB Nippur Ura 06,N 5629 [OB Nippur Ura],,o i 3',sux:kaš[beer]N sux:siškur[prayer]N
dcclt/Q000043,OB Nippur Ura 06,N 5629 [OB Nippur Ura],,o i 4',sux:kaš[beer]N sux:šud[prayer]N
dcclt/Q000043,OB Nippur Ura 06,UM 55-21-393 [Obverse Not Preserved],,r ii 1',sux:še[barley]N
dcclt/Q000043,OB Nippur Ura 06,UM 55-21-393 [Obverse Not Preserved],,r ii 2',sux:še[barley]N
dcclt/Q000043,OB Nippur Ura 06,UM 55-21-393 [Obverse Not Preserved],,r ii 3',sux:še[barley]N sux:a[water]N sux:de[pour]V/t
dcclt/Q000043,OB Nippur Ura 06,UM 55-21-393 [Obverse Not Preserved],,r ii 4',sux:še[barley]N sux:a[water]N sux:de[pour]V/t
dcclt/Q000043,OB Nippur Ura 06,UM 55-21-393 [Obverse Not Preserved],,r ii 5',sux:še[barley]N sux:ud[sun]N sux:ri[unmng]N
dcclt/Q000043,OB Nippur Ura 06,UM 55-21-393 [Obverse Not Preserved],,r ii 6',sux:še[barley]N sux:habazin[cereal]N
dcclt/Q000043,OB Nippur Ura 06,UM 55-21-393 [Obverse Not Preserved],,r ii 7',sux:henbur[stalk]N
dcclt/Q000043,OB Nippur Ura 06,UM 55-21-393 [Obverse Not Preserved],,r ii 8',sux:še[barley]N sux:lillan[grain]N
dcclt/Q000043,OB Nippur Ura 06,UM 55-21-393 [Obverse Not Preserved],,r ii 9',sux:an[sky]N sux:še[barley]N
dcclt/Q000043,OB Nippur Ura 06,UM 55-21-393 [Obverse Not Preserved],,r ii 10',sux:isin[stalk]N
dcclt/Q000043,OB Nippur Ura 06,UM 55-21-393 [Obverse Not Preserved],,r ii 11',sux:šub[rush]N sux:še[barley]N
dcclt/Q000043,OB Nippur Ura 06,UM 55-21-393 [Obverse Not Preserved],,r ii 12',sux:mug[ergot]N sux:še[barley]N
dcclt/Q000043,OB Nippur Ura 06,UM 55-21-393 [Obverse Not Preserved],,r iii 5',sux:garan[bunch]N
dcclt/Q000043,OB Nippur Ura 06,UM 55-21-393 [Obverse Not Preserved],,r iii 6',sux:garan[bunch]N sux:hašhur[apple]N
dcclt/Q000043,OB Nippur Ura 06,UM 55-21-393 [Obverse Not Preserved],,r iii 7',sux:garan[bunch]N sux:peš[fig]N
dcclt/Q000043,OB Nippur Ura 06,UM 55-21-393 [Obverse Not Preserved],,r iii 8',sux:garan[bunch]N sux:nurma[pomegranate]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-15-641 (MSL 11, 112 W) [Obverse Not Preserved],,o i 1',sux:še[barley]N sux:zar[sheaf]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-15-641 (MSL 11, 112 W) [Obverse Not Preserved],,o i 2',sux:še[barley]N sux:zar[sheaf]N sux:tab[double]V/t
dcclt/Q000043,OB Nippur Ura 06,UM 29-15-641 (MSL 11, 112 W) [Obverse Not Preserved],,o i 3',sux:še[barley]N sux:zar[sheaf]N sux:sal[thin]V/i
dcclt/Q000043,OB Nippur Ura 06,UM 29-15-641 (MSL 11, 112 W) [Obverse Not Preserved],,o i 4',sux:še[barley]N sux:zar[sheaf]N sux:kešed[bind]V/t
dcclt/Q000043,OB Nippur Ura 06,UM 29-15-641 (MSL 11, 112 W) [Obverse Not Preserved],,o i 5',sux:še[barley]N sux:garadin[bundle]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-15-641 (MSL 11, 112 W) [Obverse Not Preserved],,o i 6',sux:še[barley]N sux:kud[cut]V/t
dcclt/Q000043,OB Nippur Ura 06,UM 29-15-641 (MSL 11, 112 W) [Obverse Not Preserved],,o i 7',sux:še[barley]N sux:kud[cut]V/t
dcclt/Q000043,OB Nippur Ura 06,UM 29-15-641 (MSL 11, 112 W) [Obverse Not Preserved],,o i 8',sux:še[barley]N sux:us[follow]V/t
dcclt/Q000043,OB Nippur Ura 06,UM 29-15-641 (MSL 11, 112 W) [Obverse Not Preserved],,o i 9',sux:še[barley]N sux:us[follow]V/t
dcclt/Q000043,OB Nippur Ura 06,UM 29-15-641 (MSL 11, 112 W) [Obverse Not Preserved],,o i 10',sux:še[barley]N sux:nir[winnow]V/t
dcclt/Q000043,OB Nippur Ura 06,UM 29-15-641 (MSL 11, 112 W) [Obverse Not Preserved],,o i 11',sux:še[barley]N sux:nir[winnow]V/t
dcclt/Q000043,OB Nippur Ura 06,UM 29-15-641 (MSL 11, 112 W) [Obverse Not Preserved],,o ii 1',sux:še[barley]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-15-641 (MSL 11, 112 W) [Obverse Not Preserved],,o ii 2',sux:še[barley]N sux:ŋeši[sesame]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-15-641 (MSL 11, 112 W) [Obverse Not Preserved],,o ii 3',sux:še[barley]N sux:ŋeši[sesame]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-15-641 (MSL 11, 112 W) [Obverse Not Preserved],,o ii 4',sux:še[barley]N sux:ŋeši[sesame]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-15-641 (MSL 11, 112 W) [Obverse Not Preserved],,o ii 5',sux:še[barley]N sux:ŋeši[sesame]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-15-641 (MSL 11, 112 W) [Obverse Not Preserved],,o ii 6',sux:še[barley]N sux:ŋeši[sesame]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-15-641 (MSL 11, 112 W) [Obverse Not Preserved],,o ii 7',sux:duh[bran]N sux:še[barley]N sux:ŋeši[sesame]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-15-641 (MSL 11, 112 W) [Obverse Not Preserved],,o ii 9',sux:šusi[finger]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-15-641 (MSL 11, 112 W) [Obverse Not Preserved],,o ii 10',sux:ga[milk]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-15-641 (MSL 11, 112 W) [Obverse Not Preserved],,o ii 11',sux:gara[cream]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-15-641 (MSL 11, 112 W) [Obverse Not Preserved],,o ii 12',sux:ga[milk]N sux:uzud[goat]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-15-641 (MSL 11, 112 W) [Obverse Not Preserved],,o ii 13',sux:ga[milk]N sux:gur[lift]V/t
dcclt/Q000043,OB Nippur Ura 06,UM 29-15-641 (MSL 11, 112 W) [Obverse Not Preserved],,o ii 14',sux:gašea[~dairy]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-15-641 (MSL 11, 112 W) [Obverse Not Preserved],,o ii 15',sux:ga[milk]N
dcclt/Q000043,OB Nippur Ura 06,EEN 321, N 5936 [OB Nippur Ura],,o i 1,sux:še[barley]N sux:saŋ[head]N
dcclt/Q000043,OB Nippur Ura 06,EEN 321, N 5936 [OB Nippur Ura],,o i 2,sux:še[barley]N sux:esaŋ[store]N
dcclt/Q000043,OB Nippur Ura 06,EEN 321, N 5936 [OB Nippur Ura],,o i 3,sux:še[barley]N sux:ašte[chair]N
dcclt/Q000043,OB Nippur Ura 06,EEN 321, N 5936 [OB Nippur Ura],,o i 4,sux:še[barley]N sux:gunu[flax]N
dcclt/Q000043,OB Nippur Ura 06,EEN 321, N 5936 [OB Nippur Ura],,o i 5,sux:še[barley]N sux:zar[sheaf]N
dcclt/Q000043,OB Nippur Ura 06,EEN 321, N 5936 [OB Nippur Ura],,o i 6,sux:še[barley]N sux:zar[sheaf]N sux:tab[double]V/t
dcclt/Q000043,OB Nippur Ura 06,EEN 321, N 5936 [OB Nippur Ura],,o i 7,sux:še[barley]N sux:zar[sheaf]N sux:sal[thin]V/i
dcclt/Q000043,OB Nippur Ura 06,CBS 19804 [OB Nippur Ura],,o i 1',sux:zid[flour]N sux:edadi[flour]N
dcclt/Q000043,OB Nippur Ura 06,CBS 19804 [OB Nippur Ura],,o i 2',sux:zid[flour]N sux:sur[press]V/t
dcclt/Q000043,OB Nippur Ura 06,CBS 19804 [OB Nippur Ura],,o i 3',sux:ninda[bread]N sux:zidgu[flour]N
dcclt/Q000043,OB Nippur Ura 06,CBS 19804 [OB Nippur Ura],,o i 4',sux:ninda[bread]N sux:zid[flour]N sux:gunida[~grain]N
dcclt/Q000043,OB Nippur Ura 06,CBS 19804 [OB Nippur Ura],,o i 5',sux:ninda[bread]N sux:zidsig[flour]N
dcclt/Q000043,OB Nippur Ura 06,CBS 19804 [OB Nippur Ura],,o i 6',sux:ninda[bread]N sux:zidgu[flour]N
dcclt/Q000043,OB Nippur Ura 06,CBS 06115 (MSL 08/1, 081 V12) [OB Nippur Ura],,o i 1,sux:ŋeštin[vine]N
dcclt/Q000043,OB Nippur Ura 06,CBS 06115 (MSL 08/1, 081 V12) [OB Nippur Ura],,o i 2,sux:ŋeštinkira[berry]N
dcclt/Q000043,OB Nippur Ura 06,CBS 06115 (MSL 08/1, 081 V12) [OB Nippur Ura],,o i 3,sux:ŋeštinkaʾa[grape]N
dcclt/Q000043,OB Nippur Ura 06,CBS 06115 (MSL 08/1, 081 V12) [OB Nippur Ura],,o i 4,sux:ŋeštinguruma[~vine]N
dcclt/Q000043,OB Nippur Ura 06,CBS 06115 (MSL 08/1, 081 V12) [OB Nippur Ura],,o i 5,sux:ŋeštin[vine]N sux:e[leave]V/i
dcclt/Q000043,OB Nippur Ura 06,CBS 06115 (MSL 08/1, 081 V12) [OB Nippur Ura],,o i 6,sux:ŋeštin[vine]N sux:sur[press]V/t
dcclt/Q000043,OB Nippur Ura 06,CBS 06115 (MSL 08/1, 081 V12) [OB Nippur Ura],,o i 7,sux:garan[bunch]N
dcclt/Q000043,OB Nippur Ura 06,CBS 06115 (MSL 08/1, 081 V12) [OB Nippur Ura],,o i 8,sux:garan[bunch]N sux:hašhur[apple]N
dcclt/Q000043,OB Nippur Ura 06,CBS 06115 (MSL 08/1, 081 V12) [OB Nippur Ura],,o i 9,sux:garan[bunch]N sux:peš[fig]N
dcclt/Q000043,OB Nippur Ura 06,CBS 06115 (MSL 08/1, 081 V12) [OB Nippur Ura],,o i 10,sux:garan[bunch]N sux:nurma[pomegranate]N
dcclt/Q000043,OB Nippur Ura 06,CBS 06115 (MSL 08/1, 081 V12) [OB Nippur Ura],,o i 11,sux:garan[bunch]N sux:ŋeštin[vine]N
dcclt/Q000043,OB Nippur Ura 06,CBS 06115 (MSL 08/1, 081 V12) [OB Nippur Ura],,o i 12,sux:garan[bunch]N sux:ŋipar[tree]N
dcclt/Q000043,OB Nippur Ura 06,CBS 06115 (MSL 08/1, 081 V12) [OB Nippur Ura],,o i 13,sux:garan[bunch]N sux:šennur[plum]N
dcclt/Q000043,OB Nippur Ura 06,CBS 06115 (MSL 08/1, 081 V12) [OB Nippur Ura],,o i 14,sux:šuguru[~dates]N
dcclt/Q000043,OB Nippur Ura 06,CBS 06115 (MSL 08/1, 081 V12) [OB Nippur Ura],,o i 15,sux:šuguru[~dates]N sux:hašhur[apple]N
dcclt/Q000043,OB Nippur Ura 06,CBS 06115 (MSL 08/1, 081 V12) [OB Nippur Ura],,o i 16,sux:šuguru[~dates]N sux:peš[fig]N
dcclt/Q000043,OB Nippur Ura 06,CBS 06115 (MSL 08/1, 081 V12) [OB Nippur Ura],,o i 17,sux:šuguru[~dates]N sux:nurma[pomegranate]N
dcclt/Q000043,OB Nippur Ura 06,CBS 06115 (MSL 08/1, 081 V12) [OB Nippur Ura],,o i 18,sux:šuguru[~dates]N sux:ŋeštin[vine]N
dcclt/Q000043,OB Nippur Ura 06,CBS 06115 (MSL 08/1, 081 V12) [OB Nippur Ura],,o i 19,sux:šuguru[~dates]N sux:ŋipar[tree]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,a i 1,sux:a[water]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,a i 2,sux:ninda[bread]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,a i 3,sux:kaš[beer]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,a i 4,sux:tu[soup]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,a i 5,sux:tu[soup]N sux:sag[rare]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,a i 6,sux:tu[soup]N sux:gugala[chickpea?]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,a i 7,sux:tu[soup]N sux:gutur[lentil?]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,a i 8,sux:tu[soup]N sux:guniŋara[vetch]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,a i 9,sux:tu[soup]N sux:gu[pulse]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,a i 10,sux:tu[soup]N sux:arzana[groats]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,a i 11,sux:tu[soup]N sux:arzana[groats]N sux:sag[rare]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,a i 12,sux:tu[soup]N sux:lub[turnip]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,a i 13,sux:tu[soup]N sux:tunla[vessel]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,a i 14,sux:tu[soup]N sux:ganše[plant]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,a i 15,sux:tu[soup]N sux:maš[plant]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,a i 16,sux:tu[soup]N sux:mašgurum[plant]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,a i 17,sux:tu[soup]N sux:adar[plant]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,a i 18,sux:tu[soup]N sux:lubšir[bag]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,a i 19,sux:tu[soup]N sux:babada[porridge]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,a i 20,sux:tu[soup]N sux:babada[porridge]N sux:sag[rare]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,a i 21,sux:tu[soup]N sux:ziz[emmer]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,a i 22,sux:tu[soup]N sux:ziz[emmer]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,a i 23,sux:tu[soup]N sux:šen[cauldron]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,a i 24,sux:tu[soup]N sux:uzubala[~soup]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,a i 25,sux:tu[soup]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,a ii 3,sux:tu[soup]N sux:aba[who?]QP sux:silim[healthy]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,a ii 4,sux:tu[soup]N sux:Lullubi[1]GN
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,a ii 5,sux:tu[soup]N sux:a[water]N sux:ur[convulsed]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,a ii 6,sux:tu[soup]N sux:a[water]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,a ii 7,sux:tu[soup]N sux:kuš[malt-flour]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,a ii 8,sux:tu[soup]N sux:lal[syrup]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,a ii 9,sux:dida[wort]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,a ii 10,sux:dida[wort]N sux:sag[rare]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,a ii 11,sux:dida[wort]N sux:ŋen[go]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,a ii 12,sux:dida[wort]N sux:imŋaŋa[emmer]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,a ii 13,sux:dida[wort]N sux:imŋaŋa[emmer]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,a ii 14,sux:dida[wort]N sux:imŋaŋa[emmer]N sux:mah[great]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,a ii 15,sux:dida[wort]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,a ii 16,sux:dida[wort]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,a ii 17,sux:dida[wort]N sux:hab[malodorous]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,a ii 18,sux:dida[wort]N sux:ud[sun]N sux:tab[double]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,a ii 19,sux:dida[wort]N sux:ud[sun]N sux:sal[thin]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,a ii 20,sux:dida[wort]N sux:šag[heart]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,a iii 13,sux:sahin[yeast]N
dcclt/Q000043,OB Nippur Ura 06,SLT 015 [OB Nippur Ura],,a iii 14,sux:aŋarin[matrix]N
