id_text,text_name,version,l_no,text
dcclt/Q000043,OB Nippur Ura 06,PBS 05, 135 [OB Nippur Ura],,o i 3,sux:uhin[date]N sux:kukkug[dark]V/i
dcclt/Q000043,OB Nippur Ura 06,PBS 05, 135 [OB Nippur Ura],,o i 4,sux:uhin[date]N sux:su[red]V/i
dcclt/Q000043,OB Nippur Ura 06,PBS 05, 135 [OB Nippur Ura],,o i 5,sux:uhin[date]N sux:sissig[green]V/i
dcclt/Q000043,OB Nippur Ura 06,PBS 05, 135 [OB Nippur Ura],,o i 6,sux:uhin[date]N sux:gunu[speckled]V/i
dcclt/Q000043,OB Nippur Ura 06,PBS 05, 135 [OB Nippur Ura],,o i 7,sux:uhin[date]N sux:bar.UD[~dates]N
dcclt/Q000043,OB Nippur Ura 06,PBS 05, 135 [OB Nippur Ura],,o i 8,sux:uhin[date]N sux:šag[heart]N sux:sur[press]V/t
dcclt/Q000043,OB Nippur Ura 06,PBS 05, 135 [OB Nippur Ura],,o i 9,sux:uhin[date]N sux:udtena[evening]N sux:dug[speak]V/t
dcclt/Q000043,OB Nippur Ura 06,PBS 05, 135 [OB Nippur Ura],,o i 10,sux:zulum[date]N
dcclt/Q000043,OB Nippur Ura 06,PBS 05, 135 [OB Nippur Ura],,r ii 1',sux:še[barley]N
dcclt/Q000043,OB Nippur Ura 06,PBS 05, 135 [OB Nippur Ura],,r ii 2',sux:še[barley]N sux:zar[sheaf]N sux:tab[double]V/t
dcclt/Q000043,OB Nippur Ura 06,PBS 05, 135 [OB Nippur Ura],,r ii 3',sux:še[barley]N sux:zar[sheaf]N sux:sal[thin]V/i
dcclt/Q000043,OB Nippur Ura 06,PBS 05, 135 [OB Nippur Ura],,r ii 4',sux:še[barley]N sux:niŋkud[due]N
dcclt/Q000043,OB Nippur Ura 06,PBS 05, 135 [OB Nippur Ura],,r ii 5',sux:še[barley]N sux:us[follow]V/t
dcclt/Q000043,OB Nippur Ura 06,PBS 05, 135 [OB Nippur Ura],,r ii 6',sux:še[barley]N sux:us[follow]V/t
dcclt/Q000043,OB Nippur Ura 06,PBS 05, 135 [OB Nippur Ura],,r ii 7',sux:še[barley]N sux:nir[winnow]V/t
dcclt/Q000043,OB Nippur Ura 06,PBS 05, 135 [OB Nippur Ura],,r ii 8',sux:še[barley]N sux:nir[winnow]V/t
dcclt/Q000043,OB Nippur Ura 06,PBS 05, 135 [OB Nippur Ura],,r ii 9',sux:še[barley]N sux:a[water]N sux:de[pour]V/t
dcclt/Q000043,OB Nippur Ura 06,PBS 05, 135 [OB Nippur Ura],,r iii 1',sux:innu[straw]N
dcclt/Q000043,OB Nippur Ura 06,PBS 05, 135 [OB Nippur Ura],,r iii 2',sux:innu[straw]N sux:deg[collect]V/t
dcclt/Q000043,OB Nippur Ura 06,PBS 05, 135 [OB Nippur Ura],,r iii 3',sux:innu[straw]N sux:deg[collect]V/t
dcclt/Q000043,OB Nippur Ura 06,PBS 05, 135 [OB Nippur Ura],,r iii 4',sux:innu[straw]N sux:bul[blow]V/t
dcclt/Q000043,OB Nippur Ura 06,PBS 05, 135 [OB Nippur Ura],,r iii 5',sux:innu[straw]N sux:bul[blow]V/t
dcclt/Q000043,OB Nippur Ura 06,PBS 05, 135 [OB Nippur Ura],,r iii 6',sux:hašhur[apple]N
dcclt/Q000043,OB Nippur Ura 06,PBS 05, 135 [OB Nippur Ura],,r iii 7',sux:hašhur[apple]N sux:kur[mountain]N
dcclt/Q000043,OB Nippur Ura 06,PBS 05, 135 [OB Nippur Ura],,r iii 8',sux:hašhur[apple]N sux:babbar[white]V/i
dcclt/Q000043,OB Nippur Ura 06,PBS 05, 135 [OB Nippur Ura],,r iii 9',sux:hašhur[apple]N sux:kukkug[dark]V/i
dcclt/Q000043,OB Nippur Ura 06,PBS 05, 135 [OB Nippur Ura],,r iii 10',sux:hašhur[apple]N sux:su[red]V/i
dcclt/Q000043,OB Nippur Ura 06,UM 29-16-266 (+) N 0972 (MSL 11, 111 F) [OB Nippur Ura],,o i 1',sux:tu[soup]N sux:arzana[groats]N sux:sag[rare]V/i
dcclt/Q000043,OB Nippur Ura 06,UM 29-16-266 (+) N 0972 (MSL 11, 111 F) [OB Nippur Ura],,o i 2',sux:tu[soup]N sux:lub[turnip]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-16-266 (+) N 0972 (MSL 11, 111 F) [OB Nippur Ura],,o i 3',sux:tu[soup]N sux:tunla[vessel]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-16-266 (+) N 0972 (MSL 11, 111 F) [OB Nippur Ura],,o i 4',sux:tu[soup]N sux:ganše[plant]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-16-266 (+) N 0972 (MSL 11, 111 F) [OB Nippur Ura],,o i 5',sux:tu[soup]N sux:maš[plant]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-16-266 (+) N 0972 (MSL 11, 111 F) [OB Nippur Ura],,o i 6',sux:tu[soup]N sux:mašgurum[plant]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-16-266 (+) N 0972 (MSL 11, 111 F) [OB Nippur Ura],,o i 7',sux:tu[soup]N sux:adar[plant]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-16-266 (+) N 0972 (MSL 11, 111 F) [OB Nippur Ura],,o i 8',sux:tu[soup]N sux:lubšir[bag]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-16-266 (+) N 0972 (MSL 11, 111 F) [OB Nippur Ura],,o i 9',sux:tu[soup]N sux:babada[porridge]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-16-266 (+) N 0972 (MSL 11, 111 F) [OB Nippur Ura],,o i 10',sux:tu[soup]N sux:babada[porridge]N sux:sag[rare]V/i
dcclt/Q000043,OB Nippur Ura 06,UM 29-16-266 (+) N 0972 (MSL 11, 111 F) [OB Nippur Ura],,o i 11',sux:tu[soup]N sux:zid[flour]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-16-266 (+) N 0972 (MSL 11, 111 F) [OB Nippur Ura],,o i 12',sux:zid[flour]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-16-266 (+) N 0972 (MSL 11, 111 F) [OB Nippur Ura],,o ii 1',sux:tu[soup]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-16-266 (+) N 0972 (MSL 11, 111 F) [OB Nippur Ura],,o ii 2',sux:kaš[beer]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-16-266 (+) N 0972 (MSL 11, 111 F) [OB Nippur Ura],,o ii 3',sux:kaš[beer]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-16-266 (+) N 0972 (MSL 11, 111 F) [OB Nippur Ura],,o ii 5',sux:kaš[beer]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-16-266 (+) N 0972 (MSL 11, 111 F) [OB Nippur Ura],,o ii 6',sux:kaš[beer]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-16-266 (+) N 0972 (MSL 11, 111 F) [OB Nippur Ura],,o ii 7',sux:kaš[beer]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-16-266 (+) N 0972 (MSL 11, 111 F) [OB Nippur Ura],,o ii 8',sux:dida[wort]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-16-266 (+) N 0972 (MSL 11, 111 F) [OB Nippur Ura],,o ii 9',sux:dida[wort]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-16-266 (+) N 0972 (MSL 11, 111 F) [OB Nippur Ura],,o ii 10',sux:dida[wort]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-16-266 (+) N 0972 (MSL 11, 111 F) [OB Nippur Ura],,o ii 11',sux:dida[wort]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-16-266 (+) N 0972 (MSL 11, 111 F) [OB Nippur Ura],,o ii 12',sux:dida[wort]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-16-266 (+) N 0972 (MSL 11, 111 F) [OB Nippur Ura],,o ii 13',sux:kaš[beer]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-16-266 (+) N 0972 (MSL 11, 111 F) [OB Nippur Ura],,r i 1',sux:uhin[date]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-16-266 (+) N 0972 (MSL 11, 111 F) [OB Nippur Ura],,r i 2',sux:uhin[date]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-16-266 (+) N 0972 (MSL 11, 111 F) [OB Nippur Ura],,r i 3',sux:uhin[date]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-16-266 (+) N 0972 (MSL 11, 111 F) [OB Nippur Ura],,r i 4',sux:uhin[date]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-16-266 (+) N 0972 (MSL 11, 111 F) [OB Nippur Ura],,r i 5',sux:uhin[date]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-16-266 (+) N 0972 (MSL 11, 111 F) [OB Nippur Ura],,r i 6',sux:uhin[date]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-16-266 (+) N 0972 (MSL 11, 111 F) [OB Nippur Ura],,r i 7',sux:uhin[date]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-16-266 (+) N 0972 (MSL 11, 111 F) [OB Nippur Ura],,r i 8',sux:zulum[date]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-16-266 (+) N 0972 (MSL 11, 111 F) [OB Nippur Ura],,r i 9',sux:zulum[date]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-16-266 (+) N 0972 (MSL 11, 111 F) [OB Nippur Ura],,r ii 1',sux:mun[salt]V/i
dcclt/Q000043,OB Nippur Ura 06,UM 29-16-266 (+) N 0972 (MSL 11, 111 F) [OB Nippur Ura],,r ii 2',sux:mungazi[~agriculture]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-16-266 (+) N 0972 (MSL 11, 111 F) [OB Nippur Ura],,r ii 3',sux:mun[salt]V/i sux:šimbirida[plant]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-16-266 (+) N 0972 (MSL 11, 111 F) [OB Nippur Ura],,r ii 4',sux:mun[salt]V/i sux:šeŋ[cook]V/t
dcclt/Q000043,OB Nippur Ura 06,UM 29-16-266 (+) N 0972 (MSL 11, 111 F) [OB Nippur Ura],,r ii 5',sux:mun[salt]V/i sux:gaz[kill]V/t
dcclt/Q000043,OB Nippur Ura 06,UM 29-16-266 (+) N 0972 (MSL 11, 111 F) [OB Nippur Ura],,r ii 6',sux:naŋa[potash]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-16-266 (+) N 0972 (MSL 11, 111 F) [OB Nippur Ura],,r ii 7',sux:naŋasiʾe[plant]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-16-266 (+) N 0972 (MSL 11, 111 F) [OB Nippur Ura],,r ii 8',sux:naŋa[potash]N sux:duru[wet]V/i
dcclt/Q000043,OB Nippur Ura 06,UM 29-16-266 (+) N 0972 (MSL 11, 111 F) [OB Nippur Ura],,r ii 9',sux:naŋa[potash]N sux:ah[dry]V/i
dcclt/Q000043,OB Nippur Ura 06,UM 29-16-266 (+) N 0972 (MSL 11, 111 F) [OB Nippur Ura],,r ii 10',sux:pa[branch]N sux:naŋa[potash]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-16-266 (+) N 0972 (MSL 11, 111 F) [OB Nippur Ura],,r ii 11',sux:naŋa[potash]N
dcclt/Q000043,OB Nippur Ura 06,N 4969 (MSL 11, 111 K) [Obverse Not Preserved],,r ii 2',sux:kaš[beer]N sux:mah[great]V/i
dcclt/Q000043,OB Nippur Ura 06,N 4969 (MSL 11, 111 K) [Obverse Not Preserved],,r ii 3',sux:kaš[beer]N sux:mah[great]V/i sux:eš[three]NU
dcclt/Q000043,OB Nippur Ura 06,N 4969 (MSL 11, 111 K) [Obverse Not Preserved],,r ii 4',sux:kaš[beer]N sux:bala[turn]V/t
dcclt/Q000043,OB Nippur Ura 06,N 4969 (MSL 11, 111 K) [Obverse Not Preserved],,r ii 5',sux:kaš[beer]N sux:ešeš[festival]N
dcclt/Q000043,OB Nippur Ura 06,N 4969 (MSL 11, 111 K) [Obverse Not Preserved],,r ii 6',sux:kaš[beer]N sux:siškur[prayer]N
dcclt/Q000043,OB Nippur Ura 06,N 4969 (MSL 11, 111 K) [Obverse Not Preserved],,r ii 7',sux:kaš[beer]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-13-265 (MSL 11, 111 O) [OB Nippur Ea],,r i 2,sux:bappir[~beer]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-13-265 (MSL 11, 111 O) [OB Nippur Ea],,r i 3,sux:bappir[~beer]N sux:pad[break]V/t
dcclt/Q000043,OB Nippur Ura 06,UM 29-13-265 (MSL 11, 111 O) [OB Nippur Ea],,r i 4,sux:bappir[~beer]N sux:ud[sun]N sux:tab[double]V/t
dcclt/Q000043,OB Nippur Ura 06,UM 29-13-265 (MSL 11, 111 O) [OB Nippur Ea],,r i 5,sux:sumun[vessel]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-13-265 (MSL 11, 111 O) [OB Nippur Ea],,r i 6,sux:sumun[vessel]N sux:a[water]N sux:ŋar[place]V/t
dcclt/Q000043,OB Nippur Ura 06,UM 29-13-265 (MSL 11, 111 O) [OB Nippur Ea],,r ii 1,sux:duh[bran]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-13-265 (MSL 11, 111 O) [OB Nippur Ea],,r ii 2,sux:duh[bran]N sux:duru[wet]V/i
dcclt/Q000043,OB Nippur Ura 06,UM 29-13-265 (MSL 11, 111 O) [OB Nippur Ea],,r ii 3,sux:duh[bran]N sux:ah[dry]V/i
dcclt/Q000043,OB Nippur Ura 06,UM 29-13-265 (MSL 11, 111 O) [OB Nippur Ea],,r ii 4,sux:duh[bran]N sux:hahala[comestible]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-13-265 (MSL 11, 111 O) [OB Nippur Ea],,r ii 5,sux:duh[bran]N sux:hahala[comestible]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-13-265 (MSL 11, 111 O) [OB Nippur Ea],,r ii 6,sux:duh[bran]N sux:kurun[beer]N
dcclt/Q000043,OB Nippur Ura 06,N 5757 (MSL 11, 111 R) [Nigga],,r i 2',sux:nindaʾidea[bread]N
dcclt/Q000043,OB Nippur Ura 06,N 5757 (MSL 11, 111 R) [Nigga],,r i 3',sux:nindaʾidea[bread]N
dcclt/Q000043,OB Nippur Ura 06,N 5757 (MSL 11, 111 R) [Nigga],,r i 4',sux:nindaʾidea[bread]N
dcclt/Q000043,OB Nippur Ura 06,N 5757 (MSL 11, 111 R) [Nigga],,r i 5',sux:nindaʾidea[bread]N
dcclt/Q000043,OB Nippur Ura 06,N 5757 (MSL 11, 111 R) [Nigga],,r i 6',sux:nindaʾidea[bread]N sux:a[water]N sux:sig[put]V/t
dcclt/Q000043,OB Nippur Ura 06,N 5757 (MSL 11, 111 R) [Nigga],,r i 7',sux:ninda[bread]N sux:i[oil]N
dcclt/Q000043,OB Nippur Ura 06,N 5757 (MSL 11, 111 R) [Nigga],,r i 8',sux:ninda[bread]N sux:ga[milk]N
dcclt/Q000043,OB Nippur Ura 06,N 5757 (MSL 11, 111 R) [Nigga],,r i 9',sux:ninda[bread]N sux:šuʾi[barber]N
dcclt/Q000043,OB Nippur Ura 06,N 5061 + N 5081 (MSL 08/1, 082 V56) [OB Nippur Ura],,o i 2',sux:ninda[bread]N sux:gur[thick]V/i sux:zidgu[flour]N
dcclt/Q000043,OB Nippur Ura 06,N 5061 + N 5081 (MSL 08/1, 082 V56) [OB Nippur Ura],,o i 3',sux:ninda[bread]N sux:gur[thick]V/i sux:zid[flour]N sux:gunida[~grain]N
dcclt/Q000043,OB Nippur Ura 06,N 5061 + N 5081 (MSL 08/1, 082 V56) [OB Nippur Ura],,o i 4',sux:ninda[bread]N sux:gur[thick]V/i sux:zidsig[flour]N
dcclt/Q000043,OB Nippur Ura 06,N 5061 + N 5081 (MSL 08/1, 082 V56) [OB Nippur Ura],,o i 5',sux:ninda[bread]N sux:gur[thick]V/i sux:zid[flour]N
dcclt/Q000043,OB Nippur Ura 06,N 5061 + N 5081 (MSL 08/1, 082 V56) [OB Nippur Ura],,o i 6',sux:ninda[bread]N sux:gur[thick]V/i sux:zid[flour]N
dcclt/Q000043,OB Nippur Ura 06,N 5061 + N 5081 (MSL 08/1, 082 V56) [OB Nippur Ura],,o i 7',sux:ninda[bread]N sux:gur[thick]V/i sux:zid[flour]N
dcclt/Q000043,OB Nippur Ura 06,N 5061 + N 5081 (MSL 08/1, 082 V56) [OB Nippur Ura],,o i 8',sux:ninda[bread]N sux:gur[thick]V/i sux:dabin[semolina]N
dcclt/Q000043,OB Nippur Ura 06,N 5061 + N 5081 (MSL 08/1, 082 V56) [OB Nippur Ura],,o i 9',sux:ninda[bread]N sux:gur[thick]V/i sux:zidmilla[flour]N
dcclt/Q000043,OB Nippur Ura 06,N 5061 + N 5081 (MSL 08/1, 082 V56) [OB Nippur Ura],,o i 10',sux:ninda[bread]N sux:gur[thick]V/i
dcclt/Q000043,OB Nippur Ura 06,N 5061 + N 5081 (MSL 08/1, 082 V56) [OB Nippur Ura],,o i 11',sux:ninda[bread]N sux:gur[thick]V/i sux:i[oil]N sux:de[pour]V/t
dcclt/Q000043,OB Nippur Ura 06,N 5061 + N 5081 (MSL 08/1, 082 V56) [OB Nippur Ura],,o i 12',sux:ninda[bread]N sux:gur[thick]V/i sux:i[oil]N sux:de[pour]V/t
dcclt/Q000043,OB Nippur Ura 06,N 5061 + N 5081 (MSL 08/1, 082 V56) [OB Nippur Ura],,o i 13',sux:ninda[bread]N sux:hibza[~bread]N
dcclt/Q000043,OB Nippur Ura 06,N 5061 + N 5081 (MSL 08/1, 082 V56) [OB Nippur Ura],,o i 14',sux:ninda[bread]N sux:pandunum[bread]N
dcclt/Q000043,OB Nippur Ura 06,N 5061 + N 5081 (MSL 08/1, 082 V56) [OB Nippur Ura],,o i 15',sux:ninda[bread]N sux:pananikum[bread]N
dcclt/Q000043,OB Nippur Ura 06,N 5061 + N 5081 (MSL 08/1, 082 V56) [OB Nippur Ura],,o i 16',sux:ninda[bread]N sux:gazi[condiment]N
dcclt/Q000043,OB Nippur Ura 06,N 5061 + N 5081 (MSL 08/1, 082 V56) [OB Nippur Ura],,o i 17',sux:ninda[bread]N sux:harub[carob]N
dcclt/Q000043,OB Nippur Ura 06,N 5061 + N 5081 (MSL 08/1, 082 V56) [OB Nippur Ura],,o i 18',sux:ninda[bread]N
dcclt/Q000043,OB Nippur Ura 06,N 5061 + N 5081 (MSL 08/1, 082 V56) [OB Nippur Ura],,o i 19',sux:ninda[bread]N sux:saŋŋar[millstone]N
dcclt/Q000043,OB Nippur Ura 06,SLT 029 [Obverse Not Preserved],,r i 1',sux:še[barley]N sux:kud[cut]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 029 [Obverse Not Preserved],,r i 2',sux:še[barley]N sux:us[follow]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 029 [Obverse Not Preserved],,r i 3',sux:še[barley]N sux:us[follow]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 029 [Obverse Not Preserved],,r i 4',sux:še[barley]N sux:nir[winnow]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 029 [Obverse Not Preserved],,r i 5',sux:še[barley]N sux:nir[winnow]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 029 [Obverse Not Preserved],,r ii 2',sux:babbar[white]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 029 [Obverse Not Preserved],,r ii 3',sux:kukkug[dark]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 029 [Obverse Not Preserved],,r ii 4',sux:su[red]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 036 [OB Nippur Ura],,r i 1',sux:i[oil]N
dcclt/Q000043,OB Nippur Ura 06,SLT 036 [OB Nippur Ura],,r i 2',sux:i[oil]N sux:dub[tremble]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 036 [OB Nippur Ura],,r i 3',sux:i[oil]N sux:tab[double]V/t sux:zir[break]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 036 [OB Nippur Ura],,r i 4',sux:i[oil]N sux:šiqdum[almond]N
dcclt/Q000043,OB Nippur Ura 06,SLT 036 [OB Nippur Ura],,r i 5',sux:i[oil]N sux:eren[cedar]N
dcclt/Q000043,OB Nippur Ura 06,SLT 036 [OB Nippur Ura],,r i 6',sux:i[oil]N sux:ligidba[plant]N
dcclt/Q000043,OB Nippur Ura 06,SLT 036 [OB Nippur Ura],,r i 7',sux:ligidba[plant]N
dcclt/Q000043,OB Nippur Ura 06,SLT 036 [OB Nippur Ura],,r ii 1',sux:ga[milk]N
dcclt/Q000043,OB Nippur Ura 06,SLT 036 [OB Nippur Ura],,r ii 2',sux:ga[milk]N
dcclt/Q000043,OB Nippur Ura 06,SLT 036 [OB Nippur Ura],,r ii 3',sux:gu[pulse]N
dcclt/Q000043,OB Nippur Ura 06,SLT 036 [OB Nippur Ura],,r ii 4',sux:gugala[chickpea?]N
dcclt/Q000043,OB Nippur Ura 06,SLT 036 [OB Nippur Ura],,r ii 5',sux:gutur[lentil?]N
dcclt/Q000043,OB Nippur Ura 06,SLT 036 [OB Nippur Ura],,r ii 6',sux:guniŋara[vetch]N
dcclt/Q000043,OB Nippur Ura 06,SLT 036 [OB Nippur Ura],,r ii 7',sux:gu[pulse]N sux:gal[big]V/i sux:anše[equid]N
dcclt/Q000043,OB Nippur Ura 06,SLT 036 [OB Nippur Ura],,r ii 8',sux:ziz[emmer]N
dcclt/Q000043,OB Nippur Ura 06,SLT 036 [OB Nippur Ura],,r ii 9',sux:ziz[emmer]N sux:babbar[white]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 036 [OB Nippur Ura],,r ii 10',sux:ziz[emmer]N sux:kukkug[dark]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 036 [OB Nippur Ura],,r ii 11',sux:ziz[emmer]N sux:gunida[~grain]N
dcclt/Q000043,OB Nippur Ura 06,SLT 036 [OB Nippur Ura],,r ii 12',sux:še[barley]N
dcclt/Q000043,OB Nippur Ura 06,SLT 036 [OB Nippur Ura],,r ii 13',sux:še[barley]N sux:eštub[carp]N
dcclt/Q000043,OB Nippur Ura 06,N 6254 (MSL 11, 112 V) [OB Nippur Ura],,o i 2',sux:ga[milk]N sux:nunuzte[~dairy]N
dcclt/Q000043,OB Nippur Ura 06,N 6254 (MSL 11, 112 V) [OB Nippur Ura],,o i 3',sux:ga[milk]N sux:u[grass]N
dcclt/Q000043,OB Nippur Ura 06,N 6254 (MSL 11, 112 V) [OB Nippur Ura],,o i 4',sux:gaʾar[cheese]N
dcclt/Q000043,OB Nippur Ura 06,N 5543 (MSL 11, 112 T) [OB Nippur Ura],,o i 2',sux:i[oil]N sux:šiqdum[almond]N
dcclt/Q000043,OB Nippur Ura 06,N 5543 (MSL 11, 112 T) [OB Nippur Ura],,o i 3',sux:i[oil]N sux:az[bear]N
dcclt/Q000043,OB Nippur Ura 06,N 5543 (MSL 11, 112 T) [OB Nippur Ura],,o i 4',sux:i[oil]N sux:ligidba[plant]N
dcclt/Q000043,OB Nippur Ura 06,N 5543 (MSL 11, 112 T) [OB Nippur Ura],,o i 5',sux:ligidba[plant]N
dcclt/Q000043,OB Nippur Ura 06,N 5543 (MSL 11, 112 T) [OB Nippur Ura],,o i 6',sux:i[oil]N sux:gal[big]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 028 [Obverse Not Preserved],,r i 1,sux:še[barley]N
dcclt/Q000043,OB Nippur Ura 06,SLT 028 [Obverse Not Preserved],,r i 2,sux:še[barley]N
dcclt/Q000043,OB Nippur Ura 06,SLT 028 [Obverse Not Preserved],,r i 3,sux:še[barley]N
dcclt/Q000043,OB Nippur Ura 06,SLT 028 [Obverse Not Preserved],,r i 4,sux:še[barley]N
dcclt/Q000043,OB Nippur Ura 06,SLT 028 [Obverse Not Preserved],,r i 5,sux:še[barley]N
dcclt/Q000043,OB Nippur Ura 06,SLT 028 [Obverse Not Preserved],,r ii 1,sux:še[barley]N sux:a[water]N sux:de[pour]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 028 [Obverse Not Preserved],,r ii 2,sux:še[barley]N sux:a[water]N sux:de[pour]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 028 [Obverse Not Preserved],,r ii 3,sux:še[barley]N sux:a[water]N sux:ri[unmng]N
dcclt/Q000043,OB Nippur Ura 06,SLT 028 [Obverse Not Preserved],,r ii 4,sux:še[barley]N sux:in.nu.HA[barley]N
dcclt/Q000043,OB Nippur Ura 06,SLT 028 [Obverse Not Preserved],,r ii 5,sux:še[barley]N sux:habazin[cereal]N
dcclt/Q000043,OB Nippur Ura 06,SLT 028 [Obverse Not Preserved],,r ii 6,sux:še[barley]N sux:lillan[grain]N
dcclt/Q000043,OB Nippur Ura 06,SLT 028 [Obverse Not Preserved],,r ii 7,sux:še[barley]N
dcclt/Q000043,OB Nippur Ura 06,SLT 028 [Obverse Not Preserved],,r iii 3,sux:še[barley]N sux:eštub[carp]N
dcclt/Q000043,OB Nippur Ura 06,SLT 028 [Obverse Not Preserved],,r iii 4,sux:šeŋuš[barley]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-13-389 (MSL 11, 112 Z) [OB Nippur Ura],,o i 1,sux:ŋeštin[vine]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-13-389 (MSL 11, 112 Z) [OB Nippur Ura],,o i 2,sux:ŋeštinkira[berry]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-13-389 (MSL 11, 112 Z) [OB Nippur Ura],,o i 3,sux:ŋeštinkaʾa[grape]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-13-389 (MSL 11, 112 Z) [OB Nippur Ura],,o i 4,sux:ŋeštinguruma[~vine]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-13-389 (MSL 11, 112 Z) [OB Nippur Ura],,o i 5,sux:ŋeštin[vine]N sux:sur[press]V/t
dcclt/Q000043,OB Nippur Ura 06,UM 29-13-389 (MSL 11, 112 Z) [OB Nippur Ura],,o i 6,sux:ŋeštin[vine]N sux:šeŋ[cook]V/t
dcclt/Q000043,OB Nippur Ura 06,UM 29-13-389 (MSL 11, 112 Z) [OB Nippur Ura],,o i 7,sux:ŋeštin[vine]N sux:igi[eye]N sux:saŋ[choose]V/t
dcclt/Q000043,OB Nippur Ura 06,UM 29-13-389 (MSL 11, 112 Z) [OB Nippur Ura],,o i 8,sux:ŋeštin[vine]N sux:e[leave]V/i
dcclt/Q000043,OB Nippur Ura 06,UM 29-13-389 (MSL 11, 112 Z) [OB Nippur Ura],,o i 9,sux:aŋeštinak[vinegar]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-13-389 (MSL 11, 112 Z) [OB Nippur Ura],,o i 10,sux:garan[bunch]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-13-389 (MSL 11, 112 Z) [OB Nippur Ura],,o i 11,sux:garan[bunch]N sux:hašhur[apple]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-13-389 (MSL 11, 112 Z) [OB Nippur Ura],,o i 12,sux:garan[bunch]N sux:peš[fig]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-13-389 (MSL 11, 112 Z) [OB Nippur Ura],,o i 13,sux:garan[bunch]N sux:nurma[pomegranate]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-13-389 (MSL 11, 112 Z) [OB Nippur Ura],,r 1',sux:garan[bunch]N sux:šennur[plum]N
dcclt/Q000043,OB Nippur Ura 06,UM 29-13-389 (MSL 11, 112 Z) [OB Nippur Ura],,r 2',sux:šuguru[~dates]N
