id_text,text_name,l_no,text
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],a i 1',ŋeštinkira[berry]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],a i 2',ŋeštin[vine]N kaʾa[fox]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],a i 3',ŋeštinguruma[~vine]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],a i 4',ŋeštin[vine]N ah[dry]V/i
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],a i 5',peš[fig]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],a i 6',peš[fig]N Mari[1]SN
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],a i 7',hašhur[apple]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],a i 8',hašhur[apple]N kur[mountain]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],a i 9',hašhur[apple]N armanu[tree]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],a i 10',hašhur[apple]N damšelum[plant]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],a i 11',hašhur[apple]N baza[dwarf]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],a i 12',hašhur[apple]N še[barley]N eštub[carp]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],a i 13',hašhur[apple]N še[barley]N šeŋuš[barley]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],a i 15',šedug[tree]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],a i 16',šinig[tamarisk]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],c ii 5',dilim[spoon]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],c ii 6',dilim[spoon]N gal[big]V/i
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],c ii 7',dilim[spoon]N tur[small]V/i
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],c ii 8',maltum[bowl]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],c ii 9',banšur[table]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],c ii 10',banšur[table]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],c ii 11',banšur[table]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],c ii 12',banšur[table]N saŋdu[head]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],c ii 17',kuŋ[stair]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],c ii 18',kuŋ[stair]N bad[wall]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],c ii 19',sag[good]V/i
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],c ii 21',kuŋ[stair]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],c ii 22',kuŋ[stair]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],c ii 23',buniŋ[trough]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],c ii 24',buniŋ[trough]N tur[small]V/i
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],c ii 25',buniŋ[trough]N gal[big]V/i
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],c ii 26',buniŋ[trough]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],c ii 27',naŋa[mortar]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],c ii 31',tukul[weapon]N naŋasikaz[pestle]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],d i 1',ma[ship]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],d i 2',ad[log]N ma[ship]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],d i 3',adus[plank]N ma[ship]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],d i 4',anše[equid]N ma[ship]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],d i 5',si[horn]N ma[ship]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],d i 6',ma[ship]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],d i 7',ma[ship]N
dcclt/P235262,EEN 268-269 KM 89542 [OB Ura],d i 8',ma[ship]N
