id_text,text_name,l_no,text
riao/Q005703,Enlil-naṣir I 1001,1’,ana[to]PRP balāṭu[life]N u[and]CNJ šalāmu[be(come)-healthy]V
riao/Q005703,Enlil-naṣir I 1001,2’,ālu[city]N dūru[(city)-wall]N
riao/Q005703,Enlil-naṣir I 1001,3’,ša[of]DET ālu[city]N šakānu[put]V
riao/Q005703,Enlil-naṣir I 1001,4’,ša[of]DET Libbi-ali[Inner-City;-Ashur]SN
riao/Q005703,Enlil-naṣir I 1001,5’,ištu[from]PRP uššu[foundation]N qadu[together-with]PRP šaptu[lip]N
riao/Q005703,Enlil-naṣir I 1001,6’,epēšu[do]V u[and]CNJ sikkatu[peg]N
riao/Q005703,Enlil-naṣir I 1001,7’,šakānu[put]V rubû[ruler]N warkû[rear]AJ
riao/Q005703,Enlil-naṣir I 1001,8’,inūmē[when]SBJ dūru[(city)-wall]N
riao/Q005703,Enlil-naṣir I 1001,9’,anāhu[be(come)-tired]V epēšu[do]V
riao/Q005703,Enlil-naṣir I 1001,10’,Aššur[1]DN u[and]CNJ Adad[1]DN
riao/Q005703,Enlil-naṣir I 1001,11’,ikribu[prayer]N šemû[hear]V
