id_text,text_name,l_no,text
riao/Q005651,Šamši-Adad I 07,o 1,Šamši-Adad_I[son-of-Ila-kabkabu;-vice-regent-of-Aššur]RN
riao/Q005651,Šamši-Adad I 07,o 2,šarru[king]N dannu[strong]AJ
riao/Q005651,Šamši-Adad I 07,o 3,šaknu[appointee]N Enlil[1]DN
riao/Q005651,Šamši-Adad I 07,o 4,iššiakku[city-ruler]N Aššur[1]DN
riao/Q005651,Šamši-Adad I 07,o 5,narāmu[loved-one]N Dagan[1]DN
riao/Q005651,Šamši-Adad I 07,o 6,muštemkû[one-who-pacifies?]N Matim-elitim[Upper-Land]GN
riao/Q005651,Šamši-Adad I 07,o 7,birīt[between]PRP Idiqlat[Tigris]WN
riao/Q005651,Šamši-Adad I 07,o 8,u[and]CNJ Purattu[Euphrates]WN
riao/Q005651,Šamši-Adad I 07,o 9,rubû[ruler]N Mari[1]SN
riao/Q005651,Šamši-Adad I 07,o 10,šarru[king]N Ekallatu[1]SN
riao/Q005651,Šamši-Adad I 07,o 11,šaknu[appointee]N Šubat-Enlil[1]SN
riao/Q005651,Šamši-Adad I 07,o 12,tūʾamu[twin-one]N ana[to]PRP Dagan[1]DN
riao/Q005651,Šamši-Adad I 07,o 13,u[and]CNJ šūkultu[feeding]N
riao/Q005651,Šamši-Adad I 07,o 14,Aššur[1]DN ana[to]PRP
