id_text,text_name,l_no,text
riao/Q005749,Adad-narari I 12,r 1',u[and]CNJ narû[stele]N šakānu[put]V
riao/Q005749,Adad-narari I 12,r 2',rubû[ruler]N warkû[rear]AJ
riao/Q005749,Adad-narari I 12,r 3',inūma[when]SBJ kisirtu[wall-facing]N šī[she]IP anāhu[be(come)-tired]V
riao/Q005749,Adad-narari I 12,r 4',edēšu[be(come)-new]V u[and]CNJ lū[either]CNJ mīlu[high-water]N
riao/Q005749,Adad-narari I 12,r 5',tabālu[take-away]V anhūtu[tiredness]N edēšu[be(come)-new]V
riao/Q005749,Adad-narari I 12,r 6',šumu[name]N šaṭru[written]AJ u[and]CNJ narû[stele]N
riao/Q005749,Adad-narari I 12,l.e. 4',malku[prince]N
riao/Q005749,Adad-narari I 12,l.e. 5',itti[with]PRP
riao/Q005749,Adad-narari I 12,l.e. 6',u[and]CNJ ūmu[day]N
riao/Q005749,Adad-narari I 12,l.e. 8',ina[in]PRP
