id_text,text_name,l_no,text
dcclt/P250363,YBC 01991 (EEN 393 YBC 01991) [OB Ura],o 1',ig[door]N miriza[plank]N
dcclt/P250363,YBC 01991 (EEN 393 YBC 01991) [OB Ura],o 2',ig[door]N
dcclt/P250363,YBC 01991 (EEN 393 YBC 01991) [OB Ura],o 3',ig[door]N papah[cella]N
dcclt/P250363,YBC 01991 (EEN 393 YBC 01991) [OB Ura],o 4',ig[door]N eren[cedar]N
dcclt/P250363,YBC 01991 (EEN 393 YBC 01991) [OB Ura],o 5',ig[door]N i[oil]N
dcclt/P250363,YBC 01991 (EEN 393 YBC 01991) [OB Ura],o 6',ig[door]N i[oil]N šeš[anoint]V/t
dcclt/P250363,YBC 01991 (EEN 393 YBC 01991) [OB Ura],o 7',ig[door]N e[house]N
dcclt/P250363,YBC 01991 (EEN 393 YBC 01991) [OB Ura],o 8',ig[door]N uma[triumph]N
dcclt/P250363,YBC 01991 (EEN 393 YBC 01991) [OB Ura],o 9',suku[pole]N ig[door]N
dcclt/P250363,YBC 01991 (EEN 393 YBC 01991) [OB Ura],o 10',ig[door]N
dcclt/P250363,YBC 01991 (EEN 393 YBC 01991) [OB Ura],o 11',usakar[moon]N ig[door]N
dcclt/P250363,YBC 01991 (EEN 393 YBC 01991) [OB Ura],r 1,kul[handle]N
dcclt/P250363,YBC 01991 (EEN 393 YBC 01991) [OB Ura],r 2,saŋkul[bolt]N
dcclt/P250363,YBC 01991 (EEN 393 YBC 01991) [OB Ura],r 3,siŋar[bolt]N
dcclt/P250363,YBC 01991 (EEN 393 YBC 01991) [OB Ura],r 4,siŋar[bolt]N
dcclt/P250363,YBC 01991 (EEN 393 YBC 01991) [OB Ura],r 7,mud[tube]N
dcclt/P250363,YBC 01991 (EEN 393 YBC 01991) [OB Ura],r 8,gag[nail]N mud[tube]N
dcclt/P250363,YBC 01991 (EEN 393 YBC 01991) [OB Ura],r 9,mud[tube]N
