id_text,text_name,l_no,text
dcclt/P253245,CUSAS 12 3.1.11 [OB Ura],o 1,siŋar[bolt]N
dcclt/P253245,CUSAS 12 3.1.11 [OB Ura],o 2,kan[gate]N
dcclt/P253245,CUSAS 12 3.1.11 [OB Ura],o 3,hedu[ornament]N kan[gate]N
dcclt/P253245,CUSAS 12 3.1.11 [OB Ura],o 4,hedu[ornament]N kan[gate]N
dcclt/P253245,CUSAS 12 3.1.11 [OB Ura],o 6,aški[rushes]N
dcclt/P253245,CUSAS 12 3.1.11 [OB Ura],o 9,šukara[tool]N
dcclt/P253245,CUSAS 12 3.1.11 [OB Ura],o 10,eškiri[rope]N
dcclt/P253245,CUSAS 12 3.1.11 [OB Ura],o 11,gag[nail]N eškiri[rope]N
dcclt/P253245,CUSAS 12 3.1.11 [OB Ura],o 12,šibir[staff]N
dcclt/P253245,CUSAS 12 3.1.11 [OB Ura],o 13,gag[nail]N šibir[staff]N
dcclt/P253245,CUSAS 12 3.1.11 [OB Ura],o 15,ŋirigub[footstool]N
dcclt/P253245,CUSAS 12 3.1.11 [OB Ura],r 1,ŋirigub[footstool]N
dcclt/P253245,CUSAS 12 3.1.11 [OB Ura],r 2,ŋirigub[footstool]N lammar[deity]N
