id_text,text_name,l_no,text
riao/Q005615,Son of Urdanum 2001,3',ina[in]PRP
riao/Q005615,Son of Urdanum 2001,4',ana[to]PRP balāṭu[life]N
riao/Q005615,Son of Urdanum 2001,5',Urdanum[father-of-a-ruler-of-Aššur]RN
riao/Q005615,Son of Urdanum 2001,6',abu[father]N
riao/Q005615,Son of Urdanum 2001,7',balāṭu[life]N
riao/Q005615,Son of Urdanum 2001,8',balāṭu[life]N
riao/Q005615,Son of Urdanum 2001,9',ahu[brother]N
riao/Q005615,Son of Urdanum 2001,10',u[and]CNJ balāṭu[life]N
riao/Q005615,Son of Urdanum 2001,11',māru[son]N
riao/Q005615,Son of Urdanum 2001,12',kinūnu[brazier]N
