id_text,text_name,l_no,text
dcclt/P459218,EEN 265-66 IB 1512c + [OB Ura],o i 11',ig[door]N sah[mat]N
dcclt/P459218,EEN 265-66 IB 1512c + [OB Ura],o i 12',ig[door]N maštab[twin]N
dcclt/P459218,EEN 265-66 IB 1512c + [OB Ura],o i 13',ig[door]N miriza[plank]N
dcclt/P459218,EEN 265-66 IB 1512c + [OB Ura],o i 14',ig[door]N zena[midrib]N
dcclt/P459218,EEN 265-66 IB 1512c + [OB Ura],o i 15',ig[door]N gal[big]V/i
dcclt/P459218,EEN 265-66 IB 1512c + [OB Ura],o i 16',suku[pole]N ig[door]N
dcclt/P459218,EEN 265-66 IB 1512c + [OB Ura],o i 17',ig[door]N
dcclt/P459218,EEN 265-66 IB 1512c + [OB Ura],o i 18',usakar[moon]N ig[door]N
dcclt/P459218,EEN 265-66 IB 1512c + [OB Ura],o i 19',suhub[bolt]N
dcclt/P459218,EEN 265-66 IB 1512c + [OB Ura],o i 20',šugi[bolt]N
dcclt/P459218,EEN 265-66 IB 1512c + [OB Ura],o i 21',nukušu[~door]N
dcclt/P459218,EEN 265-66 IB 1512c + [OB Ura],o i 22',nukušu[~door]N ana[upper]AJ
dcclt/P459218,EEN 265-66 IB 1512c + [OB Ura],o i 23',nukušu[~door]N kita[lower]AJ
dcclt/P459218,EEN 265-66 IB 1512c + [OB Ura],o i 24',saŋkul[bolt]N
dcclt/P459218,EEN 265-66 IB 1512c + [OB Ura],o ii 2',ilila[lever]N
dcclt/P459218,EEN 265-66 IB 1512c + [OB Ura],o ii 3',barbar[shuttle]N
dcclt/P459218,EEN 265-66 IB 1512c + [OB Ura],o ii 4',tugtug[~loom]N
dcclt/P459218,EEN 265-66 IB 1512c + [OB Ura],o ii 5',niŋzu[~loom]N
dcclt/P459218,EEN 265-66 IB 1512c + [OB Ura],o ii 6',ŋešgina[~loom]N
dcclt/P459218,EEN 265-66 IB 1512c + [OB Ura],o ii 7',niŋmenbulug[~loom]N
dcclt/P459218,EEN 265-66 IB 1512c + [OB Ura],o ii 10',ilila[lever]N
dcclt/P459218,EEN 265-66 IB 1512c + [OB Ura],o ii 13',garig[comb]N
dcclt/P459218,EEN 265-66 IB 1512c + [OB Ura],o ii 14',garig[comb]N šuʾi[barber]N
dcclt/P459218,EEN 265-66 IB 1512c + [OB Ura],o ii 15',garig[comb]N pamušenak[wing]N
dcclt/P459218,EEN 265-66 IB 1512c + [OB Ura],o ii 16',garig[comb]N eban[pair]N
dcclt/P459218,EEN 265-66 IB 1512c + [OB Ura],o ii 17',balak[spindle]N
dcclt/P459218,EEN 265-66 IB 1512c + [OB Ura],o ii 18',e[house]N balak[spindle]N
dcclt/P459218,EEN 265-66 IB 1512c + [OB Ura],o ii 19',saŋ[head]N balak[spindle]N
dcclt/P459218,EEN 265-66 IB 1512c + [OB Ura],o ii 20',mete[appropriate-thing]N balak[spindle]N
