id_text,text_name,l_no,text
riao/Q005614,Zarriqum 2001,1,bītu[house]N Belat-ekallim[1]DN
riao/Q005614,Zarriqum 2001,2,bēltu[lady]N
riao/Q005614,Zarriqum 2001,3,ana[to]PRP balāṭu[life]N
riao/Q005614,Zarriqum 2001,4,Amar-Sin[king-of-Ur]RN
riao/Q005614,Zarriqum 2001,6-7,šarru[king]N Uru[Ur]SN
riao/Q005614,Zarriqum 2001,8,u[and]CNJ šarru[king]N
riao/Q005614,Zarriqum 2001,9,kibru[bank]N
riao/Q005614,Zarriqum 2001,10,arbaʾu[four]NU
riao/Q005614,Zarriqum 2001,11,Zarriqum[ruler-of-Aššur]RN
riao/Q005614,Zarriqum 2001,12,šakkanakku[(military)-governor]N
riao/Q005614,Zarriqum 2001,13,Aššur[Ashur]SN
riao/Q005614,Zarriqum 2001,14,wardu[slave]N
riao/Q005614,Zarriqum 2001,15,ana[to]PRP balāṭu[life]N
