Text,Line
{d}nin-ŋir₂-su₂ e₂-ninnu-ra en-mete-na ensi₂ lagaš{ki}\gen dumu en-an-na-tum₂ ensi₂ lagaš{ki}-ka-ke₄ e₂-ni\abs mu-na-du₃ kug-sig₁₇ kug-babbar₂-ra\l1 šu\abs mu-na-ni-tag KIB@g\abs mu-na-dug₄,{d}nin-ŋir₂-su₂
{d}nin-ŋir₂-su₂ e₂-ninnu-ra en-mete-na ensi₂ lagaš{ki}\gen dumu en-an-na-tum₂ ensi₂ lagaš{ki}-ka-ke₄ e₂-ni\abs mu-na-du₃ kug-sig₁₇ kug-babbar₂-ra\l1 šu\abs mu-na-ni-tag KIB@g\abs mu-na-dug₄,e₂-ninnu-ra
{d}nin-ŋir₂-su₂ e₂-ninnu-ra en-mete-na ensi₂ lagaš{ki}\gen dumu en-an-na-tum₂ ensi₂ lagaš{ki}-ka-ke₄ e₂-ni\abs mu-na-du₃ kug-sig₁₇ kug-babbar₂-ra\l1 šu\abs mu-na-ni-tag KIB@g\abs mu-na-dug₄,en-mete-na
{d}nin-ŋir₂-su₂ e₂-ninnu-ra en-mete-na ensi₂ lagaš{ki}\gen dumu en-an-na-tum₂ ensi₂ lagaš{ki}-ka-ke₄ e₂-ni\abs mu-na-du₃ kug-sig₁₇ kug-babbar₂-ra\l1 šu\abs mu-na-ni-tag KIB@g\abs mu-na-dug₄,ensi₂
{d}nin-ŋir₂-su₂ e₂-ninnu-ra en-mete-na ensi₂ lagaš{ki}\gen dumu en-an-na-tum₂ ensi₂ lagaš{ki}-ka-ke₄ e₂-ni\abs mu-na-du₃ kug-sig₁₇ kug-babbar₂-ra\l1 šu\abs mu-na-ni-tag KIB@g\abs mu-na-dug₄,lagaš{ki}\gen
{d}nin-ŋir₂-su₂ e₂-ninnu-ra en-mete-na ensi₂ lagaš{ki}\gen dumu en-an-na-tum₂ ensi₂ lagaš{ki}-ka-ke₄ e₂-ni\abs mu-na-du₃ kug-sig₁₇ kug-babbar₂-ra\l1 šu\abs mu-na-ni-tag KIB@g\abs mu-na-dug₄,dumu en-an-na-tum₂
{d}nin-ŋir₂-su₂ e₂-ninnu-ra en-mete-na ensi₂ lagaš{ki}\gen dumu en-an-na-tum₂ ensi₂ lagaš{ki}-ka-ke₄ e₂-ni\abs mu-na-du₃ kug-sig₁₇ kug-babbar₂-ra\l1 šu\abs mu-na-ni-tag KIB@g\abs mu-na-dug₄,ensi₂
{d}nin-ŋir₂-su₂ e₂-ninnu-ra en-mete-na ensi₂ lagaš{ki}\gen dumu en-an-na-tum₂ ensi₂ lagaš{ki}-ka-ke₄ e₂-ni\abs mu-na-du₃ kug-sig₁₇ kug-babbar₂-ra\l1 šu\abs mu-na-ni-tag KIB@g\abs mu-na-dug₄,lagaš{ki}-ka-ke₄
{d}nin-ŋir₂-su₂ e₂-ninnu-ra en-mete-na ensi₂ lagaš{ki}\gen dumu en-an-na-tum₂ ensi₂ lagaš{ki}-ka-ke₄ e₂-ni\abs mu-na-du₃ kug-sig₁₇ kug-babbar₂-ra\l1 šu\abs mu-na-ni-tag KIB@g\abs mu-na-dug₄,e₂-ni\abs mu-na-du₃
{d}nin-ŋir₂-su₂ e₂-ninnu-ra en-mete-na ensi₂ lagaš{ki}\gen dumu en-an-na-tum₂ ensi₂ lagaš{ki}-ka-ke₄ e₂-ni\abs mu-na-du₃ kug-sig₁₇ kug-babbar₂-ra\l1 šu\abs mu-na-ni-tag KIB@g\abs mu-na-dug₄,kug-sig₁₇ kug-babbar₂-ra\l1
{d}nin-ŋir₂-su₂ e₂-ninnu-ra en-mete-na ensi₂ lagaš{ki}\gen dumu en-an-na-tum₂ ensi₂ lagaš{ki}-ka-ke₄ e₂-ni\abs mu-na-du₃ kug-sig₁₇ kug-babbar₂-ra\l1 šu\abs mu-na-ni-tag KIB@g\abs mu-na-dug₄,šu\abs mu-na-ni-tag
{d}nin-ŋir₂-su₂ e₂-ninnu-ra en-mete-na ensi₂ lagaš{ki}\gen dumu en-an-na-tum₂ ensi₂ lagaš{ki}-ka-ke₄ e₂-ni\abs mu-na-du₃ kug-sig₁₇ kug-babbar₂-ra\l1 šu\abs mu-na-ni-tag KIB@g\abs mu-na-dug₄,KIB@g\abs mu-na-dug₄
