Text,Line
ud {d}šara₂\erg {d}en-lilₓ(E₂)-ra ra₂-zu ur₄ šag₄-ga\gen\abs e-na-dug₄-ga e-na-ŋen-na\l1 ŋeš-ša₃-ki-dug₃ sipad ki\abs aŋ₂-ŋa₂ {d}šara₂-ke₄ a-x x-še₃ tud-da nir-ŋal₂ saŋ huš ki-en-gi-ke₄ gaba-ŋal₂ nu-gi₄ kur-kur-ra-ke₄ en zag\abs keše₂ {d}nin-ur₄-ke₄ ama šag₄\abs kuš₂ {d}en-ki-ka-ke₄ gu₅-li ki\abs aŋ₂ {d}ištaran-ke₄ ensi₂ kalag-ga {d}en-lilₓ(E₂)-ke₄ lugal mu\abs pad₃\sub {d}inana-ke₄ eg₂-bi\abs mu-ak na-bi\abs mu-du₃ im-dub-ba-be₂\n5el3 pa\abs e-mi-e₃ na-ru₂-a-bi\abs ki-be₂\n5el3 bi-gi₄ x x x x {d}šara₂ x zag na\abs du₃-a {d}šara₂-kam id₂-mah₂-ta id₅-gaba-a-še₃ 4(u@c) 5(aš@c) {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam id₂-gaba-a-ta KA-x zag na\abs du₃-a {d}šara₂-kam zag na\abs du₃-a {d}šara₂-kam HAR-mah₂-ta badₓ(|EZEN×U@c|) {anše}du₂₄-ur₃-ŋa₂-ra-še₃ 6(geš₂@c) 3(u@c) {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam u@c bad₃ da {anše}du₂₄-ur₃-ŋa₂-ra-ta naŋ-{d}nanše-še₃ 1(gešʾu@c) 3(u@c) 6(aš@c) {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam naŋ-{d}nanše-ta id₂-gibil-še₃ 2(gešʾu@c) la₂ 2(u@c) {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam id₂-gibil-ta e₂-{d}dimgal-abzu-ka-še₃ 1(gešʾu@c) 6(geš₂@c) {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam e₂-{d}dimgal-abzu-ka-ta mur-gu₄-{d}šara₂-še₃ 1(gešʾu@c) 3(geš₂@c) 1(u@c) {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam mur-gu₄-{d}šara₂-ta x-x-{d}ištaran-še₃ x {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam x-{d}ištaran-ta an-za-gar₃-še₃ x 1(gešʾu) 1(geš₂) 2(u) {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam an-za-gar₃-ta x x {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam im-dub-ba-bi\abs nu-ni-dib na-ru₂-a-bi\abs ki-be₂\n5el3 bi-gi₄ inim {d}ištaran-ta\gen\abl ki-ba\n5al2 na\abs bi-du₃ lu₂ kur-ra\gen ki-bi\abs al-gul-la šu\dat ba-ta-ti-a ab-zah₂-a\gen iri-na\l1 ki muš hul-a-gin₇ saŋ il₂\abs na-du₁₂-du₁₂ e₂-gal hul-a-na ensi₂-bi\l2 zu₂ gig\abs ha-mu-du₃-e,ud {d}šara₂\erg
ud {d}šara₂\erg {d}en-lilₓ(E₂)-ra ra₂-zu ur₄ šag₄-ga\gen\abs e-na-dug₄-ga e-na-ŋen-na\l1 ŋeš-ša₃-ki-dug₃ sipad ki\abs aŋ₂-ŋa₂ {d}šara₂-ke₄ a-x x-še₃ tud-da nir-ŋal₂ saŋ huš ki-en-gi-ke₄ gaba-ŋal₂ nu-gi₄ kur-kur-ra-ke₄ en zag\abs keše₂ {d}nin-ur₄-ke₄ ama šag₄\abs kuš₂ {d}en-ki-ka-ke₄ gu₅-li ki\abs aŋ₂ {d}ištaran-ke₄ ensi₂ kalag-ga {d}en-lilₓ(E₂)-ke₄ lugal mu\abs pad₃\sub {d}inana-ke₄ eg₂-bi\abs mu-ak na-bi\abs mu-du₃ im-dub-ba-be₂\n5el3 pa\abs e-mi-e₃ na-ru₂-a-bi\abs ki-be₂\n5el3 bi-gi₄ x x x x {d}šara₂ x zag na\abs du₃-a {d}šara₂-kam id₂-mah₂-ta id₅-gaba-a-še₃ 4(u@c) 5(aš@c) {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam id₂-gaba-a-ta KA-x zag na\abs du₃-a {d}šara₂-kam zag na\abs du₃-a {d}šara₂-kam HAR-mah₂-ta badₓ(|EZEN×U@c|) {anše}du₂₄-ur₃-ŋa₂-ra-še₃ 6(geš₂@c) 3(u@c) {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam u@c bad₃ da {anše}du₂₄-ur₃-ŋa₂-ra-ta naŋ-{d}nanše-še₃ 1(gešʾu@c) 3(u@c) 6(aš@c) {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam naŋ-{d}nanše-ta id₂-gibil-še₃ 2(gešʾu@c) la₂ 2(u@c) {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam id₂-gibil-ta e₂-{d}dimgal-abzu-ka-še₃ 1(gešʾu@c) 6(geš₂@c) {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam e₂-{d}dimgal-abzu-ka-ta mur-gu₄-{d}šara₂-še₃ 1(gešʾu@c) 3(geš₂@c) 1(u@c) {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam mur-gu₄-{d}šara₂-ta x-x-{d}ištaran-še₃ x {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam x-{d}ištaran-ta an-za-gar₃-še₃ x 1(gešʾu) 1(geš₂) 2(u) {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam an-za-gar₃-ta x x {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam im-dub-ba-bi\abs nu-ni-dib na-ru₂-a-bi\abs ki-be₂\n5el3 bi-gi₄ inim {d}ištaran-ta\gen\abl ki-ba\n5al2 na\abs bi-du₃ lu₂ kur-ra\gen ki-bi\abs al-gul-la šu\dat ba-ta-ti-a ab-zah₂-a\gen iri-na\l1 ki muš hul-a-gin₇ saŋ il₂\abs na-du₁₂-du₁₂ e₂-gal hul-a-na ensi₂-bi\l2 zu₂ gig\abs ha-mu-du₃-e,{d}en-lilₓ(E₂)-ra
ud {d}šara₂\erg {d}en-lilₓ(E₂)-ra ra₂-zu ur₄ šag₄-ga\gen\abs e-na-dug₄-ga e-na-ŋen-na\l1 ŋeš-ša₃-ki-dug₃ sipad ki\abs aŋ₂-ŋa₂ {d}šara₂-ke₄ a-x x-še₃ tud-da nir-ŋal₂ saŋ huš ki-en-gi-ke₄ gaba-ŋal₂ nu-gi₄ kur-kur-ra-ke₄ en zag\abs keše₂ {d}nin-ur₄-ke₄ ama šag₄\abs kuš₂ {d}en-ki-ka-ke₄ gu₅-li ki\abs aŋ₂ {d}ištaran-ke₄ ensi₂ kalag-ga {d}en-lilₓ(E₂)-ke₄ lugal mu\abs pad₃\sub {d}inana-ke₄ eg₂-bi\abs mu-ak na-bi\abs mu-du₃ im-dub-ba-be₂\n5el3 pa\abs e-mi-e₃ na-ru₂-a-bi\abs ki-be₂\n5el3 bi-gi₄ x x x x {d}šara₂ x zag na\abs du₃-a {d}šara₂-kam id₂-mah₂-ta id₅-gaba-a-še₃ 4(u@c) 5(aš@c) {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam id₂-gaba-a-ta KA-x zag na\abs du₃-a {d}šara₂-kam zag na\abs du₃-a {d}šara₂-kam HAR-mah₂-ta badₓ(|EZEN×U@c|) {anše}du₂₄-ur₃-ŋa₂-ra-še₃ 6(geš₂@c) 3(u@c) {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam u@c bad₃ da {anše}du₂₄-ur₃-ŋa₂-ra-ta naŋ-{d}nanše-še₃ 1(gešʾu@c) 3(u@c) 6(aš@c) {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam naŋ-{d}nanše-ta id₂-gibil-še₃ 2(gešʾu@c) la₂ 2(u@c) {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam id₂-gibil-ta e₂-{d}dimgal-abzu-ka-še₃ 1(gešʾu@c) 6(geš₂@c) {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam e₂-{d}dimgal-abzu-ka-ta mur-gu₄-{d}šara₂-še₃ 1(gešʾu@c) 3(geš₂@c) 1(u@c) {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam mur-gu₄-{d}šara₂-ta x-x-{d}ištaran-še₃ x {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam x-{d}ištaran-ta an-za-gar₃-še₃ x 1(gešʾu) 1(geš₂) 2(u) {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam an-za-gar₃-ta x x {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam im-dub-ba-bi\abs nu-ni-dib na-ru₂-a-bi\abs ki-be₂\n5el3 bi-gi₄ inim {d}ištaran-ta\gen\abl ki-ba\n5al2 na\abs bi-du₃ lu₂ kur-ra\gen ki-bi\abs al-gul-la šu\dat ba-ta-ti-a ab-zah₂-a\gen iri-na\l1 ki muš hul-a-gin₇ saŋ il₂\abs na-du₁₂-du₁₂ e₂-gal hul-a-na ensi₂-bi\l2 zu₂ gig\abs ha-mu-du₃-e,ra₂-zu ur₄ šag₄-ga\gen\abs
ud {d}šara₂\erg {d}en-lilₓ(E₂)-ra ra₂-zu ur₄ šag₄-ga\gen\abs e-na-dug₄-ga e-na-ŋen-na\l1 ŋeš-ša₃-ki-dug₃ sipad ki\abs aŋ₂-ŋa₂ {d}šara₂-ke₄ a-x x-še₃ tud-da nir-ŋal₂ saŋ huš ki-en-gi-ke₄ gaba-ŋal₂ nu-gi₄ kur-kur-ra-ke₄ en zag\abs keše₂ {d}nin-ur₄-ke₄ ama šag₄\abs kuš₂ {d}en-ki-ka-ke₄ gu₅-li ki\abs aŋ₂ {d}ištaran-ke₄ ensi₂ kalag-ga {d}en-lilₓ(E₂)-ke₄ lugal mu\abs pad₃\sub {d}inana-ke₄ eg₂-bi\abs mu-ak na-bi\abs mu-du₃ im-dub-ba-be₂\n5el3 pa\abs e-mi-e₃ na-ru₂-a-bi\abs ki-be₂\n5el3 bi-gi₄ x x x x {d}šara₂ x zag na\abs du₃-a {d}šara₂-kam id₂-mah₂-ta id₅-gaba-a-še₃ 4(u@c) 5(aš@c) {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam id₂-gaba-a-ta KA-x zag na\abs du₃-a {d}šara₂-kam zag na\abs du₃-a {d}šara₂-kam HAR-mah₂-ta badₓ(|EZEN×U@c|) {anše}du₂₄-ur₃-ŋa₂-ra-še₃ 6(geš₂@c) 3(u@c) {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam u@c bad₃ da {anše}du₂₄-ur₃-ŋa₂-ra-ta naŋ-{d}nanše-še₃ 1(gešʾu@c) 3(u@c) 6(aš@c) {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam naŋ-{d}nanše-ta id₂-gibil-še₃ 2(gešʾu@c) la₂ 2(u@c) {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam id₂-gibil-ta e₂-{d}dimgal-abzu-ka-še₃ 1(gešʾu@c) 6(geš₂@c) {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam e₂-{d}dimgal-abzu-ka-ta mur-gu₄-{d}šara₂-še₃ 1(gešʾu@c) 3(geš₂@c) 1(u@c) {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam mur-gu₄-{d}šara₂-ta x-x-{d}ištaran-še₃ x {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam x-{d}ištaran-ta an-za-gar₃-še₃ x 1(gešʾu) 1(geš₂) 2(u) {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam an-za-gar₃-ta x x {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam im-dub-ba-bi\abs nu-ni-dib na-ru₂-a-bi\abs ki-be₂\n5el3 bi-gi₄ inim {d}ištaran-ta\gen\abl ki-ba\n5al2 na\abs bi-du₃ lu₂ kur-ra\gen ki-bi\abs al-gul-la šu\dat ba-ta-ti-a ab-zah₂-a\gen iri-na\l1 ki muš hul-a-gin₇ saŋ il₂\abs na-du₁₂-du₁₂ e₂-gal hul-a-na ensi₂-bi\l2 zu₂ gig\abs ha-mu-du₃-e,e-na-dug₄-ga
ud {d}šara₂\erg {d}en-lilₓ(E₂)-ra ra₂-zu ur₄ šag₄-ga\gen\abs e-na-dug₄-ga e-na-ŋen-na\l1 ŋeš-ša₃-ki-dug₃ sipad ki\abs aŋ₂-ŋa₂ {d}šara₂-ke₄ a-x x-še₃ tud-da nir-ŋal₂ saŋ huš ki-en-gi-ke₄ gaba-ŋal₂ nu-gi₄ kur-kur-ra-ke₄ en zag\abs keše₂ {d}nin-ur₄-ke₄ ama šag₄\abs kuš₂ {d}en-ki-ka-ke₄ gu₅-li ki\abs aŋ₂ {d}ištaran-ke₄ ensi₂ kalag-ga {d}en-lilₓ(E₂)-ke₄ lugal mu\abs pad₃\sub {d}inana-ke₄ eg₂-bi\abs mu-ak na-bi\abs mu-du₃ im-dub-ba-be₂\n5el3 pa\abs e-mi-e₃ na-ru₂-a-bi\abs ki-be₂\n5el3 bi-gi₄ x x x x {d}šara₂ x zag na\abs du₃-a {d}šara₂-kam id₂-mah₂-ta id₅-gaba-a-še₃ 4(u@c) 5(aš@c) {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam id₂-gaba-a-ta KA-x zag na\abs du₃-a {d}šara₂-kam zag na\abs du₃-a {d}šara₂-kam HAR-mah₂-ta badₓ(|EZEN×U@c|) {anše}du₂₄-ur₃-ŋa₂-ra-še₃ 6(geš₂@c) 3(u@c) {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam u@c bad₃ da {anše}du₂₄-ur₃-ŋa₂-ra-ta naŋ-{d}nanše-še₃ 1(gešʾu@c) 3(u@c) 6(aš@c) {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam naŋ-{d}nanše-ta id₂-gibil-še₃ 2(gešʾu@c) la₂ 2(u@c) {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam id₂-gibil-ta e₂-{d}dimgal-abzu-ka-še₃ 1(gešʾu@c) 6(geš₂@c) {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam e₂-{d}dimgal-abzu-ka-ta mur-gu₄-{d}šara₂-še₃ 1(gešʾu@c) 3(geš₂@c) 1(u@c) {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam mur-gu₄-{d}šara₂-ta x-x-{d}ištaran-še₃ x {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam x-{d}ištaran-ta an-za-gar₃-še₃ x 1(gešʾu) 1(geš₂) 2(u) {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam an-za-gar₃-ta x x {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam im-dub-ba-bi\abs nu-ni-dib na-ru₂-a-bi\abs ki-be₂\n5el3 bi-gi₄ inim {d}ištaran-ta\gen\abl ki-ba\n5al2 na\abs bi-du₃ lu₂ kur-ra\gen ki-bi\abs al-gul-la šu\dat ba-ta-ti-a ab-zah₂-a\gen iri-na\l1 ki muš hul-a-gin₇ saŋ il₂\abs na-du₁₂-du₁₂ e₂-gal hul-a-na ensi₂-bi\l2 zu₂ gig\abs ha-mu-du₃-e,e-na-ŋen-na\l1
ud {d}šara₂\erg {d}en-lilₓ(E₂)-ra ra₂-zu ur₄ šag₄-ga\gen\abs e-na-dug₄-ga e-na-ŋen-na\l1 ŋeš-ša₃-ki-dug₃ sipad ki\abs aŋ₂-ŋa₂ {d}šara₂-ke₄ a-x x-še₃ tud-da nir-ŋal₂ saŋ huš ki-en-gi-ke₄ gaba-ŋal₂ nu-gi₄ kur-kur-ra-ke₄ en zag\abs keše₂ {d}nin-ur₄-ke₄ ama šag₄\abs kuš₂ {d}en-ki-ka-ke₄ gu₅-li ki\abs aŋ₂ {d}ištaran-ke₄ ensi₂ kalag-ga {d}en-lilₓ(E₂)-ke₄ lugal mu\abs pad₃\sub {d}inana-ke₄ eg₂-bi\abs mu-ak na-bi\abs mu-du₃ im-dub-ba-be₂\n5el3 pa\abs e-mi-e₃ na-ru₂-a-bi\abs ki-be₂\n5el3 bi-gi₄ x x x x {d}šara₂ x zag na\abs du₃-a {d}šara₂-kam id₂-mah₂-ta id₅-gaba-a-še₃ 4(u@c) 5(aš@c) {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam id₂-gaba-a-ta KA-x zag na\abs du₃-a {d}šara₂-kam zag na\abs du₃-a {d}šara₂-kam HAR-mah₂-ta badₓ(|EZEN×U@c|) {anše}du₂₄-ur₃-ŋa₂-ra-še₃ 6(geš₂@c) 3(u@c) {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam u@c bad₃ da {anše}du₂₄-ur₃-ŋa₂-ra-ta naŋ-{d}nanše-še₃ 1(gešʾu@c) 3(u@c) 6(aš@c) {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam naŋ-{d}nanše-ta id₂-gibil-še₃ 2(gešʾu@c) la₂ 2(u@c) {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam id₂-gibil-ta e₂-{d}dimgal-abzu-ka-še₃ 1(gešʾu@c) 6(geš₂@c) {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam e₂-{d}dimgal-abzu-ka-ta mur-gu₄-{d}šara₂-še₃ 1(gešʾu@c) 3(geš₂@c) 1(u@c) {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam mur-gu₄-{d}šara₂-ta x-x-{d}ištaran-še₃ x {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam x-{d}ištaran-ta an-za-gar₃-še₃ x 1(gešʾu) 1(geš₂) 2(u) {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam an-za-gar₃-ta x x {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam im-dub-ba-bi\abs nu-ni-dib na-ru₂-a-bi\abs ki-be₂\n5el3 bi-gi₄ inim {d}ištaran-ta\gen\abl ki-ba\n5al2 na\abs bi-du₃ lu₂ kur-ra\gen ki-bi\abs al-gul-la šu\dat ba-ta-ti-a ab-zah₂-a\gen iri-na\l1 ki muš hul-a-gin₇ saŋ il₂\abs na-du₁₂-du₁₂ e₂-gal hul-a-na ensi₂-bi\l2 zu₂ gig\abs ha-mu-du₃-e,ŋeš-ša₃-ki-dug₃ sipad ki\abs aŋ₂-ŋa₂
ud {d}šara₂\erg {d}en-lilₓ(E₂)-ra ra₂-zu ur₄ šag₄-ga\gen\abs e-na-dug₄-ga e-na-ŋen-na\l1 ŋeš-ša₃-ki-dug₃ sipad ki\abs aŋ₂-ŋa₂ {d}šara₂-ke₄ a-x x-še₃ tud-da nir-ŋal₂ saŋ huš ki-en-gi-ke₄ gaba-ŋal₂ nu-gi₄ kur-kur-ra-ke₄ en zag\abs keše₂ {d}nin-ur₄-ke₄ ama šag₄\abs kuš₂ {d}en-ki-ka-ke₄ gu₅-li ki\abs aŋ₂ {d}ištaran-ke₄ ensi₂ kalag-ga {d}en-lilₓ(E₂)-ke₄ lugal mu\abs pad₃\sub {d}inana-ke₄ eg₂-bi\abs mu-ak na-bi\abs mu-du₃ im-dub-ba-be₂\n5el3 pa\abs e-mi-e₃ na-ru₂-a-bi\abs ki-be₂\n5el3 bi-gi₄ x x x x {d}šara₂ x zag na\abs du₃-a {d}šara₂-kam id₂-mah₂-ta id₅-gaba-a-še₃ 4(u@c) 5(aš@c) {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam id₂-gaba-a-ta KA-x zag na\abs du₃-a {d}šara₂-kam zag na\abs du₃-a {d}šara₂-kam HAR-mah₂-ta badₓ(|EZEN×U@c|) {anše}du₂₄-ur₃-ŋa₂-ra-še₃ 6(geš₂@c) 3(u@c) {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam u@c bad₃ da {anše}du₂₄-ur₃-ŋa₂-ra-ta naŋ-{d}nanše-še₃ 1(gešʾu@c) 3(u@c) 6(aš@c) {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam naŋ-{d}nanše-ta id₂-gibil-še₃ 2(gešʾu@c) la₂ 2(u@c) {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam id₂-gibil-ta e₂-{d}dimgal-abzu-ka-še₃ 1(gešʾu@c) 6(geš₂@c) {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam e₂-{d}dimgal-abzu-ka-ta mur-gu₄-{d}šara₂-še₃ 1(gešʾu@c) 3(geš₂@c) 1(u@c) {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam mur-gu₄-{d}šara₂-ta x-x-{d}ištaran-še₃ x {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam x-{d}ištaran-ta an-za-gar₃-še₃ x 1(gešʾu) 1(geš₂) 2(u) {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam an-za-gar₃-ta x x {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam im-dub-ba-bi\abs nu-ni-dib na-ru₂-a-bi\abs ki-be₂\n5el3 bi-gi₄ inim {d}ištaran-ta\gen\abl ki-ba\n5al2 na\abs bi-du₃ lu₂ kur-ra\gen ki-bi\abs al-gul-la šu\dat ba-ta-ti-a ab-zah₂-a\gen iri-na\l1 ki muš hul-a-gin₇ saŋ il₂\abs na-du₁₂-du₁₂ e₂-gal hul-a-na ensi₂-bi\l2 zu₂ gig\abs ha-mu-du₃-e,{d}šara₂-ke₄
ud {d}šara₂\erg {d}en-lilₓ(E₂)-ra ra₂-zu ur₄ šag₄-ga\gen\abs e-na-dug₄-ga e-na-ŋen-na\l1 ŋeš-ša₃-ki-dug₃ sipad ki\abs aŋ₂-ŋa₂ {d}šara₂-ke₄ a-x x-še₃ tud-da nir-ŋal₂ saŋ huš ki-en-gi-ke₄ gaba-ŋal₂ nu-gi₄ kur-kur-ra-ke₄ en zag\abs keše₂ {d}nin-ur₄-ke₄ ama šag₄\abs kuš₂ {d}en-ki-ka-ke₄ gu₅-li ki\abs aŋ₂ {d}ištaran-ke₄ ensi₂ kalag-ga {d}en-lilₓ(E₂)-ke₄ lugal mu\abs pad₃\sub {d}inana-ke₄ eg₂-bi\abs mu-ak na-bi\abs mu-du₃ im-dub-ba-be₂\n5el3 pa\abs e-mi-e₃ na-ru₂-a-bi\abs ki-be₂\n5el3 bi-gi₄ x x x x {d}šara₂ x zag na\abs du₃-a {d}šara₂-kam id₂-mah₂-ta id₅-gaba-a-še₃ 4(u@c) 5(aš@c) {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam id₂-gaba-a-ta KA-x zag na\abs du₃-a {d}šara₂-kam zag na\abs du₃-a {d}šara₂-kam HAR-mah₂-ta badₓ(|EZEN×U@c|) {anše}du₂₄-ur₃-ŋa₂-ra-še₃ 6(geš₂@c) 3(u@c) {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam u@c bad₃ da {anše}du₂₄-ur₃-ŋa₂-ra-ta naŋ-{d}nanše-še₃ 1(gešʾu@c) 3(u@c) 6(aš@c) {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam naŋ-{d}nanše-ta id₂-gibil-še₃ 2(gešʾu@c) la₂ 2(u@c) {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam id₂-gibil-ta e₂-{d}dimgal-abzu-ka-še₃ 1(gešʾu@c) 6(geš₂@c) {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam e₂-{d}dimgal-abzu-ka-ta mur-gu₄-{d}šara₂-še₃ 1(gešʾu@c) 3(geš₂@c) 1(u@c) {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam mur-gu₄-{d}šara₂-ta x-x-{d}ištaran-še₃ x {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam x-{d}ištaran-ta an-za-gar₃-še₃ x 1(gešʾu) 1(geš₂) 2(u) {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam an-za-gar₃-ta x x {ninda}nindaₓ(DU)\abs zag na\abs du₃-a {d}šara₂-kam im-dub-ba-bi\abs nu-ni-dib na-ru₂-a-bi\abs ki-be₂\n5el3 bi-gi₄ inim {d}ištaran-ta\gen\abl ki-ba\n5al2 na\abs bi-du₃ lu₂ kur-ra\gen ki-bi\abs al-gul-la šu\dat ba-ta-ti-a ab-zah₂-a\gen iri-na\l1 ki muš hul-a-gin₇ saŋ il₂\abs na-du₁₂-du₁₂ e₂-gal hul-a-na ensi₂-bi\l2 zu₂ gig\abs ha-mu-du₃-e,a-x x-še₃ tud-da
