Text,Line
ur-{d}nanše lugal lagaš\gen dumu gu-|NI.DU| dumu gur-sar\gen\gen\erg eš₃ ŋir₂-su\gen\abs mu-du₃ {d}šul-šag₄-ga\abs mu-tud gu₂-šu-du₈\abs mu-tud {d}kinda₂-zid\abs mu-tud e₂ {d}nin-mar-ki\gen\abs mu-du₃ {d}lama-u₆-e₃\abs mu-tud {id₅}a-suhur\abs mu-dun eg₂-tir-sig\abs mu-dun {d}en-lilₓ(E₂)-pad₃-da\gen uš gal\poss\abs mu-dun sur₂-du₇-gin₇-du\gen x-x mu-dun nin-REC107-ba-du\abs mu-dun lu₂ inim\n5al2 sig₁₀ {d}nanše\gen\cop,ur-{d}nanše
ur-{d}nanše lugal lagaš\gen dumu gu-|NI.DU| dumu gur-sar\gen\gen\erg eš₃ ŋir₂-su\gen\abs mu-du₃ {d}šul-šag₄-ga\abs mu-tud gu₂-šu-du₈\abs mu-tud {d}kinda₂-zid\abs mu-tud e₂ {d}nin-mar-ki\gen\abs mu-du₃ {d}lama-u₆-e₃\abs mu-tud {id₅}a-suhur\abs mu-dun eg₂-tir-sig\abs mu-dun {d}en-lilₓ(E₂)-pad₃-da\gen uš gal\poss\abs mu-dun sur₂-du₇-gin₇-du\gen x-x mu-dun nin-REC107-ba-du\abs mu-dun lu₂ inim\n5al2 sig₁₀ {d}nanše\gen\cop,lugal
ur-{d}nanše lugal lagaš\gen dumu gu-|NI.DU| dumu gur-sar\gen\gen\erg eš₃ ŋir₂-su\gen\abs mu-du₃ {d}šul-šag₄-ga\abs mu-tud gu₂-šu-du₈\abs mu-tud {d}kinda₂-zid\abs mu-tud e₂ {d}nin-mar-ki\gen\abs mu-du₃ {d}lama-u₆-e₃\abs mu-tud {id₅}a-suhur\abs mu-dun eg₂-tir-sig\abs mu-dun {d}en-lilₓ(E₂)-pad₃-da\gen uš gal\poss\abs mu-dun sur₂-du₇-gin₇-du\gen x-x mu-dun nin-REC107-ba-du\abs mu-dun lu₂ inim\n5al2 sig₁₀ {d}nanše\gen\cop,lagaš\gen
ur-{d}nanše lugal lagaš\gen dumu gu-|NI.DU| dumu gur-sar\gen\gen\erg eš₃ ŋir₂-su\gen\abs mu-du₃ {d}šul-šag₄-ga\abs mu-tud gu₂-šu-du₈\abs mu-tud {d}kinda₂-zid\abs mu-tud e₂ {d}nin-mar-ki\gen\abs mu-du₃ {d}lama-u₆-e₃\abs mu-tud {id₅}a-suhur\abs mu-dun eg₂-tir-sig\abs mu-dun {d}en-lilₓ(E₂)-pad₃-da\gen uš gal\poss\abs mu-dun sur₂-du₇-gin₇-du\gen x-x mu-dun nin-REC107-ba-du\abs mu-dun lu₂ inim\n5al2 sig₁₀ {d}nanše\gen\cop,dumu gu-|NI.DU|
ur-{d}nanše lugal lagaš\gen dumu gu-|NI.DU| dumu gur-sar\gen\gen\erg eš₃ ŋir₂-su\gen\abs mu-du₃ {d}šul-šag₄-ga\abs mu-tud gu₂-šu-du₈\abs mu-tud {d}kinda₂-zid\abs mu-tud e₂ {d}nin-mar-ki\gen\abs mu-du₃ {d}lama-u₆-e₃\abs mu-tud {id₅}a-suhur\abs mu-dun eg₂-tir-sig\abs mu-dun {d}en-lilₓ(E₂)-pad₃-da\gen uš gal\poss\abs mu-dun sur₂-du₇-gin₇-du\gen x-x mu-dun nin-REC107-ba-du\abs mu-dun lu₂ inim\n5al2 sig₁₀ {d}nanše\gen\cop,dumu gur-sar\gen\gen\erg
ur-{d}nanše lugal lagaš\gen dumu gu-|NI.DU| dumu gur-sar\gen\gen\erg eš₃ ŋir₂-su\gen\abs mu-du₃ {d}šul-šag₄-ga\abs mu-tud gu₂-šu-du₈\abs mu-tud {d}kinda₂-zid\abs mu-tud e₂ {d}nin-mar-ki\gen\abs mu-du₃ {d}lama-u₆-e₃\abs mu-tud {id₅}a-suhur\abs mu-dun eg₂-tir-sig\abs mu-dun {d}en-lilₓ(E₂)-pad₃-da\gen uš gal\poss\abs mu-dun sur₂-du₇-gin₇-du\gen x-x mu-dun nin-REC107-ba-du\abs mu-dun lu₂ inim\n5al2 sig₁₀ {d}nanše\gen\cop,eš₃ ŋir₂-su\gen\abs
ur-{d}nanše lugal lagaš\gen dumu gu-|NI.DU| dumu gur-sar\gen\gen\erg eš₃ ŋir₂-su\gen\abs mu-du₃ {d}šul-šag₄-ga\abs mu-tud gu₂-šu-du₈\abs mu-tud {d}kinda₂-zid\abs mu-tud e₂ {d}nin-mar-ki\gen\abs mu-du₃ {d}lama-u₆-e₃\abs mu-tud {id₅}a-suhur\abs mu-dun eg₂-tir-sig\abs mu-dun {d}en-lilₓ(E₂)-pad₃-da\gen uš gal\poss\abs mu-dun sur₂-du₇-gin₇-du\gen x-x mu-dun nin-REC107-ba-du\abs mu-dun lu₂ inim\n5al2 sig₁₀ {d}nanše\gen\cop,mu-du₃
ur-{d}nanše lugal lagaš\gen dumu gu-|NI.DU| dumu gur-sar\gen\gen\erg eš₃ ŋir₂-su\gen\abs mu-du₃ {d}šul-šag₄-ga\abs mu-tud gu₂-šu-du₈\abs mu-tud {d}kinda₂-zid\abs mu-tud e₂ {d}nin-mar-ki\gen\abs mu-du₃ {d}lama-u₆-e₃\abs mu-tud {id₅}a-suhur\abs mu-dun eg₂-tir-sig\abs mu-dun {d}en-lilₓ(E₂)-pad₃-da\gen uš gal\poss\abs mu-dun sur₂-du₇-gin₇-du\gen x-x mu-dun nin-REC107-ba-du\abs mu-dun lu₂ inim\n5al2 sig₁₀ {d}nanše\gen\cop,{d}šul-šag₄-ga\abs
ur-{d}nanše lugal lagaš\gen dumu gu-|NI.DU| dumu gur-sar\gen\gen\erg eš₃ ŋir₂-su\gen\abs mu-du₃ {d}šul-šag₄-ga\abs mu-tud gu₂-šu-du₈\abs mu-tud {d}kinda₂-zid\abs mu-tud e₂ {d}nin-mar-ki\gen\abs mu-du₃ {d}lama-u₆-e₃\abs mu-tud {id₅}a-suhur\abs mu-dun eg₂-tir-sig\abs mu-dun {d}en-lilₓ(E₂)-pad₃-da\gen uš gal\poss\abs mu-dun sur₂-du₇-gin₇-du\gen x-x mu-dun nin-REC107-ba-du\abs mu-dun lu₂ inim\n5al2 sig₁₀ {d}nanše\gen\cop,mu-tud
ur-{d}nanše lugal lagaš\gen dumu gu-|NI.DU| dumu gur-sar\gen\gen\erg eš₃ ŋir₂-su\gen\abs mu-du₃ {d}šul-šag₄-ga\abs mu-tud gu₂-šu-du₈\abs mu-tud {d}kinda₂-zid\abs mu-tud e₂ {d}nin-mar-ki\gen\abs mu-du₃ {d}lama-u₆-e₃\abs mu-tud {id₅}a-suhur\abs mu-dun eg₂-tir-sig\abs mu-dun {d}en-lilₓ(E₂)-pad₃-da\gen uš gal\poss\abs mu-dun sur₂-du₇-gin₇-du\gen x-x mu-dun nin-REC107-ba-du\abs mu-dun lu₂ inim\n5al2 sig₁₀ {d}nanše\gen\cop,gu₂-šu-du₈\abs
