Text,Line
e₂ {d}nin-ŋir₂-su lugal-na-ta alan gu₃-de₂-a ensi₂ lagaš{ki}\gen lu₂ e₂-ninnu in-du₃-a-ke₄\n5edat 1(diš) sila₃ kaš\abs 1(diš) sila₃ ninda\abs 1/2(diš) sila₃ zid₂-dub-dub\abs 1/2(diš) sila₃ niŋ₂-ar₃-ra imŋaŋa₃(|ZIZ₂.AN|)\abs sa₂-dug₄\abs ba-ŋal₂-la-am₃ ensi₂ inim\abs bi₂-ib₂-gi₄-gi₄-a me {d}nin-ŋir₂-su-ka\abs ba-ni-ib₂-la₂-a\gen sa₂-dug₄-na\n5al2 e₂ {d}nin-ŋir₂-su-ka-ta inim\abs he₂-eb₂-gi₄\v14sg3s ka-ga₁₄-ni\abs he₂-keše₂\v14sg3s {d}nin-ŋir₂-su ur-saŋ kalag-ga {d}en-lil₂-la₂-ra gu₃-de₂-a mu gil-sa\gen ensi₂ lagaš{ki}\gen sipad šag₄-ge\n5el3 pad₃-da {d}nin-ŋir₂-su-ka-ke₄ igi zid\abs bar-ra {d}nanše-ke₄ a₂\abs šum₂-ma {d}nin-dar-a-ke₄ lu₂ inim-ma\n5al2 sig₁₀-ga {d}ba-u₂-ke₄ dumu tud-da {d}ŋa₂-tum₃-dug₃-ke₄ nam-nir-ŋal₂\abs ŋidru mah šum₂-ma {d}ig-alim-ka-ke₄ zi-šag₄-ŋal₂-la\l1 šu daŋal\abs dug₄-ga {d}šul-šag₄-ga-na-ka-ke₄ saŋ zid unken-na\l1 pa\abs e₃-a {d}nin-ŋeš-zid-da diŋir-ra-na-ke₄ ud {d}nin-ŋir₂-su-ke₄ iri-ni-še₃ igi zid\abs im-ši-bar-ra gu₃-de₂-a\abs sipad zid-še₃ kalam-ma\l1 ba-ni-pad₃-da-a\l1 šag₄ lu₂ |ŠAR₂×U@g|-ta šu-ni\abs ba-ta-an-dab₅-ba-a\v5nh3 iri\abs mu-kug izi\abs im-ma-ta-la₂\v5nh3 {ŋeš}u₃-šub\abs mu-ŋar šeg₁₂\abs maš-e\n5el3 bi₂-pad₃\v10l3 lu₂ uzug₅-ga\gen ni₂\abs ŋal₂\abs lu₂ si-gi₄-a ŋeš₃ bir₂\abs munus kiŋ₂\abs dug₄-ga\abs iri-ta im-ta-e₃ dupsik-bi\abs munus-e nu-il₂ saŋ-ur-saŋ-e mu-na-du₃ e₂ {d}nin-ŋir₂-su-ka\abs eridug{ki}-gin₇ ki sikil-la\n5al2 bi₂-du₃ usan₃\abs la-ba-sag₃\v14sg3s {kuš}a₂-si\abs la-ba-sag₃\v14sg3s ama\erg dumu-ni\n5ral2 niŋ₂\abs nu-ma-ni-ra šagina nu-banda₃ ugula lu₂ zig₃-ga kiŋ₂-a\l2 gub-ba-ba-ka siki {ŋeš}garigₓ(|ZUM×LAGAB|)\abs ak\abs nam-ugula\abs šu-ba\l1 mu-ŋal₂-am₃\v14sg3s ki-mah iri-ka\l1 al\abs nu-ŋar\v14sg3s addaₓ(|LU₂@s×BAD|)\abs ki\l3 nu-de₆\v11bl3\v14sg3s gala-e balaŋ\abs nu-gub er₂\abs nu-ta-e₃ ama-er₂-ke₄ er₂\abs nu-bi₂-dug₄ ki-sur-ra lagaš{ki}-ka\l1 lu₂ di\abs tuku\abs ki nam-erim₂-še₃ lu₂\erg nu-tum₂ lu₂ ur₅-ra\abs e₂ lu₂-ka nu-kur₉(REC145)\v10l1\v14sg3s {d}nin-ŋir₂-su lugal-a-ni\dat niŋ₂-du₇-e\n5el3 pa\abs mu-na-e₃ e₂-ninnu-anzud₂{mušen}-babbar₂-ra-ni\abs mu-na-du₃ ki-be₂\n5el3 mu-na-gi₄ šag₄-ba gi-gun₄ ki\abs aŋ₂-ni\abs {šim}eren-na\l1 mu-na-ni-du₃ ud e₂ {d}nin-ŋir₂-su-ka\abs mu-du₃-a\l1 {d}nin-ŋir₂-su lugal ki\abs aŋ₂-ni-e a-ab-ba igi-nim-ta a-ab-ba sig-ga-še₃ ŋiri₃-be₂\n5el3 ŋal₂\abs mu-na-taka₄ ama-a-num₂ hur-saŋ eren-ta {ŋeš}eren gid₂-bi\abs 1(geš₂) kuš₃\abs {ŋeš}eren gid₂-bi\abs 5(u) kuš₃\abs {ŋeš}taškarin gid₂-bi\abs 2(u) 5(diš) kuš₃\abs ad-še₃ mu-ak-ak kur-bi\abl im-ta-ed₃ šar₂-ur₃ a-ma-ru me₃-ka-ni\abs mu-na-du₃ šar₂-gaz {urud}gag igi imin\abs mu-na-du₃ {urud}gag dur₁₀ da-ga₃-ni\abs mu-na-du₃ {urud}gag dur₁₀-al-lu₅-ni\abs mu-na-du₃ {ŋeš}eren-bi\abs ig gal-še₃ mu-dim₂ ul kug-ga\l1 mi-ni-gun₃ e₂-ninnu-a mu-na-šuₓ(|DU.DU|) e₂ mah ki a šeₓ(SIG)\abs de₂-da-na\l3 ŋeš-ur₃-še₃ mu-na-ŋar iri ur-su{ki} hur-saŋ eb-la-ta {ŋeš}za-ba-lum\abs {ŋeš}u₃-suh₅ gal-gal\abs {ŋeš}tu-lu-bu-um\abs ŋeš-kur\abs ad-še₃ mu-ak-ak e₂-ninnu-a\n5al2 ŋeš-ur₃-še₃ mu-na-ŋar u₃-ma-num₂ hur-saŋ me-nu-a-ta pu₃-sal-la hur-saŋ mar-du₂-ta {na₄}na gal\abs im-ta-ed₃ na-ru₂-a-še₃ mu-dim₂ kisal e₂-ninnu-ka mu-na-ni-du₃ ti-da-num₂ hur-saŋ mar-du₂-ta ŋešnu-gal\abs lagab-bi-a\l1 mi-ni-de₆ ur-pad-da-še₃ mu-na-dim₂-dim₂ saŋ-gul-še₃ e₂-a\l1 mi-ni-sig₉-sig₉ abul-at{ki} hur-saŋ ki-maš-ka urud\abs mu-ni-ba-al šitaₓ(|KAK.GIŠ|) ub-e nu-il₂-še₃ mu-na-dim₂ kur me-luh-ha\abl {ŋeš}esi\abs im-ta-ed₃ mu-na-du₃ lagab nir₃\abs im-ta-ed₃ šitaₓ(|KAK.GIŠ|) ur saŋ eš₅-še₃ mu-na-dim₂ kug-sig₁₇\abs sahar-ba\l1 hur-saŋ ha-hu-um-ta im-ta-ed₃ šitaₓ(|KAK.GIŠ|) ur saŋ eš₅-a\n5al2 mu-na-ŋar kug-sig₁₇\abs sahar-ba\l1 kur me-luh-ha-ta im-ta-ed₃ e₂-mar-uru₅-še₃ mu-na-dim₂ ab₂-ri\abs im-ta-ed₃ gu-bi-in{ki} kur {ŋeš}ha-lu-ub₂-ta {ŋeš}ha-lu-ub₂\abs im-ta-ed₃ mušen šar₂-ur₃-še₃ mu-na-dim₂ ma-ad-ga{ki} hur-saŋ id₂-lu₂-ru-da-ta esir₂ gun₂ |ŠAR₂×KASKAL| im-ta-ed₃ ki-sa₂ e₂-ninnu-ka mu-ni-du₃ {im}ha-um\abs im-ta-ed₃ hur-saŋ bar-me-ta {na₄}na lu-a\abs ma₂ gal-gal-a\n5al2 im-mi-si-si ur₂ e₂-ninnu-ka mu-na-ni-gur {ŋeš}tukul\com iri an-ša-an elam{ki}\gen\abs mu-sag₃ nam-ra-ak-bi\abs {d}nin-ŋir₂-su-ra e₂-ninnu-a mu-na-ni-kur₉(REC145) gu₃-de₂-a ensi₂ lagaš{ki}-ke₄ ud e₂-ninnu\abs {d}nin-ŋir₂-su-ra mu-na-du₃-a\l1 gil-sa\adv im-mi-ak\v10l3 e₂ ur₅-gin₇ dim₂-ma\abs ensi₂ dili-e {d}nin-ŋir₂-su-ra nu-na-du₃ na-mu-du₃ mu\abs mu-sar niŋ₂-du₇\l3 pa\abs bi₂-e₃\v10l3 inim dug₄-ga {d}nin-ŋir₂-su-ka-ke₄\n5el3 šu zid\abs im-mi-ŋar\v10l3 kur ma₂-gan{ki}-ta {na₄}esi\abs im-ta-ed₃ alan-na-še₃ mu-tud lugal-ŋu₁₀\dat e₂-a-ni\abs mu-na-du₃ nam-til₃\abs niŋ₂-ba-ŋu₁₀\abs mu-še₃ mu-na-še₂₁ e₂-ninnu-a mu-na-ni-kur₉(REC145) gu₃-de₂-a\erg alan-e\n5edat inim\abs im-ma-šum₂-mu alan\abs lugal-ŋu₁₀\dat u₃-na-dug₄\v11sg2a ud e₂-ninnu e₂ ki\abs aŋ₂-ŋa₂-ni\abs mu-na-du₃-a\v11sg1a\l1 ur₅\abs mu-du₈\v11sg1a šu-šu\abs mu-luh\v11sg1a ud imin-am₃ še\abs la-ba-ara₃\v14sg3s geme₂\abs nin-a-ni\com mu-da-sa₂-am₃\v14sg3s arad₂-de₃ lugal-ni\com zag\abs mu-da-ša₄-am₃ iri-ŋa₂\gen u₂-sig-ni\abs zag-ba\l1 mu-da-nu₂-am₃ niŋ₂-erim₂\abs e₂-bi-a\n5al2 im-mi-gi₄\v11sg1a niŋ₂ gen₆-gen₆-na {d}nanše {d}nin-ŋir₂-su-ka-še₃ en₃\abs im-ma-ši-tar\v5nh3\v11sg1a nu-siki\abs lu₂ niŋ₂-tuku\dat nu-mu-na-ŋar\v11sg1a na-ma-kuš\abs lu₂ a₂-tuku\dat nu-na-ŋar\v11sg1a e₂ ibila\abs nu-tuku\gen dumu-munus-bi\abs i₃-bi₂-la-ba\l1 mi-ni-kur₉(REC145)\v11sg1a alan-na inim-še₃ im-ma-dab₅ alan-e\dem1 u₃ kug\abs nu za-gin₃\abs nu-ga-am₃ u₃ urud\abs nu u₃ an-na\abs nu zabar\abs nu kiŋ₂-ŋe₂₆\n5edat lu₂\erg nu-ba-ŋa₂-ŋa₂ {na₄}esi-am₃ ki-a-naŋ-e\n5edat ha-ba-gub\v14sg3s niŋ₂-a₂-zig₃-ga-ka\l1 lu₂\erg nam-mi-gul-e alan igi-zu {d}nin-ŋir₂-su-ka-kam alan gu₃-de₂-a ensi₂ lagaš{ki}-ka lu₂ e₂-ninnu {d}nin-ŋir₂-su-ka\abs in-du₃-a\gen\abs lu₂ e₂-ninnu-ta im-ta-ab-|E₃.E₃|-a mu-sar-ra-bi\abs šu\abl ib₂-ta-ab-uru₁₂-a lu₂ ib₂-zi-re-a zag mu dug₃-ka\l1 lu₂ diŋir-ŋu₁₀-gin₇ diŋir-ra-ni\dat {d}nin-ŋir₂-su lugal-ŋu₁₀\erg uŋ₃-ŋa₂\l1 gu₃\abs u₃-na-de₂-a di-kud-a-ŋa₂\l1 šu\abs ni-ib₂-bala-e-a niŋ₂-ba-ŋa₂\l2 ba-a-gi₄-gi₄-da\v14sg3s en₃-du zu₂\abs keše₂-ra₂-ŋu₁₀\abl mu-ŋu₁₀\abs u₃-ta-ŋar mu-ni\abs ba-ŋa₂-ŋa₂ kisal {d}nin-ŋir₂-su lugal-ŋa₂-ka\l1 eš₃-eš₃ ŋar-ra-be₂\n5el3 bi₂-ib₂-da₁₃-da₁₃-a\v10l3 igi-ni-še₃ nu-tuku-a ud ul-li₂-a-ta numun\abs i-a-ta ensi₂ lagaš{ki}\gen\abs e₂-ninnu\abs {d}nin-ŋir₂-su lugal-ŋu₁₀\dat u₃-na-du₃-a\abs lu₂ niŋ₂-du₇-e\n5el3 pa\abs e₃-a-am₃ ka-ga₁₄-ni\abs lu₂\erg nu-u₃-kur₂-e di-kud-a-na\l1 šu\abs nu-bala-e gu₃-de₂-a ensi₂ lagaš{ki}-ka lu₂ inim-ni\abs ib₂-kur₂-a di-kud-a-na\l1 šu\abs ni-ib₂-bala-e-a\gen an-e {d}en-lil₂-e {d}nin-hur-saŋ-ke₄ {d}en-ki dug₄-ga zid-da-ke₄ {d}suen mu-ni\abs lu₂\erg nu-du₈-de₃\erg {d}nin-ŋir₂-su lugal {ŋeš}tukul-ke₄ {d}nanše nin in-dub-ba-ke₄ {d}nin-dar-a lugal ur-saŋ-e ama lagaš{ki} kug {d}ŋa₂-tum₃-dug₃-e {d}ba-u₂ nin dumu-saŋ an-na-ke₄ {d}inana nin me₃-ke₄ {d}utu lugal ni-si₃-ga-ke₄ {d}hendur-saŋ niŋir kalam-ma-ke₄ {d}ig-alim-ke₄ {d}šul-šag₄-ga-na-ke₄ {d}nin-mar-ki dumu-saŋ {d}nanše-ke₄ {d}dumu-zid-abzu nin ki-nu-nir{ki}-ke₄ diŋir-ŋu₁₀ {d}nin-ŋeš-zid-da-ke₄ nam\abs tar-ra-ni\abs he₂-dab₆-kur₂-ne gud-gin₇ ud ne-na\l1 he₂-gaz\v14sg3s am-gin₇ a₂ huš-na\l1 he₂-dab₅\v10l1\v14sg3s {ŋeš}dur₂-ŋar lu₂\erg mu-na-gub-a-ni\abl sahar-ra\l1 he₂-em-ta-tuš\v14sg3s tukumₓ(|ŠU.TUR|)-bi mu-bi\abs šu\abl uru₁₂-de₃\n5edat ŋeštug₂\abs he₂-em-ši-gub mu-ni\abs e₂ diŋir-ra-na-ta kišib₃-ta he₂-em-ta-ŋar\v14sg3s diŋir-ra-ne₂ uŋ₃-ŋa₂\l1 ra-a igi\abs na-ši-bar-re im\abs an-na\n5al2 he₂-da-a-gi₄\v14sg3s a\abs ki-a\n5al2 he₂-da-a-gi₄\v14sg3s mu nu-ŋal₂-la\gen\abs ha-mu-na-ta-e₃\v14sg3s bala-a-na\l1 še-ŋar\abs he₂-ŋal₂\v14sg3s lu₂-bi\dem2\abs lu₂ lu₂ si\abs sa₂-ra niŋ₂-erim₂\abs ak-gin₇ BAD-bi an-na ur₃ uru₁₈(|URU×A|) he₂-mi-ŋal₂ šu\abs na-ni-ba-re gaba-ŋal₂ diŋir-re-ne-ka en {d}nin-ŋir₂-su-ka nam-mah-a-ni\abs kalam-e he₂-zu-zu,e₂ {d}nin-ŋir₂-su
e₂ {d}nin-ŋir₂-su lugal-na-ta alan gu₃-de₂-a ensi₂ lagaš{ki}\gen lu₂ e₂-ninnu in-du₃-a-ke₄\n5edat 1(diš) sila₃ kaš\abs 1(diš) sila₃ ninda\abs 1/2(diš) sila₃ zid₂-dub-dub\abs 1/2(diš) sila₃ niŋ₂-ar₃-ra imŋaŋa₃(|ZIZ₂.AN|)\abs sa₂-dug₄\abs ba-ŋal₂-la-am₃ ensi₂ inim\abs bi₂-ib₂-gi₄-gi₄-a me {d}nin-ŋir₂-su-ka\abs ba-ni-ib₂-la₂-a\gen sa₂-dug₄-na\n5al2 e₂ {d}nin-ŋir₂-su-ka-ta inim\abs he₂-eb₂-gi₄\v14sg3s ka-ga₁₄-ni\abs he₂-keše₂\v14sg3s {d}nin-ŋir₂-su ur-saŋ kalag-ga {d}en-lil₂-la₂-ra gu₃-de₂-a mu gil-sa\gen ensi₂ lagaš{ki}\gen sipad šag₄-ge\n5el3 pad₃-da {d}nin-ŋir₂-su-ka-ke₄ igi zid\abs bar-ra {d}nanše-ke₄ a₂\abs šum₂-ma {d}nin-dar-a-ke₄ lu₂ inim-ma\n5al2 sig₁₀-ga {d}ba-u₂-ke₄ dumu tud-da {d}ŋa₂-tum₃-dug₃-ke₄ nam-nir-ŋal₂\abs ŋidru mah šum₂-ma {d}ig-alim-ka-ke₄ zi-šag₄-ŋal₂-la\l1 šu daŋal\abs dug₄-ga {d}šul-šag₄-ga-na-ka-ke₄ saŋ zid unken-na\l1 pa\abs e₃-a {d}nin-ŋeš-zid-da diŋir-ra-na-ke₄ ud {d}nin-ŋir₂-su-ke₄ iri-ni-še₃ igi zid\abs im-ši-bar-ra gu₃-de₂-a\abs sipad zid-še₃ kalam-ma\l1 ba-ni-pad₃-da-a\l1 šag₄ lu₂ |ŠAR₂×U@g|-ta šu-ni\abs ba-ta-an-dab₅-ba-a\v5nh3 iri\abs mu-kug izi\abs im-ma-ta-la₂\v5nh3 {ŋeš}u₃-šub\abs mu-ŋar šeg₁₂\abs maš-e\n5el3 bi₂-pad₃\v10l3 lu₂ uzug₅-ga\gen ni₂\abs ŋal₂\abs lu₂ si-gi₄-a ŋeš₃ bir₂\abs munus kiŋ₂\abs dug₄-ga\abs iri-ta im-ta-e₃ dupsik-bi\abs munus-e nu-il₂ saŋ-ur-saŋ-e mu-na-du₃ e₂ {d}nin-ŋir₂-su-ka\abs eridug{ki}-gin₇ ki sikil-la\n5al2 bi₂-du₃ usan₃\abs la-ba-sag₃\v14sg3s {kuš}a₂-si\abs la-ba-sag₃\v14sg3s ama\erg dumu-ni\n5ral2 niŋ₂\abs nu-ma-ni-ra šagina nu-banda₃ ugula lu₂ zig₃-ga kiŋ₂-a\l2 gub-ba-ba-ka siki {ŋeš}garigₓ(|ZUM×LAGAB|)\abs ak\abs nam-ugula\abs šu-ba\l1 mu-ŋal₂-am₃\v14sg3s ki-mah iri-ka\l1 al\abs nu-ŋar\v14sg3s addaₓ(|LU₂@s×BAD|)\abs ki\l3 nu-de₆\v11bl3\v14sg3s gala-e balaŋ\abs nu-gub er₂\abs nu-ta-e₃ ama-er₂-ke₄ er₂\abs nu-bi₂-dug₄ ki-sur-ra lagaš{ki}-ka\l1 lu₂ di\abs tuku\abs ki nam-erim₂-še₃ lu₂\erg nu-tum₂ lu₂ ur₅-ra\abs e₂ lu₂-ka nu-kur₉(REC145)\v10l1\v14sg3s {d}nin-ŋir₂-su lugal-a-ni\dat niŋ₂-du₇-e\n5el3 pa\abs mu-na-e₃ e₂-ninnu-anzud₂{mušen}-babbar₂-ra-ni\abs mu-na-du₃ ki-be₂\n5el3 mu-na-gi₄ šag₄-ba gi-gun₄ ki\abs aŋ₂-ni\abs {šim}eren-na\l1 mu-na-ni-du₃ ud e₂ {d}nin-ŋir₂-su-ka\abs mu-du₃-a\l1 {d}nin-ŋir₂-su lugal ki\abs aŋ₂-ni-e a-ab-ba igi-nim-ta a-ab-ba sig-ga-še₃ ŋiri₃-be₂\n5el3 ŋal₂\abs mu-na-taka₄ ama-a-num₂ hur-saŋ eren-ta {ŋeš}eren gid₂-bi\abs 1(geš₂) kuš₃\abs {ŋeš}eren gid₂-bi\abs 5(u) kuš₃\abs {ŋeš}taškarin gid₂-bi\abs 2(u) 5(diš) kuš₃\abs ad-še₃ mu-ak-ak kur-bi\abl im-ta-ed₃ šar₂-ur₃ a-ma-ru me₃-ka-ni\abs mu-na-du₃ šar₂-gaz {urud}gag igi imin\abs mu-na-du₃ {urud}gag dur₁₀ da-ga₃-ni\abs mu-na-du₃ {urud}gag dur₁₀-al-lu₅-ni\abs mu-na-du₃ {ŋeš}eren-bi\abs ig gal-še₃ mu-dim₂ ul kug-ga\l1 mi-ni-gun₃ e₂-ninnu-a mu-na-šuₓ(|DU.DU|) e₂ mah ki a šeₓ(SIG)\abs de₂-da-na\l3 ŋeš-ur₃-še₃ mu-na-ŋar iri ur-su{ki} hur-saŋ eb-la-ta {ŋeš}za-ba-lum\abs {ŋeš}u₃-suh₅ gal-gal\abs {ŋeš}tu-lu-bu-um\abs ŋeš-kur\abs ad-še₃ mu-ak-ak e₂-ninnu-a\n5al2 ŋeš-ur₃-še₃ mu-na-ŋar u₃-ma-num₂ hur-saŋ me-nu-a-ta pu₃-sal-la hur-saŋ mar-du₂-ta {na₄}na gal\abs im-ta-ed₃ na-ru₂-a-še₃ mu-dim₂ kisal e₂-ninnu-ka mu-na-ni-du₃ ti-da-num₂ hur-saŋ mar-du₂-ta ŋešnu-gal\abs lagab-bi-a\l1 mi-ni-de₆ ur-pad-da-še₃ mu-na-dim₂-dim₂ saŋ-gul-še₃ e₂-a\l1 mi-ni-sig₉-sig₉ abul-at{ki} hur-saŋ ki-maš-ka urud\abs mu-ni-ba-al šitaₓ(|KAK.GIŠ|) ub-e nu-il₂-še₃ mu-na-dim₂ kur me-luh-ha\abl {ŋeš}esi\abs im-ta-ed₃ mu-na-du₃ lagab nir₃\abs im-ta-ed₃ šitaₓ(|KAK.GIŠ|) ur saŋ eš₅-še₃ mu-na-dim₂ kug-sig₁₇\abs sahar-ba\l1 hur-saŋ ha-hu-um-ta im-ta-ed₃ šitaₓ(|KAK.GIŠ|) ur saŋ eš₅-a\n5al2 mu-na-ŋar kug-sig₁₇\abs sahar-ba\l1 kur me-luh-ha-ta im-ta-ed₃ e₂-mar-uru₅-še₃ mu-na-dim₂ ab₂-ri\abs im-ta-ed₃ gu-bi-in{ki} kur {ŋeš}ha-lu-ub₂-ta {ŋeš}ha-lu-ub₂\abs im-ta-ed₃ mušen šar₂-ur₃-še₃ mu-na-dim₂ ma-ad-ga{ki} hur-saŋ id₂-lu₂-ru-da-ta esir₂ gun₂ |ŠAR₂×KASKAL| im-ta-ed₃ ki-sa₂ e₂-ninnu-ka mu-ni-du₃ {im}ha-um\abs im-ta-ed₃ hur-saŋ bar-me-ta {na₄}na lu-a\abs ma₂ gal-gal-a\n5al2 im-mi-si-si ur₂ e₂-ninnu-ka mu-na-ni-gur {ŋeš}tukul\com iri an-ša-an elam{ki}\gen\abs mu-sag₃ nam-ra-ak-bi\abs {d}nin-ŋir₂-su-ra e₂-ninnu-a mu-na-ni-kur₉(REC145) gu₃-de₂-a ensi₂ lagaš{ki}-ke₄ ud e₂-ninnu\abs {d}nin-ŋir₂-su-ra mu-na-du₃-a\l1 gil-sa\adv im-mi-ak\v10l3 e₂ ur₅-gin₇ dim₂-ma\abs ensi₂ dili-e {d}nin-ŋir₂-su-ra nu-na-du₃ na-mu-du₃ mu\abs mu-sar niŋ₂-du₇\l3 pa\abs bi₂-e₃\v10l3 inim dug₄-ga {d}nin-ŋir₂-su-ka-ke₄\n5el3 šu zid\abs im-mi-ŋar\v10l3 kur ma₂-gan{ki}-ta {na₄}esi\abs im-ta-ed₃ alan-na-še₃ mu-tud lugal-ŋu₁₀\dat e₂-a-ni\abs mu-na-du₃ nam-til₃\abs niŋ₂-ba-ŋu₁₀\abs mu-še₃ mu-na-še₂₁ e₂-ninnu-a mu-na-ni-kur₉(REC145) gu₃-de₂-a\erg alan-e\n5edat inim\abs im-ma-šum₂-mu alan\abs lugal-ŋu₁₀\dat u₃-na-dug₄\v11sg2a ud e₂-ninnu e₂ ki\abs aŋ₂-ŋa₂-ni\abs mu-na-du₃-a\v11sg1a\l1 ur₅\abs mu-du₈\v11sg1a šu-šu\abs mu-luh\v11sg1a ud imin-am₃ še\abs la-ba-ara₃\v14sg3s geme₂\abs nin-a-ni\com mu-da-sa₂-am₃\v14sg3s arad₂-de₃ lugal-ni\com zag\abs mu-da-ša₄-am₃ iri-ŋa₂\gen u₂-sig-ni\abs zag-ba\l1 mu-da-nu₂-am₃ niŋ₂-erim₂\abs e₂-bi-a\n5al2 im-mi-gi₄\v11sg1a niŋ₂ gen₆-gen₆-na {d}nanše {d}nin-ŋir₂-su-ka-še₃ en₃\abs im-ma-ši-tar\v5nh3\v11sg1a nu-siki\abs lu₂ niŋ₂-tuku\dat nu-mu-na-ŋar\v11sg1a na-ma-kuš\abs lu₂ a₂-tuku\dat nu-na-ŋar\v11sg1a e₂ ibila\abs nu-tuku\gen dumu-munus-bi\abs i₃-bi₂-la-ba\l1 mi-ni-kur₉(REC145)\v11sg1a alan-na inim-še₃ im-ma-dab₅ alan-e\dem1 u₃ kug\abs nu za-gin₃\abs nu-ga-am₃ u₃ urud\abs nu u₃ an-na\abs nu zabar\abs nu kiŋ₂-ŋe₂₆\n5edat lu₂\erg nu-ba-ŋa₂-ŋa₂ {na₄}esi-am₃ ki-a-naŋ-e\n5edat ha-ba-gub\v14sg3s niŋ₂-a₂-zig₃-ga-ka\l1 lu₂\erg nam-mi-gul-e alan igi-zu {d}nin-ŋir₂-su-ka-kam alan gu₃-de₂-a ensi₂ lagaš{ki}-ka lu₂ e₂-ninnu {d}nin-ŋir₂-su-ka\abs in-du₃-a\gen\abs lu₂ e₂-ninnu-ta im-ta-ab-|E₃.E₃|-a mu-sar-ra-bi\abs šu\abl ib₂-ta-ab-uru₁₂-a lu₂ ib₂-zi-re-a zag mu dug₃-ka\l1 lu₂ diŋir-ŋu₁₀-gin₇ diŋir-ra-ni\dat {d}nin-ŋir₂-su lugal-ŋu₁₀\erg uŋ₃-ŋa₂\l1 gu₃\abs u₃-na-de₂-a di-kud-a-ŋa₂\l1 šu\abs ni-ib₂-bala-e-a niŋ₂-ba-ŋa₂\l2 ba-a-gi₄-gi₄-da\v14sg3s en₃-du zu₂\abs keše₂-ra₂-ŋu₁₀\abl mu-ŋu₁₀\abs u₃-ta-ŋar mu-ni\abs ba-ŋa₂-ŋa₂ kisal {d}nin-ŋir₂-su lugal-ŋa₂-ka\l1 eš₃-eš₃ ŋar-ra-be₂\n5el3 bi₂-ib₂-da₁₃-da₁₃-a\v10l3 igi-ni-še₃ nu-tuku-a ud ul-li₂-a-ta numun\abs i-a-ta ensi₂ lagaš{ki}\gen\abs e₂-ninnu\abs {d}nin-ŋir₂-su lugal-ŋu₁₀\dat u₃-na-du₃-a\abs lu₂ niŋ₂-du₇-e\n5el3 pa\abs e₃-a-am₃ ka-ga₁₄-ni\abs lu₂\erg nu-u₃-kur₂-e di-kud-a-na\l1 šu\abs nu-bala-e gu₃-de₂-a ensi₂ lagaš{ki}-ka lu₂ inim-ni\abs ib₂-kur₂-a di-kud-a-na\l1 šu\abs ni-ib₂-bala-e-a\gen an-e {d}en-lil₂-e {d}nin-hur-saŋ-ke₄ {d}en-ki dug₄-ga zid-da-ke₄ {d}suen mu-ni\abs lu₂\erg nu-du₈-de₃\erg {d}nin-ŋir₂-su lugal {ŋeš}tukul-ke₄ {d}nanše nin in-dub-ba-ke₄ {d}nin-dar-a lugal ur-saŋ-e ama lagaš{ki} kug {d}ŋa₂-tum₃-dug₃-e {d}ba-u₂ nin dumu-saŋ an-na-ke₄ {d}inana nin me₃-ke₄ {d}utu lugal ni-si₃-ga-ke₄ {d}hendur-saŋ niŋir kalam-ma-ke₄ {d}ig-alim-ke₄ {d}šul-šag₄-ga-na-ke₄ {d}nin-mar-ki dumu-saŋ {d}nanše-ke₄ {d}dumu-zid-abzu nin ki-nu-nir{ki}-ke₄ diŋir-ŋu₁₀ {d}nin-ŋeš-zid-da-ke₄ nam\abs tar-ra-ni\abs he₂-dab₆-kur₂-ne gud-gin₇ ud ne-na\l1 he₂-gaz\v14sg3s am-gin₇ a₂ huš-na\l1 he₂-dab₅\v10l1\v14sg3s {ŋeš}dur₂-ŋar lu₂\erg mu-na-gub-a-ni\abl sahar-ra\l1 he₂-em-ta-tuš\v14sg3s tukumₓ(|ŠU.TUR|)-bi mu-bi\abs šu\abl uru₁₂-de₃\n5edat ŋeštug₂\abs he₂-em-ši-gub mu-ni\abs e₂ diŋir-ra-na-ta kišib₃-ta he₂-em-ta-ŋar\v14sg3s diŋir-ra-ne₂ uŋ₃-ŋa₂\l1 ra-a igi\abs na-ši-bar-re im\abs an-na\n5al2 he₂-da-a-gi₄\v14sg3s a\abs ki-a\n5al2 he₂-da-a-gi₄\v14sg3s mu nu-ŋal₂-la\gen\abs ha-mu-na-ta-e₃\v14sg3s bala-a-na\l1 še-ŋar\abs he₂-ŋal₂\v14sg3s lu₂-bi\dem2\abs lu₂ lu₂ si\abs sa₂-ra niŋ₂-erim₂\abs ak-gin₇ BAD-bi an-na ur₃ uru₁₈(|URU×A|) he₂-mi-ŋal₂ šu\abs na-ni-ba-re gaba-ŋal₂ diŋir-re-ne-ka en {d}nin-ŋir₂-su-ka nam-mah-a-ni\abs kalam-e he₂-zu-zu,lugal-na-ta
