Text,Line
{d}en-lil₂ lugal kur-kur-ke₄ lugal-ki-ŋen-ne₂-du₇-du₇-ra ud {d}en-lil₂-le gu₃ zid\abs e-na-de₂-a nam-en\abs nam-lugal-da e-na-da-tab-ba-a\l1 unug{ki}-ga\l1 nam-en\abs mu-ak-ke₄ urim₂{ki}-ma\l1 nam-lugal\abs mu-ak-ke₄ lugal-ki-ŋen-ne₂-du₇-du₇-de₃ nam gal hul₂-la-da {d}en-lil₂ lugal ki\abs aŋ₂-ni\dat nam-til₃-la-ni-še₃ a\abs mu-na-ru,{d}en-lil₂
{d}en-lil₂ lugal kur-kur-ke₄ lugal-ki-ŋen-ne₂-du₇-du₇-ra ud {d}en-lil₂-le gu₃ zid\abs e-na-de₂-a nam-en\abs nam-lugal-da e-na-da-tab-ba-a\l1 unug{ki}-ga\l1 nam-en\abs mu-ak-ke₄ urim₂{ki}-ma\l1 nam-lugal\abs mu-ak-ke₄ lugal-ki-ŋen-ne₂-du₇-du₇-de₃ nam gal hul₂-la-da {d}en-lil₂ lugal ki\abs aŋ₂-ni\dat nam-til₃-la-ni-še₃ a\abs mu-na-ru,lugal kur-kur-ke₄
{d}en-lil₂ lugal kur-kur-ke₄ lugal-ki-ŋen-ne₂-du₇-du₇-ra ud {d}en-lil₂-le gu₃ zid\abs e-na-de₂-a nam-en\abs nam-lugal-da e-na-da-tab-ba-a\l1 unug{ki}-ga\l1 nam-en\abs mu-ak-ke₄ urim₂{ki}-ma\l1 nam-lugal\abs mu-ak-ke₄ lugal-ki-ŋen-ne₂-du₇-du₇-de₃ nam gal hul₂-la-da {d}en-lil₂ lugal ki\abs aŋ₂-ni\dat nam-til₃-la-ni-še₃ a\abs mu-na-ru,lugal-ki-ŋen-ne₂-du₇-du₇-ra
{d}en-lil₂ lugal kur-kur-ke₄ lugal-ki-ŋen-ne₂-du₇-du₇-ra ud {d}en-lil₂-le gu₃ zid\abs e-na-de₂-a nam-en\abs nam-lugal-da e-na-da-tab-ba-a\l1 unug{ki}-ga\l1 nam-en\abs mu-ak-ke₄ urim₂{ki}-ma\l1 nam-lugal\abs mu-ak-ke₄ lugal-ki-ŋen-ne₂-du₇-du₇-de₃ nam gal hul₂-la-da {d}en-lil₂ lugal ki\abs aŋ₂-ni\dat nam-til₃-la-ni-še₃ a\abs mu-na-ru,ud {d}en-lil₂-le
{d}en-lil₂ lugal kur-kur-ke₄ lugal-ki-ŋen-ne₂-du₇-du₇-ra ud {d}en-lil₂-le gu₃ zid\abs e-na-de₂-a nam-en\abs nam-lugal-da e-na-da-tab-ba-a\l1 unug{ki}-ga\l1 nam-en\abs mu-ak-ke₄ urim₂{ki}-ma\l1 nam-lugal\abs mu-ak-ke₄ lugal-ki-ŋen-ne₂-du₇-du₇-de₃ nam gal hul₂-la-da {d}en-lil₂ lugal ki\abs aŋ₂-ni\dat nam-til₃-la-ni-še₃ a\abs mu-na-ru,gu₃ zid\abs e-na-de₂-a
{d}en-lil₂ lugal kur-kur-ke₄ lugal-ki-ŋen-ne₂-du₇-du₇-ra ud {d}en-lil₂-le gu₃ zid\abs e-na-de₂-a nam-en\abs nam-lugal-da e-na-da-tab-ba-a\l1 unug{ki}-ga\l1 nam-en\abs mu-ak-ke₄ urim₂{ki}-ma\l1 nam-lugal\abs mu-ak-ke₄ lugal-ki-ŋen-ne₂-du₇-du₇-de₃ nam gal hul₂-la-da {d}en-lil₂ lugal ki\abs aŋ₂-ni\dat nam-til₃-la-ni-še₃ a\abs mu-na-ru,nam-en\abs
{d}en-lil₂ lugal kur-kur-ke₄ lugal-ki-ŋen-ne₂-du₇-du₇-ra ud {d}en-lil₂-le gu₃ zid\abs e-na-de₂-a nam-en\abs nam-lugal-da e-na-da-tab-ba-a\l1 unug{ki}-ga\l1 nam-en\abs mu-ak-ke₄ urim₂{ki}-ma\l1 nam-lugal\abs mu-ak-ke₄ lugal-ki-ŋen-ne₂-du₇-du₇-de₃ nam gal hul₂-la-da {d}en-lil₂ lugal ki\abs aŋ₂-ni\dat nam-til₃-la-ni-še₃ a\abs mu-na-ru,nam-lugal-da
{d}en-lil₂ lugal kur-kur-ke₄ lugal-ki-ŋen-ne₂-du₇-du₇-ra ud {d}en-lil₂-le gu₃ zid\abs e-na-de₂-a nam-en\abs nam-lugal-da e-na-da-tab-ba-a\l1 unug{ki}-ga\l1 nam-en\abs mu-ak-ke₄ urim₂{ki}-ma\l1 nam-lugal\abs mu-ak-ke₄ lugal-ki-ŋen-ne₂-du₇-du₇-de₃ nam gal hul₂-la-da {d}en-lil₂ lugal ki\abs aŋ₂-ni\dat nam-til₃-la-ni-še₃ a\abs mu-na-ru,e-na-da-tab-ba-a\l1
{d}en-lil₂ lugal kur-kur-ke₄ lugal-ki-ŋen-ne₂-du₇-du₇-ra ud {d}en-lil₂-le gu₃ zid\abs e-na-de₂-a nam-en\abs nam-lugal-da e-na-da-tab-ba-a\l1 unug{ki}-ga\l1 nam-en\abs mu-ak-ke₄ urim₂{ki}-ma\l1 nam-lugal\abs mu-ak-ke₄ lugal-ki-ŋen-ne₂-du₇-du₇-de₃ nam gal hul₂-la-da {d}en-lil₂ lugal ki\abs aŋ₂-ni\dat nam-til₃-la-ni-še₃ a\abs mu-na-ru,unug{ki}-ga\l1
{d}en-lil₂ lugal kur-kur-ke₄ lugal-ki-ŋen-ne₂-du₇-du₇-ra ud {d}en-lil₂-le gu₃ zid\abs e-na-de₂-a nam-en\abs nam-lugal-da e-na-da-tab-ba-a\l1 unug{ki}-ga\l1 nam-en\abs mu-ak-ke₄ urim₂{ki}-ma\l1 nam-lugal\abs mu-ak-ke₄ lugal-ki-ŋen-ne₂-du₇-du₇-de₃ nam gal hul₂-la-da {d}en-lil₂ lugal ki\abs aŋ₂-ni\dat nam-til₃-la-ni-še₃ a\abs mu-na-ru,nam-en\abs
{d}en-lil₂ lugal kur-kur-ke₄ lugal-ki-ŋen-ne₂-du₇-du₇-ra ud {d}en-lil₂-le gu₃ zid\abs e-na-de₂-a nam-en\abs nam-lugal-da e-na-da-tab-ba-a\l1 unug{ki}-ga\l1 nam-en\abs mu-ak-ke₄ urim₂{ki}-ma\l1 nam-lugal\abs mu-ak-ke₄ lugal-ki-ŋen-ne₂-du₇-du₇-de₃ nam gal hul₂-la-da {d}en-lil₂ lugal ki\abs aŋ₂-ni\dat nam-til₃-la-ni-še₃ a\abs mu-na-ru,mu-ak-ke₄
{d}en-lil₂ lugal kur-kur-ke₄ lugal-ki-ŋen-ne₂-du₇-du₇-ra ud {d}en-lil₂-le gu₃ zid\abs e-na-de₂-a nam-en\abs nam-lugal-da e-na-da-tab-ba-a\l1 unug{ki}-ga\l1 nam-en\abs mu-ak-ke₄ urim₂{ki}-ma\l1 nam-lugal\abs mu-ak-ke₄ lugal-ki-ŋen-ne₂-du₇-du₇-de₃ nam gal hul₂-la-da {d}en-lil₂ lugal ki\abs aŋ₂-ni\dat nam-til₃-la-ni-še₃ a\abs mu-na-ru,urim₂{ki}-ma\l1
{d}en-lil₂ lugal kur-kur-ke₄ lugal-ki-ŋen-ne₂-du₇-du₇-ra ud {d}en-lil₂-le gu₃ zid\abs e-na-de₂-a nam-en\abs nam-lugal-da e-na-da-tab-ba-a\l1 unug{ki}-ga\l1 nam-en\abs mu-ak-ke₄ urim₂{ki}-ma\l1 nam-lugal\abs mu-ak-ke₄ lugal-ki-ŋen-ne₂-du₇-du₇-de₃ nam gal hul₂-la-da {d}en-lil₂ lugal ki\abs aŋ₂-ni\dat nam-til₃-la-ni-še₃ a\abs mu-na-ru,nam-lugal\abs
