Text,Line
{d}ba-u₂ munus sag₉-ga dumu an-na-ra ur-{d}ba-u₂ ensi₂ lagaš{ki}-ke₄ dumu tud-da {d}nin-a₂-gal-ka-ke₄ e₂ iri-kug-ga-ka-ni\abs mu-na-du₃,{d}ba-u₂
{d}ba-u₂ munus sag₉-ga dumu an-na-ra ur-{d}ba-u₂ ensi₂ lagaš{ki}-ke₄ dumu tud-da {d}nin-a₂-gal-ka-ke₄ e₂ iri-kug-ga-ka-ni\abs mu-na-du₃,munus sag₉-ga
{d}ba-u₂ munus sag₉-ga dumu an-na-ra ur-{d}ba-u₂ ensi₂ lagaš{ki}-ke₄ dumu tud-da {d}nin-a₂-gal-ka-ke₄ e₂ iri-kug-ga-ka-ni\abs mu-na-du₃,dumu an-na-ra
{d}ba-u₂ munus sag₉-ga dumu an-na-ra ur-{d}ba-u₂ ensi₂ lagaš{ki}-ke₄ dumu tud-da {d}nin-a₂-gal-ka-ke₄ e₂ iri-kug-ga-ka-ni\abs mu-na-du₃,ur-{d}ba-u₂
{d}ba-u₂ munus sag₉-ga dumu an-na-ra ur-{d}ba-u₂ ensi₂ lagaš{ki}-ke₄ dumu tud-da {d}nin-a₂-gal-ka-ke₄ e₂ iri-kug-ga-ka-ni\abs mu-na-du₃,ensi₂
{d}ba-u₂ munus sag₉-ga dumu an-na-ra ur-{d}ba-u₂ ensi₂ lagaš{ki}-ke₄ dumu tud-da {d}nin-a₂-gal-ka-ke₄ e₂ iri-kug-ga-ka-ni\abs mu-na-du₃,lagaš{ki}-ke₄
{d}ba-u₂ munus sag₉-ga dumu an-na-ra ur-{d}ba-u₂ ensi₂ lagaš{ki}-ke₄ dumu tud-da {d}nin-a₂-gal-ka-ke₄ e₂ iri-kug-ga-ka-ni\abs mu-na-du₃,dumu tud-da
{d}ba-u₂ munus sag₉-ga dumu an-na-ra ur-{d}ba-u₂ ensi₂ lagaš{ki}-ke₄ dumu tud-da {d}nin-a₂-gal-ka-ke₄ e₂ iri-kug-ga-ka-ni\abs mu-na-du₃,{d}nin-a₂-gal-ka-ke₄
{d}ba-u₂ munus sag₉-ga dumu an-na-ra ur-{d}ba-u₂ ensi₂ lagaš{ki}-ke₄ dumu tud-da {d}nin-a₂-gal-ka-ke₄ e₂ iri-kug-ga-ka-ni\abs mu-na-du₃,e₂ iri-kug-ga-ka-ni\abs
{d}ba-u₂ munus sag₉-ga dumu an-na-ra ur-{d}ba-u₂ ensi₂ lagaš{ki}-ke₄ dumu tud-da {d}nin-a₂-gal-ka-ke₄ e₂ iri-kug-ga-ka-ni\abs mu-na-du₃,mu-na-du₃
