Text,Line
šul-gi nita kalag-ga lugal urim₅{ki}-ma lugal ki-en-gi ki-uri-ke₄ e₂-meš₃-lam e₂ {d}meš₃-lam-ta-e₃-a\gen gu₂-du₈-a{ki}\gen\abs mu-du₃-a\abs ša UGU₂ {NA₄}NA.RU₂.A LIBIR.RA ša e₂-meš₃-lam qe₃-reb GU₂-DU₈-A{KI} IM GID₂.DA {m}{d}EN-TIN-iṭ DUB.SAR,šul-gi
šul-gi nita kalag-ga lugal urim₅{ki}-ma lugal ki-en-gi ki-uri-ke₄ e₂-meš₃-lam e₂ {d}meš₃-lam-ta-e₃-a\gen gu₂-du₈-a{ki}\gen\abs mu-du₃-a\abs ša UGU₂ {NA₄}NA.RU₂.A LIBIR.RA ša e₂-meš₃-lam qe₃-reb GU₂-DU₈-A{KI} IM GID₂.DA {m}{d}EN-TIN-iṭ DUB.SAR,nita kalag-ga
šul-gi nita kalag-ga lugal urim₅{ki}-ma lugal ki-en-gi ki-uri-ke₄ e₂-meš₃-lam e₂ {d}meš₃-lam-ta-e₃-a\gen gu₂-du₈-a{ki}\gen\abs mu-du₃-a\abs ša UGU₂ {NA₄}NA.RU₂.A LIBIR.RA ša e₂-meš₃-lam qe₃-reb GU₂-DU₈-A{KI} IM GID₂.DA {m}{d}EN-TIN-iṭ DUB.SAR,lugal urim₅{ki}-ma
šul-gi nita kalag-ga lugal urim₅{ki}-ma lugal ki-en-gi ki-uri-ke₄ e₂-meš₃-lam e₂ {d}meš₃-lam-ta-e₃-a\gen gu₂-du₈-a{ki}\gen\abs mu-du₃-a\abs ša UGU₂ {NA₄}NA.RU₂.A LIBIR.RA ša e₂-meš₃-lam qe₃-reb GU₂-DU₈-A{KI} IM GID₂.DA {m}{d}EN-TIN-iṭ DUB.SAR,lugal ki-en-gi ki-uri-ke₄
šul-gi nita kalag-ga lugal urim₅{ki}-ma lugal ki-en-gi ki-uri-ke₄ e₂-meš₃-lam e₂ {d}meš₃-lam-ta-e₃-a\gen gu₂-du₈-a{ki}\gen\abs mu-du₃-a\abs ša UGU₂ {NA₄}NA.RU₂.A LIBIR.RA ša e₂-meš₃-lam qe₃-reb GU₂-DU₈-A{KI} IM GID₂.DA {m}{d}EN-TIN-iṭ DUB.SAR,e₂-meš₃-lam
šul-gi nita kalag-ga lugal urim₅{ki}-ma lugal ki-en-gi ki-uri-ke₄ e₂-meš₃-lam e₂ {d}meš₃-lam-ta-e₃-a\gen gu₂-du₈-a{ki}\gen\abs mu-du₃-a\abs ša UGU₂ {NA₄}NA.RU₂.A LIBIR.RA ša e₂-meš₃-lam qe₃-reb GU₂-DU₈-A{KI} IM GID₂.DA {m}{d}EN-TIN-iṭ DUB.SAR,e₂ {d}meš₃-lam-ta-e₃-a\gen
šul-gi nita kalag-ga lugal urim₅{ki}-ma lugal ki-en-gi ki-uri-ke₄ e₂-meš₃-lam e₂ {d}meš₃-lam-ta-e₃-a\gen gu₂-du₈-a{ki}\gen\abs mu-du₃-a\abs ša UGU₂ {NA₄}NA.RU₂.A LIBIR.RA ša e₂-meš₃-lam qe₃-reb GU₂-DU₈-A{KI} IM GID₂.DA {m}{d}EN-TIN-iṭ DUB.SAR,gu₂-du₈-a{ki}\gen\abs
šul-gi nita kalag-ga lugal urim₅{ki}-ma lugal ki-en-gi ki-uri-ke₄ e₂-meš₃-lam e₂ {d}meš₃-lam-ta-e₃-a\gen gu₂-du₈-a{ki}\gen\abs mu-du₃-a\abs ša UGU₂ {NA₄}NA.RU₂.A LIBIR.RA ša e₂-meš₃-lam qe₃-reb GU₂-DU₈-A{KI} IM GID₂.DA {m}{d}EN-TIN-iṭ DUB.SAR,mu-du₃-a\abs
šul-gi nita kalag-ga lugal urim₅{ki}-ma lugal ki-en-gi ki-uri-ke₄ e₂-meš₃-lam e₂ {d}meš₃-lam-ta-e₃-a\gen gu₂-du₈-a{ki}\gen\abs mu-du₃-a\abs ša UGU₂ {NA₄}NA.RU₂.A LIBIR.RA ša e₂-meš₃-lam qe₃-reb GU₂-DU₈-A{KI} IM GID₂.DA {m}{d}EN-TIN-iṭ DUB.SAR,ša UGU₂ {NA₄}NA.RU₂.A LIBIR.RA
šul-gi nita kalag-ga lugal urim₅{ki}-ma lugal ki-en-gi ki-uri-ke₄ e₂-meš₃-lam e₂ {d}meš₃-lam-ta-e₃-a\gen gu₂-du₈-a{ki}\gen\abs mu-du₃-a\abs ša UGU₂ {NA₄}NA.RU₂.A LIBIR.RA ša e₂-meš₃-lam qe₃-reb GU₂-DU₈-A{KI} IM GID₂.DA {m}{d}EN-TIN-iṭ DUB.SAR,ša e₂-meš₃-lam qe₃-reb GU₂-DU₈-A{KI}
šul-gi nita kalag-ga lugal urim₅{ki}-ma lugal ki-en-gi ki-uri-ke₄ e₂-meš₃-lam e₂ {d}meš₃-lam-ta-e₃-a\gen gu₂-du₈-a{ki}\gen\abs mu-du₃-a\abs ša UGU₂ {NA₄}NA.RU₂.A LIBIR.RA ša e₂-meš₃-lam qe₃-reb GU₂-DU₈-A{KI} IM GID₂.DA {m}{d}EN-TIN-iṭ DUB.SAR,IM GID₂.DA {m}{d}EN-TIN-iṭ DUB.SAR
