Text,Line
{d}|NE.KID|\dat me-girimₓ(|A.BU.HA.DU|)-ta dumu lugal-kisal-si\erg tud-da dam mu-ni-hur-saŋ\gen\erg a\abs mu-ru\dat,{d}|NE.KID|\dat
{d}|NE.KID|\dat me-girimₓ(|A.BU.HA.DU|)-ta dumu lugal-kisal-si\erg tud-da dam mu-ni-hur-saŋ\gen\erg a\abs mu-ru\dat,me-girimₓ(|A.BU.HA.DU|)-ta
{d}|NE.KID|\dat me-girimₓ(|A.BU.HA.DU|)-ta dumu lugal-kisal-si\erg tud-da dam mu-ni-hur-saŋ\gen\erg a\abs mu-ru\dat,dumu lugal-kisal-si\erg
{d}|NE.KID|\dat me-girimₓ(|A.BU.HA.DU|)-ta dumu lugal-kisal-si\erg tud-da dam mu-ni-hur-saŋ\gen\erg a\abs mu-ru\dat,tud-da
{d}|NE.KID|\dat me-girimₓ(|A.BU.HA.DU|)-ta dumu lugal-kisal-si\erg tud-da dam mu-ni-hur-saŋ\gen\erg a\abs mu-ru\dat,dam
{d}|NE.KID|\dat me-girimₓ(|A.BU.HA.DU|)-ta dumu lugal-kisal-si\erg tud-da dam mu-ni-hur-saŋ\gen\erg a\abs mu-ru\dat,mu-ni-hur-saŋ\gen\erg
{d}|NE.KID|\dat me-girimₓ(|A.BU.HA.DU|)-ta dumu lugal-kisal-si\erg tud-da dam mu-ni-hur-saŋ\gen\erg a\abs mu-ru\dat,a\abs mu-ru\dat
