Text,Line
{d}nin-ŋir₂-su₂-ra e₂-an-na-tum₂ ensi₂ lagaš{ki}-ke₄ mu\abs pad₃-da {d}en-lilₓ(E₂)-ke₄ a₂\abs šum₂-ma {d}nin-ŋir₂-su₂-ka-ke₄ šag₄\l3 pad₃-da {d}nanše-ke₄ ga zid\abs gu₇-a {d}nin-hur-saŋ-ka-ke₄ mu dug₃\abs še₂₁-a {d}inana-ka-ke₄ ŋeštug₂\abs šum₂-ma {d}en-ki-ka-ke₄ ki\abs aŋ₂ {d}dumu-zid-abzu-ka-ke₄ ŋiškim-til₃ {d}hendur-saŋ-ka-ke₄ gu₅-li ki\abs aŋ₂ {d}lugal-urub{ki}-ka-ke₄ dumu aya₂-kur-gal ensi₂ lagaš{ki}-ke₄\gen\gen\erg {d}nin-ŋir₂-su₂-ra ŋir₂-su{ki}\abs ki-be₂\n5el3 mu-na-gi bad₃ iri-kug-ga\abs mu-na-du₃ {d}nanše\dat niŋin₆{ki}\abs mu-na-du₃ e₂-an-na-tum₂-e elam hur-saŋ u₆-ga\n5al2 aga₃-kar₂\abs be₂-seg₁₀\v10l2 |SAHAR.DU₆.TAK₄|-bi\abs mu-dub šu-nir |URU×A|{ki}-ka\gen\l1 ensi₂-bi\abs saŋ-ba\l1 mu-du\l2 aga₃-kar₂\abs be₂-seg₁₀\v10l2 |SAHAR.DU₆.TAK₄|-bi\abs mu-dub umma{ki}\l2 aga₃-kar₂\abs be₂-seg₁₀\v10l2 |SAHAR.DU₆.TAK₄|-bi\abs niš\cop mu-dub {d}nin-ŋir₂-su₂-ra a-šag₄ ki\abs aŋ₂-ŋa₂-ni gu₂-eden-na\abs šu-na\n5al2 mu-ni-gi₄ unug{ki}\l2 aga₃-kar₂\abs be₂-seg₁₀\v10l2 urim₅{ki}\l2 aga₃-kar₂\abs be₂-seg₁₀\v10l2 ki-{d}utu\l2 aga₃-kar₂\abs be₂-seg₁₀\v10l2 iri-az{ki}\abs mu-hul ensi₂-bi\abs mu-uš₂ mi-ši-me{ki}\abs mu-hul a-ru₂-a{ki}\abs mu-ha-lam e₂-an-na-tum₂ mu\abs pad₃-da {d}nin-ŋir₂-su₂-ka-da kur-kur-re₂ saŋ\abs e-dab₆-sag₃ mu lugal akšak{ki}-ka\abs i₃-zig₃-ga-a\v14sg3s e₂-an-na-tum₂ mu\abs pad₃-da {d}nin-ŋir₂-su₂-ka-ke₄ an-ta-sur-ra {d}nin-ŋir₂-su₂-ka-ta zu-zu lugal akšak{ki}\gen\abs akšak{ki}-še₃ mu-gaz mu-ha-lam ud-ba e₂-an-na-tum₂-ma e₂-an-na-tum₂ mu u₂-rum-ma-ni\cop mu GIR₃-GIR₃-ni lum-ma-a\cop {d}nin-ŋir₂-su₂-ra id₅ gibil\abs mu-na-dun lum-ma-gin₇-dug₃ mu\term mu-na-še₂₁ e₂-an-na-tum₂ lu₂ inim-ma\n5al2 sig₁₀-ga {d}nin-ŋir₂-su₂-ka e₂-an-na-tum₂ ensi₂ lagaš{ki}-ra {d}inana-ke₄ ki\abs an-na-aŋ₂-ŋa₂-da nam-ensi₂ lagaš{ki}-ta\gen\abl nam-lugal kiš{ki}\gen\abs mu-na-ta-šum₂ e₂-an-na-tum₂-da elam\erg saŋ\abs e-dab₆-sag₃ elam\abs kur-ra-na\n5al2 bi-gi₄\v10l2 kiš{ki}\erg saŋ\abs e-dab₆-sag₃ lugal akšak{ki}\gen\abs kur-ra-na\n5al2 bi-gi₄\v10l2 e₂-an-na-tum₂ ensi₂ lagaš{ki}-ke₄ kur\l3 gu₂\abs ŋar-ŋar {d}nin-ŋir₂-su-ka-ke₄ elam šubur{ki} |URU×A|{ki}\l2 a-suhur-ta aga₃-kar₂\abs be₂-seg₁₀\v10l2 kiš{ki} akšak{ki} ma-ri₂{ki}\l2 an-ta-sur-ra {d}nin-ŋir₂-su-ka-ta aga₃-kar₂\abs be₂-seg₁₀\v10l2 {d}nin-ŋir₂-su-ra lum-ma-gin₇-dug₃\abs mu-na-us₂ saŋ-še₃ mu-ni-rig₈\v10l3 e₂-an-na-tum₂ a₂\abs šum₂-ma {d}nin-ŋir₂-su₂-ka-ke₄ ŋeš-keš₂-ra₂ lum-ma-gin₇-dug₃\gen\abs esir₂ 1(šar₂) gur 2(diš) ul\l1 mu-ni-du₃ e₂-an-na-tum₂ lu₂ inim-ma\n5al2 sig₁₀-ga {d}nin-ŋir₂-su-ka-ke₄ diŋir-ra-ni\abs {d}šul-|MUŠ×PA|\cop e₂ gal ti-ra-aš₂\gen\abs mu-na-du₃ dumu aya₂-kur-gal ensi₂ lagaš{ki}-ka\abs pa-bil₃-ga-ni\abs ur-{d}nanše ensi₂ lagaš{ki}-kam,{d}nin-ŋir₂-su₂-ra
{d}nin-ŋir₂-su₂-ra e₂-an-na-tum₂ ensi₂ lagaš{ki}-ke₄ mu\abs pad₃-da {d}en-lilₓ(E₂)-ke₄ a₂\abs šum₂-ma {d}nin-ŋir₂-su₂-ka-ke₄ šag₄\l3 pad₃-da {d}nanše-ke₄ ga zid\abs gu₇-a {d}nin-hur-saŋ-ka-ke₄ mu dug₃\abs še₂₁-a {d}inana-ka-ke₄ ŋeštug₂\abs šum₂-ma {d}en-ki-ka-ke₄ ki\abs aŋ₂ {d}dumu-zid-abzu-ka-ke₄ ŋiškim-til₃ {d}hendur-saŋ-ka-ke₄ gu₅-li ki\abs aŋ₂ {d}lugal-urub{ki}-ka-ke₄ dumu aya₂-kur-gal ensi₂ lagaš{ki}-ke₄\gen\gen\erg {d}nin-ŋir₂-su₂-ra ŋir₂-su{ki}\abs ki-be₂\n5el3 mu-na-gi bad₃ iri-kug-ga\abs mu-na-du₃ {d}nanše\dat niŋin₆{ki}\abs mu-na-du₃ e₂-an-na-tum₂-e elam hur-saŋ u₆-ga\n5al2 aga₃-kar₂\abs be₂-seg₁₀\v10l2 |SAHAR.DU₆.TAK₄|-bi\abs mu-dub šu-nir |URU×A|{ki}-ka\gen\l1 ensi₂-bi\abs saŋ-ba\l1 mu-du\l2 aga₃-kar₂\abs be₂-seg₁₀\v10l2 |SAHAR.DU₆.TAK₄|-bi\abs mu-dub umma{ki}\l2 aga₃-kar₂\abs be₂-seg₁₀\v10l2 |SAHAR.DU₆.TAK₄|-bi\abs niš\cop mu-dub {d}nin-ŋir₂-su₂-ra a-šag₄ ki\abs aŋ₂-ŋa₂-ni gu₂-eden-na\abs šu-na\n5al2 mu-ni-gi₄ unug{ki}\l2 aga₃-kar₂\abs be₂-seg₁₀\v10l2 urim₅{ki}\l2 aga₃-kar₂\abs be₂-seg₁₀\v10l2 ki-{d}utu\l2 aga₃-kar₂\abs be₂-seg₁₀\v10l2 iri-az{ki}\abs mu-hul ensi₂-bi\abs mu-uš₂ mi-ši-me{ki}\abs mu-hul a-ru₂-a{ki}\abs mu-ha-lam e₂-an-na-tum₂ mu\abs pad₃-da {d}nin-ŋir₂-su₂-ka-da kur-kur-re₂ saŋ\abs e-dab₆-sag₃ mu lugal akšak{ki}-ka\abs i₃-zig₃-ga-a\v14sg3s e₂-an-na-tum₂ mu\abs pad₃-da {d}nin-ŋir₂-su₂-ka-ke₄ an-ta-sur-ra {d}nin-ŋir₂-su₂-ka-ta zu-zu lugal akšak{ki}\gen\abs akšak{ki}-še₃ mu-gaz mu-ha-lam ud-ba e₂-an-na-tum₂-ma e₂-an-na-tum₂ mu u₂-rum-ma-ni\cop mu GIR₃-GIR₃-ni lum-ma-a\cop {d}nin-ŋir₂-su₂-ra id₅ gibil\abs mu-na-dun lum-ma-gin₇-dug₃ mu\term mu-na-še₂₁ e₂-an-na-tum₂ lu₂ inim-ma\n5al2 sig₁₀-ga {d}nin-ŋir₂-su₂-ka e₂-an-na-tum₂ ensi₂ lagaš{ki}-ra {d}inana-ke₄ ki\abs an-na-aŋ₂-ŋa₂-da nam-ensi₂ lagaš{ki}-ta\gen\abl nam-lugal kiš{ki}\gen\abs mu-na-ta-šum₂ e₂-an-na-tum₂-da elam\erg saŋ\abs e-dab₆-sag₃ elam\abs kur-ra-na\n5al2 bi-gi₄\v10l2 kiš{ki}\erg saŋ\abs e-dab₆-sag₃ lugal akšak{ki}\gen\abs kur-ra-na\n5al2 bi-gi₄\v10l2 e₂-an-na-tum₂ ensi₂ lagaš{ki}-ke₄ kur\l3 gu₂\abs ŋar-ŋar {d}nin-ŋir₂-su-ka-ke₄ elam šubur{ki} |URU×A|{ki}\l2 a-suhur-ta aga₃-kar₂\abs be₂-seg₁₀\v10l2 kiš{ki} akšak{ki} ma-ri₂{ki}\l2 an-ta-sur-ra {d}nin-ŋir₂-su-ka-ta aga₃-kar₂\abs be₂-seg₁₀\v10l2 {d}nin-ŋir₂-su-ra lum-ma-gin₇-dug₃\abs mu-na-us₂ saŋ-še₃ mu-ni-rig₈\v10l3 e₂-an-na-tum₂ a₂\abs šum₂-ma {d}nin-ŋir₂-su₂-ka-ke₄ ŋeš-keš₂-ra₂ lum-ma-gin₇-dug₃\gen\abs esir₂ 1(šar₂) gur 2(diš) ul\l1 mu-ni-du₃ e₂-an-na-tum₂ lu₂ inim-ma\n5al2 sig₁₀-ga {d}nin-ŋir₂-su-ka-ke₄ diŋir-ra-ni\abs {d}šul-|MUŠ×PA|\cop e₂ gal ti-ra-aš₂\gen\abs mu-na-du₃ dumu aya₂-kur-gal ensi₂ lagaš{ki}-ka\abs pa-bil₃-ga-ni\abs ur-{d}nanše ensi₂ lagaš{ki}-kam,e₂-an-na-tum₂
{d}nin-ŋir₂-su₂-ra e₂-an-na-tum₂ ensi₂ lagaš{ki}-ke₄ mu\abs pad₃-da {d}en-lilₓ(E₂)-ke₄ a₂\abs šum₂-ma {d}nin-ŋir₂-su₂-ka-ke₄ šag₄\l3 pad₃-da {d}nanše-ke₄ ga zid\abs gu₇-a {d}nin-hur-saŋ-ka-ke₄ mu dug₃\abs še₂₁-a {d}inana-ka-ke₄ ŋeštug₂\abs šum₂-ma {d}en-ki-ka-ke₄ ki\abs aŋ₂ {d}dumu-zid-abzu-ka-ke₄ ŋiškim-til₃ {d}hendur-saŋ-ka-ke₄ gu₅-li ki\abs aŋ₂ {d}lugal-urub{ki}-ka-ke₄ dumu aya₂-kur-gal ensi₂ lagaš{ki}-ke₄\gen\gen\erg {d}nin-ŋir₂-su₂-ra ŋir₂-su{ki}\abs ki-be₂\n5el3 mu-na-gi bad₃ iri-kug-ga\abs mu-na-du₃ {d}nanše\dat niŋin₆{ki}\abs mu-na-du₃ e₂-an-na-tum₂-e elam hur-saŋ u₆-ga\n5al2 aga₃-kar₂\abs be₂-seg₁₀\v10l2 |SAHAR.DU₆.TAK₄|-bi\abs mu-dub šu-nir |URU×A|{ki}-ka\gen\l1 ensi₂-bi\abs saŋ-ba\l1 mu-du\l2 aga₃-kar₂\abs be₂-seg₁₀\v10l2 |SAHAR.DU₆.TAK₄|-bi\abs mu-dub umma{ki}\l2 aga₃-kar₂\abs be₂-seg₁₀\v10l2 |SAHAR.DU₆.TAK₄|-bi\abs niš\cop mu-dub {d}nin-ŋir₂-su₂-ra a-šag₄ ki\abs aŋ₂-ŋa₂-ni gu₂-eden-na\abs šu-na\n5al2 mu-ni-gi₄ unug{ki}\l2 aga₃-kar₂\abs be₂-seg₁₀\v10l2 urim₅{ki}\l2 aga₃-kar₂\abs be₂-seg₁₀\v10l2 ki-{d}utu\l2 aga₃-kar₂\abs be₂-seg₁₀\v10l2 iri-az{ki}\abs mu-hul ensi₂-bi\abs mu-uš₂ mi-ši-me{ki}\abs mu-hul a-ru₂-a{ki}\abs mu-ha-lam e₂-an-na-tum₂ mu\abs pad₃-da {d}nin-ŋir₂-su₂-ka-da kur-kur-re₂ saŋ\abs e-dab₆-sag₃ mu lugal akšak{ki}-ka\abs i₃-zig₃-ga-a\v14sg3s e₂-an-na-tum₂ mu\abs pad₃-da {d}nin-ŋir₂-su₂-ka-ke₄ an-ta-sur-ra {d}nin-ŋir₂-su₂-ka-ta zu-zu lugal akšak{ki}\gen\abs akšak{ki}-še₃ mu-gaz mu-ha-lam ud-ba e₂-an-na-tum₂-ma e₂-an-na-tum₂ mu u₂-rum-ma-ni\cop mu GIR₃-GIR₃-ni lum-ma-a\cop {d}nin-ŋir₂-su₂-ra id₅ gibil\abs mu-na-dun lum-ma-gin₇-dug₃ mu\term mu-na-še₂₁ e₂-an-na-tum₂ lu₂ inim-ma\n5al2 sig₁₀-ga {d}nin-ŋir₂-su₂-ka e₂-an-na-tum₂ ensi₂ lagaš{ki}-ra {d}inana-ke₄ ki\abs an-na-aŋ₂-ŋa₂-da nam-ensi₂ lagaš{ki}-ta\gen\abl nam-lugal kiš{ki}\gen\abs mu-na-ta-šum₂ e₂-an-na-tum₂-da elam\erg saŋ\abs e-dab₆-sag₃ elam\abs kur-ra-na\n5al2 bi-gi₄\v10l2 kiš{ki}\erg saŋ\abs e-dab₆-sag₃ lugal akšak{ki}\gen\abs kur-ra-na\n5al2 bi-gi₄\v10l2 e₂-an-na-tum₂ ensi₂ lagaš{ki}-ke₄ kur\l3 gu₂\abs ŋar-ŋar {d}nin-ŋir₂-su-ka-ke₄ elam šubur{ki} |URU×A|{ki}\l2 a-suhur-ta aga₃-kar₂\abs be₂-seg₁₀\v10l2 kiš{ki} akšak{ki} ma-ri₂{ki}\l2 an-ta-sur-ra {d}nin-ŋir₂-su-ka-ta aga₃-kar₂\abs be₂-seg₁₀\v10l2 {d}nin-ŋir₂-su-ra lum-ma-gin₇-dug₃\abs mu-na-us₂ saŋ-še₃ mu-ni-rig₈\v10l3 e₂-an-na-tum₂ a₂\abs šum₂-ma {d}nin-ŋir₂-su₂-ka-ke₄ ŋeš-keš₂-ra₂ lum-ma-gin₇-dug₃\gen\abs esir₂ 1(šar₂) gur 2(diš) ul\l1 mu-ni-du₃ e₂-an-na-tum₂ lu₂ inim-ma\n5al2 sig₁₀-ga {d}nin-ŋir₂-su-ka-ke₄ diŋir-ra-ni\abs {d}šul-|MUŠ×PA|\cop e₂ gal ti-ra-aš₂\gen\abs mu-na-du₃ dumu aya₂-kur-gal ensi₂ lagaš{ki}-ka\abs pa-bil₃-ga-ni\abs ur-{d}nanše ensi₂ lagaš{ki}-kam,ensi₂
{d}nin-ŋir₂-su₂-ra e₂-an-na-tum₂ ensi₂ lagaš{ki}-ke₄ mu\abs pad₃-da {d}en-lilₓ(E₂)-ke₄ a₂\abs šum₂-ma {d}nin-ŋir₂-su₂-ka-ke₄ šag₄\l3 pad₃-da {d}nanše-ke₄ ga zid\abs gu₇-a {d}nin-hur-saŋ-ka-ke₄ mu dug₃\abs še₂₁-a {d}inana-ka-ke₄ ŋeštug₂\abs šum₂-ma {d}en-ki-ka-ke₄ ki\abs aŋ₂ {d}dumu-zid-abzu-ka-ke₄ ŋiškim-til₃ {d}hendur-saŋ-ka-ke₄ gu₅-li ki\abs aŋ₂ {d}lugal-urub{ki}-ka-ke₄ dumu aya₂-kur-gal ensi₂ lagaš{ki}-ke₄\gen\gen\erg {d}nin-ŋir₂-su₂-ra ŋir₂-su{ki}\abs ki-be₂\n5el3 mu-na-gi bad₃ iri-kug-ga\abs mu-na-du₃ {d}nanše\dat niŋin₆{ki}\abs mu-na-du₃ e₂-an-na-tum₂-e elam hur-saŋ u₆-ga\n5al2 aga₃-kar₂\abs be₂-seg₁₀\v10l2 |SAHAR.DU₆.TAK₄|-bi\abs mu-dub šu-nir |URU×A|{ki}-ka\gen\l1 ensi₂-bi\abs saŋ-ba\l1 mu-du\l2 aga₃-kar₂\abs be₂-seg₁₀\v10l2 |SAHAR.DU₆.TAK₄|-bi\abs mu-dub umma{ki}\l2 aga₃-kar₂\abs be₂-seg₁₀\v10l2 |SAHAR.DU₆.TAK₄|-bi\abs niš\cop mu-dub {d}nin-ŋir₂-su₂-ra a-šag₄ ki\abs aŋ₂-ŋa₂-ni gu₂-eden-na\abs šu-na\n5al2 mu-ni-gi₄ unug{ki}\l2 aga₃-kar₂\abs be₂-seg₁₀\v10l2 urim₅{ki}\l2 aga₃-kar₂\abs be₂-seg₁₀\v10l2 ki-{d}utu\l2 aga₃-kar₂\abs be₂-seg₁₀\v10l2 iri-az{ki}\abs mu-hul ensi₂-bi\abs mu-uš₂ mi-ši-me{ki}\abs mu-hul a-ru₂-a{ki}\abs mu-ha-lam e₂-an-na-tum₂ mu\abs pad₃-da {d}nin-ŋir₂-su₂-ka-da kur-kur-re₂ saŋ\abs e-dab₆-sag₃ mu lugal akšak{ki}-ka\abs i₃-zig₃-ga-a\v14sg3s e₂-an-na-tum₂ mu\abs pad₃-da {d}nin-ŋir₂-su₂-ka-ke₄ an-ta-sur-ra {d}nin-ŋir₂-su₂-ka-ta zu-zu lugal akšak{ki}\gen\abs akšak{ki}-še₃ mu-gaz mu-ha-lam ud-ba e₂-an-na-tum₂-ma e₂-an-na-tum₂ mu u₂-rum-ma-ni\cop mu GIR₃-GIR₃-ni lum-ma-a\cop {d}nin-ŋir₂-su₂-ra id₅ gibil\abs mu-na-dun lum-ma-gin₇-dug₃ mu\term mu-na-še₂₁ e₂-an-na-tum₂ lu₂ inim-ma\n5al2 sig₁₀-ga {d}nin-ŋir₂-su₂-ka e₂-an-na-tum₂ ensi₂ lagaš{ki}-ra {d}inana-ke₄ ki\abs an-na-aŋ₂-ŋa₂-da nam-ensi₂ lagaš{ki}-ta\gen\abl nam-lugal kiš{ki}\gen\abs mu-na-ta-šum₂ e₂-an-na-tum₂-da elam\erg saŋ\abs e-dab₆-sag₃ elam\abs kur-ra-na\n5al2 bi-gi₄\v10l2 kiš{ki}\erg saŋ\abs e-dab₆-sag₃ lugal akšak{ki}\gen\abs kur-ra-na\n5al2 bi-gi₄\v10l2 e₂-an-na-tum₂ ensi₂ lagaš{ki}-ke₄ kur\l3 gu₂\abs ŋar-ŋar {d}nin-ŋir₂-su-ka-ke₄ elam šubur{ki} |URU×A|{ki}\l2 a-suhur-ta aga₃-kar₂\abs be₂-seg₁₀\v10l2 kiš{ki} akšak{ki} ma-ri₂{ki}\l2 an-ta-sur-ra {d}nin-ŋir₂-su-ka-ta aga₃-kar₂\abs be₂-seg₁₀\v10l2 {d}nin-ŋir₂-su-ra lum-ma-gin₇-dug₃\abs mu-na-us₂ saŋ-še₃ mu-ni-rig₈\v10l3 e₂-an-na-tum₂ a₂\abs šum₂-ma {d}nin-ŋir₂-su₂-ka-ke₄ ŋeš-keš₂-ra₂ lum-ma-gin₇-dug₃\gen\abs esir₂ 1(šar₂) gur 2(diš) ul\l1 mu-ni-du₃ e₂-an-na-tum₂ lu₂ inim-ma\n5al2 sig₁₀-ga {d}nin-ŋir₂-su-ka-ke₄ diŋir-ra-ni\abs {d}šul-|MUŠ×PA|\cop e₂ gal ti-ra-aš₂\gen\abs mu-na-du₃ dumu aya₂-kur-gal ensi₂ lagaš{ki}-ka\abs pa-bil₃-ga-ni\abs ur-{d}nanše ensi₂ lagaš{ki}-kam,lagaš{ki}-ke₄
{d}nin-ŋir₂-su₂-ra e₂-an-na-tum₂ ensi₂ lagaš{ki}-ke₄ mu\abs pad₃-da {d}en-lilₓ(E₂)-ke₄ a₂\abs šum₂-ma {d}nin-ŋir₂-su₂-ka-ke₄ šag₄\l3 pad₃-da {d}nanše-ke₄ ga zid\abs gu₇-a {d}nin-hur-saŋ-ka-ke₄ mu dug₃\abs še₂₁-a {d}inana-ka-ke₄ ŋeštug₂\abs šum₂-ma {d}en-ki-ka-ke₄ ki\abs aŋ₂ {d}dumu-zid-abzu-ka-ke₄ ŋiškim-til₃ {d}hendur-saŋ-ka-ke₄ gu₅-li ki\abs aŋ₂ {d}lugal-urub{ki}-ka-ke₄ dumu aya₂-kur-gal ensi₂ lagaš{ki}-ke₄\gen\gen\erg {d}nin-ŋir₂-su₂-ra ŋir₂-su{ki}\abs ki-be₂\n5el3 mu-na-gi bad₃ iri-kug-ga\abs mu-na-du₃ {d}nanše\dat niŋin₆{ki}\abs mu-na-du₃ e₂-an-na-tum₂-e elam hur-saŋ u₆-ga\n5al2 aga₃-kar₂\abs be₂-seg₁₀\v10l2 |SAHAR.DU₆.TAK₄|-bi\abs mu-dub šu-nir |URU×A|{ki}-ka\gen\l1 ensi₂-bi\abs saŋ-ba\l1 mu-du\l2 aga₃-kar₂\abs be₂-seg₁₀\v10l2 |SAHAR.DU₆.TAK₄|-bi\abs mu-dub umma{ki}\l2 aga₃-kar₂\abs be₂-seg₁₀\v10l2 |SAHAR.DU₆.TAK₄|-bi\abs niš\cop mu-dub {d}nin-ŋir₂-su₂-ra a-šag₄ ki\abs aŋ₂-ŋa₂-ni gu₂-eden-na\abs šu-na\n5al2 mu-ni-gi₄ unug{ki}\l2 aga₃-kar₂\abs be₂-seg₁₀\v10l2 urim₅{ki}\l2 aga₃-kar₂\abs be₂-seg₁₀\v10l2 ki-{d}utu\l2 aga₃-kar₂\abs be₂-seg₁₀\v10l2 iri-az{ki}\abs mu-hul ensi₂-bi\abs mu-uš₂ mi-ši-me{ki}\abs mu-hul a-ru₂-a{ki}\abs mu-ha-lam e₂-an-na-tum₂ mu\abs pad₃-da {d}nin-ŋir₂-su₂-ka-da kur-kur-re₂ saŋ\abs e-dab₆-sag₃ mu lugal akšak{ki}-ka\abs i₃-zig₃-ga-a\v14sg3s e₂-an-na-tum₂ mu\abs pad₃-da {d}nin-ŋir₂-su₂-ka-ke₄ an-ta-sur-ra {d}nin-ŋir₂-su₂-ka-ta zu-zu lugal akšak{ki}\gen\abs akšak{ki}-še₃ mu-gaz mu-ha-lam ud-ba e₂-an-na-tum₂-ma e₂-an-na-tum₂ mu u₂-rum-ma-ni\cop mu GIR₃-GIR₃-ni lum-ma-a\cop {d}nin-ŋir₂-su₂-ra id₅ gibil\abs mu-na-dun lum-ma-gin₇-dug₃ mu\term mu-na-še₂₁ e₂-an-na-tum₂ lu₂ inim-ma\n5al2 sig₁₀-ga {d}nin-ŋir₂-su₂-ka e₂-an-na-tum₂ ensi₂ lagaš{ki}-ra {d}inana-ke₄ ki\abs an-na-aŋ₂-ŋa₂-da nam-ensi₂ lagaš{ki}-ta\gen\abl nam-lugal kiš{ki}\gen\abs mu-na-ta-šum₂ e₂-an-na-tum₂-da elam\erg saŋ\abs e-dab₆-sag₃ elam\abs kur-ra-na\n5al2 bi-gi₄\v10l2 kiš{ki}\erg saŋ\abs e-dab₆-sag₃ lugal akšak{ki}\gen\abs kur-ra-na\n5al2 bi-gi₄\v10l2 e₂-an-na-tum₂ ensi₂ lagaš{ki}-ke₄ kur\l3 gu₂\abs ŋar-ŋar {d}nin-ŋir₂-su-ka-ke₄ elam šubur{ki} |URU×A|{ki}\l2 a-suhur-ta aga₃-kar₂\abs be₂-seg₁₀\v10l2 kiš{ki} akšak{ki} ma-ri₂{ki}\l2 an-ta-sur-ra {d}nin-ŋir₂-su-ka-ta aga₃-kar₂\abs be₂-seg₁₀\v10l2 {d}nin-ŋir₂-su-ra lum-ma-gin₇-dug₃\abs mu-na-us₂ saŋ-še₃ mu-ni-rig₈\v10l3 e₂-an-na-tum₂ a₂\abs šum₂-ma {d}nin-ŋir₂-su₂-ka-ke₄ ŋeš-keš₂-ra₂ lum-ma-gin₇-dug₃\gen\abs esir₂ 1(šar₂) gur 2(diš) ul\l1 mu-ni-du₃ e₂-an-na-tum₂ lu₂ inim-ma\n5al2 sig₁₀-ga {d}nin-ŋir₂-su-ka-ke₄ diŋir-ra-ni\abs {d}šul-|MUŠ×PA|\cop e₂ gal ti-ra-aš₂\gen\abs mu-na-du₃ dumu aya₂-kur-gal ensi₂ lagaš{ki}-ka\abs pa-bil₃-ga-ni\abs ur-{d}nanše ensi₂ lagaš{ki}-kam,mu\abs pad₃-da
