Text,Line
{d}nin-ŋir₂-su ur-saŋ kalag-ga {d}en-lil₂-la₂ lugal-a-ni\dat ur-{d}nin-ŋir₂-su ensi₂ lagaš{ki}\gen dumu gu₃-de₂-a ensi₂ lagaš{ki}-ka lu₂ e₂-ninnu {d}nin-ŋir₂-su-ka\abs in-du₃-a-ke₄ abul inim si\abs sa₂-a-ke₄\n5el3 e₂ {d}nanše\gen\abs mu-na-us₂,{d}nin-ŋir₂-su
{d}nin-ŋir₂-su ur-saŋ kalag-ga {d}en-lil₂-la₂ lugal-a-ni\dat ur-{d}nin-ŋir₂-su ensi₂ lagaš{ki}\gen dumu gu₃-de₂-a ensi₂ lagaš{ki}-ka lu₂ e₂-ninnu {d}nin-ŋir₂-su-ka\abs in-du₃-a-ke₄ abul inim si\abs sa₂-a-ke₄\n5el3 e₂ {d}nanše\gen\abs mu-na-us₂,ur-saŋ kalag-ga
{d}nin-ŋir₂-su ur-saŋ kalag-ga {d}en-lil₂-la₂ lugal-a-ni\dat ur-{d}nin-ŋir₂-su ensi₂ lagaš{ki}\gen dumu gu₃-de₂-a ensi₂ lagaš{ki}-ka lu₂ e₂-ninnu {d}nin-ŋir₂-su-ka\abs in-du₃-a-ke₄ abul inim si\abs sa₂-a-ke₄\n5el3 e₂ {d}nanše\gen\abs mu-na-us₂,{d}en-lil₂-la₂
{d}nin-ŋir₂-su ur-saŋ kalag-ga {d}en-lil₂-la₂ lugal-a-ni\dat ur-{d}nin-ŋir₂-su ensi₂ lagaš{ki}\gen dumu gu₃-de₂-a ensi₂ lagaš{ki}-ka lu₂ e₂-ninnu {d}nin-ŋir₂-su-ka\abs in-du₃-a-ke₄ abul inim si\abs sa₂-a-ke₄\n5el3 e₂ {d}nanše\gen\abs mu-na-us₂,lugal-a-ni\dat
{d}nin-ŋir₂-su ur-saŋ kalag-ga {d}en-lil₂-la₂ lugal-a-ni\dat ur-{d}nin-ŋir₂-su ensi₂ lagaš{ki}\gen dumu gu₃-de₂-a ensi₂ lagaš{ki}-ka lu₂ e₂-ninnu {d}nin-ŋir₂-su-ka\abs in-du₃-a-ke₄ abul inim si\abs sa₂-a-ke₄\n5el3 e₂ {d}nanše\gen\abs mu-na-us₂,ur-{d}nin-ŋir₂-su
{d}nin-ŋir₂-su ur-saŋ kalag-ga {d}en-lil₂-la₂ lugal-a-ni\dat ur-{d}nin-ŋir₂-su ensi₂ lagaš{ki}\gen dumu gu₃-de₂-a ensi₂ lagaš{ki}-ka lu₂ e₂-ninnu {d}nin-ŋir₂-su-ka\abs in-du₃-a-ke₄ abul inim si\abs sa₂-a-ke₄\n5el3 e₂ {d}nanše\gen\abs mu-na-us₂,ensi₂
{d}nin-ŋir₂-su ur-saŋ kalag-ga {d}en-lil₂-la₂ lugal-a-ni\dat ur-{d}nin-ŋir₂-su ensi₂ lagaš{ki}\gen dumu gu₃-de₂-a ensi₂ lagaš{ki}-ka lu₂ e₂-ninnu {d}nin-ŋir₂-su-ka\abs in-du₃-a-ke₄ abul inim si\abs sa₂-a-ke₄\n5el3 e₂ {d}nanše\gen\abs mu-na-us₂,lagaš{ki}\gen
{d}nin-ŋir₂-su ur-saŋ kalag-ga {d}en-lil₂-la₂ lugal-a-ni\dat ur-{d}nin-ŋir₂-su ensi₂ lagaš{ki}\gen dumu gu₃-de₂-a ensi₂ lagaš{ki}-ka lu₂ e₂-ninnu {d}nin-ŋir₂-su-ka\abs in-du₃-a-ke₄ abul inim si\abs sa₂-a-ke₄\n5el3 e₂ {d}nanše\gen\abs mu-na-us₂,dumu gu₃-de₂-a
{d}nin-ŋir₂-su ur-saŋ kalag-ga {d}en-lil₂-la₂ lugal-a-ni\dat ur-{d}nin-ŋir₂-su ensi₂ lagaš{ki}\gen dumu gu₃-de₂-a ensi₂ lagaš{ki}-ka lu₂ e₂-ninnu {d}nin-ŋir₂-su-ka\abs in-du₃-a-ke₄ abul inim si\abs sa₂-a-ke₄\n5el3 e₂ {d}nanše\gen\abs mu-na-us₂,ensi₂
{d}nin-ŋir₂-su ur-saŋ kalag-ga {d}en-lil₂-la₂ lugal-a-ni\dat ur-{d}nin-ŋir₂-su ensi₂ lagaš{ki}\gen dumu gu₃-de₂-a ensi₂ lagaš{ki}-ka lu₂ e₂-ninnu {d}nin-ŋir₂-su-ka\abs in-du₃-a-ke₄ abul inim si\abs sa₂-a-ke₄\n5el3 e₂ {d}nanše\gen\abs mu-na-us₂,lagaš{ki}-ka
{d}nin-ŋir₂-su ur-saŋ kalag-ga {d}en-lil₂-la₂ lugal-a-ni\dat ur-{d}nin-ŋir₂-su ensi₂ lagaš{ki}\gen dumu gu₃-de₂-a ensi₂ lagaš{ki}-ka lu₂ e₂-ninnu {d}nin-ŋir₂-su-ka\abs in-du₃-a-ke₄ abul inim si\abs sa₂-a-ke₄\n5el3 e₂ {d}nanše\gen\abs mu-na-us₂,lu₂ e₂-ninnu
{d}nin-ŋir₂-su ur-saŋ kalag-ga {d}en-lil₂-la₂ lugal-a-ni\dat ur-{d}nin-ŋir₂-su ensi₂ lagaš{ki}\gen dumu gu₃-de₂-a ensi₂ lagaš{ki}-ka lu₂ e₂-ninnu {d}nin-ŋir₂-su-ka\abs in-du₃-a-ke₄ abul inim si\abs sa₂-a-ke₄\n5el3 e₂ {d}nanše\gen\abs mu-na-us₂,{d}nin-ŋir₂-su-ka\abs
{d}nin-ŋir₂-su ur-saŋ kalag-ga {d}en-lil₂-la₂ lugal-a-ni\dat ur-{d}nin-ŋir₂-su ensi₂ lagaš{ki}\gen dumu gu₃-de₂-a ensi₂ lagaš{ki}-ka lu₂ e₂-ninnu {d}nin-ŋir₂-su-ka\abs in-du₃-a-ke₄ abul inim si\abs sa₂-a-ke₄\n5el3 e₂ {d}nanše\gen\abs mu-na-us₂,in-du₃-a-ke₄
{d}nin-ŋir₂-su ur-saŋ kalag-ga {d}en-lil₂-la₂ lugal-a-ni\dat ur-{d}nin-ŋir₂-su ensi₂ lagaš{ki}\gen dumu gu₃-de₂-a ensi₂ lagaš{ki}-ka lu₂ e₂-ninnu {d}nin-ŋir₂-su-ka\abs in-du₃-a-ke₄ abul inim si\abs sa₂-a-ke₄\n5el3 e₂ {d}nanše\gen\abs mu-na-us₂,abul inim si\abs sa₂-a-ke₄\n5el3
{d}nin-ŋir₂-su ur-saŋ kalag-ga {d}en-lil₂-la₂ lugal-a-ni\dat ur-{d}nin-ŋir₂-su ensi₂ lagaš{ki}\gen dumu gu₃-de₂-a ensi₂ lagaš{ki}-ka lu₂ e₂-ninnu {d}nin-ŋir₂-su-ka\abs in-du₃-a-ke₄ abul inim si\abs sa₂-a-ke₄\n5el3 e₂ {d}nanše\gen\abs mu-na-us₂,e₂ {d}nanše\gen\abs mu-na-us₂
