Text,Line
{d}nin-gal nin-a-ni\dat nam-til₃ ur-{d}namma nita kalag-ga lugal urim₅{ki}-ma lugal ki-en-gi ki-uri\gen ad-da-na-še₃ en-nir-ŋal₂-an-na en {d}nanna\gen dumu ki\abs aŋ₂-ne₂ a\abs mu-na-ru,{d}nin-gal
{d}nin-gal nin-a-ni\dat nam-til₃ ur-{d}namma nita kalag-ga lugal urim₅{ki}-ma lugal ki-en-gi ki-uri\gen ad-da-na-še₃ en-nir-ŋal₂-an-na en {d}nanna\gen dumu ki\abs aŋ₂-ne₂ a\abs mu-na-ru,nin-a-ni\dat
{d}nin-gal nin-a-ni\dat nam-til₃ ur-{d}namma nita kalag-ga lugal urim₅{ki}-ma lugal ki-en-gi ki-uri\gen ad-da-na-še₃ en-nir-ŋal₂-an-na en {d}nanna\gen dumu ki\abs aŋ₂-ne₂ a\abs mu-na-ru,nam-til₃
{d}nin-gal nin-a-ni\dat nam-til₃ ur-{d}namma nita kalag-ga lugal urim₅{ki}-ma lugal ki-en-gi ki-uri\gen ad-da-na-še₃ en-nir-ŋal₂-an-na en {d}nanna\gen dumu ki\abs aŋ₂-ne₂ a\abs mu-na-ru,ur-{d}namma
{d}nin-gal nin-a-ni\dat nam-til₃ ur-{d}namma nita kalag-ga lugal urim₅{ki}-ma lugal ki-en-gi ki-uri\gen ad-da-na-še₃ en-nir-ŋal₂-an-na en {d}nanna\gen dumu ki\abs aŋ₂-ne₂ a\abs mu-na-ru,nita kalag-ga
{d}nin-gal nin-a-ni\dat nam-til₃ ur-{d}namma nita kalag-ga lugal urim₅{ki}-ma lugal ki-en-gi ki-uri\gen ad-da-na-še₃ en-nir-ŋal₂-an-na en {d}nanna\gen dumu ki\abs aŋ₂-ne₂ a\abs mu-na-ru,lugal urim₅{ki}-ma
{d}nin-gal nin-a-ni\dat nam-til₃ ur-{d}namma nita kalag-ga lugal urim₅{ki}-ma lugal ki-en-gi ki-uri\gen ad-da-na-še₃ en-nir-ŋal₂-an-na en {d}nanna\gen dumu ki\abs aŋ₂-ne₂ a\abs mu-na-ru,lugal ki-en-gi ki-uri\gen
{d}nin-gal nin-a-ni\dat nam-til₃ ur-{d}namma nita kalag-ga lugal urim₅{ki}-ma lugal ki-en-gi ki-uri\gen ad-da-na-še₃ en-nir-ŋal₂-an-na en {d}nanna\gen dumu ki\abs aŋ₂-ne₂ a\abs mu-na-ru,ad-da-na-še₃
{d}nin-gal nin-a-ni\dat nam-til₃ ur-{d}namma nita kalag-ga lugal urim₅{ki}-ma lugal ki-en-gi ki-uri\gen ad-da-na-še₃ en-nir-ŋal₂-an-na en {d}nanna\gen dumu ki\abs aŋ₂-ne₂ a\abs mu-na-ru,en-nir-ŋal₂-an-na
{d}nin-gal nin-a-ni\dat nam-til₃ ur-{d}namma nita kalag-ga lugal urim₅{ki}-ma lugal ki-en-gi ki-uri\gen ad-da-na-še₃ en-nir-ŋal₂-an-na en {d}nanna\gen dumu ki\abs aŋ₂-ne₂ a\abs mu-na-ru,en {d}nanna\gen
{d}nin-gal nin-a-ni\dat nam-til₃ ur-{d}namma nita kalag-ga lugal urim₅{ki}-ma lugal ki-en-gi ki-uri\gen ad-da-na-še₃ en-nir-ŋal₂-an-na en {d}nanna\gen dumu ki\abs aŋ₂-ne₂ a\abs mu-na-ru,dumu ki\abs aŋ₂-ne₂
{d}nin-gal nin-a-ni\dat nam-til₃ ur-{d}namma nita kalag-ga lugal urim₅{ki}-ma lugal ki-en-gi ki-uri\gen ad-da-na-še₃ en-nir-ŋal₂-an-na en {d}nanna\gen dumu ki\abs aŋ₂-ne₂ a\abs mu-na-ru,a\abs mu-na-ru
