Text,Line
x lugal kalag-ga lugal urim₂{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ ud ma-da za-ab-ša-li{ki} u₃ ma-da-ma-da šimaški{ki}-ka\abs mu-hul-a\l1 maš₂-gal gu₂-un an-ša-an{ki}-na\abs mu-un-tum₂-ma-na tam₂-ši-lum-bi\abs mu-na-an-dim₂ nam-til₃-la-ni-še₃ a\abs mu-na-ru,x
x lugal kalag-ga lugal urim₂{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ ud ma-da za-ab-ša-li{ki} u₃ ma-da-ma-da šimaški{ki}-ka\abs mu-hul-a\l1 maš₂-gal gu₂-un an-ša-an{ki}-na\abs mu-un-tum₂-ma-na tam₂-ši-lum-bi\abs mu-na-an-dim₂ nam-til₃-la-ni-še₃ a\abs mu-na-ru,lugal kalag-ga
x lugal kalag-ga lugal urim₂{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ ud ma-da za-ab-ša-li{ki} u₃ ma-da-ma-da šimaški{ki}-ka\abs mu-hul-a\l1 maš₂-gal gu₂-un an-ša-an{ki}-na\abs mu-un-tum₂-ma-na tam₂-ši-lum-bi\abs mu-na-an-dim₂ nam-til₃-la-ni-še₃ a\abs mu-na-ru,lugal urim₂{ki}-ma
x lugal kalag-ga lugal urim₂{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ ud ma-da za-ab-ša-li{ki} u₃ ma-da-ma-da šimaški{ki}-ka\abs mu-hul-a\l1 maš₂-gal gu₂-un an-ša-an{ki}-na\abs mu-un-tum₂-ma-na tam₂-ši-lum-bi\abs mu-na-an-dim₂ nam-til₃-la-ni-še₃ a\abs mu-na-ru,lugal an-ub-da limmu₂-ba-ke₄
x lugal kalag-ga lugal urim₂{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ ud ma-da za-ab-ša-li{ki} u₃ ma-da-ma-da šimaški{ki}-ka\abs mu-hul-a\l1 maš₂-gal gu₂-un an-ša-an{ki}-na\abs mu-un-tum₂-ma-na tam₂-ši-lum-bi\abs mu-na-an-dim₂ nam-til₃-la-ni-še₃ a\abs mu-na-ru,ud ma-da za-ab-ša-li{ki}
x lugal kalag-ga lugal urim₂{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ ud ma-da za-ab-ša-li{ki} u₃ ma-da-ma-da šimaški{ki}-ka\abs mu-hul-a\l1 maš₂-gal gu₂-un an-ša-an{ki}-na\abs mu-un-tum₂-ma-na tam₂-ši-lum-bi\abs mu-na-an-dim₂ nam-til₃-la-ni-še₃ a\abs mu-na-ru,u₃ ma-da-ma-da
x lugal kalag-ga lugal urim₂{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ ud ma-da za-ab-ša-li{ki} u₃ ma-da-ma-da šimaški{ki}-ka\abs mu-hul-a\l1 maš₂-gal gu₂-un an-ša-an{ki}-na\abs mu-un-tum₂-ma-na tam₂-ši-lum-bi\abs mu-na-an-dim₂ nam-til₃-la-ni-še₃ a\abs mu-na-ru,šimaški{ki}-ka\abs
x lugal kalag-ga lugal urim₂{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ ud ma-da za-ab-ša-li{ki} u₃ ma-da-ma-da šimaški{ki}-ka\abs mu-hul-a\l1 maš₂-gal gu₂-un an-ša-an{ki}-na\abs mu-un-tum₂-ma-na tam₂-ši-lum-bi\abs mu-na-an-dim₂ nam-til₃-la-ni-še₃ a\abs mu-na-ru,mu-hul-a\l1
x lugal kalag-ga lugal urim₂{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ ud ma-da za-ab-ša-li{ki} u₃ ma-da-ma-da šimaški{ki}-ka\abs mu-hul-a\l1 maš₂-gal gu₂-un an-ša-an{ki}-na\abs mu-un-tum₂-ma-na tam₂-ši-lum-bi\abs mu-na-an-dim₂ nam-til₃-la-ni-še₃ a\abs mu-na-ru,maš₂-gal
x lugal kalag-ga lugal urim₂{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ ud ma-da za-ab-ša-li{ki} u₃ ma-da-ma-da šimaški{ki}-ka\abs mu-hul-a\l1 maš₂-gal gu₂-un an-ša-an{ki}-na\abs mu-un-tum₂-ma-na tam₂-ši-lum-bi\abs mu-na-an-dim₂ nam-til₃-la-ni-še₃ a\abs mu-na-ru,gu₂-un an-ša-an{ki}-na\abs
x lugal kalag-ga lugal urim₂{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ ud ma-da za-ab-ša-li{ki} u₃ ma-da-ma-da šimaški{ki}-ka\abs mu-hul-a\l1 maš₂-gal gu₂-un an-ša-an{ki}-na\abs mu-un-tum₂-ma-na tam₂-ši-lum-bi\abs mu-na-an-dim₂ nam-til₃-la-ni-še₃ a\abs mu-na-ru,mu-un-tum₂-ma-na
x lugal kalag-ga lugal urim₂{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ ud ma-da za-ab-ša-li{ki} u₃ ma-da-ma-da šimaški{ki}-ka\abs mu-hul-a\l1 maš₂-gal gu₂-un an-ša-an{ki}-na\abs mu-un-tum₂-ma-na tam₂-ši-lum-bi\abs mu-na-an-dim₂ nam-til₃-la-ni-še₃ a\abs mu-na-ru,tam₂-ši-lum-bi\abs
x lugal kalag-ga lugal urim₂{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ ud ma-da za-ab-ša-li{ki} u₃ ma-da-ma-da šimaški{ki}-ka\abs mu-hul-a\l1 maš₂-gal gu₂-un an-ša-an{ki}-na\abs mu-un-tum₂-ma-na tam₂-ši-lum-bi\abs mu-na-an-dim₂ nam-til₃-la-ni-še₃ a\abs mu-na-ru,mu-na-an-dim₂
x lugal kalag-ga lugal urim₂{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ ud ma-da za-ab-ša-li{ki} u₃ ma-da-ma-da šimaški{ki}-ka\abs mu-hul-a\l1 maš₂-gal gu₂-un an-ša-an{ki}-na\abs mu-un-tum₂-ma-na tam₂-ši-lum-bi\abs mu-na-an-dim₂ nam-til₃-la-ni-še₃ a\abs mu-na-ru,nam-til₃-la-ni-še₃
x lugal kalag-ga lugal urim₂{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ ud ma-da za-ab-ša-li{ki} u₃ ma-da-ma-da šimaški{ki}-ka\abs mu-hul-a\l1 maš₂-gal gu₂-un an-ša-an{ki}-na\abs mu-un-tum₂-ma-na tam₂-ši-lum-bi\abs mu-na-an-dim₂ nam-til₃-la-ni-še₃ a\abs mu-na-ru,a\abs mu-na-ru
