Text,Line
{d}nin-ŋir₂-su ur-saŋ kalag-ga {d}en-lil₂-la₂ lugal-a-ni\dat gu₃-de₂-a ensi₂ lagaš{ki}-ke₄ e₂-ninnu-anzud₂{mušen}-babbar₂-ra-ni\abs mu-na-du₃ šag₄-ba a-ga eren ki di\abs kud-a-ni\abs mu-na-ni-du₃,{d}nin-ŋir₂-su
{d}nin-ŋir₂-su ur-saŋ kalag-ga {d}en-lil₂-la₂ lugal-a-ni\dat gu₃-de₂-a ensi₂ lagaš{ki}-ke₄ e₂-ninnu-anzud₂{mušen}-babbar₂-ra-ni\abs mu-na-du₃ šag₄-ba a-ga eren ki di\abs kud-a-ni\abs mu-na-ni-du₃,ur-saŋ kalag-ga
{d}nin-ŋir₂-su ur-saŋ kalag-ga {d}en-lil₂-la₂ lugal-a-ni\dat gu₃-de₂-a ensi₂ lagaš{ki}-ke₄ e₂-ninnu-anzud₂{mušen}-babbar₂-ra-ni\abs mu-na-du₃ šag₄-ba a-ga eren ki di\abs kud-a-ni\abs mu-na-ni-du₃,{d}en-lil₂-la₂
{d}nin-ŋir₂-su ur-saŋ kalag-ga {d}en-lil₂-la₂ lugal-a-ni\dat gu₃-de₂-a ensi₂ lagaš{ki}-ke₄ e₂-ninnu-anzud₂{mušen}-babbar₂-ra-ni\abs mu-na-du₃ šag₄-ba a-ga eren ki di\abs kud-a-ni\abs mu-na-ni-du₃,lugal-a-ni\dat
{d}nin-ŋir₂-su ur-saŋ kalag-ga {d}en-lil₂-la₂ lugal-a-ni\dat gu₃-de₂-a ensi₂ lagaš{ki}-ke₄ e₂-ninnu-anzud₂{mušen}-babbar₂-ra-ni\abs mu-na-du₃ šag₄-ba a-ga eren ki di\abs kud-a-ni\abs mu-na-ni-du₃,gu₃-de₂-a
{d}nin-ŋir₂-su ur-saŋ kalag-ga {d}en-lil₂-la₂ lugal-a-ni\dat gu₃-de₂-a ensi₂ lagaš{ki}-ke₄ e₂-ninnu-anzud₂{mušen}-babbar₂-ra-ni\abs mu-na-du₃ šag₄-ba a-ga eren ki di\abs kud-a-ni\abs mu-na-ni-du₃,ensi₂
{d}nin-ŋir₂-su ur-saŋ kalag-ga {d}en-lil₂-la₂ lugal-a-ni\dat gu₃-de₂-a ensi₂ lagaš{ki}-ke₄ e₂-ninnu-anzud₂{mušen}-babbar₂-ra-ni\abs mu-na-du₃ šag₄-ba a-ga eren ki di\abs kud-a-ni\abs mu-na-ni-du₃,lagaš{ki}-ke₄
{d}nin-ŋir₂-su ur-saŋ kalag-ga {d}en-lil₂-la₂ lugal-a-ni\dat gu₃-de₂-a ensi₂ lagaš{ki}-ke₄ e₂-ninnu-anzud₂{mušen}-babbar₂-ra-ni\abs mu-na-du₃ šag₄-ba a-ga eren ki di\abs kud-a-ni\abs mu-na-ni-du₃,e₂-ninnu-anzud₂{mušen}-babbar₂-ra-ni\abs
{d}nin-ŋir₂-su ur-saŋ kalag-ga {d}en-lil₂-la₂ lugal-a-ni\dat gu₃-de₂-a ensi₂ lagaš{ki}-ke₄ e₂-ninnu-anzud₂{mušen}-babbar₂-ra-ni\abs mu-na-du₃ šag₄-ba a-ga eren ki di\abs kud-a-ni\abs mu-na-ni-du₃,mu-na-du₃
{d}nin-ŋir₂-su ur-saŋ kalag-ga {d}en-lil₂-la₂ lugal-a-ni\dat gu₃-de₂-a ensi₂ lagaš{ki}-ke₄ e₂-ninnu-anzud₂{mušen}-babbar₂-ra-ni\abs mu-na-du₃ šag₄-ba a-ga eren ki di\abs kud-a-ni\abs mu-na-ni-du₃,šag₄-ba a-ga eren
{d}nin-ŋir₂-su ur-saŋ kalag-ga {d}en-lil₂-la₂ lugal-a-ni\dat gu₃-de₂-a ensi₂ lagaš{ki}-ke₄ e₂-ninnu-anzud₂{mušen}-babbar₂-ra-ni\abs mu-na-du₃ šag₄-ba a-ga eren ki di\abs kud-a-ni\abs mu-na-ni-du₃,ki di\abs kud-a-ni\abs
{d}nin-ŋir₂-su ur-saŋ kalag-ga {d}en-lil₂-la₂ lugal-a-ni\dat gu₃-de₂-a ensi₂ lagaš{ki}-ke₄ e₂-ninnu-anzud₂{mušen}-babbar₂-ra-ni\abs mu-na-du₃ šag₄-ba a-ga eren ki di\abs kud-a-ni\abs mu-na-ni-du₃,mu-na-ni-du₃
