Text,Line
{d}šara₂ nir-ŋal₂ an-na dumu ki\abs aŋ₂ {d}inana\gen lugal-a-ni-ir {d}šu-{d}suen ki\abs aŋ₂ {d}en-lil₂-la₂ lugal {d}en-lil₂-le ki\abs aŋ₂ šag₄-ga-na in-pad₃ lugal kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ šag₄-ge-pad₃-da e₂ ki\abs aŋ₂-ni\abs nam-til₃-la-ni-še₃ mu-na-du₃,{d}šara₂
{d}šara₂ nir-ŋal₂ an-na dumu ki\abs aŋ₂ {d}inana\gen lugal-a-ni-ir {d}šu-{d}suen ki\abs aŋ₂ {d}en-lil₂-la₂ lugal {d}en-lil₂-le ki\abs aŋ₂ šag₄-ga-na in-pad₃ lugal kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ šag₄-ge-pad₃-da e₂ ki\abs aŋ₂-ni\abs nam-til₃-la-ni-še₃ mu-na-du₃,nir-ŋal₂ an-na
{d}šara₂ nir-ŋal₂ an-na dumu ki\abs aŋ₂ {d}inana\gen lugal-a-ni-ir {d}šu-{d}suen ki\abs aŋ₂ {d}en-lil₂-la₂ lugal {d}en-lil₂-le ki\abs aŋ₂ šag₄-ga-na in-pad₃ lugal kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ šag₄-ge-pad₃-da e₂ ki\abs aŋ₂-ni\abs nam-til₃-la-ni-še₃ mu-na-du₃,dumu ki\abs aŋ₂
{d}šara₂ nir-ŋal₂ an-na dumu ki\abs aŋ₂ {d}inana\gen lugal-a-ni-ir {d}šu-{d}suen ki\abs aŋ₂ {d}en-lil₂-la₂ lugal {d}en-lil₂-le ki\abs aŋ₂ šag₄-ga-na in-pad₃ lugal kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ šag₄-ge-pad₃-da e₂ ki\abs aŋ₂-ni\abs nam-til₃-la-ni-še₃ mu-na-du₃,{d}inana\gen
{d}šara₂ nir-ŋal₂ an-na dumu ki\abs aŋ₂ {d}inana\gen lugal-a-ni-ir {d}šu-{d}suen ki\abs aŋ₂ {d}en-lil₂-la₂ lugal {d}en-lil₂-le ki\abs aŋ₂ šag₄-ga-na in-pad₃ lugal kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ šag₄-ge-pad₃-da e₂ ki\abs aŋ₂-ni\abs nam-til₃-la-ni-še₃ mu-na-du₃,lugal-a-ni-ir
{d}šara₂ nir-ŋal₂ an-na dumu ki\abs aŋ₂ {d}inana\gen lugal-a-ni-ir {d}šu-{d}suen ki\abs aŋ₂ {d}en-lil₂-la₂ lugal {d}en-lil₂-le ki\abs aŋ₂ šag₄-ga-na in-pad₃ lugal kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ šag₄-ge-pad₃-da e₂ ki\abs aŋ₂-ni\abs nam-til₃-la-ni-še₃ mu-na-du₃,{d}šu-{d}suen
{d}šara₂ nir-ŋal₂ an-na dumu ki\abs aŋ₂ {d}inana\gen lugal-a-ni-ir {d}šu-{d}suen ki\abs aŋ₂ {d}en-lil₂-la₂ lugal {d}en-lil₂-le ki\abs aŋ₂ šag₄-ga-na in-pad₃ lugal kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ šag₄-ge-pad₃-da e₂ ki\abs aŋ₂-ni\abs nam-til₃-la-ni-še₃ mu-na-du₃,ki\abs aŋ₂ {d}en-lil₂-la₂
{d}šara₂ nir-ŋal₂ an-na dumu ki\abs aŋ₂ {d}inana\gen lugal-a-ni-ir {d}šu-{d}suen ki\abs aŋ₂ {d}en-lil₂-la₂ lugal {d}en-lil₂-le ki\abs aŋ₂ šag₄-ga-na in-pad₃ lugal kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ šag₄-ge-pad₃-da e₂ ki\abs aŋ₂-ni\abs nam-til₃-la-ni-še₃ mu-na-du₃,lugal {d}en-lil₂-le
{d}šara₂ nir-ŋal₂ an-na dumu ki\abs aŋ₂ {d}inana\gen lugal-a-ni-ir {d}šu-{d}suen ki\abs aŋ₂ {d}en-lil₂-la₂ lugal {d}en-lil₂-le ki\abs aŋ₂ šag₄-ga-na in-pad₃ lugal kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ šag₄-ge-pad₃-da e₂ ki\abs aŋ₂-ni\abs nam-til₃-la-ni-še₃ mu-na-du₃,ki\abs aŋ₂ šag₄-ga-na
{d}šara₂ nir-ŋal₂ an-na dumu ki\abs aŋ₂ {d}inana\gen lugal-a-ni-ir {d}šu-{d}suen ki\abs aŋ₂ {d}en-lil₂-la₂ lugal {d}en-lil₂-le ki\abs aŋ₂ šag₄-ga-na in-pad₃ lugal kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ šag₄-ge-pad₃-da e₂ ki\abs aŋ₂-ni\abs nam-til₃-la-ni-še₃ mu-na-du₃,in-pad₃
{d}šara₂ nir-ŋal₂ an-na dumu ki\abs aŋ₂ {d}inana\gen lugal-a-ni-ir {d}šu-{d}suen ki\abs aŋ₂ {d}en-lil₂-la₂ lugal {d}en-lil₂-le ki\abs aŋ₂ šag₄-ga-na in-pad₃ lugal kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ šag₄-ge-pad₃-da e₂ ki\abs aŋ₂-ni\abs nam-til₃-la-ni-še₃ mu-na-du₃,lugal kalag-ga
{d}šara₂ nir-ŋal₂ an-na dumu ki\abs aŋ₂ {d}inana\gen lugal-a-ni-ir {d}šu-{d}suen ki\abs aŋ₂ {d}en-lil₂-la₂ lugal {d}en-lil₂-le ki\abs aŋ₂ šag₄-ga-na in-pad₃ lugal kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ šag₄-ge-pad₃-da e₂ ki\abs aŋ₂-ni\abs nam-til₃-la-ni-še₃ mu-na-du₃,lugal urim₅{ki}-ma
{d}šara₂ nir-ŋal₂ an-na dumu ki\abs aŋ₂ {d}inana\gen lugal-a-ni-ir {d}šu-{d}suen ki\abs aŋ₂ {d}en-lil₂-la₂ lugal {d}en-lil₂-le ki\abs aŋ₂ šag₄-ga-na in-pad₃ lugal kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ šag₄-ge-pad₃-da e₂ ki\abs aŋ₂-ni\abs nam-til₃-la-ni-še₃ mu-na-du₃,lugal an-ub-da limmu₂-ba-ke₄
{d}šara₂ nir-ŋal₂ an-na dumu ki\abs aŋ₂ {d}inana\gen lugal-a-ni-ir {d}šu-{d}suen ki\abs aŋ₂ {d}en-lil₂-la₂ lugal {d}en-lil₂-le ki\abs aŋ₂ šag₄-ga-na in-pad₃ lugal kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ šag₄-ge-pad₃-da e₂ ki\abs aŋ₂-ni\abs nam-til₃-la-ni-še₃ mu-na-du₃,šag₄-ge-pad₃-da
{d}šara₂ nir-ŋal₂ an-na dumu ki\abs aŋ₂ {d}inana\gen lugal-a-ni-ir {d}šu-{d}suen ki\abs aŋ₂ {d}en-lil₂-la₂ lugal {d}en-lil₂-le ki\abs aŋ₂ šag₄-ga-na in-pad₃ lugal kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ šag₄-ge-pad₃-da e₂ ki\abs aŋ₂-ni\abs nam-til₃-la-ni-še₃ mu-na-du₃,e₂ ki\abs aŋ₂-ni\abs
{d}šara₂ nir-ŋal₂ an-na dumu ki\abs aŋ₂ {d}inana\gen lugal-a-ni-ir {d}šu-{d}suen ki\abs aŋ₂ {d}en-lil₂-la₂ lugal {d}en-lil₂-le ki\abs aŋ₂ šag₄-ga-na in-pad₃ lugal kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ šag₄-ge-pad₃-da e₂ ki\abs aŋ₂-ni\abs nam-til₃-la-ni-še₃ mu-na-du₃,nam-til₃-la-ni-še₃
{d}šara₂ nir-ŋal₂ an-na dumu ki\abs aŋ₂ {d}inana\gen lugal-a-ni-ir {d}šu-{d}suen ki\abs aŋ₂ {d}en-lil₂-la₂ lugal {d}en-lil₂-le ki\abs aŋ₂ šag₄-ga-na in-pad₃ lugal kalag-ga lugal urim₅{ki}-ma lugal an-ub-da limmu₂-ba-ke₄ šag₄-ge-pad₃-da e₂ ki\abs aŋ₂-ni\abs nam-til₃-la-ni-še₃ mu-na-du₃,mu-na-du₃
