Text,Line
{d}nin-ŋir₂-su ur-saŋ kalag-ga {d}en-lil₂-la₂-ra ur-{d}ba-u₂ ensi₂ lagaš{ki}\gen dumu tud-da {d}nin-a₂-gal-ka-ke₄ e₂-ninnu-anzud₂{mušen}-babbar₂-ra-ni\abs mu-na-du₃ e₂-{anše}du₂₄-ur₃-ka-ni\abs mu-na-du₃ {d}ba-u₂ munus sag₉-ga dumu an-na-ra e₂ iri-kug-ga-ka-ni\abs mu-na-du₃ {d}nin-kug-nun-na-ra e₂ urub{ki}-ka-ni\abs mu-na-du₃ {d}en-ki lugal-a-ni\dat e₂-a-ni\abs mu-na-du₃ {d}nin-a₂-gal diŋir-ra-ni\dat e₂-a-ni\abs mu-na-du₃,{d}nin-ŋir₂-su
{d}nin-ŋir₂-su ur-saŋ kalag-ga {d}en-lil₂-la₂-ra ur-{d}ba-u₂ ensi₂ lagaš{ki}\gen dumu tud-da {d}nin-a₂-gal-ka-ke₄ e₂-ninnu-anzud₂{mušen}-babbar₂-ra-ni\abs mu-na-du₃ e₂-{anše}du₂₄-ur₃-ka-ni\abs mu-na-du₃ {d}ba-u₂ munus sag₉-ga dumu an-na-ra e₂ iri-kug-ga-ka-ni\abs mu-na-du₃ {d}nin-kug-nun-na-ra e₂ urub{ki}-ka-ni\abs mu-na-du₃ {d}en-ki lugal-a-ni\dat e₂-a-ni\abs mu-na-du₃ {d}nin-a₂-gal diŋir-ra-ni\dat e₂-a-ni\abs mu-na-du₃,ur-saŋ kalag-ga
{d}nin-ŋir₂-su ur-saŋ kalag-ga {d}en-lil₂-la₂-ra ur-{d}ba-u₂ ensi₂ lagaš{ki}\gen dumu tud-da {d}nin-a₂-gal-ka-ke₄ e₂-ninnu-anzud₂{mušen}-babbar₂-ra-ni\abs mu-na-du₃ e₂-{anše}du₂₄-ur₃-ka-ni\abs mu-na-du₃ {d}ba-u₂ munus sag₉-ga dumu an-na-ra e₂ iri-kug-ga-ka-ni\abs mu-na-du₃ {d}nin-kug-nun-na-ra e₂ urub{ki}-ka-ni\abs mu-na-du₃ {d}en-ki lugal-a-ni\dat e₂-a-ni\abs mu-na-du₃ {d}nin-a₂-gal diŋir-ra-ni\dat e₂-a-ni\abs mu-na-du₃,{d}en-lil₂-la₂-ra
{d}nin-ŋir₂-su ur-saŋ kalag-ga {d}en-lil₂-la₂-ra ur-{d}ba-u₂ ensi₂ lagaš{ki}\gen dumu tud-da {d}nin-a₂-gal-ka-ke₄ e₂-ninnu-anzud₂{mušen}-babbar₂-ra-ni\abs mu-na-du₃ e₂-{anše}du₂₄-ur₃-ka-ni\abs mu-na-du₃ {d}ba-u₂ munus sag₉-ga dumu an-na-ra e₂ iri-kug-ga-ka-ni\abs mu-na-du₃ {d}nin-kug-nun-na-ra e₂ urub{ki}-ka-ni\abs mu-na-du₃ {d}en-ki lugal-a-ni\dat e₂-a-ni\abs mu-na-du₃ {d}nin-a₂-gal diŋir-ra-ni\dat e₂-a-ni\abs mu-na-du₃,ur-{d}ba-u₂
{d}nin-ŋir₂-su ur-saŋ kalag-ga {d}en-lil₂-la₂-ra ur-{d}ba-u₂ ensi₂ lagaš{ki}\gen dumu tud-da {d}nin-a₂-gal-ka-ke₄ e₂-ninnu-anzud₂{mušen}-babbar₂-ra-ni\abs mu-na-du₃ e₂-{anše}du₂₄-ur₃-ka-ni\abs mu-na-du₃ {d}ba-u₂ munus sag₉-ga dumu an-na-ra e₂ iri-kug-ga-ka-ni\abs mu-na-du₃ {d}nin-kug-nun-na-ra e₂ urub{ki}-ka-ni\abs mu-na-du₃ {d}en-ki lugal-a-ni\dat e₂-a-ni\abs mu-na-du₃ {d}nin-a₂-gal diŋir-ra-ni\dat e₂-a-ni\abs mu-na-du₃,ensi₂
{d}nin-ŋir₂-su ur-saŋ kalag-ga {d}en-lil₂-la₂-ra ur-{d}ba-u₂ ensi₂ lagaš{ki}\gen dumu tud-da {d}nin-a₂-gal-ka-ke₄ e₂-ninnu-anzud₂{mušen}-babbar₂-ra-ni\abs mu-na-du₃ e₂-{anše}du₂₄-ur₃-ka-ni\abs mu-na-du₃ {d}ba-u₂ munus sag₉-ga dumu an-na-ra e₂ iri-kug-ga-ka-ni\abs mu-na-du₃ {d}nin-kug-nun-na-ra e₂ urub{ki}-ka-ni\abs mu-na-du₃ {d}en-ki lugal-a-ni\dat e₂-a-ni\abs mu-na-du₃ {d}nin-a₂-gal diŋir-ra-ni\dat e₂-a-ni\abs mu-na-du₃,lagaš{ki}\gen
{d}nin-ŋir₂-su ur-saŋ kalag-ga {d}en-lil₂-la₂-ra ur-{d}ba-u₂ ensi₂ lagaš{ki}\gen dumu tud-da {d}nin-a₂-gal-ka-ke₄ e₂-ninnu-anzud₂{mušen}-babbar₂-ra-ni\abs mu-na-du₃ e₂-{anše}du₂₄-ur₃-ka-ni\abs mu-na-du₃ {d}ba-u₂ munus sag₉-ga dumu an-na-ra e₂ iri-kug-ga-ka-ni\abs mu-na-du₃ {d}nin-kug-nun-na-ra e₂ urub{ki}-ka-ni\abs mu-na-du₃ {d}en-ki lugal-a-ni\dat e₂-a-ni\abs mu-na-du₃ {d}nin-a₂-gal diŋir-ra-ni\dat e₂-a-ni\abs mu-na-du₃,dumu tud-da
{d}nin-ŋir₂-su ur-saŋ kalag-ga {d}en-lil₂-la₂-ra ur-{d}ba-u₂ ensi₂ lagaš{ki}\gen dumu tud-da {d}nin-a₂-gal-ka-ke₄ e₂-ninnu-anzud₂{mušen}-babbar₂-ra-ni\abs mu-na-du₃ e₂-{anše}du₂₄-ur₃-ka-ni\abs mu-na-du₃ {d}ba-u₂ munus sag₉-ga dumu an-na-ra e₂ iri-kug-ga-ka-ni\abs mu-na-du₃ {d}nin-kug-nun-na-ra e₂ urub{ki}-ka-ni\abs mu-na-du₃ {d}en-ki lugal-a-ni\dat e₂-a-ni\abs mu-na-du₃ {d}nin-a₂-gal diŋir-ra-ni\dat e₂-a-ni\abs mu-na-du₃,{d}nin-a₂-gal-ka-ke₄
{d}nin-ŋir₂-su ur-saŋ kalag-ga {d}en-lil₂-la₂-ra ur-{d}ba-u₂ ensi₂ lagaš{ki}\gen dumu tud-da {d}nin-a₂-gal-ka-ke₄ e₂-ninnu-anzud₂{mušen}-babbar₂-ra-ni\abs mu-na-du₃ e₂-{anše}du₂₄-ur₃-ka-ni\abs mu-na-du₃ {d}ba-u₂ munus sag₉-ga dumu an-na-ra e₂ iri-kug-ga-ka-ni\abs mu-na-du₃ {d}nin-kug-nun-na-ra e₂ urub{ki}-ka-ni\abs mu-na-du₃ {d}en-ki lugal-a-ni\dat e₂-a-ni\abs mu-na-du₃ {d}nin-a₂-gal diŋir-ra-ni\dat e₂-a-ni\abs mu-na-du₃,e₂-ninnu-anzud₂{mušen}-babbar₂-ra-ni\abs
{d}nin-ŋir₂-su ur-saŋ kalag-ga {d}en-lil₂-la₂-ra ur-{d}ba-u₂ ensi₂ lagaš{ki}\gen dumu tud-da {d}nin-a₂-gal-ka-ke₄ e₂-ninnu-anzud₂{mušen}-babbar₂-ra-ni\abs mu-na-du₃ e₂-{anše}du₂₄-ur₃-ka-ni\abs mu-na-du₃ {d}ba-u₂ munus sag₉-ga dumu an-na-ra e₂ iri-kug-ga-ka-ni\abs mu-na-du₃ {d}nin-kug-nun-na-ra e₂ urub{ki}-ka-ni\abs mu-na-du₃ {d}en-ki lugal-a-ni\dat e₂-a-ni\abs mu-na-du₃ {d}nin-a₂-gal diŋir-ra-ni\dat e₂-a-ni\abs mu-na-du₃,mu-na-du₃
