Text,Line
lu₂ umma{ki}-ke₄ eg₂ ki-surₓ(ERIN₂)-ra-ke₄\n5edat izi\abs ba-šum₂ an-ta-sur-ra\dat izi\abs ba-šum₂ kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ e₂ gal ti-ra-aš₂-ka\n5al2 šu\abs be₂-bad abzu-ban₃-da-a\n5al2 šu\abs be₂-bad barag {d}en-lil₂-la₂ barag {d}utu-ka\n5al2 šu\abs be₂-bad a-huš-a\n5al2 šu\abs be₂-bad kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ e₂-babbar₂-ra\n5al2 šu\abs be₂-bad kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ gi-gu₃-na {d}nin-mah tir-kug-ga-ka-ka\n5al2 šu\abs be₂-bad kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ ba-gara₂-a\n5al2 šu\abs be₂-bad kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ dug-ru\dat izi\abs ba-šum₂ kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ abzu-eg₂-ga-ka\n5al2 šu\abs be₂-bad e₂ {d}ŋa₂-tum₃-dug₃-ke₄\n5edat izi\abs ba-šum₂ kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ alan-bi\abs i₃-gul-gul eb e₂-an-na {d}inana-ka-ke₄\n5edat izi\abs ba-šum₂ kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ alan-bi\abs i₃-gul-gul šag₄-pad₃-da\n5al2 šu\abs be₂-bad kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ he-en-da-ka\l1 sumur₃\abs ne₂-bala-bala ki-eš₃{ki}\l1 e₂ {d}nin-dar-ka\n5al2 šu\abs be₂-bad kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ ki-nu-nir{ki}\l1 e₂ {d}dumu-zid-abzu-ka-ke₄\n5edat izi\abs ba-šum₂ kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ e₂ {d}lugal-urub{ki}-ka-ke₄\n5edat izi\abs ba-šum₂ kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ e₂-engur-ra {d}nanše-ka\n5al2 šu\abs be₂-bad kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ saŋ-ubₓ(|EZEN×BAD|)\l1 e₂ {d}ama-ŋeštin-na-ka\n5al2 šu\abs be₂-bad {d}ama-ŋeštin-ta kug za-gin₃-na-ni\abs ba-ta-keše₂-keše₂ pu₂-ba ni-šub ašag {d}nin-ŋir₂-su-ka en-na uru₄-a\gen še-bi\abs i₃-burₓ(PAD) lu₂ umma{ki}-ke₄ eŋir lagaš{ki}\abs ba-hul-a-ta\v14sg3s nam-tag₂\abs {d}nin-ŋir₂-su-da e-da-ak-ka-am₆ šu\abs in-ši-de₆-a-am₆ e-ta-|KUD.KUD|\v14sg3s nam-tag₂ iri-ka-gen₆-na lugal ŋir₂-su{ki}-ka\abs nu-ŋal₂\v14sg3s lugal-zag-ge-si ensi₂ umma{ki}-ka diŋir-ra-ni {d}nisaba-ke₄ nam-tag₂-bi\abs gu₂-na he₂-|IL₂.IL₂|,lu₂ umma{ki}-ke₄
lu₂ umma{ki}-ke₄ eg₂ ki-surₓ(ERIN₂)-ra-ke₄\n5edat izi\abs ba-šum₂ an-ta-sur-ra\dat izi\abs ba-šum₂ kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ e₂ gal ti-ra-aš₂-ka\n5al2 šu\abs be₂-bad abzu-ban₃-da-a\n5al2 šu\abs be₂-bad barag {d}en-lil₂-la₂ barag {d}utu-ka\n5al2 šu\abs be₂-bad a-huš-a\n5al2 šu\abs be₂-bad kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ e₂-babbar₂-ra\n5al2 šu\abs be₂-bad kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ gi-gu₃-na {d}nin-mah tir-kug-ga-ka-ka\n5al2 šu\abs be₂-bad kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ ba-gara₂-a\n5al2 šu\abs be₂-bad kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ dug-ru\dat izi\abs ba-šum₂ kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ abzu-eg₂-ga-ka\n5al2 šu\abs be₂-bad e₂ {d}ŋa₂-tum₃-dug₃-ke₄\n5edat izi\abs ba-šum₂ kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ alan-bi\abs i₃-gul-gul eb e₂-an-na {d}inana-ka-ke₄\n5edat izi\abs ba-šum₂ kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ alan-bi\abs i₃-gul-gul šag₄-pad₃-da\n5al2 šu\abs be₂-bad kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ he-en-da-ka\l1 sumur₃\abs ne₂-bala-bala ki-eš₃{ki}\l1 e₂ {d}nin-dar-ka\n5al2 šu\abs be₂-bad kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ ki-nu-nir{ki}\l1 e₂ {d}dumu-zid-abzu-ka-ke₄\n5edat izi\abs ba-šum₂ kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ e₂ {d}lugal-urub{ki}-ka-ke₄\n5edat izi\abs ba-šum₂ kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ e₂-engur-ra {d}nanše-ka\n5al2 šu\abs be₂-bad kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ saŋ-ubₓ(|EZEN×BAD|)\l1 e₂ {d}ama-ŋeštin-na-ka\n5al2 šu\abs be₂-bad {d}ama-ŋeštin-ta kug za-gin₃-na-ni\abs ba-ta-keše₂-keše₂ pu₂-ba ni-šub ašag {d}nin-ŋir₂-su-ka en-na uru₄-a\gen še-bi\abs i₃-burₓ(PAD) lu₂ umma{ki}-ke₄ eŋir lagaš{ki}\abs ba-hul-a-ta\v14sg3s nam-tag₂\abs {d}nin-ŋir₂-su-da e-da-ak-ka-am₆ šu\abs in-ši-de₆-a-am₆ e-ta-|KUD.KUD|\v14sg3s nam-tag₂ iri-ka-gen₆-na lugal ŋir₂-su{ki}-ka\abs nu-ŋal₂\v14sg3s lugal-zag-ge-si ensi₂ umma{ki}-ka diŋir-ra-ni {d}nisaba-ke₄ nam-tag₂-bi\abs gu₂-na he₂-|IL₂.IL₂|,eg₂ ki-surₓ(ERIN₂)-ra-ke₄\n5edat
lu₂ umma{ki}-ke₄ eg₂ ki-surₓ(ERIN₂)-ra-ke₄\n5edat izi\abs ba-šum₂ an-ta-sur-ra\dat izi\abs ba-šum₂ kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ e₂ gal ti-ra-aš₂-ka\n5al2 šu\abs be₂-bad abzu-ban₃-da-a\n5al2 šu\abs be₂-bad barag {d}en-lil₂-la₂ barag {d}utu-ka\n5al2 šu\abs be₂-bad a-huš-a\n5al2 šu\abs be₂-bad kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ e₂-babbar₂-ra\n5al2 šu\abs be₂-bad kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ gi-gu₃-na {d}nin-mah tir-kug-ga-ka-ka\n5al2 šu\abs be₂-bad kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ ba-gara₂-a\n5al2 šu\abs be₂-bad kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ dug-ru\dat izi\abs ba-šum₂ kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ abzu-eg₂-ga-ka\n5al2 šu\abs be₂-bad e₂ {d}ŋa₂-tum₃-dug₃-ke₄\n5edat izi\abs ba-šum₂ kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ alan-bi\abs i₃-gul-gul eb e₂-an-na {d}inana-ka-ke₄\n5edat izi\abs ba-šum₂ kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ alan-bi\abs i₃-gul-gul šag₄-pad₃-da\n5al2 šu\abs be₂-bad kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ he-en-da-ka\l1 sumur₃\abs ne₂-bala-bala ki-eš₃{ki}\l1 e₂ {d}nin-dar-ka\n5al2 šu\abs be₂-bad kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ ki-nu-nir{ki}\l1 e₂ {d}dumu-zid-abzu-ka-ke₄\n5edat izi\abs ba-šum₂ kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ e₂ {d}lugal-urub{ki}-ka-ke₄\n5edat izi\abs ba-šum₂ kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ e₂-engur-ra {d}nanše-ka\n5al2 šu\abs be₂-bad kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ saŋ-ubₓ(|EZEN×BAD|)\l1 e₂ {d}ama-ŋeštin-na-ka\n5al2 šu\abs be₂-bad {d}ama-ŋeštin-ta kug za-gin₃-na-ni\abs ba-ta-keše₂-keše₂ pu₂-ba ni-šub ašag {d}nin-ŋir₂-su-ka en-na uru₄-a\gen še-bi\abs i₃-burₓ(PAD) lu₂ umma{ki}-ke₄ eŋir lagaš{ki}\abs ba-hul-a-ta\v14sg3s nam-tag₂\abs {d}nin-ŋir₂-su-da e-da-ak-ka-am₆ šu\abs in-ši-de₆-a-am₆ e-ta-|KUD.KUD|\v14sg3s nam-tag₂ iri-ka-gen₆-na lugal ŋir₂-su{ki}-ka\abs nu-ŋal₂\v14sg3s lugal-zag-ge-si ensi₂ umma{ki}-ka diŋir-ra-ni {d}nisaba-ke₄ nam-tag₂-bi\abs gu₂-na he₂-|IL₂.IL₂|,izi\abs ba-šum₂
lu₂ umma{ki}-ke₄ eg₂ ki-surₓ(ERIN₂)-ra-ke₄\n5edat izi\abs ba-šum₂ an-ta-sur-ra\dat izi\abs ba-šum₂ kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ e₂ gal ti-ra-aš₂-ka\n5al2 šu\abs be₂-bad abzu-ban₃-da-a\n5al2 šu\abs be₂-bad barag {d}en-lil₂-la₂ barag {d}utu-ka\n5al2 šu\abs be₂-bad a-huš-a\n5al2 šu\abs be₂-bad kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ e₂-babbar₂-ra\n5al2 šu\abs be₂-bad kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ gi-gu₃-na {d}nin-mah tir-kug-ga-ka-ka\n5al2 šu\abs be₂-bad kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ ba-gara₂-a\n5al2 šu\abs be₂-bad kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ dug-ru\dat izi\abs ba-šum₂ kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ abzu-eg₂-ga-ka\n5al2 šu\abs be₂-bad e₂ {d}ŋa₂-tum₃-dug₃-ke₄\n5edat izi\abs ba-šum₂ kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ alan-bi\abs i₃-gul-gul eb e₂-an-na {d}inana-ka-ke₄\n5edat izi\abs ba-šum₂ kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ alan-bi\abs i₃-gul-gul šag₄-pad₃-da\n5al2 šu\abs be₂-bad kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ he-en-da-ka\l1 sumur₃\abs ne₂-bala-bala ki-eš₃{ki}\l1 e₂ {d}nin-dar-ka\n5al2 šu\abs be₂-bad kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ ki-nu-nir{ki}\l1 e₂ {d}dumu-zid-abzu-ka-ke₄\n5edat izi\abs ba-šum₂ kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ e₂ {d}lugal-urub{ki}-ka-ke₄\n5edat izi\abs ba-šum₂ kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ e₂-engur-ra {d}nanše-ka\n5al2 šu\abs be₂-bad kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ saŋ-ubₓ(|EZEN×BAD|)\l1 e₂ {d}ama-ŋeštin-na-ka\n5al2 šu\abs be₂-bad {d}ama-ŋeštin-ta kug za-gin₃-na-ni\abs ba-ta-keše₂-keše₂ pu₂-ba ni-šub ašag {d}nin-ŋir₂-su-ka en-na uru₄-a\gen še-bi\abs i₃-burₓ(PAD) lu₂ umma{ki}-ke₄ eŋir lagaš{ki}\abs ba-hul-a-ta\v14sg3s nam-tag₂\abs {d}nin-ŋir₂-su-da e-da-ak-ka-am₆ šu\abs in-ši-de₆-a-am₆ e-ta-|KUD.KUD|\v14sg3s nam-tag₂ iri-ka-gen₆-na lugal ŋir₂-su{ki}-ka\abs nu-ŋal₂\v14sg3s lugal-zag-ge-si ensi₂ umma{ki}-ka diŋir-ra-ni {d}nisaba-ke₄ nam-tag₂-bi\abs gu₂-na he₂-|IL₂.IL₂|,an-ta-sur-ra\dat
lu₂ umma{ki}-ke₄ eg₂ ki-surₓ(ERIN₂)-ra-ke₄\n5edat izi\abs ba-šum₂ an-ta-sur-ra\dat izi\abs ba-šum₂ kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ e₂ gal ti-ra-aš₂-ka\n5al2 šu\abs be₂-bad abzu-ban₃-da-a\n5al2 šu\abs be₂-bad barag {d}en-lil₂-la₂ barag {d}utu-ka\n5al2 šu\abs be₂-bad a-huš-a\n5al2 šu\abs be₂-bad kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ e₂-babbar₂-ra\n5al2 šu\abs be₂-bad kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ gi-gu₃-na {d}nin-mah tir-kug-ga-ka-ka\n5al2 šu\abs be₂-bad kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ ba-gara₂-a\n5al2 šu\abs be₂-bad kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ dug-ru\dat izi\abs ba-šum₂ kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ abzu-eg₂-ga-ka\n5al2 šu\abs be₂-bad e₂ {d}ŋa₂-tum₃-dug₃-ke₄\n5edat izi\abs ba-šum₂ kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ alan-bi\abs i₃-gul-gul eb e₂-an-na {d}inana-ka-ke₄\n5edat izi\abs ba-šum₂ kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ alan-bi\abs i₃-gul-gul šag₄-pad₃-da\n5al2 šu\abs be₂-bad kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ he-en-da-ka\l1 sumur₃\abs ne₂-bala-bala ki-eš₃{ki}\l1 e₂ {d}nin-dar-ka\n5al2 šu\abs be₂-bad kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ ki-nu-nir{ki}\l1 e₂ {d}dumu-zid-abzu-ka-ke₄\n5edat izi\abs ba-šum₂ kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ e₂ {d}lugal-urub{ki}-ka-ke₄\n5edat izi\abs ba-šum₂ kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ e₂-engur-ra {d}nanše-ka\n5al2 šu\abs be₂-bad kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ saŋ-ubₓ(|EZEN×BAD|)\l1 e₂ {d}ama-ŋeštin-na-ka\n5al2 šu\abs be₂-bad {d}ama-ŋeštin-ta kug za-gin₃-na-ni\abs ba-ta-keše₂-keše₂ pu₂-ba ni-šub ašag {d}nin-ŋir₂-su-ka en-na uru₄-a\gen še-bi\abs i₃-burₓ(PAD) lu₂ umma{ki}-ke₄ eŋir lagaš{ki}\abs ba-hul-a-ta\v14sg3s nam-tag₂\abs {d}nin-ŋir₂-su-da e-da-ak-ka-am₆ šu\abs in-ši-de₆-a-am₆ e-ta-|KUD.KUD|\v14sg3s nam-tag₂ iri-ka-gen₆-na lugal ŋir₂-su{ki}-ka\abs nu-ŋal₂\v14sg3s lugal-zag-ge-si ensi₂ umma{ki}-ka diŋir-ra-ni {d}nisaba-ke₄ nam-tag₂-bi\abs gu₂-na he₂-|IL₂.IL₂|,izi\abs ba-šum₂
lu₂ umma{ki}-ke₄ eg₂ ki-surₓ(ERIN₂)-ra-ke₄\n5edat izi\abs ba-šum₂ an-ta-sur-ra\dat izi\abs ba-šum₂ kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ e₂ gal ti-ra-aš₂-ka\n5al2 šu\abs be₂-bad abzu-ban₃-da-a\n5al2 šu\abs be₂-bad barag {d}en-lil₂-la₂ barag {d}utu-ka\n5al2 šu\abs be₂-bad a-huš-a\n5al2 šu\abs be₂-bad kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ e₂-babbar₂-ra\n5al2 šu\abs be₂-bad kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ gi-gu₃-na {d}nin-mah tir-kug-ga-ka-ka\n5al2 šu\abs be₂-bad kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ ba-gara₂-a\n5al2 šu\abs be₂-bad kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ dug-ru\dat izi\abs ba-šum₂ kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ abzu-eg₂-ga-ka\n5al2 šu\abs be₂-bad e₂ {d}ŋa₂-tum₃-dug₃-ke₄\n5edat izi\abs ba-šum₂ kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ alan-bi\abs i₃-gul-gul eb e₂-an-na {d}inana-ka-ke₄\n5edat izi\abs ba-šum₂ kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ alan-bi\abs i₃-gul-gul šag₄-pad₃-da\n5al2 šu\abs be₂-bad kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ he-en-da-ka\l1 sumur₃\abs ne₂-bala-bala ki-eš₃{ki}\l1 e₂ {d}nin-dar-ka\n5al2 šu\abs be₂-bad kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ ki-nu-nir{ki}\l1 e₂ {d}dumu-zid-abzu-ka-ke₄\n5edat izi\abs ba-šum₂ kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ e₂ {d}lugal-urub{ki}-ka-ke₄\n5edat izi\abs ba-šum₂ kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ e₂-engur-ra {d}nanše-ka\n5al2 šu\abs be₂-bad kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ saŋ-ubₓ(|EZEN×BAD|)\l1 e₂ {d}ama-ŋeštin-na-ka\n5al2 šu\abs be₂-bad {d}ama-ŋeštin-ta kug za-gin₃-na-ni\abs ba-ta-keše₂-keše₂ pu₂-ba ni-šub ašag {d}nin-ŋir₂-su-ka en-na uru₄-a\gen še-bi\abs i₃-burₓ(PAD) lu₂ umma{ki}-ke₄ eŋir lagaš{ki}\abs ba-hul-a-ta\v14sg3s nam-tag₂\abs {d}nin-ŋir₂-su-da e-da-ak-ka-am₆ šu\abs in-ši-de₆-a-am₆ e-ta-|KUD.KUD|\v14sg3s nam-tag₂ iri-ka-gen₆-na lugal ŋir₂-su{ki}-ka\abs nu-ŋal₂\v14sg3s lugal-zag-ge-si ensi₂ umma{ki}-ka diŋir-ra-ni {d}nisaba-ke₄ nam-tag₂-bi\abs gu₂-na he₂-|IL₂.IL₂|,kug za-gin₃-bi\abs
lu₂ umma{ki}-ke₄ eg₂ ki-surₓ(ERIN₂)-ra-ke₄\n5edat izi\abs ba-šum₂ an-ta-sur-ra\dat izi\abs ba-šum₂ kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ e₂ gal ti-ra-aš₂-ka\n5al2 šu\abs be₂-bad abzu-ban₃-da-a\n5al2 šu\abs be₂-bad barag {d}en-lil₂-la₂ barag {d}utu-ka\n5al2 šu\abs be₂-bad a-huš-a\n5al2 šu\abs be₂-bad kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ e₂-babbar₂-ra\n5al2 šu\abs be₂-bad kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ gi-gu₃-na {d}nin-mah tir-kug-ga-ka-ka\n5al2 šu\abs be₂-bad kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ ba-gara₂-a\n5al2 šu\abs be₂-bad kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ dug-ru\dat izi\abs ba-šum₂ kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ abzu-eg₂-ga-ka\n5al2 šu\abs be₂-bad e₂ {d}ŋa₂-tum₃-dug₃-ke₄\n5edat izi\abs ba-šum₂ kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ alan-bi\abs i₃-gul-gul eb e₂-an-na {d}inana-ka-ke₄\n5edat izi\abs ba-šum₂ kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ alan-bi\abs i₃-gul-gul šag₄-pad₃-da\n5al2 šu\abs be₂-bad kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ he-en-da-ka\l1 sumur₃\abs ne₂-bala-bala ki-eš₃{ki}\l1 e₂ {d}nin-dar-ka\n5al2 šu\abs be₂-bad kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ ki-nu-nir{ki}\l1 e₂ {d}dumu-zid-abzu-ka-ke₄\n5edat izi\abs ba-šum₂ kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ e₂ {d}lugal-urub{ki}-ka-ke₄\n5edat izi\abs ba-šum₂ kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ e₂-engur-ra {d}nanše-ka\n5al2 šu\abs be₂-bad kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ saŋ-ubₓ(|EZEN×BAD|)\l1 e₂ {d}ama-ŋeštin-na-ka\n5al2 šu\abs be₂-bad {d}ama-ŋeštin-ta kug za-gin₃-na-ni\abs ba-ta-keše₂-keše₂ pu₂-ba ni-šub ašag {d}nin-ŋir₂-su-ka en-na uru₄-a\gen še-bi\abs i₃-burₓ(PAD) lu₂ umma{ki}-ke₄ eŋir lagaš{ki}\abs ba-hul-a-ta\v14sg3s nam-tag₂\abs {d}nin-ŋir₂-su-da e-da-ak-ka-am₆ šu\abs in-ši-de₆-a-am₆ e-ta-|KUD.KUD|\v14sg3s nam-tag₂ iri-ka-gen₆-na lugal ŋir₂-su{ki}-ka\abs nu-ŋal₂\v14sg3s lugal-zag-ge-si ensi₂ umma{ki}-ka diŋir-ra-ni {d}nisaba-ke₄ nam-tag₂-bi\abs gu₂-na he₂-|IL₂.IL₂|,ba-ta-keše₂-keše₂
lu₂ umma{ki}-ke₄ eg₂ ki-surₓ(ERIN₂)-ra-ke₄\n5edat izi\abs ba-šum₂ an-ta-sur-ra\dat izi\abs ba-šum₂ kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ e₂ gal ti-ra-aš₂-ka\n5al2 šu\abs be₂-bad abzu-ban₃-da-a\n5al2 šu\abs be₂-bad barag {d}en-lil₂-la₂ barag {d}utu-ka\n5al2 šu\abs be₂-bad a-huš-a\n5al2 šu\abs be₂-bad kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ e₂-babbar₂-ra\n5al2 šu\abs be₂-bad kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ gi-gu₃-na {d}nin-mah tir-kug-ga-ka-ka\n5al2 šu\abs be₂-bad kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ ba-gara₂-a\n5al2 šu\abs be₂-bad kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ dug-ru\dat izi\abs ba-šum₂ kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ abzu-eg₂-ga-ka\n5al2 šu\abs be₂-bad e₂ {d}ŋa₂-tum₃-dug₃-ke₄\n5edat izi\abs ba-šum₂ kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ alan-bi\abs i₃-gul-gul eb e₂-an-na {d}inana-ka-ke₄\n5edat izi\abs ba-šum₂ kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ alan-bi\abs i₃-gul-gul šag₄-pad₃-da\n5al2 šu\abs be₂-bad kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ he-en-da-ka\l1 sumur₃\abs ne₂-bala-bala ki-eš₃{ki}\l1 e₂ {d}nin-dar-ka\n5al2 šu\abs be₂-bad kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ ki-nu-nir{ki}\l1 e₂ {d}dumu-zid-abzu-ka-ke₄\n5edat izi\abs ba-šum₂ kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ e₂ {d}lugal-urub{ki}-ka-ke₄\n5edat izi\abs ba-šum₂ kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ e₂-engur-ra {d}nanše-ka\n5al2 šu\abs be₂-bad kug za-gin₃-bi\abs ba-ta-keše₂-keše₂ saŋ-ubₓ(|EZEN×BAD|)\l1 e₂ {d}ama-ŋeštin-na-ka\n5al2 šu\abs be₂-bad {d}ama-ŋeštin-ta kug za-gin₃-na-ni\abs ba-ta-keše₂-keše₂ pu₂-ba ni-šub ašag {d}nin-ŋir₂-su-ka en-na uru₄-a\gen še-bi\abs i₃-burₓ(PAD) lu₂ umma{ki}-ke₄ eŋir lagaš{ki}\abs ba-hul-a-ta\v14sg3s nam-tag₂\abs {d}nin-ŋir₂-su-da e-da-ak-ka-am₆ šu\abs in-ši-de₆-a-am₆ e-ta-|KUD.KUD|\v14sg3s nam-tag₂ iri-ka-gen₆-na lugal ŋir₂-su{ki}-ka\abs nu-ŋal₂\v14sg3s lugal-zag-ge-si ensi₂ umma{ki}-ka diŋir-ra-ni {d}nisaba-ke₄ nam-tag₂-bi\abs gu₂-na he₂-|IL₂.IL₂|,e₂ gal ti-ra-aš₂-ka\n5al2
